   650.210632       606.213013       476.556152       430.896545       666.367981       746.190308       80.0712891       120.892448       473.512756       705.053467       312.883179       781.259155       452.116150       475.455109       200.981720       767.786621       420.484985       229.024582       587.155579       932.488464       260.250458    
   549.217712       146.201889       670.632935       968.285645       513.674133       31.5479755       557.855469       401.659058       427.103607       310.884766       765.102600       541.031189       979.019104       917.463196       958.709412       372.713257       371.359955       674.290161       507.163086       163.285782       203.594025    
   84.3995590       185.582306       431.273407       345.932098       378.394562       462.122864       425.183136       487.742645       229.638779       733.404968       362.861816       41.4131584       582.246765       295.966370       475.235748       949.044556       6.49529266       452.960266       98.1224823       334.000885       825.127197    
   245.571732       813.281494       95.9834518       200.982376       53.5316467       396.015900       778.774902       377.794769       420.344147       812.401184       83.5605087       967.356323       343.471100       997.497131       655.523560       903.513184       884.691101       267.287018       507.669708       838.398193       666.073853    
   500.765930       316.597046       672.876587       403.974884       835.246338       124.200417       544.953857       340.462097       463.330566       897.969788       250.216293       468.408264       473.494049       573.497131       654.019226       945.848511       290.545624       589.543701       38.1122208       594.900391       554.787964    
   491.523773       322.741272       603.567810       253.873428       452.822937       463.173584       264.513947       737.499817       849.086426       809.835083       885.723938       839.046448       542.522156       360.146912       665.516174       964.236572       172.109100       215.247940       707.322327       503.306702       754.942200    
   724.487122       893.073425       340.216675       901.058716       3.96141291       788.610413       678.206360       869.266724       53.1166191       436.804596       724.926819       258.159241       325.725189       30.9778309       523.697449       286.239807       90.3285751       72.6386948       772.315430       89.7436066       646.521606    
   827.505432       281.872772       894.894287       531.063599       353.041840       352.659668       785.668762       344.538086       61.7154579       613.587524       167.665253       22.6740971       838.937439       132.568512       329.580719       407.562927       765.665710       140.680756       609.174194       477.226929       899.925659    
   112.292656       725.148804       183.614212       98.1876297       964.934326       945.861084       127.953537       569.457947       533.455505       515.947449       757.138000       88.7715912       177.256592       639.575806       471.184601       853.346130       872.904297       871.453735       684.313782       838.722229       710.772278    
   994.293274       584.496338       38.0365982       227.315033       475.734985       172.231232       551.827637       316.095367       986.932922       643.410828       515.111267       114.512436       364.353607       436.200989       600.408508       352.793518       9.10777187       366.962616       42.2165985       845.014038       220.329514    
   628.799744       70.4397583       198.437241       976.330261       640.273376       283.366821       336.290436       829.094910       826.140686       777.821960       897.109497       883.360168       629.796326       959.036560       899.410767       47.3268738       26.9518127       375.676697       595.734375       868.850403       907.870605    
   479.543884       241.676590       344.252502       217.937057       230.922104       971.911194       779.172302       964.966248       655.036255       134.301926       985.710754       661.984985       803.746277       47.5925064       587.164795       884.466187       271.183105       117.649742       274.957153       255.442978       806.498108    
   225.487244       628.705566       887.064880       70.4977570       213.594727       279.680481       542.188660       208.080200       964.042419       826.781006       157.924103       300.564026       742.032043       362.734039       164.359024       803.686646       918.046448       230.952408       114.207863       325.149506       562.487366    
   451.735352       272.253632       894.181152       674.533447       771.541748       114.300995       649.962219       168.435471       49.8712921       529.922180       642.552673       766.788025       773.132935       112.020355       921.483582       902.860718       132.752274       651.969971       520.585022       673.564636       6.95873165    
   759.400513       680.053955       655.076233       50.3770714       78.9532089       784.674438       890.444824       752.658569       274.137695       91.5802155       314.704041       477.011139       618.391113       887.346252       182.223358       650.255127       776.255127       897.429810       607.896606       640.970825       917.039856    
   274.066895       330.973297       356.997955       217.225723       819.113525       687.808105       516.740173       764.975342       789.528015       822.675781       188.765335       993.049988       660.702393       912.387329       513.496216       298.590698       183.834473       522.633179       505.322601       825.112000       141.506531    
   854.337524       161.588150       255.759460       369.256287       279.069336       74.2723160       202.616653       199.345428       927.553101       370.436066       999.379333       900.083923       355.572327       675.062805       578.005676       507.305573       912.396362       136.723450       208.449615       700.879761       410.678162    
   80.7621918       378.613037       45.6033440       985.338745       623.701050       81.5661087       223.791702       892.056824       977.698059       770.493652       553.899414       832.539734       737.251099       542.644348       447.283936       8.55453873       396.921112       151.250778       813.079834       667.082764       802.276917    
   916.401184       828.606079       261.639954       180.337158       402.235626       450.623230       808.945862       868.401550       718.974487       734.515015       491.832855       557.028564       620.432800       165.783463       520.439636       142.937515       201.249786       215.648254       211.411331       52.6986694       490.905701    
   656.910889       948.203125       71.4753647       103.474457       420.423767       833.203735       417.053406       580.404175       635.859314       170.223557       510.406738       414.070862       508.649872       544.161560       2.79534245       557.163208       274.381348       708.211853       273.968384       806.542664       642.248962    
   320.968384       671.280884       66.5587311       778.733459       906.818909       760.659851       271.354553       697.338623       381.500610       305.276947       580.950378       883.465027       455.031097       631.280701       636.574219       37.8646317       412.944611       56.9807930       484.722778       689.514221       618.073730    
