   527.341736       915.264221       624.018066       122.087814       210.134689       120.438240       861.834778       826.864990       868.357300       667.495483       906.765991       928.435364       470.542664       772.702393       73.0119247       433.733154       287.346375       969.707397       764.729980       342.999207       100.102417       402.395844       456.257843       184.027939       966.274353       435.863861       368.386597       268.735809       447.183380       467.624573       870.042786       918.790833       738.584534       680.024536       587.809387       850.343018       456.220642       290.904663       11.9854641       959.926697       97.6326065       175.053314       573.170227    
   274.329071       212.488983       319.377502       295.619934       520.002258       618.540161       233.990387       555.380066       395.512939       507.072937       836.357483       199.174164       574.584900       52.3014450       610.678223       309.459442       465.483398       43.9110146       422.228577       347.637817       11.4902878       527.820679       226.537918       993.085754       522.090881       195.623795       568.171387       53.6104240       161.211105       131.412872       893.623962       268.658173       2.04054952       334.812164       353.335510       179.210861       473.496613       362.047943       639.572205       9.43967628       424.933960       673.461731       932.701843    
   757.869690       569.343018       715.971558       888.580994       974.064270       658.659546       464.506165       588.904297       473.995422       506.949921       531.402100       550.192871       130.811340       667.522644       622.385620       767.256714       319.043213       313.853699       801.772888       258.649017       91.9155731       334.375366       760.872070       488.311798       322.582825       133.088470       49.3323517       277.031799       80.3257217       545.771118       370.808990       513.572205       149.569763       527.836853       861.243591       476.877228       603.419312       964.374084       98.1276627       231.626160       791.412537       19.6445637       803.801086    
   578.635620       870.153809       848.355652       434.588043       834.792236       127.878334       767.644531       557.810120       475.601227       835.506836       898.265015       825.188782       189.247360       788.278320       402.036499       302.413361       111.979393       305.532043       537.568726       687.318604       418.508270       268.357941       412.183929       352.604950       987.313538       314.504700       702.962769       386.729858       283.110046       616.878357       785.768982       969.646118       421.594055       579.786621       155.925827       382.300842       347.761078       221.010468       984.308167       585.533081       584.782227       673.982422       662.752014    
   249.094650       90.6079025       702.175171       509.209229       824.208252       845.823242       120.112411       206.669937       43.1956978       879.444458       634.140991       268.379211       481.449158       841.485718       27.8106899       344.062317       645.164062       53.1425209       623.169617       204.245026       42.7599487       598.375183       337.564575       589.260254       817.479736       754.397461       437.080353       409.080750       306.431213       486.743195       233.905594       206.462601       725.459900       114.353271       517.000244       293.686920       607.839966       597.944946       146.199921       847.541992       231.374344       465.571655       742.847107    
   462.101654       488.049377       199.279617       644.311584       651.288330       317.166107       168.257248       11.0967550       430.183014       685.804504       220.051498       475.817566       432.753113       88.6411285       964.943970       110.600685       568.118591       971.165894       199.165298       784.387024       77.2790451       183.806793       233.252457       784.169434       235.032074       324.871796       109.318802       271.257599       706.973877       484.191101       411.469635       424.101624       243.671936       700.668945       190.103195       145.731903       233.319260       363.483215       715.489258       611.312439       690.367432       794.442871       48.0179558    
   390.553589       160.549988       975.335449       649.183289       578.176331       577.873230       8.72382545       859.772888       402.670074       99.9134216       306.776886       343.880463       394.873901       791.804871       115.299149       833.956299       590.452332       536.580566       176.812271       496.848938       471.808685       628.640320       272.154297       769.022339       268.215515       858.533325       815.174377       784.651306       99.9640961       647.426636       707.667175       981.864502       198.389008       876.502625       249.502121       349.640900       28.5909691       473.136261       153.633469       217.927643       316.143127       704.541687       85.2397995    
   506.490601       226.009933       123.475037       793.880371       497.021912       193.397888       388.291016       923.323730       59.6806259       113.953369       182.786011       144.530640       245.256134       881.332397       168.835083       842.057373       292.480225       902.635864       856.140198       640.611267       103.414314       419.508972       632.117981       127.312416       832.978760       392.552887       971.360229       591.598083       409.198639       90.2950516       993.837036       585.998047       431.165039       466.723724       502.328156       923.786072       88.0801544       177.368591       482.154755       492.068176       148.883316       534.159424       839.471619    
   970.428833       379.432953       651.454590       408.965271       937.059326       674.050659       688.751587       722.592407       802.709656       872.831726       989.098755       285.113617       960.717773       5.19643688       579.873108       606.926514       461.675964       432.176941       479.116669       63.3437767       898.043091       148.873550       650.837646       925.403442       953.887207       747.598328       634.485535       537.519836       374.920929       733.033020       720.582764       837.183044       9.37352085       128.262939       790.782043       591.421143       167.660614       785.590332       169.838242       754.275391       751.845215       147.034927       608.524536    
   189.074371       748.114563       422.791229       774.137451       493.077698       874.369019       501.027222       751.235596       253.672058       18.7198887       503.203949       820.646729       399.332336       884.935303       476.618317       324.879181       737.962402       320.241516       597.716370       67.4143906       773.791138       708.809143       61.2208748       476.764099       373.235870       461.599457       728.494568       256.394104       963.163818       687.599548       230.356659       516.763794       201.514297       104.266281       87.6625671       662.201294       281.191681       480.733429       705.307922       80.3097687       703.036194       65.8529434       222.881134    
   338.180878       484.340240       131.530701       740.990295       59.8094788       45.5315933       870.358582       238.245956       3.10140395       374.826263       777.706970       859.030518       664.597839       296.902161       849.393372       289.029541       547.620972       544.425354       939.054321       340.113525       445.814362       511.788788       183.497986       749.072388       811.309326       729.861572       405.668579       725.843018       929.862732       138.878983       467.327393       154.879623       316.912872       489.409485       148.628952       232.199692       533.556152       142.365997       174.053375       69.7225952       17.3555927       103.953079       52.8562851    
   57.0799942       284.157379       128.888809       183.751770       873.412415       813.643616       629.348511       152.213318       169.766129       742.436279       911.603760       759.178772       943.679504       995.974487       267.486633       832.737488       894.601562       615.189392       832.073181       365.401764       839.366943       366.365326       516.054382       800.545105       916.715271       698.939026       22.4618778       833.161560       122.336777       262.046478       502.938263       241.640793       728.724609       669.357422       98.0216141       840.842773       425.867859       334.579651       781.320374       351.335876       7.19453001       586.674072       676.275635    
   287.695679       915.704529       757.040894       71.6176224       392.880371       379.129761       61.2807770       41.1939125       577.290833       430.911133       603.935974       574.668518       516.846130       323.647186       941.960266       163.854904       49.5003891       501.434509       237.929657       979.079712       332.937622       911.315063       53.7706604       295.611420       921.778442       551.719727       965.966736       659.799988       197.811600       656.457520       185.031799       769.733643       183.493164       919.915771       848.816772       709.177551       462.780243       749.849792       861.602478       86.9458847       878.625732       884.207214       455.719086    
   967.431519       879.815063       361.071411       575.417114       501.582520       61.3794441       356.250427       201.502914       408.502808       268.467682       330.872498       195.134277       925.508545       150.345276       423.002380       815.852051       827.898743       885.991638       477.006622       16.6636810       829.939636       830.441345       448.856049       233.474609       152.842712       25.9867668       974.115723       405.906219       749.456177       741.117920       76.2728500       105.985352       94.6843567       284.026398       290.087311       138.831589       529.190247       617.919739       173.919632       169.150375       231.245071       186.310593       68.4341049    
