   656.862366       822.500549       460.840607       730.518494       123.133667       322.831360       242.479187       758.937683       277.311737       244.182724       475.631836       444.069153       160.163956       738.967163       428.929413       26.9541340       525.094727       188.375854       449.630493       202.101578       500.292358       641.820435       389.734497       601.415039       750.629639       640.547485       826.919983       626.070007       62.2436218       557.920654       159.354370       980.594360       384.321960       454.648895       965.312866       571.774170       926.190979       929.681702       33.9868813       673.318481       229.510696       146.791382       781.958923       977.287292       88.4205780       386.787079       108.664581       553.597168       356.542358       9.20774746       272.100464       641.112610       958.723633       383.049622       930.877136       849.034973       432.827545       542.868896       652.598083       737.340088       405.508392       676.629883       202.335114       881.766479       510.734894       603.066650       315.747986       850.448425       286.027039       845.791382       370.982880       719.020264       886.017639       787.327454       291.041565       316.137665       986.773865    
   462.467285       76.0455704       103.785576       524.156738       917.349915       231.040298       846.697632       786.015259       629.196472       57.8822441       351.676636       124.459618       405.795868       751.247314       52.8141289       848.703430       993.914917       907.380493       239.878571       702.972046       179.100830       316.224365       790.172485       11.6410561       105.220673       904.340271       234.842667       262.355927       79.6537018       636.758301       401.180481       84.8761520       632.617737       312.723572       688.693542       833.675842       349.926422       584.964294       729.041748       283.953796       577.754517       810.093750       32.9374580       755.268982       341.435425       479.064545       668.097351       445.474365       612.111206       374.477142       104.752525       422.060608       325.755798       71.9561310       643.919250       276.775696       405.423065       698.141785       570.593933       529.883240       599.544861       749.737549       384.472076       897.681030       637.148010       91.1812592       833.531982       382.286133       382.132965       272.211884       566.556030       182.773911       544.261719       31.6650410       563.132263       188.516617       850.302307    
   48.9951477       90.1093292       978.134521       664.861694       722.834045       672.359558       977.105469       315.302887       551.065857       108.325645       465.890045       334.775391       652.620117       42.0034904       520.967468       433.777283       259.118347       682.619568       68.8457947       444.875122       820.564819       480.185364       361.219757       657.965942       52.6141167       868.195129       180.133514       192.059067       360.059387       213.381088       375.596069       88.3304214       113.596214       428.035522       415.814392       480.394928       897.312866       595.880371       682.411926       894.425049       910.205017       810.794128       425.525299       505.361389       555.393982       319.589661       402.624695       381.072235       456.744049       83.5608063       990.686829       177.050751       558.721313       682.080200       785.212402       311.435394       975.254883       554.981079       673.523132       914.719482       486.892761       306.222443       786.500061       608.873657       615.125549       782.251953       287.218903       885.604919       614.382568       931.542114       781.493408       375.245453       790.513733       374.031525       294.335907       617.819031       146.090057    
   40.8728485       546.586304       989.961121       307.790283       391.231873       383.532043       927.041992       191.593674       299.086578       556.210144       576.822021       768.476624       535.784424       288.966949       439.828003       523.667419       350.289551       993.464783       75.7846375       150.454300       735.905212       240.116089       502.698120       503.944214       833.319214       732.053589       669.818176       182.907593       860.001709       89.2902298       719.047974       610.064697       400.185852       766.013916       761.029236       338.640198       328.469971       57.2604752       515.856201       504.170288       320.686676       805.336670       966.820679       5.61194181       741.382446       149.315506       359.476013       54.7078400       162.550156       12.0701370       562.517639       469.450012       810.152832       685.740295       919.202393       9.99028873       853.449402       135.299789       831.524963       599.997131       379.109344       890.435486       696.273071       13.2001829       389.646790       113.452774       353.297516       159.174973       546.826111       696.838623       383.354492       311.768707       636.552612       750.034729       834.593933       704.849976       249.970795    
   767.824951       36.2036247       904.130371       143.002243       994.055908       795.205566       376.270599       551.539673       578.366638       654.008850       863.044922       125.455208       561.839233       641.114136       407.936401       510.314270       365.822327       152.533966       45.5047379       191.648987       439.070312       431.027802       798.973938       733.183411       162.797928       994.599548       573.939819       886.874451       2.87048841       525.076416       619.350220       269.790405       978.131042       998.323914       556.358459       837.329590       629.710510       398.794678       31.4890251       729.667480       982.529297       431.741730       933.625061       139.250656       675.502808       310.569122       955.204102       300.160065       454.414520       764.438416       928.265686       860.959045       428.132477       281.799347       259.781372       308.500519       232.856003       975.281738       78.6419678       66.3471680       991.489075       17.1948814       1.65344727       881.477356       207.930984       819.782898       594.783936       110.939850       785.726807       584.803711       304.399414       691.637207       828.504272       229.542557       398.072235       610.442505       138.019684    
   143.529694       758.486511       502.376495       926.978516       754.176270       277.245056       962.416687       812.583801       543.341614       318.164093       226.034103       416.675232       121.071564       344.394470       86.1571503       271.081055       452.577911       892.945740       995.575623       289.049377       808.440308       864.543945       547.312195       386.540314       649.757751       754.255798       346.717682       940.496460       261.351288       603.094421       399.747101       647.083008       923.462402       822.722595       497.723541       118.191246       182.399384       51.5321236       234.161469       775.076416       786.940369       524.237671       125.016838       629.350159       393.042938       180.595230       921.232727       24.9290085       200.399429       661.052185       752.693970       168.326736       441.035156       694.091309       298.565735       244.644135       241.222794       127.919121       57.6709785       801.407471       112.898643       825.882629       229.484619       231.028687       683.627075       877.833618       454.670929       149.066360       486.625824       810.028259       460.392242       192.135880       606.723450       561.709473       472.624298       106.306061       147.522781    
   358.431732       829.090332       199.847916       619.675842       684.865295       614.959351       201.765808       418.309937       684.403259       157.877426       157.122513       451.427979       129.645813       6.84476233       179.404205       195.185135       498.168701       566.477112       706.020081       671.392395       65.5668335       706.966675       582.463867       568.089844       751.866089       106.243240       1.58473229       733.256653       664.743469       877.646606       41.8861237       890.834351       995.292480       624.153320       849.788147       884.825745       331.239349       720.144592       404.416687       951.023132       516.679138       466.590942       82.0123978       936.995422       850.666809       761.308899       192.490067       425.794800       358.395477       462.910461       423.343323       206.538696       964.669739       574.168823       2.57073855       203.413177       522.662903       440.720062       748.539368       428.023621       274.259918       932.606934       977.968628       165.315201       643.756714       487.902405       756.224365       861.814209       572.146362       612.818848       753.411194       827.083679       395.446472       164.893433       976.217529       682.595947       424.239838    
   619.675293       290.553467       489.384308       64.4984131       95.8472137       346.434723       184.489594       265.654541       353.404572       230.967346       239.936081       118.667610       245.171173       46.5885773       499.900024       53.4893684       891.479187       609.554443       810.295166       57.4636421       479.138702       405.681305       82.6206512       515.616516       99.6622009       387.245819       342.870880       581.989868       261.365143       595.450989       380.200500       439.883209       870.353088       423.603607       328.344818       714.166138       724.631104       549.647522       591.934021       505.023468       100.569611       110.933182       114.131645       556.679504       425.506958       81.3214951       198.124451       269.101135       993.948730       760.814392       199.008163       291.439697       230.582932       371.762543       44.1076317       705.502625       964.423401       140.433517       997.493225       472.703125       402.978729       86.8169632       364.686279       122.807892       184.294937       728.139893       491.928955       336.857971       358.475800       960.289795       630.253662       511.756683       351.989319       883.517639       568.335205       491.884674       344.244537    
   56.9126129       872.591064       305.539886       674.244080       801.254089       410.930695       280.984772       288.399780       338.258392       483.233795       452.221405       417.606934       781.135254       533.192139       453.584290       684.677002       998.289917       97.5940247       489.921753       332.766205       325.849213       501.952850       483.372467       152.051895       293.326202       570.280212       913.601379       470.697815       230.962402       200.482193       18.6362877       754.672058       917.901489       16.7909870       486.354309       546.979675       897.997803       912.616272       596.051453       536.891602       578.246277       161.352707       794.882324       844.045471       401.938538       99.8445282       134.713745       295.487366       523.156616       799.499817       912.165222       295.167267       92.4389725       131.069885       851.973145       128.851837       888.279724       266.516937       171.185852       875.523254       577.453491       330.848846       962.849121       117.529465       86.4078293       52.0466537       300.712921       203.467316       118.059235       544.764526       255.802338       626.012207       797.653992       834.231628       846.424927       335.343445       570.490967    
   769.839722       749.065613       827.164551       252.815613       954.440430       854.950623       766.163635       426.568115       98.3697739       426.402100       830.190735       388.203064       140.615189       506.395142       331.347961       659.545654       813.404602       305.907349       932.239685       288.184479       546.492249       151.876709       231.898880       380.067169       2.60128522       437.271088       614.586975       552.904358       468.066162       728.079468       275.963104       122.337730       24.8808956       571.721436       497.765045       958.190186       922.412842       239.223694       785.705994       301.349060       913.165344       781.823608       343.275238       414.697266       677.375916       538.171936       758.114441       277.583984       610.027466       87.6830521       906.226074       257.374390       848.625427       196.719421       94.2474136       181.476669       837.728821       855.092407       206.199112       51.6562767       938.532349       334.235016       504.359222       504.954315       581.244385       879.770691       770.058655       12.8236208       84.9648743       223.908340       760.191345       361.026764       193.702393       832.690613       975.704895       817.440857       64.8591919    
