   791.495056       182.012985       446.864197       533.466370       898.877502       614.082886       723.842590       237.048447       352.532715       787.748352       939.161560       778.755371       742.219971       492.007019       898.150452       181.351807       558.691101       450.876770       233.047028       174.346207       500.035614       574.350525       715.728455       610.965881       41.0165901       429.392731       19.4035854       233.950134       39.0586891       320.565308       971.184814       565.851746    
   324.650818       138.266739       875.973328       958.538025       846.527588       67.4076691       891.218567       977.282715       435.721619       334.233826       140.543915       473.038483       151.707184       514.402527       49.6883125       224.706070       254.842239       277.734497       912.077637       764.148499       719.421082       178.300125       631.219788       660.731018       262.027710       434.924133       593.188416       332.480286       211.685898       857.799316       781.757446       330.668671    
   716.144287       386.854187       8.21995544       578.747070       682.880554       795.079102       656.403442       372.818939       295.786224       557.034302       360.513062       849.289124       410.018097       277.510193       774.795227       479.116730       561.616821       52.6724129       237.701477       632.956177       439.801453       388.021088       569.064636       971.585022       841.227051       284.033417       903.713501       856.177979       562.344421       726.732422       450.423279       627.912354    
   55.9305382       267.891174       459.859436       59.8129921       15.0590010       163.503769       629.327942       114.605209       139.464371       881.109009       609.649292       428.763397       157.253693       22.5697746       272.421356       12.5225611       629.923950       597.851318       824.485107       189.550446       949.667114       254.362183       270.924103       692.719055       951.494812       142.756256       938.210388       409.369537       410.512268       858.636353       555.262512       895.255615    
   68.4399414       330.958710       293.503174       950.882568       322.911926       330.773468       271.270935       158.546524       694.335815       960.620361       444.295624       435.557190       253.994965       413.119324       995.206055       209.188156       521.452332       201.831909       644.598877       21.3370724       29.4094753       613.584412       585.328430       213.840714       720.923218       972.484924       792.537231       815.665344       962.791321       563.738953       901.514465       597.331604    
   540.113586       110.690659       63.5311661       139.881363       706.827942       742.254517       560.961853       872.236084       995.266418       489.700317       738.777161       5.44825268       147.339325       382.184723       721.843079       530.726746       733.512390       972.459961       676.458679       264.419983       357.625916       500.451416       235.655518       105.390610       810.828918       112.894119       885.620117       76.3712158       888.864685       520.403809       578.590942       166.058380    
   532.428711       713.424011       887.769470       833.962646       201.270630       16.2177467       836.606750       245.549927       116.731796       152.872070       927.553162       270.287323       450.701294       621.343445       641.747620       51.3029366       725.281982       830.668762       379.781952       357.949951       234.019745       824.139038       913.518799       62.3512802       235.449600       84.8024368       55.0616570       669.243164       749.100464       58.9036217       326.860840       444.957825    
   497.799347       51.7282066       7.52780342       182.562057       402.628510       486.408264       838.593689       524.480774       111.835770       720.743896       593.950989       488.842682       496.578430       846.098083       984.662720       862.629944       477.411285       853.866455       730.248779       709.648438       153.165863       340.912872       895.855164       784.271301       473.841095       169.298279       165.693848       727.753418       40.5429077       338.967651       910.168518       30.4981365    
   130.915482       241.537369       126.769661       176.893188       997.792114       562.392822       293.220917       637.594116       196.084198       40.3022881       986.623169       288.248657       16.3027763       823.429932       594.929138       120.265503       728.262268       36.9310837       23.2184582       357.896301       454.157532       24.9258518       115.481354       392.586884       873.280090       319.408417       166.996384       212.858566       938.087463       399.093079       764.344666       610.228455    
   866.214050       53.4495926       446.113708       107.568291       509.183563       890.637695       836.656616       39.2787094       454.583282       209.613251       409.669464       622.229248       390.977661       481.431427       910.835571       823.115173       338.623291       839.563538       133.088882       543.388306       916.838196       655.825439       942.339722       631.740845       312.220795       667.582275       780.939209       34.8667793       656.210938       633.399597       288.247192       688.749023    
