   71.9137344       292.931885       440.324493       324.120697       480.014587       474.285461       124.736855       270.210266       843.465515       455.126556       495.910919       859.456848       154.789352       959.379028       778.908875       271.768097       313.899658       304.873871       385.153809       756.626709       66.4061737       613.116272       579.801147       739.175781       858.970215       645.552551       16.2837219       370.214142       309.443115       493.953217       71.7156906       747.929321       463.408966       250.399338       818.796997       329.005341       726.978516       825.212158       439.756195       351.566376       948.646912       225.907028       344.608002       240.984619       636.604126       774.941284    
   276.666321       969.490967       802.806335       302.799500       770.197083       937.759827       325.970703       56.2729797       788.615356       295.667755       137.917801       60.5201492       820.808960       658.170959       297.478973       792.755310       835.898499       477.260345       982.742798       36.7206535       1.94462252       710.897949       132.100311       70.0658722       420.701721       256.225952       31.8802357       708.955017       821.846680       774.562134       458.309479       812.381409       268.777191       707.392944       98.3308945       732.252563       721.038391       497.134644       275.793915       893.558105       366.696869       547.296082       443.444946       262.562378       734.708130       292.740326    
   989.299622       89.2424164       564.526367       114.904663       240.849442       774.514038       302.001617       214.807602       899.339355       127.239296       759.726562       958.513550       690.279114       834.747681       785.842224       492.227631       708.334717       340.822540       10.9854059       632.690063       921.430176       795.792542       515.874573       472.528717       942.638611       43.4460869       596.201172       182.184357       489.937531       860.972839       50.8026962       720.519043       202.659409       221.740128       299.929077       596.862671       747.719360       391.519897       690.013245       662.474548       438.711060       79.6432800       729.338806       19.6002636       721.205444       236.142166    
   248.944595       775.896606       951.003174       955.740295       373.322266       414.999084       434.905609       421.201660       763.063416       754.302490       937.065857       759.695190       928.023315       580.743530       384.354828       50.9815712       822.315552       444.132996       165.722000       157.565704       90.0175705       65.9569092       374.218719       606.579224       960.331848       817.969055       372.483643       846.269348       146.340210       859.259094       278.131073       869.615845       203.467911       16.0197601       475.115662       848.104248       529.372986       59.6862221       277.968872       428.237152       963.659607       393.721222       726.485291       42.4368591       256.799500       647.732483    
   916.840881       889.109741       191.764328       788.314331       606.129517       82.0304947       683.249695       703.538391       279.141968       956.802368       397.106781       221.546082       557.904358       561.524170       756.803040       763.502319       28.9007816       22.8051548       555.362671       438.752930       824.971619       300.076050       703.831604       704.936279       635.952881       162.488419       311.113831       412.626648       940.942932       74.1816254       794.614380       141.763046       360.318939       455.518066       904.424377       524.071594       560.587402       924.954163       886.795410       807.355469       890.618774       576.041931       206.680054       321.764771       324.304443       26.5839424    
   961.911926       26.1914825       61.2354660       488.567963       18.1857109       474.915985       537.496216       466.283264       797.213501       818.930603       705.588684       948.667969       635.616638       531.468628       184.969528       223.470154       13.5531063       34.9608002       237.491226       930.105225       852.296631       761.789429       312.587952       808.640808       466.333405       996.434143       977.182922       84.2782059       731.312622       960.554321       252.717072       812.125305       147.345749       72.2441483       321.891388       660.587891       4.32517338       267.049011       250.255600       562.105957       306.205719       135.778061       436.626617       990.354187       630.776306       246.339798    
   423.389893       856.724304       812.284973       759.750671       277.215820       349.369019       858.862671       423.798950       643.329041       732.952759       593.427490       304.259796       930.892761       825.010925       650.236633       276.243683       831.200500       974.244812       80.5901031       515.191284       317.249359       839.397339       160.668060       767.924316       651.817566       323.969452       792.447571       897.210876       575.338501       777.332092       955.514526       973.849792       120.677971       986.191162       51.6698532       275.993530       190.560028       126.902451       270.748627       869.844238       254.602325       457.510559       621.082886       444.492004       953.848511       675.895996    
   401.150238       856.805237       314.422333       217.889053       740.137085       655.244690       961.895264       778.280212       749.551453       876.856323       827.094482       944.179260       786.734802       765.468567       36.1363373       846.846924       20.5673943       751.689880       164.827515       951.235901       627.133484       730.554810       66.4699478       430.516785       60.5596886       299.226990       403.778198       718.963196       958.398560       559.361023       58.1876526       429.782654       803.438293       710.308289       512.907715       664.357727       572.326233       487.426483       665.541016       664.760681       561.456421       269.748871       444.509674       345.457642       561.224731       168.350021    
   271.888062       906.873718       744.785767       324.384216       981.404419       53.9391136       121.220482       463.075165       744.731140       191.356628       899.907898       139.561844       399.133453       451.637817       495.948151       593.394287       829.928101       703.313477       793.212830       218.253708       751.870972       346.201996       739.103760       751.594971       662.621582       84.5290680       283.517456       993.179138       907.641602       660.440735       890.940430       938.478394       489.112793       548.232605       207.409256       653.229370       604.064453       958.136292       241.085785       905.752258       684.798828       537.119751       835.328735       390.250397       259.968231       136.435669    
   661.833252       727.645203       140.056183       206.069244       327.788849       723.568359       584.701233       671.408386       911.108459       4.49380493       415.335693       441.868988       371.738800       675.976624       107.226685       232.122589       261.955597       255.641510       310.082764       761.708740       713.422791       67.2168274       176.876572       381.059845       743.388855       237.023438       73.3373413       610.926575       262.585876       186.499893       979.904907       17.6985722       617.304810       964.176086       821.707153       24.0234470       404.362091       202.706085       611.529297       591.658386       565.907654       449.159668       405.601288       314.156464       644.908081       939.732117    
