   829.985107       664.236694       122.032379       30.5734024       741.479431       931.922424       379.455353       10.0067234       118.492424       548.978760       962.313782       155.646149       840.701294       435.269531       87.5075684       144.726303       724.155945       936.256042       867.664673       849.592285       24.0721550       392.825714       884.767334       43.8184814       368.126068       457.949646       281.760864       532.530762       814.420227       660.968628       867.992188       218.511597       317.767822       345.470245    
   627.527222       413.848022       260.551422       74.8072662       148.329559       423.487366       994.624939       903.839661       574.916077       598.607605       64.4517899       839.122437       63.2832184       138.156342       282.167450       303.155762       835.150635       750.992859       28.7818108       259.536896       146.762268       875.394104       625.233765       387.149109       87.8668060       989.366699       760.085449       509.123718       243.227798       16.0481644       15.2799721       788.229248       216.813202       149.581436    
   877.859375       939.647705       298.524231       354.837158       681.672424       891.071472       506.976471       192.257889       246.847534       98.7372894       583.848694       347.429108       305.551910       594.702820       379.053009       723.059326       648.088928       53.5563583       484.754089       279.647491       517.377197       883.378906       903.304810       317.588776       859.144165       706.585266       596.135925       450.721954       900.777649       479.600708       95.6112900       205.607773       507.120697       597.450195    
   128.491882       972.928406       89.0934296       758.669373       576.901917       961.521118       450.851105       437.028809       705.350403       600.898682       783.332764       39.6721802       930.299744       579.493591       178.515854       148.353134       406.544312       888.963257       290.964569       660.366089       793.021179       622.459534       735.123901       742.022217       347.537262       111.322250       546.831055       764.378174       673.681458       648.152588       803.090515       942.028564       842.829529       363.490326    
   792.806580       962.775879       724.586365       914.150696       731.170288       742.746887       173.020081       895.489685       797.172668       956.683167       228.067032       921.132996       132.372787       526.983093       361.401489       979.876038       638.914734       164.118927       638.202759       584.780457       178.384201       526.962524       952.649292       210.614441       224.141647       355.791321       986.317261       580.369019       447.012848       480.521515       978.868347       845.254211       67.6397705       916.416138    
   210.930679       71.9294586       849.309631       48.3175850       161.483231       764.345093       901.218262       505.425140       915.039124       389.181488       15.8548203       888.296875       973.317200       608.167053       640.863342       506.373230       422.948486       51.4100571       430.597229       112.208107       444.120087       361.460297       634.651123       445.686890       251.004730       265.776794       821.457825       824.432312       569.870239       915.616089       662.332092       658.632568       171.908325       122.113602    
   668.984863       808.687378       640.861511       713.719055       469.851501       386.323090       450.590546       20.3003330       763.736328       901.280212       551.573975       22.7902699       795.567810       607.984924       818.993469       241.482468       24.9025097       775.303284       964.075745       850.616394       673.908813       935.795166       174.123154       726.523254       965.347046       581.677368       329.626221       52.2811432       151.053207       647.358887       806.695190       67.7923889       743.095337       167.730042    
   895.368469       220.070007       120.935028       761.085266       340.567810       763.886353       696.793396       464.625366       52.6756287       67.1061325       511.547699       858.819641       754.264587       332.578766       425.928650       280.104034       239.819977       774.862732       167.165619       504.585571       107.882095       688.755615       336.715576       237.115021       763.332031       622.538635       30.5385075       90.8144073       225.533035       676.574158       344.819031       373.213135       945.557861       505.547882    
   124.291344       719.779724       726.288574       311.305054       65.3521118       126.767281       266.014435       765.812866       802.771790       453.248505       476.808929       819.851257       398.665955       740.417786       713.735596       126.795265       182.469162       110.381798       541.203735       124.176117       118.289917       977.865234       881.151367       880.804871       590.425415       818.395386       715.159119       715.224365       992.163757       739.071045       323.023804       215.317780       796.540161       762.357788    
   764.213318       120.975273       680.125305       785.471313       802.124634       442.118042       939.664917       879.178955       440.785126       796.315796       609.829285       777.511780       187.669952       33.7457237       310.823151       949.524841       315.223511       846.107178       226.230774       293.433624       798.656250       309.047699       655.545959       386.631714       357.065826       726.244812       779.842896       78.6930618       795.427795       760.779114       651.552979       352.196838       773.197571       264.125305    
