   381.748322       239.432816       414.809814       758.052612       999.118469       895.348633       306.686310       485.574188       42.9958649       906.115723       849.763306       154.607681       760.918091       620.161377       977.607605       402.133484       503.520966       124.653549       496.321075       696.547180       559.493835       625.489380       172.920227       799.632324       635.976135       457.269348       725.324219       355.085846       472.558319       695.843933       994.420532       339.698914       985.229370       95.4362335       88.6494675       679.719849       712.867676       166.723846       163.334610       353.451202       210.735428       245.410477       384.628632       32.6097221       57.5635605       259.661041       220.022552       48.1069756       690.829956       602.688660       24.2168503       48.3824310       522.829895       144.578629       829.049133       222.162369       497.717407       249.169144       9.85458565       438.973419       525.828186       734.635498       710.816895       252.839798       68.9792938       938.543457       903.809326       41.8249741       770.318054       790.741638       276.162750       140.267334       484.785065       352.037659       483.636017       379.687164       870.384277       380.429138       109.408531       495.523468       784.667908       859.039368       124.849396       323.645569       541.373840    
   529.234070       962.474243       730.553406       556.307251       987.773987       493.874176       777.844299       450.278229       245.134125       863.882202       571.714050       865.000183       228.835403       825.078003       113.532387       835.684692       444.981689       175.672272       271.106232       878.867493       846.584839       992.866455       14.1221790       977.935852       272.836792       982.768127       458.864624       531.585815       225.827667       223.908401       962.976501       460.359375       887.113647       399.047882       852.018372       773.345337       23.1456928       506.898590       824.693298       768.170410       74.4552994       795.191345       646.067078       817.047668       945.804810       968.993225       523.098267       201.991608       17.5859146       381.873474       236.703629       403.293488       481.431061       564.104797       820.195312       285.721588       202.861618       775.180237       531.551331       462.235809       806.993713       502.680725       732.007507       30.5597649       174.424454       111.099197       243.367126       661.162903       891.287476       15.6794004       743.530212       347.134003       132.542618       447.216705       641.050781       700.474854       3.55049276       713.574646       731.159973       189.066162       373.739990       208.702087       627.901062       506.121124       147.575897    
   254.917862       690.221375       370.744446       520.458740       57.6274529       585.391724       99.9799957       853.104431       794.912842       133.498260       337.078583       617.583740       988.880432       63.9235077       372.900574       996.784912       557.586609       601.751953       309.915680       988.565491       905.800720       423.151123       247.849380       788.974365       929.696899       960.404236       283.184845       986.579712       103.171783       146.798889       79.9013443       730.517883       280.870972       96.1778030       415.158386       276.873840       231.679749       758.506287       855.671570       937.602112       142.196838       198.048294       293.082489       177.464935       50.9703751       553.799011       245.741730       613.915833       904.169556       497.757111       407.276398       451.410583       959.114441       265.184906       387.670776       403.781342       237.247803       410.432007       560.881592       85.5198975       657.690002       220.758957       640.034180       239.535461       858.387634       273.273682       544.183044       708.626648       428.923340       735.422302       750.020081       286.069977       48.2391663       931.853577       11.9343157       232.717743       408.763245       863.041260       698.499634       755.035217       230.450150       459.833466       483.076355       900.440125       486.061768    
   982.081543       364.000488       83.1733475       822.665405       312.212158       112.575676       219.311951       429.654694       411.521179       31.6962414       723.508118       173.091232       592.056702       463.973358       401.968506       898.161560       437.485931       100.883110       492.178040       948.271301       307.669830       154.740463       20.6613560       407.533936       43.0858994       238.060959       766.324036       767.452637       721.320801       750.358887       29.3682690       767.640076       61.7215309       647.329956       292.910736       305.973846       488.454224       828.961670       497.837036       81.0219803       262.913849       367.767029       239.628479       896.989319       658.167480       869.064941       342.630127       320.409790       156.642334       428.937225       958.440308       688.616089       764.471497       414.977661       546.637146       177.105469       484.079376       379.538605       893.945068       19.0927010       319.728760       63.2957230       971.779419       786.311584       881.896912       787.150330       302.853455       378.410522       532.455627       946.687134       603.248718       151.045227       968.242920       539.696167       936.480835       172.022995       505.227173       691.188293       165.741653       608.587891       714.846619       603.884644       292.188873       338.932343       952.033936    
   852.821289       196.570450       328.854523       315.990356       22.9860535       7.65403938       121.242516       468.013641       467.721649       732.810364       723.174133       209.418533       187.239136       173.106598       211.298737       235.262039       608.493896       318.902740       789.662415       250.840332       911.025269       807.902344       539.866333       738.980835       957.749023       628.290833       477.577606       364.771851       913.254639       633.229919       380.709961       746.176758       430.558350       887.042603       52.1190605       935.687866       288.205261       357.048798       156.279297       695.766113       95.1583328       478.781616       286.996674       453.724915       91.0238266       679.493103       22.0485172       746.480408       754.813660       571.552185       298.587128       893.806213       445.540588       736.862183       914.353577       807.921265       880.592651       514.830444       883.670898       265.149017       73.8950958       781.485291       881.295837       590.598694       662.811829       848.547302       129.574417       806.475586       323.730835       978.930725       850.862610       559.073792       489.210388       581.065735       308.068542       835.389771       478.612610       202.810944       67.1105957       682.026917       459.125366       679.712830       394.326904       970.324463       985.008362    
   876.840515       358.090881       281.765869       499.936523       433.645325       832.674011       764.952148       140.205460       580.786621       278.652435       32.4286461       762.404724       958.435913       525.289307       301.126129       134.866837       73.1481628       669.603333       835.181458       501.471191       867.633301       345.077454       686.197571       700.592285       40.2467308       345.199280       514.963379       646.300781       13.4873095       806.824524       773.304016       264.550507       455.350220       579.132568       269.813812       404.744476       243.364746       510.543701       564.837402       973.753052       11.5060673       562.960083       312.759308       143.574768       309.644745       24.4960556       724.355225       998.651550       507.306366       844.249512       216.085556       994.891052       218.301407       760.489441       195.659821       757.094238       400.524902       205.564011       508.481842       189.835480       863.529602       565.531860       333.323608       144.447998       701.841003       700.332886       923.062195       132.708679       670.401855       653.836487       328.320862       201.321609       613.479675       778.536987       710.378296       680.393921       532.438232       116.859825       452.282166       591.419861       115.360001       758.243958       95.9743958       892.889648       411.935028    
   819.102478       929.934326       427.488190       322.273529       796.207214       516.384644       282.831268       201.108017       589.177734       339.247803       400.690002       219.162430       720.029480       981.963379       137.436203       159.030624       12.7085199       176.321564       297.471954       836.533813       372.322632       811.378113       835.083923       7.33344841       593.614868       93.6700668       184.104340       711.365356       661.958496       757.653442       527.623352       518.638062       691.036072       891.755737       668.116150       788.018127       181.824890       742.974609       803.856689       515.848816       15.1100311       827.267212       984.802063       313.471832       444.319061       822.150940       856.465149       560.132751       400.010834       510.428589       278.575409       90.6945419       642.898682       22.4714050       296.294678       188.815887       225.575073       41.4214973       210.172562       477.163391       404.789520       120.066856       305.687073       877.021423       525.654480       375.976074       283.760712       621.376892       494.441040       488.436340       649.127014       884.822510       97.9782715       71.3865814       28.7318516       532.111877       724.523254       173.837936       450.393616       178.685913       668.733215       292.026855       396.433136       121.315102       240.150452    
   168.939636       320.610138       792.360474       133.967712       255.621384       43.6393089       17.2775898       119.801704       67.4953156       654.040466       670.151123       176.619278       621.322083       292.064972       749.179993       904.447449       522.454895       93.1100464       371.782745       83.2321777       278.090881       526.449341       151.395828       882.343506       795.250427       481.737183       464.820862       234.170395       858.439209       51.2879906       710.404419       661.496094       840.424988       825.455872       718.828430       948.477417       524.320068       503.182617       9.98886013       584.505798       827.261475       215.579483       441.999573       472.505798       3.14981413       595.604309       916.576599       422.037628       207.500885       791.811462       428.128479       506.323029       238.055481       530.817078       668.128174       805.277344       360.264099       524.818481       973.789917       278.154663       218.105377       620.234985       950.198975       796.578552       788.073303       36.5068855       830.584473       578.761902       588.613525       763.536255       581.504395       542.841125       551.934448       60.6621056       210.805283       299.558960       273.128448       388.018005       401.287903       989.512573       749.635742       268.904816       876.785706       815.542542       24.8462410    
   512.321411       801.697632       986.358948       161.398376       520.713806       687.957947       908.197266       335.061432       834.594666       916.984924       97.6753006       284.180664       377.962860       700.560608       310.291473       401.360352       863.691223       510.994568       863.675232       103.305466       295.360962       339.294189       899.857117       10.3872156       141.806747       918.023865       130.369705       615.621216       99.2039413       925.963501       901.079712       173.629944       610.882629       54.9602509       896.774963       806.086853       309.047638       224.488190       144.022842       777.478943       794.406494       971.421692       516.512268       991.641174       633.357483       630.551392       57.4363708       238.326279       808.928894       707.772644       28.8717823       717.842651       992.841309       285.842163       324.870667       737.327576       638.703186       359.511566       114.322189       255.926544       814.020691       174.161377       38.4200096       933.147522       627.667236       790.869507       536.185303       361.876648       956.684692       990.158752       511.145294       789.450562       373.947388       639.911133       840.629517       729.776306       268.946960       516.075806       142.070892       292.659454       782.297852       261.246002       447.499084       698.401184       988.163757    
   698.298279       906.132202       958.693176       204.227402       820.005615       468.078369       441.091309       691.762085       574.574402       742.230042       480.149719       864.188782       303.551514       55.8656921       95.9803543       163.527649       130.074478       992.105774       649.110107       942.163635       28.4880142       523.344238       57.6075058       327.198029       994.922729       667.990784       218.688034       903.264221       910.378906       479.048126       604.806946       107.357864       465.095886       20.5488148       991.743408       443.733521       474.122803       823.718445       186.438080       802.305908       751.095886       523.358887       618.944397       547.568359       787.639404       290.455658       876.806091       359.358673       843.822388       893.043213       351.532471       245.829498       615.585815       757.711182       452.843842       527.783081       275.975891       859.396179       649.691650       889.711182       190.405746       224.900314       185.724380       61.2707138       374.652466       252.960007       932.885803       499.190063       96.0317993       746.468689       93.0004196       645.287231       47.6254921       739.782104       514.653381       567.151245       530.042358       920.551392       212.272705       679.564819       112.910080       644.296936       948.170715       134.787643       342.996033    
   791.824341       616.417542       482.824188       571.314209       769.976501       915.428162       867.673035       287.826385       290.944702       375.055450       872.240479       8.08734894       791.785950       430.864868       659.327087       269.696167       495.931396       851.786621       985.870483       923.007507       233.374512       252.862366       450.147278       388.937012       966.082031       283.719360       849.697144       431.396362       262.719147       49.9952660       981.704773       596.292908       886.858215       296.655579       618.169067       144.254593       200.815826       335.243225       66.1665115       655.381775       186.368347       518.426636       164.607742       105.881683       331.286804       168.527176       3.95474386       698.002502       378.790009       125.138786       569.306885       105.345177       200.648499       243.514618       442.244659       3.41979122       795.411255       255.422684       426.633484       608.174866       711.694458       212.719650       879.264709       728.239075       67.7829742       808.876160       91.5273361       515.985840       406.746704       771.427490       774.074951       794.210754       160.952332       16.1495686       618.838196       535.666626       277.381744       621.476685       556.624207       812.510071       244.748871       101.400139       442.318726       903.083496       304.006653    
   733.901428       796.383057       625.028381       298.301849       536.293091       861.286133       893.387573       875.784546       617.851196       529.958496       129.713577       195.007263       801.555664       665.461365       944.593384       317.739471       743.740112       7.22537422       896.013367       1.83434510       856.409607       578.005920       515.729431       666.208252       63.4535179       612.294006       749.418823       990.277832       533.495605       981.177917       136.094482       483.079315       814.661194       461.701355       743.274597       984.191467       147.537720       219.569778       913.672119       800.645325       660.442566       49.4654350       613.972046       765.342896       488.830414       292.339600       499.484924       659.073975       850.722839       276.317047       35.1759338       596.577148       142.812225       489.516266       954.195984       87.3672256       938.373535       21.4989758       879.335510       496.949554       654.440125       803.489258       716.148804       680.530396       689.038574       715.177307       791.386292       878.310608       207.270691       748.107300       34.2252388       73.2630844       100.273132       24.8832779       955.162842       54.4884758       613.033630       272.877838       818.301147       539.904541       623.351746       700.335693       833.014832       283.722473       275.863770    
   660.375122       668.602295       674.299866       925.262451       269.873322       327.378510       652.169739       742.482178       340.952393       872.513855       399.270691       211.216980       934.899719       311.619751       361.087433       108.966949       388.110046       188.115585       82.7037125       460.595428       796.090210       79.5100784       239.703018       505.497375       151.897308       733.182251       691.621460       312.303619       880.101807       190.406219       944.454773       707.614807       686.957031       614.191956       881.039490       429.367004       814.707153       296.614563       117.015594       171.835144       214.612778       652.072388       700.407593       701.633179       12.1662436       696.974243       913.207336       884.870850       592.335266       293.534943       846.657410       746.903625       486.163635       376.991425       980.910645       628.878235       173.913376       709.399109       316.649506       431.805695       753.575500       620.245911       794.483337       268.350677       823.226868       337.997528       638.768066       920.521484       69.4526825       767.388672       206.453430       232.266800       145.471207       236.343613       768.436218       671.235291       374.732056       891.370605       964.788757       775.288330       102.957481       60.7571411       397.768799       357.113708       483.278687    
   309.871124       104.782181       388.415924       66.5406876       808.564453       323.207336       456.664124       50.5537987       662.523315       708.967590       38.5179024       904.237976       518.713928       51.0551071       350.292511       759.854492       623.840759       631.924622       633.552795       313.114319       308.657837       382.488525       718.453308       946.272583       566.264832       22.4416924       950.019043       923.356140       711.989380       3.28158736       840.876526       763.403198       660.910400       734.934814       469.434998       642.675049       118.927109       470.116486       734.569092       687.603943       605.026062       739.017883       945.530273       445.429901       772.282654       62.5824318       623.928650       512.611755       743.816101       637.014954       310.424835       207.071930       609.244873       438.192780       714.580078       367.321136       850.582275       765.324524       180.994659       313.669464       50.2852516       411.075378       171.311142       649.466614       9.52643299       981.854797       164.448273       256.326752       441.477936       757.893921       714.022827       569.742004       996.252991       975.851868       719.671509       481.832794       618.331360       33.3072929       480.635834       673.785095       287.383301       595.747437       989.784302       844.554932       209.565735    
   619.714417       351.567902       883.481201       690.381836       615.150330       683.129272       737.288513       815.482544       878.636047       843.450134       141.821106       342.984863       428.511780       730.717163       995.236694       884.492737       273.415100       197.390793       616.111938       269.178467       160.948639       607.924438       645.242615       684.067505       413.120514       441.441376       165.008118       944.202759       865.515991       75.7982788       280.007202       93.9481430       332.123413       338.686188       693.252075       336.997253       855.541077       504.243134       346.628296       261.130005       164.450363       857.197388       145.174973       544.171021       248.299301       302.926453       820.312988       703.561279       982.946594       412.392517       301.709229       488.239563       597.210754       560.263123       912.236023       699.738159       898.420776       519.006470       301.141357       279.470001       776.543701       829.389465       948.697815       516.898865       942.165527       556.303650       883.582397       739.960815       419.471222       514.861938       343.661713       782.406433       969.834656       887.273743       764.148376       830.385925       816.818115       562.491882       711.687439       643.468872       36.6293716       86.5272217       320.506531       488.378174       127.060783    
   32.9081650       764.123596       600.631226       721.023987       446.278168       336.713867       782.524780       325.186584       230.036606       537.669739       815.503967       963.263977       611.415955       777.906677       933.627258       271.190033       115.102348       466.554932       455.260895       661.965759       270.606232       857.972717       365.010193       474.156738       450.160858       435.126465       38.9108391       527.626587       942.016235       588.156311       402.859100       106.592766       452.206421       514.145142       866.795654       491.417419       384.504364       214.458542       594.590698       512.617554       885.512878       274.017273       811.895630       132.249237       311.874176       494.289154       433.624359       1.71620774       890.369385       305.256104       787.664062       293.622375       120.132118       941.438354       339.079834       877.280212       225.274612       384.384857       720.063538       748.659424       739.153503       520.781311       526.923462       220.598419       138.001587       714.975037       517.151917       957.382751       947.422729       499.874054       56.0974426       760.908386       14.5608473       396.132324       426.108185       176.654419       984.955200       610.414795       364.184662       672.781616       832.443604       486.792969       143.378677       986.244751       152.833664    
