   431.836456       64.3892670       96.6496964       805.634521       514.189758       78.2674866       314.689331       983.132935       1.75860381       2.07008386       579.538086       745.444885       4.94604969       816.942261       415.497253       199.707642       640.257080       885.329468       682.136841       395.667572       990.459534       804.116272       870.884705       124.791397       44.8320580       382.583801       585.733704       532.800842       475.067474       504.882385       309.280762       733.797119       869.319641       196.778488       597.159363       555.926636       732.179688       313.437042       114.180054       968.836792       732.609741       76.1634064       658.485962       542.496948       544.667664       125.156883       14.5896072       235.642471       904.080200       293.732697       997.741943       114.292419       152.110962       136.299606       743.434692       128.017609       918.036255       233.554642       73.0062714       648.446594       573.429871       55.6836624       518.557617       555.057373       783.317200       825.042969       353.845337       939.644165       760.205322       445.554993       798.003479       14.3070660       151.862427       50.3638496       42.2251167       418.760681       926.561462       677.689331       399.448029       839.629578       260.027344       760.585083       142.177902       921.268494       256.308777       22.5711441       252.810730       169.132507       929.168823       34.8459358    
   747.156799       207.106049       232.975800       281.127960       94.6973953       72.1198196       486.112915       288.373169       413.880737       281.983459       417.246735       402.736816       945.664368       483.014832       215.526779       896.266113       208.201431       770.574097       256.261353       566.755920       650.329956       866.986023       785.720215       444.261902       927.750671       536.874817       179.879974       470.906128       520.416687       136.288467       433.758453       398.804108       66.2347488       251.846695       910.088684       946.439453       372.969482       622.503113       419.448486       647.133057       458.167175       629.885132       954.914001       850.619629       464.456787       406.722229       456.048492       624.113098       487.321442       568.471802       799.912598       246.028610       809.846252       309.216980       142.376770       483.719147       518.426697       925.268738       529.487549       591.265198       155.733795       435.335876       338.465454       438.134491       341.650146       367.685608       287.031738       349.024994       249.873077       820.461853       245.628830       202.058823       652.578369       504.451996       409.935638       228.432465       614.365662       174.138870       807.008911       992.826294       996.774109       353.659485       230.809555       864.188354       114.576271       373.514709       570.883850       815.539124       92.3637695       85.9273071    
   831.135742       339.370056       586.839355       997.129089       263.854553       541.270996       575.943298       935.135803       135.751312       891.303894       205.167435       32.8608856       943.420837       616.123962       967.641663       271.170624       885.958313       777.708374       849.688782       136.544525       797.382935       894.101196       337.708435       887.444458       183.978867       745.213318       424.101257       195.905212       642.633850       159.646149       428.388947       151.989914       556.752014       657.091431       86.6517868       228.092926       897.047241       326.593536       843.951965       577.426514       567.454346       201.004700       244.393036       171.794708       765.656982       815.773987       452.461334       74.4214172       455.857727       891.911804       944.813721       38.8264046       947.767334       514.835205       82.1621552       201.859238       969.871765       209.737640       762.987305       257.653168       456.346405       176.906891       737.973145       380.751068       38.6627159       337.101807       698.909973       361.735657       293.374847       203.904007       443.171936       227.808670       588.546387       311.278412       419.858276       911.007629       422.897339       690.030029       597.015442       539.928650       305.280212       139.331757       189.615707       573.276917       836.625793       897.732910       287.746826       681.274109       894.393982       898.373962    
   467.536285       473.302216       183.621475       226.968781       194.818207       23.6194935       20.2454929       291.255707       877.190918       270.133148       953.820312       259.989380       443.311218       668.317749       596.126648       149.779541       465.104034       900.539673       936.109131       380.384613       956.476074       166.503891       419.759949       946.482239       255.789719       102.165115       579.795532       340.374023       604.984802       188.656723       21.3327255       350.154602       737.855957       846.972900       885.557190       420.894012       422.522797       39.1877823       769.467712       365.686035       765.136047       144.609177       424.324280       572.048645       568.303894       124.335701       781.345093       784.597961       319.375122       588.805664       139.504623       665.036560       815.986572       191.631653       923.454407       511.852783       948.585999       544.318970       134.552261       232.913635       749.343323       656.731567       665.195374       88.9174805       488.452606       396.323395       201.609741       4.24675274       633.135254       717.055725       224.601746       181.608383       153.478241       363.307617       150.447449       503.616577       334.767334       889.816040       986.080566       102.192451       897.060242       853.742737       319.395264       874.113892       493.008209       332.493958       755.232422       701.530823       537.173889       963.009460    
   948.977478       232.997665       311.301697       796.169739       290.351379       265.308929       807.469116       465.924103       443.725464       715.491455       80.8472824       963.832581       855.035461       524.803040       41.6546135       126.501297       706.210754       803.291199       844.794556       753.324585       336.207977       434.144135       544.069153       144.301453       486.718903       458.705750       695.186768       542.588196       415.816223       459.767731       877.343445       924.713196       320.123657       545.149292       718.370056       418.902344       473.370392       959.957275       46.9335785       540.325378       742.148315       974.070129       822.492432       327.431641       731.684937       604.739563       834.251404       703.707031       29.3454628       1.53215408       60.2058716       221.781693       570.459717       239.425491       658.524170       811.319702       661.928040       833.090637       799.559143       921.166260       254.555649       43.6422272       409.931458       18.3551769       583.394958       958.226440       702.394043       656.108154       752.099304       156.455185       464.037537       925.688538       760.872742       408.419952       460.934814       582.437744       51.9406624       828.012573       667.304749       787.360413       84.7270584       279.591125       555.877380       759.148804       188.063843       717.314819       431.952271       521.309082       149.951080       687.839539    
   467.745819       320.575958       924.891663       94.6342163       555.892761       230.920303       946.257446       660.444214       734.554077       305.827484       967.895569       400.812195       687.308289       171.166031       213.596695       691.658691       739.051392       258.193420       472.461792       948.804321       903.247131       17.4252605       733.915894       204.959869       316.090729       426.687775       350.077393       926.200867       274.053070       672.823914       646.297058       463.483948       458.650421       972.335999       399.372589       58.2901306       480.425415       133.202499       636.165649       74.8733063       381.958923       912.942688       297.930511       129.052795       288.253021       661.811768       155.941376       915.540222       574.371765       424.050171       93.8442917       407.402039       890.461548       665.480896       857.466003       495.829987       612.521484       969.984680       220.140335       427.055054       923.332214       792.459595       552.983765       3.64117980       542.550171       890.795349       758.463928       869.138184       883.404785       174.243317       905.008057       317.512390       982.051453       232.291519       400.577576       469.336914       795.246094       761.295654       867.726562       763.180176       904.308899       637.041321       635.352966       20.6231880       804.277893       303.305573       468.591431       606.120911       275.741425       19.8202229    
   642.837219       574.013550       539.802429       500.465820       906.524048       443.370392       103.548111       983.335388       413.638916       408.678558       637.114685       167.934464       533.528625       336.968475       331.365936       481.140106       629.853821       658.079529       138.628769       621.746521       665.614807       317.747742       415.801636       414.966644       269.878662       35.7283363       281.206696       681.893799       314.136932       422.319275       205.166306       748.951172       232.824615       206.518570       505.904358       466.294525       85.5275192       102.090569       609.442078       754.247559       302.537872       580.476013       70.5643845       653.380737       829.535034       688.332275       722.461182       182.359726       254.407135       282.359833       755.637512       317.979279       160.454529       990.716919       130.685287       358.708954       691.970215       651.151428       253.155502       911.550598       575.411682       724.210083       421.680359       357.512939       942.672913       709.015625       152.738083       357.143646       748.514221       580.869324       925.400574       722.830139       339.746674       784.265686       390.256897       954.547302       486.074677       694.659668       809.216858       524.966797       606.480408       691.617371       596.724548       610.814148       904.586853       6.11837244       217.914307       666.995911       680.468445       214.309631    
   806.407959       702.306763       69.1441803       221.053162       380.761963       411.957764       113.113304       285.199432       634.117554       908.477234       334.056244       88.8877029       559.842041       293.934692       462.442200       679.385315       203.620041       30.6226444       385.889923       628.528503       853.726013       855.858948       6.61098862       635.783264       984.121826       762.598999       198.751526       657.752136       959.326111       623.037354       145.320023       790.193237       441.292938       850.550171       290.827576       451.089233       874.551331       425.153564       479.686798       24.6796341       55.4076729       684.826172       138.174210       221.548630       568.733093       474.026581       632.220215       63.6426926       858.081604       183.824417       655.770630       777.860413       263.307983       792.656067       983.566650       786.752502       128.554413       728.532837       981.360657       451.037659       924.184204       776.098389       285.904388       623.359863       607.061218       904.027283       743.444641       434.139008       388.330902       385.534668       369.863251       130.554764       781.005798       251.755951       746.863403       573.826538       381.255890       881.259399       832.585144       397.240387       181.512100       710.648499       223.047928       574.587341       368.086823       182.015427       146.473053       388.989349       102.506432       90.2868347    
   721.771545       153.465012       818.062073       572.078613       149.489365       844.518494       728.793396       522.671997       234.825989       456.267273       769.092285       757.854980       944.233826       55.1714592       659.182983       673.286011       388.750092       267.112488       573.293762       829.145813       589.768127       441.119965       542.795776       53.4564400       351.270355       405.038177       776.093384       778.613403       264.285492       447.055695       302.431213       849.188965       682.514404       130.234344       316.300110       693.804810       942.427246       620.546082       222.991882       483.635010       378.254852       559.708008       524.209778       872.892578       171.263214       202.588303       902.327637       452.604767       841.564514       456.277222       137.815506       454.366882       454.918213       449.027252       477.846985       389.573547       117.081985       337.028442       696.835510       881.630371       555.645630       820.390930       193.568726       960.815369       109.021011       875.408936       88.5325775       558.200928       400.782837       846.840698       403.057281       489.362518       867.506897       693.663452       447.358124       404.353638       709.526855       832.565369       7.35029984       871.248169       598.946411       34.7929420       805.509705       163.687531       927.528137       816.149353       504.525116       763.760376       34.8403397       109.009705    
   610.791748       365.016998       978.770203       303.564178       635.093872       650.514038       272.444458       675.242676       36.1747437       877.568726       885.498718       478.453461       158.032181       3.84363294       200.943253       876.088684       538.543030       327.932831       290.350372       628.918701       997.560364       826.852112       675.872742       664.390930       180.411407       433.898346       573.743042       465.778107       53.3149033       13.7928944       310.676422       924.622253       476.836456       524.148438       751.853638       18.3798275       480.749908       720.212891       479.458160       359.316101       413.126282       72.1490555       711.788696       54.1961098       58.7898903       762.598633       792.084900       79.0232391       470.831635       67.9997787       297.261475       59.5399780       401.983490       420.358337       554.843323       393.640228       681.800476       822.533264       673.611816       742.564819       951.720032       173.024078       31.1328869       545.290222       901.685608       667.254333       667.266968       990.385010       936.983276       565.893860       581.457397       667.964905       928.737061       316.227509       105.241753       822.014282       913.203064       578.427124       75.8044662       582.630676       468.968414       377.691803       545.421021       5.68982697       882.971924       608.375732       997.888184       899.517578       994.632019       536.171997    
