   699.384460       48.6733665       702.063110       496.364349       959.831604       644.244873       569.529968       70.5262146       37.2283325       530.016541       249.440125       714.946045       451.690857       748.672485       180.775284       639.498230       363.125549       62.1332855       492.703827       7.31058311       579.190247       929.765320       485.635223       688.502991       352.488831       530.054443       114.228706       729.653809       152.313065       429.270020       309.210236       466.730103       178.711334       77.8616333       850.412109       641.275330       468.223969       563.413879       177.564148       885.309814       256.538147       173.268326       144.680328       927.737000       651.508667       284.079803       838.474487       155.776794       318.510223       198.737885       287.719421       717.141174       53.9554291       172.756363       956.348572       310.318634       771.818298       925.963684       68.5321732       738.883728       103.263840       326.130676       500.368774       803.550659       831.199036       823.219910       74.4221878       805.627075       573.800293       685.235474       249.405289       206.490112       876.806030       838.253723       839.577332       555.552368       34.1227036       459.891785       865.074890       828.833191       97.8354797       42.4183998       818.965332       867.807861       905.227905       689.798950       581.180359       385.065918       714.654541       722.951843       905.362976       322.952301       86.2712402       846.116394       153.847656       986.223816       305.592529       819.177368       534.602051    
   400.480164       300.260040       666.050171       954.938171       569.463135       16.7026825       449.652832       920.352478       40.6525917       354.110779       805.748230       260.483948       412.150299       142.625977       582.616333       610.700989       946.524170       779.661804       592.072449       770.095642       417.822144       124.208038       27.4778328       443.597565       936.006714       355.452942       771.772461       55.0080070       207.449020       237.838486       784.085022       606.207703       170.462509       521.638855       768.476807       598.819824       683.499512       390.623383       907.204407       665.646179       114.889061       625.012817       177.549255       975.877319       905.435303       913.380859       267.242371       428.129913       803.169861       687.756042       942.367493       554.712646       360.455017       957.914124       980.312256       44.3492050       749.599121       559.125366       775.917542       310.136169       355.648224       89.4588623       703.628906       93.1723251       565.015259       265.807861       387.826782       547.553467       811.912537       641.562439       760.067017       864.764954       438.979126       652.669067       632.462646       996.425537       384.002625       64.4641724       38.8703461       121.485336       669.178894       200.605637       359.508545       448.078156       127.056969       912.917358       421.532440       980.266235       582.796509       940.670471       557.437378       668.903076       136.373260       471.149170       236.935318       605.393311       460.496735       205.533936       934.403625    
   635.274658       646.887939       81.7035980       782.877441       808.856201       679.334717       329.019684       652.468628       398.669159       644.827576       61.3627129       142.993240       583.888855       806.772888       362.151215       579.200562       526.231567       939.985596       791.225952       250.680984       34.1232986       728.791321       450.003784       203.363998       302.117554       636.916748       899.722900       362.967804       801.012939       166.087189       667.584900       648.049194       495.500824       342.450623       909.235352       863.580139       544.007874       412.662445       769.459412       308.517792       586.409119       483.354309       483.516815       839.004089       833.679749       181.121490       854.162109       537.800354       20.8963795       966.428345       719.025085       594.500000       101.506905       889.406555       961.243042       129.724640       72.5195465       205.451355       384.624573       220.923645       788.478516       193.203171       157.352829       716.996216       643.841858       881.780212       32.0815582       718.747803       996.683838       128.072205       330.404877       829.109070       274.351929       92.3871689       19.5255928       35.7875214       405.632477       768.355652       593.060486       832.293335       586.540283       4.22305393       102.288017       739.643494       157.379333       736.625793       274.991272       863.956848       52.8663483       977.031250       620.115295       811.686951       823.271118       35.1832581       91.2930832       533.547485       118.661476       311.521118       306.806183    
   414.423828       204.783783       461.078613       629.244446       546.217896       866.210266       988.511047       291.104858       571.794800       503.804626       454.247375       729.786865       805.927185       713.035645       391.595825       541.670288       162.096313       495.609680       318.127472       842.914001       517.934021       771.409302       964.166748       911.334167       717.034668       281.494598       342.841095       742.509888       339.863434       449.855927       416.756165       903.396301       857.721191       478.327942       931.959656       431.663300       247.147461       52.5746384       725.323242       18.5928211       593.640259       294.247650       228.283066       86.5648499       592.198608       429.728638       805.921692       326.967651       227.874100       877.821045       402.758850       860.899048       27.4294243       487.538116       611.109497       455.091736       138.007904       970.317871       172.245697       885.417847       803.718567       486.150238       785.945801       891.756104       678.240540       576.266602       535.102966       747.541809       357.616364       550.872986       323.433167       231.920303       856.930908       885.625488       110.928062       160.476974       876.124939       914.463379       678.638611       492.502319       467.169556       51.7480927       317.529938       490.731628       620.099548       826.483398       684.570862       144.532013       953.227966       633.998352       973.931641       462.929474       900.690857       152.282089       961.866882       4.60860825       10.8693523       241.175873       311.753998    
   116.295990       209.899536       312.213715       426.994690       650.566956       246.239456       175.657211       836.252014       796.951782       863.243774       553.248230       147.536179       435.470917       482.840424       238.646759       297.609253       213.727570       965.566162       888.804932       63.2149811       310.197754       813.757080       294.281464       964.702698       791.191956       297.631714       149.927322       151.399338       742.592102       90.0087585       878.676147       801.267273       605.226807       700.565430       348.002167       881.251038       993.498352       561.352844       896.222107       822.085754       679.673767       473.005737       589.696472       38.3853531       638.937622       39.5445175       944.476868       110.122955       817.465027       965.642456       509.153076       895.049927       371.452545       992.775940       199.274506       221.279022       506.683289       945.239014       269.729401       222.926270       269.912964       44.4148827       276.234497       940.509277       582.982605       600.072327       358.402557       66.2823868       447.512665       988.492188       818.714111       802.343262       950.825256       758.334717       872.665894       318.692963       79.4572601       80.4358215       591.121521       49.2673302       551.785156       740.091736       71.6766281       230.235184       780.717896       403.387207       996.193909       50.8699837       773.803772       114.991837       682.818970       986.694458       152.185638       43.2903175       943.733704       982.101990       997.053284       348.693604       395.257721    
   607.208374       534.284912       164.071838       365.637024       956.799805       101.157616       741.613586       343.545044       639.699646       847.160034       124.085312       655.653503       618.219604       953.997620       570.343140       526.137024       368.875153       567.238708       42.6743240       483.619690       266.845551       978.591003       373.365326       419.344208       798.798523       407.014954       106.492432       314.161530       428.634430       673.223328       822.237366       634.936768       587.370605       433.382324       401.387634       677.808594       268.856873       437.156647       794.440247       225.481171       31.8643379       964.454407       90.9633865       841.455200       657.492798       206.766754       344.578156       990.711731       14.1193209       555.590271       763.292297       923.119995       571.930603       834.505249       341.009918       592.890564       407.779449       797.431274       381.042572       438.033691       378.260712       518.357727       839.826294       709.748779       145.193848       491.317963       732.442322       976.498596       169.410828       165.083328       75.3430557       827.718140       960.088867       326.861481       231.380890       530.150208       74.4665527       333.929413       117.762581       534.460999       908.203613       855.735901       827.801819       494.158051       557.225830       348.143951       504.851959       418.441406       632.652832       546.873169       309.651123       670.877625       80.4933395       717.041748       722.285522       881.741577       960.489746       552.486572       433.218811    
   415.988129       584.090942       814.404846       23.7858028       780.539429       755.262146       44.0105743       880.972717       582.776367       424.431458       177.330429       212.434250       184.983521       589.723145       560.520630       84.9891129       274.697571       966.439514       341.750885       535.560608       871.258362       631.834595       203.012146       118.146469       977.494446       749.156799       116.693512       78.0050735       434.344513       9.35381222       710.619385       437.350647       95.5096512       312.685364       314.974213       258.390350       600.186768       890.673035       719.041016       632.889587       302.356445       871.029785       172.639465       104.938011       422.785675       311.509094       414.314453       193.644638       713.022217       439.809540       25.8046780       188.454224       293.446106       875.189697       318.308014       250.305618       503.208344       15.7128649       991.939880       392.273132       609.526062       335.970673       414.454254       945.655945       4.59002972       289.653870       723.013428       780.858093       722.522034       622.824829       377.446838       340.262207       943.835632       76.5759354       200.270874       887.245911       694.040771       991.687134       861.431091       298.816528       640.691895       482.327026       38.0921555       35.7938347       560.878906       352.032776       4.45105171       290.289520       212.859528       628.520264       43.8676643       917.104858       920.957336       484.863129       640.571106       443.587921       268.464172       471.615845       491.775879    
   416.787842       927.386414       958.090088       701.140320       986.034546       8.95634842       426.676788       929.990112       315.090851       442.882019       836.571045       467.074402       24.4824200       556.591980       272.994476       767.152893       795.392334       510.041199       226.987961       320.900360       366.713501       112.362862       322.237274       719.948730       537.950256       106.562515       446.850647       437.869629       65.8566360       518.625671       847.429138       983.252319       813.634338       538.296326       137.070602       969.010010       776.209045       34.2434616       947.512756       908.713196       643.130310       61.2302856       768.078613       10.1616592       804.275330       699.770081       345.111084       76.5250244       102.593010       750.957214       885.619080       623.482239       859.001160       778.959106       154.905411       531.419250       811.899414       702.039734       454.511047       12.6093178       545.940063       790.716003       815.930115       950.960999       895.947205       29.9335308       8.17458153       65.3471680       183.802856       498.585388       442.815277       870.133911       478.712952       908.634460       574.101929       910.793579       130.744171       552.612976       220.705536       114.990646       430.176544       204.593430       950.436890       849.058655       762.784058       365.069458       261.329193       166.313766       269.833588       623.368347       500.520020       100.244911       695.644226       794.110352       842.976746       152.912491       698.335388       103.032448       869.028320    
   176.836624       312.927155       816.713501       171.981674       995.676941       784.234253       336.109314       378.875854       385.031403       581.154907       396.450806       152.467697       908.428284       450.454712       985.728699       824.116821       542.295410       817.521179       800.856201       329.815765       248.771851       179.207413       532.840942       773.688904       711.395203       746.031982       74.1652527       368.688660       902.576904       597.096985       212.393707       55.0108032       12.1849995       539.942261       990.251343       956.374451       371.988770       722.438477       634.662964       507.023621       48.7971611       538.748169       9.23644829       569.523743       27.5326157       312.563477       219.253052       547.104675       530.090637       257.897675       589.322144       899.948242       469.282806       828.530945       65.0998764       990.898804       641.599243       573.427124       720.811340       776.952454       794.796509       384.756653       369.335388       206.169815       871.683655       293.320892       764.920715       580.210388       645.942444       375.960236       249.110550       91.7036514       197.076813       624.631958       803.193909       862.931946       751.591919       677.188477       355.993958       165.812698       640.901611       290.633759       53.3899879       708.865112       85.1223145       350.322693       757.484131       163.710571       24.6044884       859.770325       318.080261       968.573364       755.385498       7.65624237       260.865143       592.170776       176.128281       155.619232       715.802246    
   596.026672       651.543945       253.914520       623.012634       208.812012       518.591919       910.243347       52.8500328       475.243896       315.931976       286.030853       750.740540       238.962402       728.159302       320.391327       731.700439       301.923615       23.2007732       318.910736       940.522705       442.565948       827.337646       900.372986       546.373291       253.622162       276.139832       602.889526       58.4345245       510.481476       706.389771       658.810425       978.642883       258.369141       606.728333       904.661865       771.787537       283.800293       797.467102       988.725342       380.381287       441.636108       30.3904190       543.777466       526.991882       71.3123322       331.477051       183.325073       606.766479       856.237854       117.436035       516.643799       256.578918       931.459106       165.872589       289.923126       657.967041       100.610573       214.231506       138.146759       849.559875       800.748596       114.919907       367.810974       279.067780       366.084808       494.886261       783.728638       177.685501       469.765961       582.842224       856.274536       837.882874       259.032227       776.149719       81.1909103       343.538666       547.428406       950.869385       957.410095       195.364838       770.420593       222.185593       798.838562       458.874451       769.547913       715.967163       880.757446       855.656311       731.842163       345.070526       812.467407       636.547607       124.336777       102.022385       399.907410       472.013947       45.1238861       922.577637       324.352844    
