   678.414246       206.735443       694.486206       245.053802       235.605728       314.712555       19.9036446       703.624817       951.640320       366.256348       942.532593       493.836792       983.228333       407.257721       388.936340       152.523193       621.462280       161.228088       570.641357       179.693832       432.648193       67.4351196       732.215088       939.096497       428.353027       67.5094299       970.242371       126.674690       782.157288    
   830.798645       782.888489       966.637512       504.694000       874.188232       435.426270       213.215302       323.890472       433.052490       77.4086685       302.540131       829.814575       290.929565       997.028748       462.169373       17.1880341       766.767395       506.420868       926.873474       120.671356       781.331299       913.931824       845.762756       458.403809       154.385223       801.416016       126.129974       900.627869       70.9258270    
   181.693771       967.651306       947.355042       449.033905       456.813416       387.728424       474.237305       246.608826       246.774719       590.794495       6.13421154       420.017792       81.1813278       119.234360       54.7192726       176.528183       204.258835       271.575745       705.880005       30.4268017       126.401321       501.651489       86.3928299       946.452759       740.657776       712.985596       992.925293       481.573914       14.9774237    
   448.378571       537.325989       572.886414       949.505188       900.335266       456.840851       207.709534       167.429108       971.220459       444.825439       325.020477       403.192383       424.430664       591.170044       596.543579       407.685547       604.898193       772.242065       461.968872       915.224731       837.003113       721.341858       340.298431       921.797791       767.912781       312.403351       773.464417       503.746582       953.816467    
   92.9758911       27.3093204       350.344543       255.729691       949.481689       126.928291       794.302246       402.335785       189.452194       136.952698       228.904236       907.993958       796.888428       490.780945       971.177429       908.561218       761.381165       348.151337       824.692749       250.806564       458.727783       682.507874       508.850708       198.964096       154.511337       873.863342       962.459045       803.838440       24.8825035    
   516.183960       743.479126       256.487122       643.150269       206.808624       654.165222       135.300858       911.061035       451.047302       122.253891       742.261841       417.392029       484.372772       492.391266       2.84798026       548.553589       314.331604       729.951599       504.392212       43.3829079       113.872864       772.897644       321.554718       869.506042       684.069946       87.5375824       736.294128       507.921997       582.025452    
   487.320465       308.314514       517.309448       554.145996       676.466675       777.822388       242.000092       465.758087       269.160858       857.117493       688.853455       390.180847       3.70876336       992.642761       45.1097755       260.809418       13.0247040       808.991272       493.316956       238.631332       656.935303       494.020355       639.491211       71.1719818       276.136200       930.254395       803.970520       971.849792       81.3630600    
   901.638977       247.573212       948.457153       177.167938       130.053864       780.792725       784.413086       428.708801       764.928467       227.186127       702.922852       315.389648       705.756409       755.363098       274.282867       67.0801086       221.269318       935.115540       606.197571       233.481110       726.871460       505.162964       645.812073       583.569885       440.802826       728.800293       363.793640       123.163673       142.978241    
   809.464539       615.310181       727.340027       514.326233       692.102051       416.667480       120.530769       734.753418       352.217255       944.976440       970.709717       551.108643       304.409180       376.291962       365.281921       647.873169       998.971802       202.600037       176.970474       201.027328       892.632874       268.076721       384.312805       883.278320       524.523621       377.575684       751.168030       772.966309       387.166138    
   114.925499       462.816040       30.8995895       402.771179       439.952698       477.327087       815.678894       114.820465       505.622955       22.9274006       109.227814       913.495422       827.521484       947.035706       604.257202       663.579346       909.648804       283.156006       48.1647911       709.432678       264.926117       878.273010       365.277802       600.705994       444.785736       470.817047       306.816711       445.084930       674.961914    
