   334.066071       862.517639       408.027161       994.066589       652.496033       992.806763       274.631073       567.590088       762.861572       59.3117447       319.870850       254.825211       192.677277       414.178223       45.5597572       380.177399       916.666260       209.715073       539.330750       845.465454       979.345520       293.407288       209.233704       11.7796173       798.023193       805.898621       187.365433       371.489349       138.836044       865.881287       196.427658       606.619324       8.44098663       551.412292       554.807678       386.257477       397.056915       641.349426       645.391846       405.646118       758.982727       387.519592       402.158569       999.247131       849.900024       345.177002       984.101624       343.509796       185.299881       416.530823       518.450745       871.724182       645.396912       212.197327       744.540344       801.167480       767.887329       235.991287       219.836426       535.770325       415.191711       452.485565       276.838593       789.389893       59.8265114       665.907288       654.795959       513.148682       834.128906       370.296783       939.357239       185.699600       186.564789       193.866745       780.088379       103.964149       177.539612       173.826202       923.951843       728.842041       575.513000       535.190002       745.336853    
   878.395508       666.052795       507.898224       398.024109       876.663574       424.082581       470.357574       65.4254684       782.917664       493.092529       516.243958       368.281128       633.310608       764.987122       628.022339       686.807129       414.430084       669.408264       761.344971       864.101379       556.788391       328.742615       204.906921       140.554825       263.671570       712.545166       569.349060       573.092773       389.515259       709.646179       17.1688595       427.929199       700.456055       726.746155       792.193176       785.137146       648.524902       861.243347       158.943222       566.734131       393.338745       119.994453       911.130005       10.7821779       668.723328       860.216553       44.2885284       848.186523       749.178345       876.771179       195.906525       51.8369370       970.662231       791.000305       873.725647       21.9655113       785.699463       38.1050148       401.533417       12.0036850       744.680664       627.201050       457.985199       150.952805       730.123901       970.044006       371.853058       201.372040       902.370178       225.783722       721.062988       425.589600       79.1571503       819.716064       389.991241       50.7803078       813.319275       840.316223       685.345642       95.8813324       705.876953       397.610168       874.078003    
   481.159485       356.584747       556.845825       666.000793       486.462067       428.992065       919.524597       789.173157       970.556274       80.9744110       905.598328       988.354980       621.498291       718.998962       144.934830       339.893799       589.539978       172.234146       922.049072       994.897278       330.726685       263.887360       788.133484       845.405334       132.938110       284.168060       319.296173       215.895020       886.612061       295.435272       291.422485       104.741631       953.929016       61.2377281       118.458305       772.085876       991.850159       162.610306       469.169128       472.931824       200.794388       350.151703       297.909424       550.895447       473.718964       417.566071       115.784203       584.563171       528.040100       495.014282       747.270264       604.765320       559.702271       430.899414       596.484314       987.237488       19.4238300       425.833374       343.455963       362.690277       126.644264       100.550552       994.500183       559.958313       544.195862       97.1583328       19.4738483       144.753998       373.491028       659.559021       89.3461990       573.252625       612.831970       702.181702       531.745178       478.980072       551.952881       455.350861       743.730896       698.815552       924.823181       700.429504       199.914017    
   164.682114       549.361938       589.081238       427.710541       66.6188126       50.2607193       941.600159       316.422394       384.313049       570.596863       129.822891       774.935120       232.205826       461.702881       12.6124144       824.390320       186.375443       676.191101       122.947945       623.662842       293.577240       894.511841       479.121124       368.715820       188.106827       986.070251       94.6549988       1.56210518       424.316772       296.134766       159.154007       6.54566765       638.838562       437.085480       784.391541       209.178986       151.353729       33.0502357       87.7056732       739.270996       592.730713       854.457336       242.149429       663.005127       826.613892       651.656738       133.952225       591.293213       757.309143       655.551697       904.036682       274.173187       920.253540       256.320190       804.302551       842.888428       798.717468       495.388885       580.672546       248.235229       554.325378       305.007690       413.032440       200.480118       473.222900       895.554565       14.6596317       774.621399       98.5844955       159.058914       57.3927841       832.845337       74.1718063       139.910355       252.283279       398.618622       909.430115       560.702209       839.239075       212.334457       516.760193       822.810303       3.76241350    
   190.896637       825.257690       278.874084       36.2648354       534.994995       810.709778       147.910065       276.844971       400.287903       735.421021       869.545166       716.031616       618.495544       798.149353       742.256531       562.448669       402.316833       684.078430       4.58461142       30.2282181       444.839844       85.8086929       508.326721       99.3364334       958.911621       434.477051       88.9853592       961.367920       588.323181       370.778503       773.622559       351.400421       137.760422       170.187164       896.416138       393.229797       647.510986       991.351807       900.024170       858.710266       308.443420       768.280823       680.102356       325.542450       858.905762       602.554260       587.541382       108.387398       998.569885       837.512512       44.2438126       898.772949       966.147339       170.921600       56.0611801       430.392151       9.00493717       801.936096       317.985107       4.78748131       718.628174       782.491455       399.356781       581.574036       801.420959       454.501038       191.173706       68.5480118       19.3282013       281.286591       279.644836       524.643921       837.553162       634.646362       767.119751       210.148682       527.706909       886.271912       902.303467       232.195770       534.771667       859.770508       460.671082    
   437.302277       750.394531       806.887634       484.405151       249.737320       20.7675247       274.824646       129.313431       759.316772       44.2266617       78.8384705       954.482544       70.8685455       635.991089       169.350555       430.953583       429.839874       969.907043       458.203369       741.130005       131.294373       579.494751       849.144897       669.118469       527.990601       768.608521       765.910156       741.447083       184.880447       665.877502       769.589478       417.773651       984.415283       709.853455       257.636261       862.518066       878.644958       592.865479       320.614777       342.579773       228.563217       856.983826       37.7600098       340.939240       846.980652       792.341187       434.072083       622.310791       405.951935       825.126282       844.671387       510.238953       673.402039       658.002869       842.831482       454.443390       993.447144       484.686676       280.243378       921.786682       540.701050       476.069611       869.089783       651.241272       307.037323       730.024963       796.708740       383.921234       971.810913       401.675537       347.983307       106.498451       14.9905243       870.298279       665.883789       741.058228       314.663513       848.119873       996.761108       356.854370       526.695496       558.826416       418.168976    
   162.011932       188.922836       407.649933       281.814880       37.1915932       963.466309       298.305817       415.435974       492.903778       856.045654       299.322968       121.454437       263.909088       319.004517       939.249329       932.944824       370.245392       60.7669640       286.581696       410.230865       938.166626       711.866821       804.818726       716.697021       214.098770       771.308472       616.710754       134.495453       820.695740       326.755554       231.922150       123.768234       102.601227       359.072205       781.343323       788.716675       515.508545       723.860107       46.6455002       986.469177       934.820679       900.955322       794.009399       811.605713       201.473389       188.464752       174.225159       418.573578       137.126266       658.466797       421.604858       849.062439       791.277039       526.792664       88.8863983       702.961853       390.105804       341.848389       397.738373       805.858032       756.087402       907.398560       837.035767       515.660889       712.970764       243.605667       370.534973       329.883331       183.329956       582.194519       491.442596       467.930878       922.751160       76.0700378       248.453522       572.256775       420.483795       184.298325       83.8034515       619.727844       496.587952       900.771484       515.974915    
   870.342224       670.053711       711.907776       820.378479       463.681519       80.9876862       956.680359       628.592957       942.462097       713.205444       250.430008       228.553986       773.713806       375.063263       98.5794907       131.697250       896.624573       860.363037       388.623993       149.698013       342.123718       658.092102       972.988403       536.967896       924.325745       639.186035       371.421539       799.830322       773.203613       983.230774       59.2353477       230.488785       53.6391869       337.695465       800.144409       401.453979       713.642883       956.912354       268.820953       424.853149       446.557678       814.084229       631.187988       882.197693       994.835571       233.514923       331.826813       541.825073       984.240601       550.187805       815.211548       274.212891       485.112854       257.294647       414.371490       949.134216       812.875610       39.2052307       909.862976       889.721680       883.882812       891.314575       18.4559269       910.844116       194.820175       204.149582       633.675903       271.445953       452.953583       694.401733       723.078979       743.140320       483.059662       226.108597       949.730286       687.088318       246.362656       521.098389       509.563812       529.401001       375.961304       89.5619965       731.627991    
   210.785812       854.287598       733.704163       390.468445       127.503677       684.265015       691.475525       848.638184       242.401123       139.525818       533.263550       750.914429       772.404541       290.069305       29.0524426       719.587158       73.0029373       668.190125       38.0423126       150.628357       697.476013       699.710449       697.440918       863.064575       272.701691       990.240967       599.616272       343.333313       610.016541       711.942383       726.818237       704.758667       802.447510       963.044983       220.580139       843.288696       919.138611       986.669617       564.692505       608.792786       395.816772       627.812622       50.0586815       251.907074       337.625854       653.687561       182.985779       893.804626       910.448242       578.311951       162.097672       25.4874210       240.131516       198.710022       953.283936       971.862061       565.307922       845.785706       350.887909       227.258408       357.414825       769.472290       448.096924       633.615723       35.6664085       138.594299       549.003723       245.576782       643.394958       474.829773       196.870972       317.277710       147.098999       30.1148453       895.229675       370.443939       370.322876       881.589355       947.249695       448.865112       309.958069       262.111298       137.352188    
   136.709869       882.682007       488.310944       359.624542       871.088379       223.446991       455.599762       803.076782       153.146332       232.689163       7.62718439       231.049637       554.913391       317.277832       256.459229       401.997009       548.997375       901.461548       520.148865       125.969437       824.408997       977.038269       384.904144       304.150177       832.070679       545.025391       49.2972183       189.990662       231.739288       525.504333       347.250183       543.132751       937.331055       69.4660187       798.217896       361.890686       988.855164       55.1787224       859.409485       827.459106       969.635925       805.694397       260.025574       379.882538       712.707886       758.294250       647.246765       535.309204       267.351562       684.251709       343.639313       225.084839       78.9825668       622.351379       569.915588       972.901917       50.6719971       789.462036       680.281189       699.596863       873.754089       948.603088       682.235046       343.617462       622.763367       780.238647       278.921844       894.965027       393.289917       387.370331       158.996689       37.1780167       92.5191193       28.3592186       461.031586       576.251404       181.613678       773.907104       126.484085       596.431335       392.959686       489.320831       989.274597    
