   714.922302       731.060791       951.810791       169.060165       407.262939       114.421867       441.548218       649.376099       657.815735       109.213348       159.530930       445.744354       429.801819       965.295715       33.9580002       199.403900       124.032555       964.123047       933.541016       950.942627       352.795685       625.352539       374.499420       994.725403       474.833466       519.614319       401.452545       66.2440338       169.699799       659.403931       559.025696       920.335876       230.083282       287.990845       509.284668       455.611786       111.722275       464.408905       411.416382       619.703186       276.542999       741.116821       664.922241       991.546448       799.863098    
   805.853149       863.085022       479.651123       362.150360       633.212219       711.880798       715.764221       333.867249       212.574417       408.520233       519.308350       551.423462       623.050842       850.449463       833.664490       638.550537       671.514954       369.241425       313.897339       392.349182       853.319885       703.491455       837.323975       986.662476       332.826416       488.859070       163.214630       949.569031       644.422729       964.524658       114.749130       444.077148       13.4967175       146.906540       131.318970       631.320251       694.006714       807.101990       507.268188       964.778320       197.780045       381.167267       426.266815       209.012207       114.144211    
   25.3672600       392.402161       394.985352       877.551636       580.645569       287.988922       96.8397064       926.442078       96.1200485       780.359497       282.151367       819.348755       331.146942       645.414734       509.985931       175.211456       398.062164       197.494934       14.5993128       486.006866       718.083618       303.511536       431.265900       20.0639992       680.284424       579.967041       677.682739       507.360596       577.146301       17.3657169       511.008636       738.754211       245.795502       408.018341       119.021423       777.074158       788.659302       872.137024       194.791306       828.039795       970.397278       41.8330116       620.445496       273.587494       819.941528    
   943.161621       493.605042       247.121628       885.858337       889.546753       870.532166       794.062866       671.273682       966.951660       654.836731       364.384338       772.199524       374.413391       397.409729       829.771790       705.261169       451.948578       134.064468       587.138123       168.862701       397.377045       168.111191       967.034424       329.413452       617.088562       54.1784859       779.914490       26.0135612       362.015503       325.672302       925.858276       269.255524       514.616821       262.218903       691.618530       633.218933       978.565857       162.516037       134.285919       454.325562       161.384323       177.359665       974.051880       255.407669       815.833923    
   663.988953       60.6735382       440.485992       269.670868       538.961853       863.817566       892.423767       73.2786255       75.5793304       475.143097       252.753281       97.2527695       740.370178       790.888184       837.649292       448.634613       720.396606       883.848877       716.353638       692.882507       424.572205       805.609131       311.981964       880.255798       176.526932       267.234802       234.290329       585.304810       821.200073       138.547195       426.295990       618.553650       713.416077       477.716400       755.135986       200.912231       277.677948       794.577393       638.630310       636.014832       193.871384       812.828125       348.225830       611.921265       864.452026    
   915.706360       827.326050       891.660339       324.136169       371.524261       506.635925       189.960052       491.749603       228.726318       431.802338       662.708984       599.362244       91.9971466       120.474030       647.975098       749.694275       368.185974       889.292786       572.071533       460.479248       754.109070       495.653046       65.3778915       54.6525230       274.991455       977.223328       313.043213       394.385315       838.657471       451.377777       339.313019       63.0256271       723.715149       766.417725       466.025391       165.824783       376.421783       547.947632       669.926331       4.11438417       365.649170       318.107880       369.328522       914.135254       153.193314    
   151.068680       33.3275375       282.881042       869.958191       115.841125       787.789917       906.655518       411.265686       234.015640       586.272583       281.694733       336.862305       683.110718       906.639587       766.553894       668.837219       617.960510       323.838623       998.466309       478.345428       241.176117       100.899429       649.809143       569.964294       588.482422       997.356934       882.907410       383.481201       132.780319       411.286407       825.750977       687.905212       609.686401       158.810318       268.641510       686.404785       981.466309       795.896912       369.960602       889.300110       153.516876       77.8831863       509.006195       402.278778       36.8330154    
   508.197815       641.356323       644.921509       23.7129784       223.290924       952.204346       833.054688       890.787048       791.331360       317.494446       888.380981       115.397339       776.294739       250.632095       985.365479       952.114075       849.789734       219.961578       266.686035       960.489502       102.556686       995.562805       190.627487       435.285614       816.338928       503.361511       803.737366       789.445984       648.238159       344.093292       47.2104034       133.432999       932.730042       436.181824       417.890442       764.026489       707.453979       904.741516       257.559937       285.120636       804.447205       694.029785       766.364380       60.8408012       540.793030    
   831.544495       988.774719       428.026123       643.768433       835.539856       275.561829       977.408691       421.697021       547.692261       527.978333       559.806580       183.719131       579.919250       953.482361       315.095612       253.209274       922.075317       986.908203       293.560333       799.609680       354.395355       474.358002       866.803284       203.978867       946.514587       353.439056       536.373108       107.585205       197.426697       390.369080       286.459106       597.051636       827.483093       202.831192       273.664307       133.423828       260.352478       295.371979       449.378387       367.616547       903.969177       329.418579       409.429443       424.667969       29.8024712    
   949.708191       849.798645       745.607239       694.367554       53.8603363       669.496155       997.202332       889.842163       657.696533       19.6983929       971.240051       296.942719       541.704163       414.519104       290.010956       582.152344       623.185364       824.212463       429.818604       745.528748       476.735565       882.641296       36.7400627       878.814392       116.263718       646.713562       208.508270       998.211670       972.049133       702.270020       39.4990845       454.943115       520.125671       171.039978       142.587448       678.502380       769.005798       804.130432       925.124023       481.038177       345.082977       35.2849045       599.679382       350.749054       339.638702    
   872.499207       889.955933       17.4116840       509.839111       316.023743       678.255798       131.101685       576.466370       892.369324       105.960640       339.124481       242.552261       316.743103       558.469116       593.774719       195.358994       408.068542       709.288269       80.0240707       482.651672       550.502136       44.9007111       806.987061       285.499237       287.068298       378.427551       166.990021       209.656189       515.448975       876.470642       817.264221       237.398987       601.784790       692.059082       312.257172       218.760742       933.684814       620.621399       75.2858887       239.726669       475.674377       760.384094       562.394409       306.112885       261.487885    
   776.673157       853.182312       93.2066269       374.159119       151.040817       420.919647       33.9011345       8.01791954       549.209778       34.4469833       814.750244       572.305481       822.651733       535.956665       208.810699       5.90073538       124.317543       853.226868       275.384674       937.526428       593.511780       482.518341       20.3862572       758.207275       991.319580       923.699097       490.115753       853.543701       445.224396       597.323303       462.177399       225.436096       572.977905       621.290649       123.529343       766.516846       945.546448       472.943512       827.583801       805.219055       18.7406120       713.338745       812.004639       501.507446       993.174255    
   149.959595       148.428162       172.388138       934.410095       878.470581       439.332367       34.4395409       66.4685211       578.103638       488.393250       374.337921       871.679321       568.675171       692.375305       404.633423       612.768616       768.327881       192.117661       196.332977       247.012955       106.557991       599.238831       286.457916       3.66868973       58.0094337       304.076569       937.134277       149.083282       314.172211       461.420471       393.680115       601.738525       852.613464       305.857910       300.892456       232.491592       810.549194       678.316223       23.6574230       345.965271       484.536163       980.369934       432.842255       327.153442       934.070129    
   754.862061       372.147675       530.256287       926.941772       302.206909       320.150330       814.778870       710.909302       666.144104       91.4486160       830.711731       697.638916       372.713837       174.192581       594.133545       609.998291       274.200256       388.429565       142.187241       45.0721436       105.181190       13.7134619       354.513733       351.267212       720.707642       116.334099       533.988525       193.254791       796.903137       283.251038       58.9473877       324.489929       254.541290       592.882019       353.151917       595.324280       433.341827       736.976379       570.870178       952.672546       229.126221       316.762634       780.771362       822.295715       60.6234627    
   413.873047       181.444748       298.428558       931.607727       765.968811       444.876831       958.620850       822.396179       755.678772       646.156067       39.8098488       113.204948       107.663269       269.749817       95.3233337       720.853210       851.919250       237.750488       383.402771       656.859253       105.553169       711.012207       456.297577       802.667480       468.368896       216.973129       224.292236       516.350586       56.9506035       251.104584       805.142639       329.997070       897.057373       347.787506       400.297119       990.818542       839.092712       54.0486755       528.549255       646.114685       610.959229       330.323730       194.575333       52.9327431       363.006409    
   603.864075       673.796692       891.840576       455.950134       836.125916       240.037781       459.697723       885.444336       8.69673252       339.435303       336.792572       806.431152       701.766602       371.036407       541.415039       268.432556       437.763275       904.705688       31.8308735       23.5608425       425.893524       879.830444       297.427948       510.812958       992.352356       996.156372       197.477615       638.812500       441.449432       811.305725       348.472473       261.852478       126.896851       127.305984       659.537720       168.450775       737.330139       641.645020       752.164612       349.013062       92.5437698       580.023315       365.670502       170.787323       895.484558    
   185.455826       256.612915       963.863647       902.845520       974.484192       660.274658       676.363892       759.874084       947.981262       782.131958       592.693542       420.863525       612.518982       399.510590       744.634521       755.156494       884.099060       42.3596268       544.112183       973.532532       387.782776       555.302917       776.167053       410.750854       100.986130       887.720581       220.332489       645.672974       608.966675       531.768494       202.252472       311.498810       318.035645       399.415497       30.7672806       899.032654       92.9986343       878.287048       538.874634       691.180603       521.900391       859.774048       813.486572       581.243408       281.178406    
   722.378479       285.999542       439.834869       11.7403173       795.460876       83.3904495       932.139343       915.878967       11.1416521       63.1967010       210.403168       149.003006       959.862305       110.073112       885.605286       974.022705       321.966278       194.365616       887.518677       986.541321       79.0117416       197.684647       180.593491       257.369385       994.027283       791.446106       271.452667       600.556274       870.387695       352.137451       98.9131241       4.29367447       866.566772       411.238159       376.723480       102.590446       43.8174095       210.174576       103.373703       240.848083       351.215179       65.1075592       365.965118       163.800003       521.913086    
   22.6914845       727.109863       531.236877       167.098267       715.936340       481.949585       943.957458       561.214905       818.864319       435.953308       253.844788       697.301086       204.895081       975.352356       393.335846       630.453003       931.996338       299.019775       9.82290745       682.533203       873.711731       45.5689278       204.545364       396.128784       738.673950       364.406952       429.226379       816.038757       388.394958       165.471268       656.753906       951.658081       959.745178       526.694275       587.814392       273.433502       185.016983       883.832581       966.249084       521.926880       383.947601       16.5384560       705.435669       242.212723       296.245758    
   582.374451       355.662689       835.327637       822.428223       899.136841       374.276611       454.237976       526.983093       352.433502       528.225220       257.022247       395.174957       33.8205719       759.277283       800.410278       116.480278       379.563416       337.231964       550.251221       630.076050       108.407822       793.372925       721.955017       175.484360       424.595795       517.582397       195.751816       742.072510       736.051392       773.798401       654.153748       892.557495       404.541931       534.244080       206.044006       181.764267       601.011658       731.290894       618.237244       371.289398       107.690956       823.166382       552.611206       173.915405       920.029968    
   297.194305       473.650421       972.181213       835.309448       381.603668       122.650398       280.463226       274.291595       424.614624       857.179321       81.1972809       712.269104       356.287567       417.761322       514.161438       310.197571       258.874390       119.826355       405.737091       132.858856       815.837341       545.328918       60.4916267       458.600128       334.942688       917.669128       442.829437       706.672974       329.410889       184.139938       454.473816       684.862671       772.270569       987.168274       698.171509       901.125488       617.570984       979.801636       32.7228012       580.559814       387.769562       183.645004       400.752228       604.803162       965.281006    
   41.7697754       143.753693       486.114380       7.59437513       909.746765       483.057709       825.010193       520.323792       629.263123       443.892853       132.799316       716.657837       764.714844       945.498047       739.076904       943.719299       884.083496       52.0398064       707.825806       354.634705       579.108093       856.321594       598.885803       646.761353       258.408264       763.929565       568.524719       905.236877       566.240845       507.466766       620.030029       309.860657       359.869873       857.758057       91.1972809       356.844086       606.413452       780.230774       688.078125       204.306412       63.3034058       323.910248       358.321320       202.110992       448.701294    
   648.134033       633.190918       524.437256       846.317139       408.498383       164.617981       866.782898       198.595093       954.203186       302.934570       644.921936       504.843262       472.858124       485.994873       53.6440086       636.601746       932.003479       350.115204       326.902405       357.607574       381.845062       609.389343       918.142822       959.291626       616.501892       521.765869       308.853149       496.410492       896.009460       998.566528       676.015015       703.703247       378.846161       210.822617       474.447205       25.6923161       527.172729       492.357208       126.609550       503.097717       610.012756       252.383026       685.214478       548.868225       88.0605621    
   727.173401       187.619629       887.926514       48.3143692       643.971191       936.556213       871.317627       307.109253       301.629578       680.414978       552.589966       240.792404       159.842468       525.361450       35.9359665       750.536865       190.906586       285.360077       276.143341       873.140259       36.7569160       686.078613       250.616684       326.240845       910.258362       305.085022       964.251770       751.515381       785.859375       646.376343       161.808411       724.341064       766.518005       173.158768       700.221985       769.311340       102.674644       740.809692       969.116943       780.472046       602.559753       879.309814       151.305191       143.058624       750.730286    
