   482.877411       179.161911       95.9016953       802.664978       283.812927       50.8026390       85.5418701       353.304535       486.033844       62.5034752       996.218384       856.515930       595.518982       479.763855       690.534912       944.453125       169.587555       427.390961       395.394257       439.838623       294.719604       705.692200       264.232544       295.627258       560.369690       803.371887       450.455505       724.634949       21.5982380       692.476318       535.593628       764.719421       150.288879       52.7916222       589.242920       367.271790       59.4450645       916.527466       690.960266       501.412231       559.513306       558.121643       553.667419       627.122925       281.235992       694.152283       606.026733       597.371338       810.143494       853.681824       724.422607       366.896240       274.058075       876.856506       238.985931       954.667847       673.642090       785.823853       47.9330444       34.2798424       731.908569       323.817841    
   422.559479       507.218811       381.893311       85.6791229       108.290573       642.059570       346.044220       271.908325       673.408142       195.026855       128.438232       890.239441       468.203003       182.046509       956.722351       279.597076       994.271729       379.184479       882.577026       883.556335       367.165741       99.8916855       71.9837646       574.039673       17.1996441       886.707214       626.539673       839.012817       236.032852       808.584473       273.394623       862.545959       624.328613       114.261154       684.578003       322.436981       796.335571       115.693748       986.540161       580.606567       489.095215       18.6105652       784.335266       64.3606262       612.606995       363.565338       432.695343       85.2706985       284.290710       342.115082       9.09175396       594.811768       791.165588       289.758484       762.614319       592.203430       824.212280       240.825867       915.510620       738.151794       337.657715       965.115845    
   165.689072       167.152817       813.149231       378.416656       594.244507       478.415527       700.963379       125.737747       822.673462       316.912048       386.984528       273.940643       885.137817       74.7861862       366.660492       190.601776       553.255615       884.331909       139.905655       300.376312       560.410950       271.713531       811.202942       385.941895       40.0027161       715.666748       225.059891       603.800781       111.726089       562.392334       660.265808       78.9068832       8.52274132       120.405251       371.666077       567.349121       911.584961       866.500183       640.854309       28.0974598       185.621841       724.295471       659.636536       405.042938       837.660950       664.325928       42.9261398       6.20703506       771.087158       219.614731       855.960449       428.673096       982.694397       279.971191       923.424377       296.035614       938.639038       134.703690       469.064453       536.264954       468.481903       825.305481    
   89.2098465       201.150528       934.358154       355.786621       27.2946720       369.616791       560.149780       888.108337       674.391602       762.565552       810.270264       727.736938       256.802856       820.029846       329.975800       848.694397       775.439026       341.237152       495.044647       49.3892784       487.194794       592.179504       73.2702942       131.112701       252.131683       386.707001       516.257629       855.735779       486.768555       241.965912       555.484802       393.957001       307.970154       174.511871       198.261948       951.335022       965.492676       868.129456       306.753540       189.774811       631.709717       356.083435       84.4735107       596.307068       922.571350       246.567856       435.116028       572.021851       985.226074       837.592163       928.817322       116.759010       937.635254       956.342773       960.025391       171.880920       660.011597       967.134888       449.793182       687.993652       423.637543       564.669922    
   638.139893       672.342407       773.793030       375.324890       613.693604       368.534271       110.250557       396.204895       849.804749       12.5700178       898.262268       684.968567       27.5213013       288.354126       199.858398       872.261353       781.147339       32.9503212       45.8469429       101.864594       413.039001       337.121521       368.958344       120.790688       24.3345108       998.878174       867.898621       888.656128       7.93622303       302.455994       113.971474       652.151306       57.7726822       603.221497       288.392242       130.407990       306.232208       138.667892       269.660187       617.002136       186.914856       363.993225       766.130981       282.402405       132.402390       968.559937       928.257996       629.105042       823.501709       796.646301       643.668579       97.3076096       203.743484       178.686386       258.560944       751.146301       198.719482       979.184692       998.143555       14.8949547       221.080612       375.693420    
   27.8567181       972.631653       709.281921       656.384338       298.610565       776.050537       341.395660       443.758759       219.721970       537.124512       191.951355       734.588867       421.458649       20.3369541       92.0313873       129.987000       713.585083       771.912964       38.6147194       522.461243       83.5321655       459.473755       355.896362       310.008270       592.524597       253.871109       111.828560       569.056213       821.906799       140.802399       162.726471       662.408264       531.179626       706.675537       361.282745       772.597839       358.825989       594.622314       311.643250       19.0020733       93.6839371       83.4976883       53.9515572       852.720947       592.898315       936.790466       493.423553       72.3908691       840.034790       630.800354       979.409668       887.385071       701.298767       109.169159       266.200806       672.065247       222.542496       496.573730       473.867950       746.836243       863.310974       548.211853    
   395.564850       416.221375       90.0991516       810.006714       325.058807       162.893082       660.706116       731.580444       88.2383041       442.414001       703.282288       539.267456       309.818329       834.064148       412.287109       716.688721       769.014893       86.0993881       578.818542       120.416985       965.331421       717.201355       218.075668       85.2501602       758.320129       140.008499       11.1852388       708.364929       650.725708       287.070923       765.285400       840.873901       711.830872       430.208801       980.294800       621.704224       387.623688       690.731262       743.810303       19.0777550       369.546753       962.616760       804.171387       619.938171       590.697754       691.909302       74.1864548       41.1450272       367.462158       907.929504       716.908081       580.148743       51.3782005       120.744179       405.356262       431.003021       528.878723       671.243591       435.803009       463.681458       58.6744919       409.977356    
   566.768677       871.891785       41.9365616       958.739197       828.835815       799.926086       904.585327       944.860657       423.552460       394.613861       497.725067       228.852310       164.285477       986.917908       693.481506       743.827942       332.880707       737.002380       494.177917       118.484093       958.543701       671.528809       109.677979       336.634125       129.152954       639.154114       788.210266       658.849792       259.743622       287.733368       739.176270       883.195496       562.022583       14.9890947       970.214294       905.682678       609.514832       943.344421       502.867798       946.066650       35.8702316       141.863678       410.593048       245.821640       987.266296       431.912079       640.821777       796.033081       186.125412       35.6914749       199.886749       323.584137       630.359436       724.181641       108.018333       410.525299       980.791504       228.646576       817.460022       635.877747       127.294022       584.591919    
   68.8569946       960.019043       305.354523       190.389969       93.2132950       400.733185       890.544800       821.223999       810.369202       799.367310       388.774445       594.245483       986.281555       11.5397100       580.049622       380.624451       184.427841       794.820923       160.648117       264.001740       882.399292       279.811798       243.715881       918.843201       73.9433899       204.960754       825.535339       727.180054       254.160919       653.886597       620.796265       200.283249       857.417236       997.478699       738.579773       360.023590       116.759605       455.969971       466.849426       252.873734       788.193787       793.142883       207.621826       822.050476       836.190063       936.477356       132.063522       378.538849       999.709351       908.331421       125.329094       312.279083       81.8094635       149.605606       20.7896156       796.157288       567.497986       331.867065       951.460632       908.549744       392.359955       211.768951    
   355.968292       114.385132       101.601822       263.923218       784.222534       265.534485       395.813080       193.404907       400.034821       325.275787       502.402161       697.456055       897.603882       887.938354       945.859802       946.457581       402.536011       577.020630       716.751465       18.1958923       840.822510       789.612793       479.543732       332.981171       548.608398       233.445023       655.686157       357.980682       180.445175       703.237976       69.7933960       64.2543945       281.730499       207.272537       270.263550       715.212891       692.935852       665.336975       413.245544       456.813934       561.582764       417.772583       591.699402       986.877014       285.795410       268.785309       918.581848       570.043396       37.2018356       941.297729       426.611328       839.929504       849.947815       685.255615       679.971741       756.525818       292.247650       17.1559391       42.5152779       125.793724       33.8292046       465.382721    
