   733.785706       751.591797       578.996887       741.832153       489.862640       997.393494       579.846130       708.003784       807.314453       216.148849       315.861206       947.744324       640.406006       873.459351       863.930237       881.976685       813.886047       559.171509       43.0355835       322.185364       411.266327       617.439819       72.5082932       193.804993       668.065369       930.634888       426.086609    
   736.293518       952.828857       851.995178       991.209229       805.949829       33.2360191       502.366028       777.540527       295.278076       578.006287       681.208923       456.069946       730.728821       220.621704       948.478271       106.179344       616.415466       858.113281       687.084717       534.682495       833.784058       386.875610       949.013245       237.896317       700.157288       55.9416122       933.310486    
   246.961441       473.303589       88.3568039       855.516479       831.199219       929.589905       759.151550       860.544739       939.156006       323.518341       760.765442       794.925232       323.984100       181.155899       646.633789       621.228699       47.9390564       98.0839005       67.8427582       87.1545258       464.519257       123.705177       759.051636       710.925598       170.831863       447.666534       14.5172005    
   564.765442       726.621582       423.784912       540.480957       757.693481       771.685974       172.073318       433.599060       994.760986       91.8045197       520.689514       597.723145       845.755859       833.228149       416.286591       10.4687328       760.207275       269.030396       820.334167       453.622742       443.425903       544.558105       745.623840       892.888550       244.539276       552.525818       241.866302    
   439.116974       54.2416039       102.764023       304.250153       890.151306       352.772278       382.448517       710.208618       136.422745       621.687866       385.666077       200.116776       660.693176       603.439697       814.117859       898.870239       326.694275       240.442810       653.706299       68.5599213       751.907043       687.957214       634.031799       580.891968       324.167542       211.639038       825.965698    
   202.673401       527.381226       576.488037       708.100159       361.907837       292.348053       568.384338       263.468048       655.121887       464.834076       596.323914       478.239197       335.751923       652.967041       976.903748       566.914429       658.424805       718.382629       653.876221       468.852875       202.455276       887.292786       420.306274       682.944397       658.571228       651.273254       646.542847    
   923.956177       649.188782       99.3122559       646.717834       946.126831       841.733765       800.687439       366.534851       67.3892670       247.137283       502.723602       907.308167       936.803345       213.573349       515.461304       863.868713       701.150452       902.504578       237.477646       916.244202       38.4962273       184.414566       568.671387       144.066666       151.449890       915.425476       402.344940    
   396.428894       132.689758       831.219238       917.359375       686.838318       126.474144       197.396042       356.964966       144.984497       193.113205       298.386627       830.273071       428.855652       501.857971       324.126465       430.739044       514.183960       226.979202       60.3184700       313.493683       59.1563911       230.031006       585.322693       388.552338       776.587463       307.400604       745.975098    
   906.753845       701.947510       605.349426       200.990952       391.336548       598.305176       254.889038       502.866028       648.052246       360.511353       941.323853       571.169373       728.558472       902.018250       873.487610       428.514526       880.706421       860.544312       385.423676       287.455353       188.096527       774.570251       107.531319       996.656921       132.823853       738.684631       387.698639    
   747.096680       324.685883       919.277527       246.089355       6.40948820       813.849609       270.694611       148.895477       148.811874       48.4313774       798.033386       177.083252       834.691956       375.178650       793.407471       206.896622       787.258850       389.423248       816.070557       818.817749       499.699310       458.461731       361.124878       319.971283       720.752991       360.954102       342.084961    
   727.468872       589.423767       321.026367       285.971680       577.813660       710.879211       789.494812       984.548035       93.2166290       616.015686       400.223724       107.520599       207.055664       891.864075       484.839844       93.6298752       239.340637       780.286621       145.728806       229.379410       178.453568       705.542480       668.475403       616.827515       304.546906       997.749817       241.653839    
   260.312561       846.406433       566.344177       216.978134       382.526672       268.272919       17.0497112       319.510834       264.293213       550.470093       659.464600       777.957703       742.050232       896.280640       764.839050       100.658150       41.4745483       158.131973       648.027710       66.7620163       739.012329       136.394470       512.960327       953.954468       744.870056       377.132019       332.550354    
   893.180603       724.511475       389.953369       230.303070       49.6375809       731.363586       433.663239       276.220581       775.209412       854.310425       910.668152       98.6327286       651.568420       605.854736       831.669739       690.303345       534.877991       516.448730       479.580353       964.570496       416.719666       99.4754715       704.317810       75.1116028       142.621750       68.2382584       577.455566    
   29.0691738       678.648743       259.048248       141.781860       732.597839       219.038101       566.321960       870.355896       332.418213       292.053711       946.486633       104.543053       116.207092       300.516907       932.750366       798.756470       936.142517       80.1770401       661.137878       98.4882126       377.317932       66.5414047       431.945801       180.658936       755.886536       569.325317       237.336472    
   693.267761       442.799713       274.148590       237.881363       249.248398       892.905823       949.740234       169.749985       290.304535       66.5901718       188.812912       738.377319       668.113342       273.551117       694.070801       560.698181       180.378845       500.887329       378.140472       43.0619621       689.548218       105.038345       919.624573       620.023132       992.825439       433.519623       368.841858    
   511.529602       251.569275       500.048126       708.304321       991.207458       679.000549       673.600281       298.149689       131.395660       939.795715       998.780701       111.310226       976.376221       34.1905823       699.711975       618.414185       813.359375       420.602936       119.290390       281.762024       589.747681       267.368256       328.623779       247.037186       828.031677       587.925903       117.818024    
