   980.348389       502.686554       804.062866       47.0298653       634.166016       270.284637       470.166931       878.297302       762.619873       959.582214       63.2318306       709.427612       756.974060       936.668457       842.009399       806.066650       864.102783       595.721741       845.472473       94.4927979       93.5371017       420.801880       533.665527       669.442749       469.802979       971.745667       853.320374       36.2543564       89.2247925       515.083313       515.204712       894.820312       296.830658       353.919891       510.398651       370.466248       908.818420       532.381958       458.492523       292.871277       584.763306       350.529816       458.524750       941.048523       801.344543       704.237183       567.251953       721.435791       409.660004       581.945007       176.651260       916.610779       59.3201408       78.9502945       989.784851       346.594177       328.920135       411.518219       634.918396       681.656067       876.053467       424.255554       335.859222       663.909607       427.615082       819.185730       668.247681       324.135040       899.965637       715.380005       1.89543831       331.780670       581.036255       136.960205       30.3507023       776.042297       25.0417271       73.6854401       671.595581       28.2422733       529.551697       819.056885       192.701920       925.079895    
   309.668793       274.645294       858.869202       66.7524338       832.869995       561.098694       416.931580       887.890930       200.836853       162.127686       914.721436       99.4808273       601.208679       36.3758278       284.475525       66.4859695       346.749939       95.7312164       301.281067       101.564247       401.763000       242.500214       526.599915       313.862091       499.686859       168.509903       147.257919       851.929993       275.744202       644.119446       121.019699       388.005310       707.543274       413.313629       129.561798       325.632904       527.376099       492.803223       776.126160       527.970093       599.687866       897.479370       482.378174       189.248611       194.973862       70.2155685       410.524170       879.823181       783.486084       781.860535       192.411224       535.164062       93.2639694       572.560242       639.946594       917.978699       470.033539       341.242035       724.104004       116.399658       684.513550       425.084534       165.603745       235.604355       83.7609940       528.911560       47.5284348       126.687614       192.758850       515.955322       350.922791       449.551880       216.106277       598.938843       21.6511726       654.585571       564.880371       691.043091       97.7778397       336.820038       725.542908       548.760559       961.596375       231.197021    
   929.846436       262.811279       992.653015       797.811096       483.733917       338.569824       965.003784       161.798767       437.009918       575.721985       924.979309       933.396667       597.999268       981.689026       617.792542       63.2929230       845.366333       57.7310028       846.020386       638.670410       56.2307625       82.3432922       133.293594       494.458801       785.350342       474.886688       586.635864       463.823120       633.780762       162.817093       405.887573       613.502075       25.4825382       476.113800       596.312134       992.857483       864.276123       216.711197       257.602875       298.310059       866.530273       209.858459       216.674515       497.641418       891.007019       502.015289       730.914246       499.964203       727.123169       84.8637085       923.009888       23.2371540       241.392563       215.730728       833.815674       363.903503       606.371948       824.626465       522.641602       786.792786       991.140869       338.790131       469.698669       799.514526       995.793884       716.492676       934.665039       464.167358       37.3537369       152.882660       481.322693       536.697876       942.751404       703.411560       799.441895       650.957397       947.254456       710.415466       574.746338       484.513824       59.9210663       642.380981       312.505463       136.719040    
   940.709656       488.325470       796.930420       105.744072       872.470703       431.556610       873.070068       493.316437       43.9361420       544.755127       306.477264       906.829041       909.228027       400.461182       249.785431       973.313416       79.0151367       822.009155       760.292542       276.334015       959.404114       205.863998       465.961548       474.951660       661.176270       326.462708       156.768402       249.779892       396.921997       250.937454       588.898438       693.988770       173.728317       814.990540       382.395081       792.333984       692.671326       699.289490       51.6594315       486.340363       732.493896       905.893738       454.893555       1.15416217       879.857727       994.389160       552.046082       123.295212       300.265106       999.768311       903.076355       112.280685       96.4437943       611.206299       127.849808       626.689331       468.676697       327.473969       568.102905       704.949463       217.766937       517.195068       254.547424       546.842468       395.578552       461.962158       525.337524       285.227814       566.109680       202.051926       555.252502       574.866638       142.279785       877.540771       685.648682       90.4690399       343.334015       845.456970       423.096161       983.394409       951.964966       477.276367       224.093048       738.188354    
   410.101349       35.8791618       477.760590       865.521484       39.1754570       33.2207756       478.840607       411.017792       156.307343       395.016785       611.791809       510.240082       690.041870       5.85637426       639.768372       218.381729       422.684937       816.407593       273.984772       134.797882       81.7431335       807.679749       532.292480       344.429840       982.820923       334.295319       527.088684       95.4406357       664.856506       551.893677       344.406616       972.831238       737.336243       322.786804       177.827087       837.763611       938.801758       442.424896       998.181458       351.842407       437.068146       724.217407       782.123596       488.396881       461.802856       587.225403       404.891632       592.581177       557.180115       556.129944       647.001221       581.187561       216.940323       427.022064       904.970703       351.942688       376.958099       188.178650       530.287903       189.060211       102.511192       412.375305       274.521454       86.3984222       639.072327       855.175476       84.0830154       255.138596       400.928497       994.880615       521.970276       649.143250       519.100830       640.337280       933.679138       769.187134       513.107666       82.1641769       816.695068       440.669739       12.5266094       351.671997       513.126221       680.158142    
   999.850830       6.67821503       285.832581       714.537964       296.962189       358.888367       628.800049       740.787781       624.061401       590.783875       209.958435       692.877747       886.120850       862.868713       926.049133       72.8320389       996.295532       337.118347       715.414734       977.584290       39.4343567       696.143738       794.824646       933.375671       822.755859       962.001465       436.204468       299.092163       428.242401       126.310753       979.233032       483.090057       558.213013       833.261414       610.712524       488.689728       106.860962       9.61170101       427.039703       358.860870       612.908386       421.974091       970.789551       833.909851       99.2789688       548.465393       707.033142       697.997620       428.763885       112.343033       164.928986       626.734558       652.992615       542.313110       204.832504       202.985352       676.004883       879.125793       512.163940       966.707642       865.658142       573.439575       96.3428650       550.231689       164.137863       96.6838760       930.697266       208.762344       746.898193       169.568253       443.359497       723.955750       866.628418       576.694031       757.716248       427.558746       639.077637       967.359009       228.145813       174.695389       207.344467       540.684143       618.502319       251.541656    
   205.760452       907.617981       434.944855       523.715393       817.673401       774.634644       376.190155       468.447632       684.171692       549.815430       553.366943       796.930420       474.626556       727.534180       952.669556       156.014023       273.114349       794.966125       323.649872       891.085693       865.777405       113.645996       268.260773       115.646889       572.904541       503.516418       551.429260       576.588867       350.294525       800.560913       329.704041       544.972412       469.946198       663.817932       472.735046       941.094849       880.419983       532.618469       824.644897       942.421509       251.658295       890.700317       715.106934       457.724274       409.699402       189.051758       205.287842       786.206970       611.645325       94.0023270       167.033310       826.658447       528.388489       218.151535       684.487915       492.762848       462.141693       226.579178       240.135437       416.480988       529.724915       585.352173       416.445679       953.682129       975.452271       39.6300812       941.032654       309.784088       288.608551       424.768341       773.281860       649.244629       980.278809       634.357971       532.937927       401.845825       402.946777       852.048645       552.802551       481.502808       289.147614       35.7431030       792.775452       694.237061    
   891.445251       896.915833       676.144409       552.418762       294.094452       61.5730247       62.5916634       205.861786       447.947266       92.6339188       993.343018       374.949585       315.257812       192.606644       934.904053       591.369934       350.644135       470.708374       142.040222       364.389038       916.064209       937.886658       279.326324       716.895264       555.948425       403.708710       728.240540       307.244202       724.615662       169.046936       83.6180267       984.700134       958.364441       320.925781       853.705627       598.429260       440.061432       112.705780       41.8565903       181.534607       144.168900       649.465881       395.186554       755.708008       98.3985977       1.72049499       264.354370       213.122894       662.586914       935.719604       374.485718       488.167816       491.390808       753.203064       807.516296       507.498444       959.994446       781.232178       675.638428       546.254333       638.223633       299.444611       443.181244       241.534637       869.944641       277.746704       438.356232       632.592163       393.494293       850.690308       401.884766       333.144257       678.346069       582.656738       447.426422       730.478271       838.803345       447.108337       337.842712       472.542297       575.576111       944.429688       438.016785       252.743805    
   983.750427       23.4448471       173.032761       567.211792       239.948166       236.922272       312.642181       98.5451355       488.705078       216.118729       270.483276       188.709671       705.908936       616.629333       873.104126       872.438477       499.983154       363.596497       120.723221       246.526413       480.766113       419.376740       632.589111       709.642456       612.470093       762.101501       243.735596       696.120850       999.948914       515.100952       796.101440       725.261230       908.624146       265.236542       976.264526       540.594849       753.918884       972.328674       461.873260       813.752991       242.300018       678.238342       704.355225       164.173477       110.172020       646.674683       894.118103       28.1592674       504.017731       501.342560       821.170288       956.891785       526.142334       889.653442       89.9633865       747.642395       557.586060       553.047119       613.103577       482.834290       621.317566       798.295898       51.4517975       80.1677475       347.425171       672.492920       879.986816       811.182190       805.894775       471.367523       418.627014       467.557495       193.847992       278.372528       911.001465       291.932892       614.420105       343.542419       515.713379       853.668213       172.920883       588.578247       707.318176       818.525024    
   692.203674       425.745728       315.523285       38.1943932       824.524963       428.222992       991.138000       461.324127       57.7794724       275.120300       705.191223       679.636414       798.701904       116.006126       990.810547       947.626892       907.727661       492.543427       523.855774       750.976990       227.258469       542.712585       301.731628       677.058960       675.014771       930.784058       303.302856       895.264832       457.552002       80.3633575       531.746033       934.947937       45.6541367       581.840393       989.519653       204.509827       786.433411       681.184204       280.323944       751.407349       234.377319       646.602905       395.824890       314.411316       76.4054565       401.365479       866.713928       851.742432       515.968140       803.750977       118.416451       390.311829       58.8425865       568.404175       870.094177       719.156006       982.525146       425.498840       23.4103127       945.720154       532.668518       46.5852432       30.3076515       39.4359055       780.184570       684.770996       878.760864       844.778076       664.767395       250.443695       91.9269409       245.721130       982.387207       931.172668       273.117859       168.826324       486.100830       384.616119       837.012207       789.104919       878.968445       524.798950       452.331390       3.74252558    
