   577.604492       922.002991       318.066132       733.454895       464.287811       195.420868       880.443420       9.61831093       710.049988       597.623535       780.526855       342.528870       694.004761       714.563599       776.577942       917.360840       222.157837       721.674988       576.575867       376.099457       243.825500       661.644409       645.387939       10.2618732       945.155945       601.910583       700.917969       954.400146       343.829803       110.572876       581.782654       316.967773       853.621399       633.418823       100.962547       440.276276       871.429993       231.211182       362.636200       863.705505       65.7522507       12.3386860       611.614014       556.469788       253.597321       864.146545       224.610443       241.186478       162.734268       757.804016       733.852661       815.431396       799.118347       166.360275       45.5464783       525.455994       205.517624       632.336365       532.788696       218.834274       695.345703       87.1270752       976.641479       799.537109       193.654160       39.9902725    
   725.789795       310.362915       702.359619       977.334229       174.173172       340.814667       948.247437       429.027863       709.924744       671.098145       750.768066       351.766327       217.451935       72.8728867       748.087585       992.966003       251.211349       241.841354       697.230957       768.165649       603.528687       202.861496       958.008789       798.553162       418.777710       336.177734       148.889938       978.922119       51.6118546       384.406769       150.065475       541.572327       580.345947       13.6321821       167.774231       679.253357       605.922729       205.389954       114.717270       96.3959808       635.015991       952.351135       140.219223       693.953430       174.419693       154.973587       938.899841       100.778198       36.1350861       346.799377       912.744812       833.515320       193.756287       471.125366       443.302338       512.505859       332.874512       209.652542       153.923218       695.772156       487.625122       237.795746       399.429871       292.287537       849.547974       32.5129623    
   685.442017       573.466431       660.107605       861.259338       834.536804       504.745026       817.516113       492.753021       666.848511       396.116577       500.717529       249.844208       363.887238       546.532349       183.886642       793.498596       367.003357       772.868164       511.717346       708.123901       600.626160       538.381348       96.1290359       92.3243484       439.663544       70.3025055       939.082703       657.768921       240.996399       698.385071       498.049591       804.102661       525.768921       70.2617188       686.213135       191.797668       192.129868       388.171661       945.014526       465.671204       1.12873638       496.599487       738.078308       884.202576       711.784790       386.446014       392.950043       106.268906       414.576569       585.271606       728.592529       983.092468       947.757263       565.419067       392.122498       141.046539       987.935791       285.347992       632.122681       187.402832       813.521545       188.144699       57.2650032       938.870300       950.695923       173.157516    
   975.177673       800.151184       631.633179       235.584122       625.586304       962.539856       288.076691       238.758530       308.870605       68.1345901       948.093567       239.924179       516.877991       255.149597       778.886475       298.535797       129.278412       287.595764       275.137573       850.921143       80.6638794       394.100403       394.350006       552.555115       442.017059       827.415894       530.600464       405.013031       761.169556       51.9575157       284.781189       104.420624       757.696594       725.390381       67.8166199       900.520630       938.313232       289.017975       390.204590       221.662781       143.264297       416.728333       331.608185       743.494995       967.200989       595.563354       81.6644135       660.845642       996.440186       455.520081       48.8392601       563.062561       408.382111       373.379791       261.830750       237.286804       474.928253       120.494568       451.224518       138.901199       96.5459137       523.137878       862.554199       485.940277       24.4958782       134.275787    
   942.591797       225.139801       994.529846       159.382248       259.375397       373.688904       334.723145       683.436157       617.477966       19.2235222       94.6449356       873.565552       895.583679       88.7948761       109.828323       862.112305       8.36322021       612.054260       177.564316       916.154480       156.779587       537.847900       590.766785       415.164978       841.006897       234.143784       393.275696       243.455368       269.037842       484.005890       840.033325       812.206482       33.5405922       835.902893       155.124649       38.2916908       474.522217       69.5350342       627.120056       984.285645       367.032837       648.520569       808.953674       395.980042       793.828186       305.655457       8.81701279       679.642944       750.735168       680.076111       824.582458       12.6741619       857.266724       374.807617       21.6986294       23.0516129       364.564453       567.424561       296.189819       384.851624       418.276459       164.834076       689.498291       605.836548       798.316711       152.453583    
   85.8773499       855.360168       32.3535004       861.540588       223.019882       200.550613       739.859680       406.607544       534.607361       862.201416       76.7269974       836.607666       679.473816       924.559326       730.159973       525.548340       92.8783569       793.776245       51.6050072       311.726868       437.401306       655.354126       956.473145       752.171082       450.984314       501.784027       730.253174       79.3275070       540.613403       523.977051       758.481873       236.070724       517.653748       267.784393       594.416809       185.995239       111.150703       802.296387       560.958496       785.839722       989.575134       897.553711       951.236450       120.728523       750.613342       50.8886223       592.618469       63.7770844       395.617554       970.273376       635.059631       15.7832470       829.223511       977.950378       201.385437       950.418701       901.171753       179.875626       986.088745       377.268616       247.254349       841.959717       222.991714       566.704346       353.709198       517.958557    
   391.922607       891.460754       348.450012       611.152527       988.964600       399.837372       67.1238708       40.1359177       679.857605       193.954147       868.634277       470.018768       494.422424       10.2833691       820.750610       669.706543       91.0644302       786.809021       223.880539       414.542145       335.120850       646.699585       21.4189472       381.145233       181.074265       394.059723       235.880829       233.851303       271.853241       594.222656       289.097351       73.8594284       986.207764       122.268776       349.007355       906.485474       30.6818333       723.248413       735.307373       844.136719       308.313141       851.821533       982.503296       533.987183       385.673706       244.729752       379.535858       412.796875       259.066833       645.458069       240.299484       283.188721       45.3627815       433.772522       714.284668       700.259644       356.920959       47.6761665       968.563171       535.396484       280.361328       816.502930       885.548767       792.557678       376.238617       325.621277    
   992.801331       350.761780       296.990601       785.894714       162.383911       417.772125       892.405640       466.565582       466.108917       250.076431       659.038147       423.578583       103.050728       855.383911       109.678215       536.910156       478.625824       573.180176       640.034729       423.238647       842.316650       790.515869       143.372437       12.7643728       293.879547       516.055725       45.3413467       110.797241       493.476593       487.837402       425.420837       297.161774       17.0938339       806.519470       28.9170380       565.205688       277.194977       386.103149       620.947021       288.890503       189.059189       617.321838       770.567932       904.888977       878.877930       27.9675312       771.142700       732.116089       403.995300       644.705566       690.237061       797.219666       971.117432       672.235901       83.8033295       81.1698914       849.140503       289.702881       609.037598       563.604126       875.586182       460.919922       514.732605       929.029175       765.549316       279.972687    
   692.005127       230.421448       433.493500       684.941833       349.999542       582.919067       394.699310       354.116394       173.521515       957.948853       516.489990       298.441589       306.152313       461.110535       350.125305       761.011780       173.782669       783.163208       453.194214       721.254944       616.123840       291.105927       272.042419       800.980835       876.757812       181.916473       524.860352       960.123291       807.644348       991.898010       983.046875       279.312683       295.171448       20.7685356       84.5209732       276.713013       168.765060       131.850525       958.588928       264.438049       829.324768       627.766235       513.138611       563.684998       446.122986       22.2955685       977.835022       792.052612       323.688629       628.047791       758.757629       476.144592       628.156433       730.313538       413.737457       230.590851       427.026886       731.718384       840.932861       649.711243       744.817871       990.393005       826.075928       409.615448       189.568787       348.768219    
   862.729187       979.409424       865.963989       635.942566       688.289795       295.014526       936.141785       548.884949       777.623535       235.069290       41.9927711       889.122375       629.920898       812.616211       754.319153       229.911789       337.991333       967.679504       414.375305       722.427490       132.708572       776.038513       313.771576       622.267273       206.018997       908.735596       114.677498       994.743835       53.0479622       258.323883       346.372620       427.635620       141.674271       740.594299       782.038818       420.893829       9.01261902       49.1431160       438.284119       161.078506       795.009094       608.753784       352.395172       790.527588       3.60134411       566.227966       820.939697       80.0721817       774.272156       146.031052       788.392578       810.117737       788.404541       333.471283       898.449951       696.078735       250.048492       941.156860       378.886566       652.574707       265.834320       671.146851       954.275696       698.825806       377.329651       898.112244    
