   681.633789       645.328430       86.3779449       131.997772       769.392517       644.110535       262.512878       585.876831       891.825623       697.053284       66.2869720       374.227661       17.9353237       927.068115       339.471741       347.558380       757.693604       112.880486       744.204102       820.154358       679.596069       581.751770       173.414383       285.633514       615.307983       415.686676       524.538391       348.579041       262.484009       503.671783       324.358337       999.863220       955.657654       693.274048       28.8449287       843.165710       252.680695    
   992.303162       678.676514       691.615112       124.830696       531.368652       201.793137       232.124664       433.903687       82.6123734       850.842407       894.021362       594.442871       105.851906       684.775879       904.098328       841.128113       471.792511       549.609497       374.588501       406.175049       651.183105       663.280334       560.554871       483.216919       803.033081       740.475220       805.954712       615.072998       10.6562996       721.601135       331.928955       45.7401772       102.540253       410.625702       646.021545       552.571655       551.282837    
   164.152451       326.823730       213.494278       124.035835       862.026428       935.328064       447.766510       618.565674       931.670776       16.9316330       466.025970       318.478729       616.849915       913.059509       327.080322       424.052032       331.110687       243.131744       404.147919       895.151001       716.229919       979.807617       659.455750       6.28253841       586.312683       237.409286       338.597687       683.741333       68.4387512       801.492798       915.975525       668.098938       294.144592       168.481384       605.773010       470.525452       949.827759    
   542.394592       485.760925       998.890320       136.156403       67.3095932       904.413208       947.606628       796.712952       540.002686       934.286926       537.583923       196.555374       388.942474       392.797913       806.263184       316.922211       808.806335       932.539429       451.026886       658.827820       39.3194962       818.142334       918.489441       481.639404       987.005432       46.3864212       237.850403       755.862305       117.334694       21.9609852       318.501251       222.651947       206.078720       8.08008385       464.772552       867.907654       78.3478775    
   956.498901       109.539886       474.832642       424.712036       260.606659       390.121704       646.320312       125.488556       292.820251       909.970459       755.757263       108.623253       901.752197       643.050598       853.501770       302.646118       152.574219       540.572632       647.579956       504.392456       19.1433144       563.278687       629.414551       47.8637924       498.750580       876.098572       415.245209       747.103455       721.308533       126.672485       199.896927       776.038208       582.313232       504.808014       199.397766       612.422119       922.802002    
   758.374023       847.637512       859.295837       399.083557       859.360779       951.308350       838.542297       133.916672       151.299118       349.081299       289.785217       680.257812       953.074341       271.655853       188.805893       633.010071       265.451538       618.945374       784.968811       35.6938591       328.155945       954.169250       208.136063       910.128662       40.8303909       132.213211       956.454407       435.321716       471.806671       528.410278       902.206543       728.573364       538.566589       871.534607       573.710022       338.977753       395.264496    
   613.936890       415.410370       50.5929184       272.403442       141.531296       963.105713       342.916962       758.050110       269.174438       403.325958       159.680450       805.814697       787.236145       97.9072342       760.926575       931.734009       819.718445       96.7021561       714.916077       625.314575       531.957458       808.892517       188.138626       639.224060       352.489655       890.749817       334.055603       434.506348       846.546326       133.964737       299.115448       908.448792       7.59931707       680.139709       952.344421       980.762146       87.4183731    
   611.222290       348.059509       733.424011       191.005066       974.013489       355.650604       597.290527       817.411133       503.001770       296.483276       586.228210       426.562195       728.142212       974.416504       973.954895       954.301147       885.060120       677.999817       55.0382538       659.996094       586.502930       349.074829       366.158539       797.257385       73.5749817       92.4835129       783.400024       893.940796       901.249817       366.167389       969.167236       210.649750       674.135559       411.560303       937.242004       883.075439       29.7412586    
   322.494019       262.233093       955.446594       967.517517       655.461670       627.810730       259.649353       448.470917       80.3979492       439.879333       725.397888       377.773315       654.332886       596.214478       965.731689       621.121643       792.382507       170.998825       921.218079       531.582520       579.639709       345.344025       668.150757       787.702881       959.540588       112.725372       652.861938       663.770569       449.113281       829.992554       778.898315       162.946075       360.872589       980.964233       888.397217       821.451111       710.940674    
   648.322693       118.933418       598.169067       250.120728       268.943329       484.805115       280.942505       798.113647       932.227173       83.0748596       518.322266       211.329697       218.421158       720.217834       259.219025       255.797516       313.848145       841.690247       465.327637       416.296295       911.238770       494.190674       399.594849       781.084717       973.145569       353.035767       303.686188       226.612411       112.975761       823.496704       623.338379       960.102905       432.541138       112.588776       562.285400       729.159058       234.057327    
