   947.775635       533.185791       675.869385       40.5202217       3.78271842       836.279419       547.395203       701.704468       271.575592       76.9601822       863.431091       625.733337       341.441315       473.403076       880.597534       70.9057007       393.980408       396.931885       543.183838       813.797668       742.659302       488.896820       506.116760       192.006622       104.373642       997.874756       437.386414       237.755539       788.376221       980.922791       853.683411       983.096802       739.579895       435.534149       553.754211       390.200684       957.802124       402.561615       830.029846       790.227844       166.304474       20.4637852       676.791504       498.911530       702.840759       779.954834       785.954041       245.293472       791.326477       254.970856       175.136200       797.405579       376.677155       892.525269       485.880798       979.020630       84.9931030       326.876373       144.649246       813.054565       274.011566       373.297852       411.739258       869.771179    
   638.733826       837.064453       92.7082901       914.866455       449.500916       979.630554       734.060974       916.276062       950.471313       582.334290       424.242218       510.620575       403.495544       238.861649       828.832214       943.637268       626.231384       587.743469       594.083191       838.429138       840.353149       679.426514       401.795166       747.195374       59.5266991       94.8542938       825.186462       737.897278       369.487030       72.0532532       558.818909       667.423279       720.307068       18.9201393       215.003326       303.256805       558.212952       266.151550       115.022324       353.943573       519.979858       817.543274       179.933136       107.248299       557.154114       794.984863       454.979767       333.177490       960.832153       482.952209       771.950256       457.770416       237.480148       616.256897       931.757385       476.519958       276.365204       118.502609       113.867264       522.383179       935.379395       286.499054       262.733917       275.195740    
   737.732544       425.644745       977.554932       215.701675       559.548279       381.148163       804.867126       145.644073       371.046173       553.939941       59.1734810       715.768127       100.714424       435.514496       838.515930       527.469360       500.803375       115.862442       692.329163       254.390457       615.830688       114.660469       77.4984055       895.122559       838.763184       171.235519       918.279846       260.555573       196.377396       914.227539       22.3792896       905.112427       970.515137       427.976349       280.952911       93.3905640       423.629730       35.2640038       455.064758       229.806290       366.322693       383.501984       243.882736       581.074707       793.753479       995.278931       839.471375       965.598877       804.388916       900.423279       450.607147       981.898010       540.543335       31.7307777       766.868042       651.117737       23.9760494       555.940063       962.689941       506.376129       222.568466       106.196075       549.562866       790.200562    
   263.813599       637.813904       803.272461       327.140442       636.753540       65.5522385       458.226593       486.454926       729.753174       847.845154       695.157104       503.142059       750.681946       767.771667       899.930420       500.665009       154.933151       117.942230       502.878876       355.551819       863.657104       792.320251       114.671425       857.023743       298.379791       35.8183060       18.4772434       430.983124       723.973572       616.861816       534.700989       326.463654       139.774063       296.095093       714.177490       837.356262       558.589233       507.885498       23.4068584       347.212799       745.707458       783.031555       567.362732       608.771729       781.071838       956.107178       543.236938       332.372620       593.725586       925.677856       970.261047       761.076294       964.236877       469.422485       586.994202       920.449341       972.687195       898.350830       320.287292       535.965454       142.003906       48.8113327       796.989807       617.286560    
   614.688904       698.817139       299.574493       14.6405773       440.003357       971.868042       498.246033       381.446198       468.395996       557.783691       589.791748       67.5298538       629.456604       522.162720       433.057434       630.734985       615.096069       182.825302       674.860291       877.598694       671.743225       192.878357       648.938293       636.621826       724.724426       524.786377       785.403748       958.587585       966.709595       28.3631496       398.391266       148.857117       794.524353       965.241516       993.845642       584.386780       242.946320       15.4222260       498.221863       811.831543       634.830017       846.965942       899.226501       218.288544       275.231537       77.4692917       538.929504       775.257996       719.047913       597.235840       729.680603       920.843994       791.074707       815.622559       830.568237       298.878418       405.833099       281.548187       382.259674       234.395782       273.200134       525.520752       813.564270       961.434998    
   845.789734       113.083710       996.220215       110.030365       658.872620       474.592316       414.363647       853.263367       468.065033       519.782288       660.614746       51.0917892       995.925903       288.774750       289.542511       405.383698       198.027328       710.881226       221.905899       239.321930       845.925720       696.853699       642.703369       842.944214       849.990112       724.939270       646.864441       455.892670       793.963074       903.019287       72.9761353       861.468018       341.727570       391.279327       365.624878       130.378387       108.522148       637.448914       986.527771       928.285095       375.025635       739.356812       728.362366       655.863647       219.736206       324.371429       383.969116       945.869385       760.904907       983.250244       974.759216       998.170898       677.524780       630.177307       259.409332       400.938660       505.539001       949.647583       594.249817       647.145996       484.417725       358.917023       238.756195       370.197662    
   768.443176       859.612427       568.321838       412.667969       345.431610       198.919617       102.728294       228.781631       331.715240       701.458130       782.826782       832.810791       963.431702       697.881470       306.604187       493.496979       32.5451164       567.907471       363.109894       503.375488       758.079651       538.012756       354.683197       687.056641       969.295959       792.346985       424.969666       704.160950       21.7046432       925.080322       724.015747       579.824158       504.476654       199.447357       523.232239       567.606323       179.882355       190.058121       85.1139221       464.388123       293.743195       14.4295502       671.418457       949.509155       448.249512       705.016052       629.258118       614.179871       470.707458       887.149353       170.228851       840.007935       140.941803       786.747742       297.761414       123.745071       60.2777443       152.505447       14.1602278       383.568970       959.588684       220.378571       49.3229446       210.555496    
   69.8494873       163.038193       532.168518       763.846252       363.973999       523.259827       209.735733       520.872742       758.775696       563.007935       636.249329       984.956482       654.890747       808.700073       703.679443       360.667999       861.437683       648.155029       625.422180       757.036072       514.779846       273.248505       601.161560       308.139465       419.811646       44.9548378       186.576279       654.853088       39.2285690       156.013245       144.165100       216.038757       543.254944       192.341858       532.102600       99.0038147       364.983215       642.448059       568.902161       386.035553       119.085854       768.237671       879.400208       259.368134       210.507980       572.453369       55.3988609       859.862610       466.999054       79.0764084       939.068298       881.215698       640.016235       542.097534       487.054260       962.423096       611.838684       852.262573       18.8361816       409.389893       471.766052       773.750610       226.468124       603.237976    
   309.092590       471.418854       337.662781       361.690094       275.335846       767.433167       493.389191       68.4084396       982.695801       468.505981       897.711670       578.934387       20.5974636       291.224609       531.383301       950.288086       4.67101097       486.678467       317.630524       479.400452       600.064209       319.448364       711.227722       800.842651       190.631958       629.575623       518.694092       511.173157       529.518066       263.269714       820.076721       115.242638       481.893494       731.777710       804.651001       833.827637       917.112000       832.006226       472.313477       654.661316       354.507874       341.113770       811.729004       564.462280       286.906586       918.945312       871.064087       834.865295       129.139969       270.274933       921.534241       432.653137       621.223938       332.327728       193.596878       253.878555       840.459045       157.962875       186.771530       949.347168       795.376404       62.6017838       66.2535629       706.200500    
   310.696503       470.401398       690.618347       149.658600       349.838013       379.349609       715.695862       614.520691       445.658112       503.625641       513.577698       810.465454       939.177979       593.944885       969.045166       808.653076       66.5700455       526.976807       806.342468       382.760040       979.951538       53.1690750       281.621613       105.763184       305.391571       156.142868       523.062195       80.8388824       365.288757       928.694946       534.917603       868.752136       504.256226       669.418152       714.584595       326.994385       832.501282       538.404297       963.644836       679.944336       20.2703228       558.958557       471.555084       880.989380       902.766724       163.326920       999.398499       157.421432       136.549881       789.887329       884.455322       666.603394       496.985474       670.250122       142.591965       271.127808       991.184998       198.552109       526.089661       634.009460       5.13153267       68.1489410       245.145737       679.228699    
