   312.047028       510.072052       660.378906       749.245667       621.943970       189.425873       324.896484       568.764648       850.990112       946.717224       482.451172       870.231323       339.459473       670.557983       970.250732       49.6557999       279.626007       602.008484       363.619354       80.3680038       727.960266       180.129761       456.277435       121.338326       146.202240       348.313416       636.395996       720.920227       928.126770       135.021713       519.815308       319.523376       228.020996       280.564026       436.494690       825.412231       992.154846       55.3725395       38.2406578       673.828674       445.431610       255.676407       518.668030       441.932861       499.468872       641.669678       897.306885       379.310883       527.760620       825.622559       475.104401       475.867065       591.048584       973.395020       778.242126       699.563538       936.374329       526.067566       886.099060       304.490723       950.028992       792.169983       604.290283       910.463501       317.414429       126.695290       62.2223625    
   262.336395       976.741516       124.523445       562.896423       585.395203       952.530029       551.678040       972.607483       703.430176       964.420898       172.679306       397.502319       710.888123       215.738831       462.579681       93.2529526       491.905396       243.139725       192.627487       48.3330688       504.821136       309.616821       789.129700       427.401093       588.759155       376.827576       334.204102       289.219910       193.572113       668.150452       703.385925       187.985962       537.608704       137.193970       444.323425       810.663635       545.669922       362.527130       645.248657       508.750031       450.427490       204.606934       552.850891       635.420288       404.868713       253.836334       635.057373       509.192566       399.627258       105.896744       425.117340       963.729248       777.847107       63.9825745       64.8064423       14.8077211       655.784119       41.4138756       303.287659       748.748169       784.252075       131.540466       995.429871       725.762329       118.778603       862.327698       323.651245    
   178.263031       564.414307       429.842255       761.870361       623.831787       56.6786613       235.469910       692.026855       573.100464       990.047791       373.964294       532.588928       697.639160       597.023071       64.5347977       74.3806305       897.107727       292.207092       394.376984       11.7613964       767.709534       707.863770       371.374451       53.0315857       701.083923       785.247070       496.915283       627.741821       654.474548       518.878235       666.156799       941.679138       671.068542       539.963318       533.281982       517.471375       625.417786       9.75597954       947.495850       818.798157       716.415161       309.266510       720.652893       442.317230       152.013840       71.2056274       32.3709488       587.884644       298.403412       523.829224       20.6278915       415.013336       609.820496       552.203186       609.726990       546.335693       271.233032       19.2147083       997.803955       275.484344       87.9618378       972.754211       926.244934       533.015381       229.455383       950.598450       638.235107    
   998.682495       965.881897       943.189697       19.9418736       794.373535       951.994690       283.986603       846.537842       994.753052       529.928955       834.731628       790.772156       311.346680       456.053314       681.282776       691.595886       124.788544       524.717468       878.405090       699.600708       898.290833       620.899292       817.736938       674.154724       553.282104       463.781616       50.9678764       54.2579765       318.281403       879.978699       914.886047       435.365051       493.115173       866.364319       308.214966       922.072632       646.020142       987.957764       178.201157       205.220428       853.507568       721.374512       688.200867       7.00130653       836.778198       404.533112       349.993408       630.995605       247.958054       602.160889       223.031723       227.857788       399.353394       420.483368       324.794739       453.614655       952.145386       340.419403       741.374756       52.9597778       3.38174200       805.480896       483.618805       655.373535       636.918762       62.6005936       699.369690    
   565.522156       676.145508       969.258484       911.994995       403.213287       124.567871       595.275513       971.066528       4.64326334       80.4098587       984.613098       278.940155       25.4519329       309.287170       809.634094       790.388306       383.432892       801.215332       625.054016       27.9202538       671.260254       483.066467       316.924652       957.297791       932.125854       539.941528       890.689331       296.148224       742.786316       959.675598       962.264954       100.668808       251.835327       7.32731533       495.263550       138.076492       413.923889       935.712891       601.913269       502.067535       706.144409       945.971008       83.4680328       914.286621       300.365295       21.1033592       171.756363       80.5520554       676.001831       380.446472       149.183014       717.105713       823.971069       874.260864       753.895264       263.201935       391.724854       740.651978       538.105530       701.944214       927.497437       646.099487       576.513794       568.460510       901.966980       810.578918       103.319756    
   665.132202       822.594421       510.235382       624.689148       946.089905       915.149597       139.336349       137.802231       466.763916       367.165009       288.051086       195.535431       311.483795       327.501587       149.128296       358.702789       55.8291321       960.973633       860.837341       30.5589924       841.575439       226.529633       230.363861       246.621201       161.071243       805.000427       289.431824       87.6895370       972.696350       944.026733       604.368103       364.253693       56.9771614       875.686829       38.3800545       342.857910       299.754486       688.228088       288.668640       773.683350       727.257751       774.183716       918.893250       259.011688       181.511139       452.664673       585.892395       329.852600       926.162903       104.484337       734.938965       848.729675       537.174377       746.176331       551.862488       333.213226       646.131042       448.579407       523.989990       590.299622       343.739777       640.155151       165.765350       238.421555       908.069763       145.033264       116.300514    
   817.551880       380.341675       944.816162       145.138535       870.181091       350.898499       844.689697       478.074280       544.303589       737.190491       720.933899       403.416626       589.052612       332.789429       110.336723       431.144012       106.639091       26.1682587       706.919922       542.508789       189.166260       993.830078       547.060486       595.353394       621.663635       975.661682       450.846832       173.369080       199.371857       752.161377       18.9573555       393.722748       891.863708       609.015686       277.940338       183.964157       231.958069       212.254730       52.8865356       763.832764       238.588455       410.614685       949.604797       619.698975       628.972534       383.464996       896.487061       360.224335       961.157898       33.2902031       685.402039       105.469452       429.160339       128.374466       239.684097       442.360046       584.113037       647.482117       328.748291       652.867554       293.386688       44.1562195       939.894714       817.383728       795.653687       262.466492       239.544037    
   97.6603546       478.811188       387.926758       171.440292       693.741821       436.874817       883.845581       33.6410446       958.682190       281.447083       191.302261       834.591003       774.890137       440.821991       680.290039       115.161774       233.967529       551.091797       742.922180       11.7497854       525.971313       228.504211       745.011047       615.917053       605.663208       437.369995       647.146790       254.666519       371.730469       568.869080       123.990700       450.995514       967.154663       76.0271683       189.647919       540.316040       586.208679       450.277679       277.889130       882.379761       361.588806       171.624710       752.728149       870.815796       445.584930       4.98529005       540.689636       108.211502       895.997986       756.268127       996.663696       464.799286       50.4049950       973.649048       627.995544       853.599487       382.737122       44.7995453       937.456787       427.301270       566.938477       318.499268       905.474792       687.792542       179.528351       707.390625       253.368546    
   788.247131       819.193176       956.040100       200.735916       334.093750       122.306046       112.283073       430.646576       992.317017       269.807922       520.805908       809.832214       886.397217       15.3836994       727.692627       401.666779       733.287170       992.666626       85.4051514       151.916367       461.326874       634.471191       448.979065       738.337891       97.7932587       641.282471       670.706299       13.2178087       405.351562       78.7207489       91.9780960       176.052597       817.101013       537.069885       428.169281       374.169373       376.074860       457.019196       10.8617897       661.180603       912.683533       299.563599       908.280090       32.4325790       662.468262       630.988831       654.424561       481.627625       587.329834       914.168823       501.441040       376.192535       803.270630       114.695839       222.162903       415.159515       485.368652       635.403442       824.494812       767.742188       57.4620972       709.285645       861.751099       739.170166       986.874512       438.101929       553.769836    
   34.8651085       557.594788       101.009644       41.7002258       418.871246       41.9641876       550.480408       570.857117       238.577148       683.447266       10.4242535       787.344055       45.0274849       468.220032       700.416382       69.9120712       723.311340       376.076996       923.208374       74.1456604       145.888504       319.455994       854.762756       108.414192       310.789276       954.208313       528.594421       278.137695       168.211227       661.635193       948.386292       753.824158       639.588806       697.746094       805.158142       825.013123       899.896423       523.252075       370.923035       299.433777       372.250275       340.170227       787.633545       37.8818398       975.685791       106.357445       645.871521       537.620300       782.497437       992.238953       259.214569       236.493546       101.077286       387.060028       364.993347       279.809692       818.657471       492.343933       737.968384       791.291931       549.930115       251.423401       577.973450       550.549561       833.062683       574.761719       473.687469    
