   268.402710       56.3468781       12.7820578       14.1239052       604.758850       964.788269       216.350769       892.406250       855.260193       240.148239       145.451630       246.015152       196.964218       467.338654       51.3377113       128.801453       234.680466       119.428955       787.583740       265.682648       824.979858       413.746918       515.768066       395.932129       782.525391       361.618164    
   369.246368       6.18422937       317.284729       175.938919       904.071838       516.490479       811.020569       459.292389       516.783875       206.948135       580.550964       723.517578       863.450989       907.202637       503.276215       450.167542       151.070297       920.451111       159.292511       946.434937       656.167603       572.939209       987.669434       972.131531       504.647491       2.21263480    
   601.956055       260.264221       934.387756       700.956238       718.870056       50.7553596       15.6241426       41.5150414       210.263123       29.8411770       75.6509018       455.204620       388.291534       996.056335       646.790344       941.538940       986.633301       771.114319       878.949707       359.943390       246.451859       98.7141876       554.418579       923.471008       897.252991       925.798523    
   485.733368       358.633392       574.869019       911.682251       732.520813       255.513062       104.416817       543.188782       941.406738       22.2129803       328.963715       487.958160       634.044983       23.7678204       590.907104       390.169281       210.841309       689.999451       419.551605       102.059128       489.672974       62.5389061       288.710846       913.148987       601.689636       957.800476    
   516.543823       396.377350       749.525696       129.723038       491.830841       889.893372       439.978485       280.619812       379.594330       278.948578       915.348206       621.416077       361.858002       79.5082932       890.833923       595.011780       561.196777       805.935608       742.037292       158.602509       31.3464146       993.090820       491.024231       54.1911087       213.969147       37.3370628    
   754.649658       390.949615       807.598022       778.860657       469.970734       98.7728958       143.050415       780.011963       99.8201141       518.690918       987.510681       48.7788200       38.6316299       414.201508       323.394409       955.836853       700.955444       525.957886       500.101349       178.159714       813.517334       350.013367       857.807190       629.261292       992.452515       234.510101    
   505.989166       120.474327       216.546906       37.5526772       232.385422       479.485779       325.141937       821.509033       66.5456924       806.863586       18.8310013       477.962189       216.492905       369.653717       161.899872       791.314880       3.78670788       272.325439       243.231842       550.329529       749.567383       137.859329       621.601501       190.626419       755.857666       206.619202    
   882.709839       827.869202       315.941223       496.545685       709.671265       979.750427       579.792847       424.907928       611.898010       196.374832       155.026413       673.322632       10.1389732       282.489716       400.395142       872.660767       833.567444       869.746826       958.710754       483.392517       505.636475       598.123596       122.051079       176.904388       407.172729       845.588135    
   265.083099       952.004150       290.380859       204.881500       427.203339       627.717285       997.131592       751.191589       73.7706451       338.139008       985.255188       765.333618       978.704407       468.813873       755.572815       364.929535       88.0316238       881.242126       916.983704       436.731201       496.449738       592.148132       480.548889       146.520035       104.538818       124.458725    
   216.263123       616.119141       831.377869       730.189636       690.859497       931.008545       425.200897       937.296997       867.240601       444.220459       38.4736595       571.831177       390.354309       613.927551       403.397217       235.736618       751.889099       928.506653       278.435059       930.752319       154.408386       224.024460       517.883850       266.657227       246.213150       136.780792    
   236.716660       753.056030       497.861969       999.269104       458.402802       894.326843       118.355293       496.096161       521.653137       186.783142       363.937317       335.504974       474.643097       124.384590       183.940887       815.602661       787.788757       358.058746       137.616272       479.262024       322.533081       331.759644       716.941406       62.6549606       581.070618       517.325562    
   127.644203       556.925293       809.191345       975.292480       711.737549       702.399597       535.476501       653.766479       140.506348       42.4830627       69.8515701       88.6230240       40.8337250       605.530273       757.913635       703.409973       362.929688       738.252563       518.691895       104.941406       598.506348       571.182373       917.026001       571.379944       452.567200       854.417297    
   571.038086       936.010315       429.971344       249.094345       494.573730       521.002014       645.977905       475.739746       403.060791       693.791321       986.185913       168.916412       253.764526       343.104462       989.687866       322.251038       893.847534       508.870178       191.081635       356.348480       929.700684       266.004913       511.548279       925.688721       993.449036       703.709290    
   528.303650       628.135132       734.672607       419.417053       694.949829       716.041626       640.824341       503.424255       545.854187       976.115479       678.101929       701.342651       433.030243       709.406067       853.888733       2.86328340       503.906464       40.7324409       674.232056       630.569824       533.057434       251.847412       741.922852       371.011566       575.289246       83.4315338    
   56.3347893       785.602173       97.2634888       43.3306885       197.547043       348.881592       902.983276       656.922607       562.440613       598.301941       134.765915       51.4438782       196.839355       760.224609       489.018341       42.8350945       176.575577       383.527100       88.7430115       756.724426       237.987000       764.427917       296.345184       818.052124       913.691589       795.787537    
   119.181244       431.522125       43.5466576       343.024872       502.672607       141.405533       69.3759842       126.155754       5.80588007       194.433075       345.732391       375.677032       249.786621       90.4298019       457.785675       310.250610       780.081848       448.800781       444.622040       977.121216       278.204620       528.056030       916.343201       904.500732       311.001495       963.384338    
   530.569153       800.546753       716.384766       868.295776       75.3156662       714.253174       27.4238262       313.858643       328.403473       393.531738       359.609650       614.417786       281.728485       111.945984       799.144592       927.443298       928.951721       663.092651       279.468445       601.781128       574.188782       489.728546       982.433350       880.622620       762.890198       515.425110    
   805.843445       61.5289040       462.727173       887.983154       259.880096       608.343872       143.647049       328.372498       422.544403       922.281311       918.931396       984.703979       920.122925       389.936127       658.498291       924.792236       652.510986       960.860291       534.899475       884.599609       283.822449       157.838837       771.840149       608.471924       597.162659       564.822998    
   893.456421       701.645081       924.146790       865.851685       15.1777334       54.1725883       218.162308       190.425934       780.384033       46.5135498       437.273102       23.2342377       811.477478       356.921234       598.619873       520.266174       852.840271       319.712158       149.108994       886.045044       953.197510       142.267212       622.165283       692.530945       911.085815       806.645325    
   379.884064       968.660706       759.818726       529.071899       573.309692       308.073608       676.494446       515.550110       834.412476       338.248169       395.269501       461.664062       169.088623       166.502991       323.931702       658.216125       666.423096       252.161224       198.470474       447.471405       606.714233       289.479095       513.716370       734.148560       112.426994       347.720703    
   473.561584       44.7660217       701.836609       74.3898544       68.7174759       210.256699       744.550659       44.9007111       175.420822       432.435028       723.335938       549.515320       884.827026       11.5880604       749.407043       162.914871       241.894760       195.368652       778.565369       678.367310       901.063293       876.199280       802.875122       327.106384       254.322342       708.777649    
   732.429382       911.883057       360.462799       968.350464       590.087280       305.657318       132.105316       189.420273       219.657547       807.521790       618.411682       544.006104       695.733215       1.49940419       612.765564       238.758102       232.084900       803.232727       756.342834       213.861130       230.319031       860.835022       759.303833       349.647095       488.555695       746.632996    
   995.379944       609.228210       333.912567       940.365906       113.193100       844.586670       558.020935       989.187256       462.628632       661.530518       385.469635       59.4191017       923.585999       899.580688       596.075745       968.790527       979.764160       519.582336       537.918396       956.617371       886.406128       788.606750       127.329330       945.903076       318.113831       570.882202    
   47.6000061       463.192902       829.374573       536.457703       443.855743       91.9614792       321.788300       322.944794       992.361694       824.694946       546.903198       991.207153       898.707947       148.312286       320.818604       330.329315       373.037415       892.756592       315.831055       471.414093       905.641296       642.885559       422.775085       245.750778       729.477844       230.933472    
   561.282959       758.971924       39.8119354       68.6640091       859.719360       180.367279       307.779510       449.588623       242.324677       525.857971       62.0821953       518.785217       229.004745       794.349121       715.868774       812.840820       163.238678       928.588501       975.721924       850.518860       347.388153       481.745026       457.729218       990.922485       438.779297       878.191589    
   674.961792       759.796631       532.857849       375.624359       483.411469       399.066986       42.9919357       170.930771       632.611877       628.835144       393.095886       409.753906       34.0293961       738.044006       722.727173       455.693970       733.841370       795.050598       689.221436       49.8568840       989.084106       785.140320       64.4297638       884.403748       552.689697       834.352112    
