   882.190002       120.726082       571.191711       667.756592       615.218811       437.143951       104.986481       558.591492       605.810730       370.044495       468.896515       13.0273237       974.297180       171.235809       977.082825       237.364395       90.5808716       353.415771       660.144897       281.837677       87.9440384       110.376259       122.494095       355.856750       154.119888       32.6641464       189.140228       457.378204       3.37447762       31.9061985       915.217041       557.827942       432.972351       100.967789       336.094238       380.006683       315.146057       871.653931       351.857788       930.550354       104.732582       682.330444       277.887421       927.091797       504.018219       192.685425       232.019394       807.045593       945.565674       359.616913       248.501221       758.623901       98.6360016       257.870941       808.027039       646.212402       602.345459       656.068787    
   303.670898       769.687195       670.449524       148.768814       422.130859       454.797577       598.463501       871.969238       922.175659       483.195312       618.691772       725.630249       205.869827       446.399872       81.6673355       863.721863       446.960663       586.640076       307.148010       182.358704       586.073364       206.622009       762.519409       244.405899       354.993591       58.2779236       629.299988       523.468933       360.500671       165.417313       477.118561       817.252380       609.155701       611.912231       777.920105       431.480438       964.683594       653.976746       386.147980       329.357025       227.594833       877.088257       955.368408       355.740234       707.591125       797.474426       225.503967       59.3186493       307.223755       301.931061       427.037445       908.953735       437.629120       976.339478       841.243530       441.189972       535.451050       989.375549    
   103.188934       889.786621       695.022583       670.817749       336.039948       907.643005       941.070190       31.9743767       431.489136       59.0498047       609.085693       318.209930       64.7529678       711.483154       471.098022       373.687469       803.518433       508.674042       679.978943       47.6675339       917.100525       111.636230       104.691437       366.566711       190.805466       268.909393       692.567322       377.318268       574.374695       961.912231       3.13945341       64.1413269       828.759338       111.906029       906.131287       264.374573       836.795532       456.554871       973.076599       716.040222       93.9957733       396.907166       733.371216       180.215683       10.2379370       267.110657       108.910500       768.694031       924.802917       705.642334       277.735687       322.333557       732.656860       162.428040       538.611816       65.1816330       308.638489       376.426727    
   205.910553       952.534973       147.826996       764.876831       624.615417       654.886536       499.572937       427.895233       652.435242       732.266663       14.9334202       870.612122       277.931122       414.212341       643.518555       10.1727352       925.744568       86.6280289       667.809448       141.157181       387.433807       550.671326       128.892914       649.557007       321.043152       168.303940       531.203491       433.331879       838.744751       663.067932       447.735474       107.148323       752.508118       338.033203       762.716309       602.649780       118.717804       340.046906       755.214844       696.416504       834.628357       414.805450       221.170288       472.630890       82.6998444       159.799591       959.501099       343.450012       794.047485       288.745392       521.364258       343.120728       325.851288       507.927582       364.616180       650.514160       566.004761       982.856140    
   760.679138       11.4196081       314.896271       660.293274       208.575089       331.229065       179.631317       563.196838       532.625793       523.849915       293.571472       741.812317       93.8557281       747.261963       681.966431       500.255280       882.367859       204.018402       654.863892       743.634888       562.517761       343.233856       429.405975       908.440063       934.927551       247.468658       556.329346       750.961304       62.6786575       605.136902       573.637024       694.569946       164.718857       218.700653       800.717041       152.159607       281.532104       71.2347412       314.772949       632.074890       60.9108238       320.213623       884.739868       568.240295       127.134796       350.362885       841.545044       925.125549       458.951721       433.557739       253.927734       377.933807       984.704346       916.870239       99.7570572       36.1537247       42.2941284       871.578308    
   619.914368       734.521545       791.715027       367.125000       353.967743       441.355804       649.280518       425.332794       127.445320       749.188416       300.351807       968.102661       139.318481       184.568008       531.804810       299.739075       651.186523       462.958405       61.0314026       838.603455       920.819092       510.285034       696.718323       984.902344       282.756897       545.917542       676.624878       675.370544       212.580978       309.084656       488.774200       983.701843       342.248444       364.654358       421.756622       215.210953       807.899902       805.988586       531.046753       564.281372       747.451782       329.322418       111.530418       369.204376       990.004700       108.529533       764.376953       566.947083       516.408325       442.772278       683.137695       445.527893       164.203247       112.360954       997.923462       384.591522       938.978638       892.224731    
   614.808838       359.680573       956.981750       477.745636       942.614441       646.595276       418.221313       560.005066       186.066162       248.284897       33.3165817       310.306885       324.695892       74.1597137       624.766479       244.552856       269.954773       332.172485       632.533142       333.776459       189.392044       396.787354       974.676575       883.190735       495.497375       551.725281       733.996826       920.922668       388.232819       852.563171       14.9798651       172.580521       889.890747       218.593719       519.582703       83.6759033       944.781372       17.2610950       673.964355       157.950546       563.816284       26.9524078       784.598145       329.750061       342.642456       731.436218       184.870682       62.2385597       189.544128       532.291199       896.598389       442.572784       213.041855       530.134644       161.503540       640.619690       951.236572       473.656036    
   111.538696       12.9633131       310.220367       266.281067       277.268677       686.038208       946.717224       589.401794       783.066467       936.057373       792.605896       359.989014       756.018677       243.126984       437.370758       42.2750740       567.611816       245.645920       468.510620       915.192139       317.257355       526.994446       898.784729       479.821625       478.218475       590.575012       252.683487       424.576080       525.357971       875.499756       136.049637       403.831726       600.850769       528.955383       666.780029       376.097534       767.931396       823.140137       285.783081       885.910889       981.663391       214.610275       930.447388       96.4865417       839.295227       302.287781       737.536865       700.632812       360.996979       946.296021       779.050842       798.630249       125.919716       471.536041       882.191956       905.658447       481.793640       800.503479    
   729.637756       150.396957       734.502808       598.217651       564.957275       74.7075882       911.103882       324.825684       830.331726       32.3838081       148.749283       729.001648       284.351257       10.8302908       868.901733       905.277283       703.321533       207.914017       554.335693       75.6355972       188.903488       701.305786       739.902588       197.954041       61.5007362       54.9517975       229.136276       783.700317       59.2927475       257.967102       154.222961       940.760193       964.033752       814.982422       787.251221       861.422729       312.920258       970.679077       172.513657       556.035522       897.500977       151.162231       110.273720       358.522766       125.201965       622.809204       979.649902       499.576111       221.512665       216.188095       102.244019       783.568420       844.173218       390.950653       137.023254       466.695801       919.283020       700.485840    
   56.5896416       635.516785       459.558624       100.313026       152.935486       793.495605       494.506134       838.339294       289.480591       867.113892       355.911011       798.303711       400.007965       976.111328       184.598969       255.796677       254.243744       576.463928       404.909302       537.805298       593.104309       16.4880219       153.919220       950.082214       820.687012       816.479309       961.011841       136.713150       945.341553       176.111786       455.664490       869.215454       656.510742       969.748108       813.894348       349.889587       163.430176       294.964508       369.754272       841.156189       349.342407       509.253174       333.832764       911.619385       268.090454       694.934204       101.952599       39.6028709       447.683777       34.3851776       153.980377       355.702484       420.776337       412.812531       208.337738       682.056396       13.6417694       134.944366    
