   28.3915520       808.078735       293.234741       965.029419       424.296173       27.6234798       911.709839       219.735077       590.960205       561.702271       65.5463486       631.056763       746.985657       85.0526505       906.008057       31.1811180       566.245361       499.494995       429.627289       62.4180908       684.832153       650.421936       511.884827       953.862122       635.906921       979.708252       851.281799       560.866089       424.243103       870.996033       322.372986       778.528137       591.560181       320.471161       922.424866       525.324524       241.018677       123.305870       167.689011       881.543091       67.2149811       443.853210    
   909.168945       51.6503220       419.157318       238.614960       903.309204       338.873566       46.8611717       405.435455       589.822388       905.494751       436.165588       853.466675       29.8590984       950.409180       883.469543       716.151428       289.834595       915.474182       629.006165       73.3465118       250.925842       480.016968       774.567627       468.400513       397.413971       629.559875       150.406479       282.350616       763.986877       428.801208       544.576599       97.7760544       145.078690       40.3267593       641.420898       923.174805       557.520935       287.315582       486.815643       761.816895       700.172546       869.660339    
   23.1684399       566.772278       267.750519       625.980042       42.4978333       591.720398       451.221252       878.606384       955.168457       652.284729       712.210754       344.609283       439.850922       197.665176       163.353241       347.572662       966.949768       180.889847       720.550598       189.444153       742.242554       942.483337       208.403061       5.49987841       903.466125       696.093079       71.0299683       875.993286       732.358398       914.869873       521.276978       123.999512       405.528748       437.836700       992.886475       439.446442       852.203796       253.093338       785.100464       960.325684       982.095459       813.550293    
   289.259338       353.170563       898.453613       339.304901       428.864532       231.042252       781.823669       470.398132       519.951660       813.512329       637.164429       618.265869       874.782043       666.542236       257.417023       928.281982       895.931458       621.158325       855.047119       854.068359       100.491188       258.555817       871.567078       588.739380       505.928192       611.694885       692.137512       756.788818       432.295929       628.204407       795.896606       445.554932       106.466476       784.289429       712.602844       388.469513       433.032898       882.024597       420.636597       655.601868       69.6233978       674.371826    
   319.487427       867.308899       962.561035       362.639343       131.033798       263.206451       969.755798       940.317078       179.568848       143.301147       484.564667       683.800842       840.924744       284.845062       483.099762       134.495758       597.518982       521.369995       743.436829       35.8660011       954.602234       551.927368       10.0618620       176.741760       370.969757       926.112610       868.460449       145.600189       503.652191       469.180145       282.868774       893.953369       411.635223       52.5439148       429.552795       31.7137489       100.686493       821.563477       980.821655       206.638565       533.455383       125.795685    
   26.8356400       629.327881       464.392548       832.205994       194.758423       331.107330       694.989136       350.490082       961.045044       590.393616       796.409607       257.586792       477.786499       264.319366       731.364502       254.650085       401.546082       281.361023       253.345978       787.908875       258.618042       439.339569       286.762177       333.747803       847.280884       255.908203       897.720459       254.964188       145.624893       31.9459152       786.423584       960.107788       621.380737       401.476715       177.366745       298.720551       404.382690       963.404541       934.960632       270.110596       555.328857       906.393127    
   867.375366       847.996704       746.309143       886.818909       850.804688       882.558411       820.669434       986.225952       77.6077881       817.119507       28.3612442       434.674927       81.7892838       753.824463       336.060669       889.293152       217.184464       28.1025200       495.764435       447.880707       517.047791       209.516663       757.844971       810.411499       403.109070       55.7654190       14.6728516       171.411591       354.266968       299.937347       3.58949471       995.284851       725.904114       103.593071       288.049622       271.119690       146.419235       239.604355       350.911377       819.919556       267.519012       803.535278    
   297.817078       156.236542       411.859772       506.121643       13.3171301       701.774963       120.584122       437.634369       716.018372       967.985352       165.793167       315.837616       579.680054       15.1947041       712.896606       709.973633       422.970398       330.113068       557.662231       265.591431       636.370422       782.960632       18.0672760       728.958069       873.116333       591.196594       613.794128       474.479767       452.891907       521.132202       925.483398       72.2121735       329.439667       446.451080       88.2019272       615.559570       70.0054932       137.684387       226.535767       942.693359       910.738464       864.950684    
   205.846008       724.722595       738.233765       766.434448       401.054779       391.197510       58.2660141       277.760925       849.185242       761.150146       415.785919       718.847900       961.073486       341.939362       670.535645       127.695534       210.669876       809.153320       630.796631       686.454956       400.999115       948.144714       251.570526       372.308350       544.078247       428.131866       214.538040       511.887024       288.713959       996.411072       306.923004       54.5334930       325.177490       362.001404       54.8698006       298.418427       107.571571       535.589294       780.420715       614.679626       811.812012       4.22132683    
   394.652008       322.095917       851.003235       399.273682       256.756653       279.174255       430.639435       161.960068       103.292542       493.574005       562.926270       542.396362       197.560791       211.469086       810.249146       768.784302       339.709106       74.2792206       120.359161       781.466003       948.989685       893.149170       439.564301       387.923065       783.497742       12.1032448       454.400879       259.537598       185.923370       942.927368       470.041473       578.813354       80.4617844       529.982117       887.170715       685.435059       617.804138       928.733948       943.927063       890.218140       843.059082       270.401581    
   239.468658       882.799500       999.416870       566.387695       162.369202       370.723267       843.918823       930.025269       624.956360       686.534424       209.433548       288.070679       236.014694       88.7453918       16.6676102       929.270996       173.080231       247.909943       113.526909       61.2123604       341.382324       795.913513       263.720764       997.409973       961.382935       984.628662       277.750214       632.876282       763.727661       816.850525       193.362518       839.998169       62.7429085       836.963257       611.698792       829.605347       918.465332       537.420837       335.150574       498.820404       556.459106       277.298340    
   894.817017       195.382156       451.122162       838.626282       975.370239       20.2500782       128.819977       259.555450       395.234131       25.7659130       198.199890       582.104675       434.139496       62.9607239       493.652985       387.169952       873.241333       998.568787       29.6008530       310.077454       41.9920578       121.145279       380.425293       341.792328       678.768738       201.038345       576.519470       588.864929       867.059448       468.465790       698.022156       732.430786       925.973572       119.263123       731.906982       77.3828278       650.890625       513.931580       381.602539       459.915527       558.346924       326.752869    
   137.085541       546.280396       290.230133       989.998718       653.503052       482.326660       498.778778       597.687927       864.947083       901.269775       332.905731       896.196411       443.525330       130.743225       274.345032       842.491760       953.862976       707.572083       204.623138       807.176208       827.084656       669.625732       573.704285       123.005943       170.132385       318.029572       503.651062       923.621338       612.152710       601.098450       757.943726       650.858887       585.497375       517.926025       427.399597       984.518494       523.258850       849.581360       153.937866       414.882874       659.700012       430.360992    
   433.929779       220.361374       39.0817337       34.0526199       668.980652       654.969421       959.103638       23.1261635       780.378845       841.307068       14.9219284       757.061646       791.914551       540.348755       162.904388       444.914764       642.072571       48.8151436       290.123077       613.735107       381.475311       851.288330       590.955078       925.500427       987.436218       715.668640       934.183716       901.917542       660.522644       128.435730       788.042725       916.198364       231.837601       999.326904       585.870483       269.837982       392.936127       797.961670       798.703674       999.409485       50.6270409       303.497314    
   703.954712       327.207031       550.512207       810.961731       673.338196       930.386841       73.3151321       587.411499       736.053162       830.403931       747.939758       375.222534       856.082458       307.858215       365.325073       706.748413       210.556625       879.248047       294.299347       629.536499       658.570007       512.777832       412.442535       997.975586       742.754456       745.637512       737.668884       578.996643       504.964325       753.767944       604.741028       852.079163       198.419083       853.275879       128.668976       611.592834       166.811081       507.477478       381.369080       359.208557       927.959229       297.590637    
   626.737366       795.604004       375.605347       502.759430       655.345337       951.201172       940.970398       223.385483       427.672485       810.374146       605.585999       453.403442       732.446899       881.934082       662.434204       318.929779       862.344910       193.844833       131.097214       716.436035       276.109344       696.571350       772.341248       326.120087       131.225784       635.664368       248.157471       264.402008       300.655304       344.941925       949.611816       324.848846       351.783051       693.753235       319.137482       164.475006       922.835754       160.018066       438.018311       198.294571       304.359528       176.441238    
   429.643005       758.842957       615.287109       323.869751       26.9326382       566.288452       613.853577       318.401672       129.179993       306.269012       823.867798       217.117416       270.330261       602.250732       517.681091       608.007446       585.200684       962.560364       652.063904       444.795898       837.861328       927.917419       802.140198       905.979126       782.643616       7.32356405       367.318420       173.213776       287.181915       150.657883       294.342316       325.074371       612.984070       979.985779       698.972534       418.042084       358.260223       433.869690       964.606018       946.176270       956.494629       414.285217    
   947.102112       256.300171       771.162354       709.773193       318.964081       956.917236       941.725159       737.759827       514.570374       3.56490254       940.838013       912.165100       193.435516       356.538422       230.193741       859.166077       2.03447604       669.087708       499.589447       315.227081       97.4990463       370.780365       141.158066       233.714218       513.001709       918.887390       761.847900       205.608841       580.615356       222.193085       572.122253       342.127045       959.203125       678.721802       239.075363       353.722382       271.296600       195.709839       549.164490       578.986511       552.229065       727.130615    
   791.710205       338.601440       866.910400       986.876770       888.555176       891.313660       106.547752       898.299988       352.996399       548.291321       338.377777       926.169739       138.140854       557.614868       566.926758       78.8362656       839.426453       687.647888       379.133392       459.670807       778.218994       608.064453       384.579132       271.944000       787.340759       663.333862       64.0044861       198.948135       760.154053       253.799240       322.915863       800.736450       774.732300       62.9483376       51.8066254       896.688049       394.927887       850.699585       734.851318       733.959229       484.988342       850.791809    
   119.842613       816.250061       266.209259       343.543274       758.910889       771.408447       613.802246       43.8733215       300.864288       583.444153       494.783966       675.432495       359.796265       803.651001       397.315186       939.475586       861.272827       64.2455292       206.993393       322.678436       870.131165       839.913269       847.408630       903.277344       684.282837       840.846558       207.907455       645.852112       412.526550       850.088074       932.608032       340.690948       206.988327       27.6350327       959.258850       12.4838562       957.981750       708.190735       161.581482       907.394104       164.267853       381.606110    
   220.758591       161.144836       882.970703       464.162231       6.66970015       178.185913       148.694153       978.870056       240.790375       728.268555       325.992371       876.243530       695.185059       814.257324       906.269226       717.546570       827.175903       334.267456       951.693787       691.797546       665.587891       700.103210       531.299683       700.894836       601.971497       68.4778671       464.843109       150.402435       154.893387       48.1746178       722.163269       780.116882       53.4167862       907.501953       554.156311       414.306396       207.841782       952.099976       29.5865021       985.785095       604.597351       92.2472992    
   741.143677       761.601074       577.258118       199.739487       133.775192       667.399231       919.135803       220.625992       381.035919       167.708191       111.762527       846.245544       467.044312       834.433105       901.679260       423.069885       754.145325       768.466003       879.235596       296.779388       798.306030       371.209137       235.666046       481.076172       352.943115       807.358948       900.055420       800.906189       815.717041       527.278137       775.262024       930.801270       940.956299       140.507889       673.658875       819.342957       713.503845       61.4482803       686.847107       180.904205       257.525635       136.048264    
   262.557953       942.047241       719.826965       103.166008       212.993500       528.291626       189.347153       437.250305       71.3666382       434.397217       254.996567       211.394241       47.0830994       748.395935       216.937531       380.999481       667.725586       752.144531       941.766296       712.541931       658.590637       187.463394       468.626495       201.528458       802.291077       655.838623       602.597534       139.535706       731.717957       104.924141       887.327454       51.5901222       85.7281265       266.899567       96.8578110       283.948914       543.098572       987.349915       648.709717       262.725464       88.5802155       708.030457    
   856.693665       723.137756       976.445618       727.192871       522.188477       919.581787       857.873291       276.297394       4.01786184       938.685181       267.815979       372.089111       187.302612       284.284027       372.775665       746.243103       858.541870       357.451080       303.712708       798.674072       971.091797       810.611084       347.847778       613.048401       349.728851       172.979172       555.431824       794.694214       328.463409       899.263184       539.563110       435.966278       99.6429672       718.120361       611.907288       530.846619       498.298492       836.884583       653.083496       174.251236       797.253113       115.198875    
   634.471985       925.627686       987.890625       871.638916       786.100525       449.097015       829.777283       900.478577       223.898102       288.773743       960.962402       106.947121       838.737427       415.282959       655.128052       345.419647       252.317047       244.671707       965.875610       603.260193       555.062988       19.4958210       719.851013       871.877319       920.020691       944.948730       85.7355728       973.924377       373.609924       856.480652       246.073868       4.66386604       913.649597       909.033569       177.147217       286.630188       813.693420       770.058228       717.295227       759.253479       958.069153       144.935547    
