   762.980347       99.8654861       605.772156       819.262573       137.012070       623.345886       427.871368       262.636139       150.458527       797.929810       926.661987       365.122101       550.664612       816.948059       445.242035       522.454895       547.686890       269.563660       682.350220       894.398071       479.291779       34.4436493       322.989868       270.378235       447.104309       487.499176       498.281769       160.082489       71.3541946       721.295776       440.062012       628.999573       564.429871    
   147.130081       855.536560       434.260437       579.681274       529.557861       947.489868       67.4186783       522.902222       762.713928       818.983521       699.793335       741.291138       675.023926       754.760620       7.52262306       215.201309       79.4117661       913.302063       678.424561       452.671387       293.128387       286.215393       814.117310       10.2350788       18.1010380       954.893921       567.669128       463.299011       226.731857       595.306519       526.260437       222.824753       180.977676    
   604.118286       757.146240       723.008545       483.311249       149.789841       505.403046       234.414291       300.721802       887.311279       193.455353       970.175720       161.101074       524.484070       366.246124       403.804443       658.809387       724.869995       836.554443       381.685913       625.346558       746.075867       846.637268       236.707138       702.025208       207.175476       941.682617       257.703186       543.747681       200.321014       264.021515       540.160522       191.020309       127.744652    
   869.550171       337.316101       393.978333       663.541016       398.759430       342.616852       652.729919       273.212402       458.271240       71.6684113       234.595016       459.753387       201.139877       38.0675621       459.631500       452.818939       13.6280737       974.246094       943.298218       818.076416       338.177124       489.376617       589.027588       152.347824       613.875122       806.312012       64.4397583       249.055222       289.126831       322.293793       618.060547       886.230286       453.832245    
   694.168640       996.108643       104.051918       187.499832       265.553741       743.436829       829.396179       175.409561       712.418823       693.509216       789.540527       894.776245       914.328491       831.206787       320.954620       916.071106       719.298340       35.7257729       168.393021       396.215027       345.299500       349.252563       258.478302       295.533539       881.893677       896.601990       976.391724       746.371521       909.791077       714.351624       569.660400       444.399353       481.940460    
   875.611206       37.9011345       134.152298       309.977600       984.518921       782.229370       16.1994076       299.473145       373.141907       424.553680       258.593933       317.513916       873.735168       885.664001       886.775879       18.0796604       51.2198715       174.963394       377.905579       445.911682       469.601715       283.058472       13.7978373       245.539810       747.895691       40.4402542       434.385223       772.549988       83.2465286       182.906403       482.957245       32.4582977       659.346802    
   64.5127640       587.632568       517.485107       744.830627       36.0717888       988.212769       868.919373       723.878845       16.2310867       552.512756       755.989563       915.749207       350.594299       367.791443       261.339142       78.1631088       109.747879       51.3232384       381.475128       735.970459       638.051392       915.337524       264.063904       308.045319       532.228088       61.7765503       60.3919487       316.118835       397.119141       336.887451       324.934845       31.2933006       813.275940    
   109.950752       696.378906       346.301575       33.1381836       184.383423       567.821899       294.409088       867.962952       593.725952       59.2477341       49.8514061       554.640808       279.575989       836.866943       891.775940       365.312866       736.038574       281.946838       542.610291       134.078644       69.5100784       132.542023       341.800446       397.155304       827.977600       831.988953       904.737061       394.388489       969.939331       214.087463       56.0493317       959.949219       327.836060    
   796.916382       300.688232       978.632019       734.621521       772.993103       976.590332       435.497253       425.985382       17.5049324       275.979828       615.186584       827.355225       489.333923       973.727783       774.394226       931.271667       174.237000       318.162537       11.5693045       576.665833       173.012695       129.802887       959.952942       966.561768       821.234680       194.492508       438.106079       823.556152       892.666504       627.128723       17.1317635       996.946106       313.336487    
   470.310730       527.892944       85.8996124       836.537415       469.203735       79.0134125       563.052979       339.086731       47.4581108       584.252075       268.749146       898.393616       199.416214       666.684692       143.319672       908.577393       867.319763       829.008911       688.703064       934.998474       504.077301       301.216980       642.172119       421.883392       810.015320       26.0884094       660.139709       905.160400       142.691833       937.473206       915.907043       193.508575       100.308983    
   255.597031       430.533264       32.1760559       5.69417381       163.990799       638.422974       130.447586       197.344833       113.735733       246.683731       887.858521       218.939972       152.343246       597.400513       921.389954       445.721527       256.885284       67.1734772       649.068787       53.7461281       639.066895       554.318420       497.110168       25.2643661       214.853149       621.115356       731.219055       435.998383       242.095016       899.008362       763.630310       787.360840       66.0065079    
   698.886658       669.005554       897.450134       890.855347       199.509109       903.425293       136.920959       92.4742203       522.998413       776.840820       708.769165       988.051147       231.112640       65.2023544       664.353394       158.441971       330.665039       576.693298       938.825439       393.509308       323.932281       197.917419       385.941650       448.359497       946.196228       935.208801       465.900574       903.126465       299.578705       661.539978       980.332275       710.257202       776.695923    
   114.862267       669.659851       231.798660       516.454102       351.545807       120.590912       336.217865       938.471741       695.556763       726.167786       474.196167       407.271576       897.347839       777.534119       223.170517       724.687012       139.089539       228.115677       318.079132       827.487122       256.811096       258.900421       893.761475       444.862122       968.993042       884.630310       10.8906097       588.239014       649.664490       865.457947       614.473328       852.145386       676.442932    
   798.946655       193.508408       168.844788       858.135193       510.098907       356.212250       306.325592       828.299438       140.297165       785.706665       410.352264       897.805298       749.896362       898.931519       943.364197       495.466553       434.240601       777.458191       317.933777       898.624817       123.385956       904.425049       942.795227       704.636963       466.160309       180.259216       713.984558       513.789429       240.079712       405.902344       475.669525       44.6273994       685.044250    
   947.068848       397.924011       450.471802       583.421143       900.851257       122.075905       889.085510       697.189331       867.283447       427.271820       640.079651       223.738998       280.378052       295.423065       944.839294       961.835083       294.523224       353.062622       124.814560       142.601730       32.1031113       443.918396       202.021439       193.822144       619.797668       768.022644       545.512878       517.611328       483.618561       604.025879       276.149475       238.650391       324.061859    
   298.807007       121.511124       694.784058       814.967163       841.774597       61.2379074       861.352173       150.348007       320.083160       155.738571       277.080414       14.1674328       819.539246       367.045624       924.864441       193.586411       374.915405       790.353516       611.095215       992.568298       947.123169       480.226532       34.2080917       729.796021       270.598694       838.620422       732.413025       176.808167       603.721741       305.993622       510.980286       280.810669       431.628479    
   722.366577       30.3913136       23.4051323       618.336487       32.7949677       666.326355       564.144226       813.534607       199.097778       324.908630       139.652054       755.096313       865.508240       660.379700       114.647964       378.425293       695.359619       605.501953       991.507263       838.213501       328.989868       741.844055       18.6612377       897.485596       621.894043       304.619385       930.062378       507.775574       828.475830       52.1794395       363.229462       541.456482       769.775940    
   221.479141       773.564148       453.979828       549.137024       55.8068047       893.889404       685.145325       97.3810883       45.1296616       324.899841       566.693420       607.856750       845.101379       324.167114       747.489807       438.985382       750.790527       149.897552       40.4595451       459.513489       112.941818       205.011185       864.876099       925.450195       236.809845       647.191406       768.892273       91.4649353       46.0171814       156.843903       454.764099       594.137573       656.172485    
   517.471985       138.927277       480.930756       854.486389       951.260132       803.415466       198.334641       881.108582       155.340210       530.342224       478.712524       883.766602       793.672668       276.737823       522.029907       698.094116       854.601196       692.383423       708.829773       631.874634       242.351166       426.767395       196.380737       295.619507       321.087585       670.137085       905.601440       328.110199       642.585632       18.8022404       67.4036179       764.832642       529.026367    
   237.969498       732.343872       346.861298       551.110718       490.523529       130.809265       694.862549       968.119019       74.2714233       9.84434414       286.701447       858.171143       469.424042       339.359741       630.140198       153.271729       296.165314       540.780701       411.396790       414.046906       490.804810       799.863464       147.807648       39.5167694       901.130798       478.649536       764.207275       274.956482       942.804810       936.738281       971.283081       299.886322       365.718018    
   994.479492       167.586777       721.323425       401.548523       319.582764       900.019470       900.909607       794.913208       429.142365       503.751221       440.309204       42.7683449       749.891296       832.089966       36.6371689       225.270081       613.962585       829.495605       394.071472       786.905029       951.242249       772.512390       774.067810       418.481995       474.297333       194.986542       320.777161       204.919373       862.819397       724.051880       596.345764       827.079346       881.565002    
   317.281525       121.232986       420.889648       453.486816       924.252258       912.398926       599.356934       461.097626       547.113403       77.7043152       44.0145035       229.108536       343.737915       942.153442       427.391663       466.324188       747.650269       718.067566       892.230652       511.350464       57.2045631       708.336670       138.018204       666.597412       35.7507820       946.454651       142.026001       519.758179       736.539917       289.490967       883.344360       683.856873       583.126221    
   368.356171       300.290771       685.991272       76.0241318       80.5166855       811.922974       132.795380       392.313507       452.233551       781.954407       868.416077       5.34190512       266.840729       736.108643       399.518219       729.102905       329.212433       710.482361       865.480652       378.312439       299.127075       207.668213       746.596191       866.135681       581.591248       774.134766       933.069275       435.423645       875.686646       968.282104       870.700134       717.210327       608.506165    
   198.530014       898.699219       938.612366       714.202393       971.084412       910.386719       693.407043       435.678864       88.3590622       662.931396       980.903503       717.705017       757.684937       207.745377       493.004700       982.780273       92.2629547       822.426880       707.853455       482.763031       888.567749       135.146515       64.1738358       683.032410       361.011932       754.757629       156.294662       598.531677       785.350403       888.837891       71.6844254       947.897034       128.773239    
   526.019348       425.800690       76.9302902       876.240112       32.1366348       55.0451012       344.499023       815.256409       992.910278       444.035278       223.186249       645.880005       293.225739       355.936066       276.908203       444.285492       403.164581       812.484863       390.275513       278.479004       397.207520       712.350220       271.949158       312.363586       661.896423       950.996704       426.040405       711.664490       686.119690       542.798462       551.008240       326.259766       702.154602    
   265.619415       901.496582       890.062927       505.276581       539.943665       212.827850       101.590569       708.770996       991.106873       701.115540       111.966171       673.517151       46.5742264       23.8360596       349.828888       69.3375168       394.246033       172.926483       798.773376       864.822449       729.784119       743.690613       141.047134       520.964355       733.488953       627.534546       867.694153       685.508545       718.407837       6.68726587       308.948059       31.6196079       184.399857    
   725.846313       300.181732       327.634857       56.2097435       235.353912       22.9644394       111.260864       953.653748       715.893005       747.079468       551.240784       157.551239       431.816040       389.901093       715.835205       228.176590       218.439072       173.720688       52.5676117       548.160889       881.022461       463.780243       812.462524       153.928635       518.784790       912.272339       212.846130       210.183517       220.822601       822.551514       812.015686       884.539551       597.460815    
   415.356842       77.0872498       195.528580       650.205322       479.561035       666.565857       749.432739       109.587646       227.987366       369.653290       257.675690       530.279053       133.345581       229.470093       821.773987       50.1543121       35.5736351       114.035484       129.271515       619.090393       956.291748       570.246338       775.000183       691.773071       352.218964       609.132690       39.6761703       988.607056       576.065308       385.498230       704.897339       140.666107       726.671265    
