   485.400208       533.496399       100.611053       972.505859       811.111023       247.301743       744.374634       95.9036560       578.912109       456.074646       44.1841469       814.738098       17.3671455       841.138245       703.964111       757.078552       975.531921       587.391785       952.981201       17.8004551       374.391571       115.749901       361.655304       732.504150       179.250458       325.748474       599.822571       195.931580       334.497833       109.537804       621.428345       850.253418       135.827362       382.058899       890.504028       215.562988       229.558105       855.442749       177.855194       818.338501       991.167236       961.316956       522.177856       739.114746       183.468994       989.886963       88.8133316       533.373474       590.156799       338.575775       680.511536       650.397888       268.260956       723.812805       841.071167       456.723022       723.356750       18.5587006       518.493286       694.279602       540.429382       101.084435       3.43181944       148.904755       541.351501       788.406128       171.457626       696.451904       479.574860    
   908.592407       803.442139       44.8492050       546.902222       678.625061       278.278320       548.051941       286.961121       949.486450       964.059753       339.441864       184.396637       500.978394       564.305481       123.848083       541.345032       169.923325       937.885620       142.746735       742.297729       721.747192       489.598206       314.306305       498.321075       530.902832       747.474792       527.524231       524.734985       682.743591       466.287872       121.864578       79.3989029       573.816895       812.923767       988.524902       275.070526       395.504181       388.017395       49.8181801       967.176208       448.138306       322.945496       851.160767       228.872787       847.307800       202.251755       935.586060       300.791229       776.354187       213.007675       800.605530       658.156067       50.1520500       709.633362       9.04286766       935.599792       51.3074608       436.831360       953.444519       302.756226       954.475891       962.373291       498.895203       61.1281662       706.125488       634.378906       989.364258       902.636169       399.490112    
   396.899658       297.172852       992.776245       532.045593       931.721313       716.458557       74.6095810       56.8502121       381.147156       935.110168       126.110680       485.112793       269.388916       984.333313       551.631714       400.147003       559.671509       296.124268       528.143372       212.138199       800.033264       950.726257       656.142151       57.7839355       681.393982       441.388397       844.222595       803.275024       406.290802       44.7507782       212.922943       192.841263       113.464088       947.717102       160.992584       284.181030       591.523621       930.282837       905.229370       923.302246       736.836121       512.464722       995.726257       265.140533       212.616287       871.174438       612.987183       379.405701       94.9552841       198.630707       870.348694       5.78849316       461.424927       169.681625       911.668457       430.969086       565.213806       605.385315       167.318878       303.508209       651.422119       417.724945       885.953552       585.978027       84.3166122       610.548096       406.276062       639.905457       501.407898    
   111.641594       323.424469       916.151367       586.886169       100.525070       736.080688       180.781891       791.353394       141.305496       727.445374       162.557724       11.9914789       21.9020958       505.150238       51.4135094       701.936462       16.6109829       488.233795       855.360046       181.156738       19.6692162       361.962982       293.263672       968.596497       287.902130       470.611847       586.837952       974.347839       996.681824       989.869385       525.358887       706.989258       930.618225       920.014771       958.158875       926.500854       923.345886       94.9632034       641.328735       621.577026       662.623169       276.887299       600.938904       518.184326       64.3496094       497.480042       896.081299       519.688416       484.674072       509.886627       395.775879       250.888031       94.1115341       98.1912003       393.760223       13.1287289       483.301361       482.169342       817.038452       366.560760       997.512390       925.536194       864.972534       666.613708       595.518433       729.674133       769.319214       615.063416       695.441406    
   624.238464       815.450989       520.815796       339.969666       356.098389       97.6778641       557.779236       400.574127       531.753357       886.750305       595.036987       205.329575       394.905151       18.6888657       473.902191       984.037781       580.462036       22.1517677       826.281189       309.846558       200.827744       128.899536       232.978668       832.216675       134.509323       660.067200       276.360687       593.080383       251.897430       160.585297       64.4669189       664.059082       479.503418       109.808792       536.234619       126.313789       748.754272       626.466797       78.8561554       521.848206       670.346802       462.794647       327.670288       579.213928       228.158142       261.671082       905.166870       461.552002       883.477661       693.618774       338.801575       945.863037       417.755249       4.33738041       590.157593       342.070709       226.602219       135.925247       667.436340       308.903412       455.482819       775.323730       415.806763       474.452972       86.1461945       136.095245       30.2217293       170.034439       522.137329    
   904.443787       919.645569       325.808075       233.268112       848.622559       74.3657379       126.302292       559.354919       473.989105       367.750061       444.688263       791.006348       420.813019       365.172577       166.631073       691.826416       586.253906       722.137329       322.196320       31.2220249       386.708954       145.231598       373.420868       668.227600       277.032471       257.429169       726.644897       94.8423309       365.476135       39.2916870       303.092896       981.813110       27.8540993       112.114319       988.253235       313.288727       444.662476       867.115234       450.110260       638.438049       848.033813       494.393585       496.493561       428.100006       461.090179       601.107300       665.254028       478.344116       276.988220       879.247437       27.8956604       176.683228       496.000061       81.7911301       993.712769       774.185730       141.126205       343.132050       939.615234       785.867615       508.172852       897.826355       401.340424       382.168152       312.550842       197.375732       445.276428       484.543823       555.929321    
   195.948669       831.599915       889.544678       698.258362       967.116760       712.793274       113.036133       394.771423       274.972198       603.655518       167.776077       876.239624       843.290222       636.906372       524.586121       218.418167       214.751205       178.315002       981.389465       60.9707260       798.884949       309.403778       532.328308       172.990784       718.444824       525.576355       629.364197       311.093658       701.771729       692.648071       450.077606       335.728394       108.779800       502.478149       198.470886       972.171936       698.399414       317.058105       119.727272       281.189178       99.3282700       190.847809       821.861938       217.477188       75.2996445       64.2079544       56.1552620       93.3915100       46.4444160       175.596008       556.399109       180.812744       202.330170       120.835342       587.908875       53.2757797       488.363068       559.677979       976.365234       124.182251       312.743042       283.746765       941.087708       819.231995       254.851105       41.3204460       731.971619       643.464600       245.582977    
   968.632080       193.094559       414.511230       26.4848003       520.198242       76.0431290       103.942719       378.896515       556.310364       110.434258       640.395081       724.388000       25.3421917       62.8636055       218.301407       777.040283       367.981384       164.341934       121.977180       203.570679       388.443573       290.948792       939.993774       347.354736       134.063751       742.795959       542.051331       480.301361       750.197754       298.495544       736.483704       461.747681       391.451416       441.880646       456.306671       472.533112       262.638336       452.161926       94.6554794       573.092407       786.121277       606.922241       809.538269       802.921265       96.8700180       814.015686       991.622620       211.956879       693.796997       712.172852       659.981323       335.751862       974.942871       766.396179       368.205505       995.278687       339.313293       885.268616       173.767014       722.041260       268.078308       995.418030       530.321777       713.972473       999.076965       272.761475       229.789139       93.8931808       800.303406    
   599.246277       171.659180       448.086243       195.717163       799.256897       596.868286       636.424438       541.342102       179.788391       971.334717       871.871460       130.701965       694.038391       550.408691       447.533203       287.658386       519.133667       667.054504       60.2162323       905.199158       340.772980       182.443924       962.922668       194.379120       82.8491211       570.051331       656.110840       213.780334       916.785583       857.520386       236.176773       447.003418       120.798729       77.8924179       542.691772       796.239075       952.802856       642.663574       522.432922       932.617432       736.638916       40.0129585       332.371124       158.287933       450.807526       979.785522       726.112732       835.881042       808.211670       40.3000259       741.166931       33.1595612       388.568237       138.419235       943.672974       51.6735420       771.847412       669.707214       527.547607       857.841675       53.4997292       499.904846       558.280396       220.271515       457.133453       753.864746       18.4839115       845.506226       790.844421    
   668.674561       598.633301       333.257996       863.427795       545.291565       110.139389       341.369629       466.945129       928.358032       732.786011       499.413239       568.021851       312.147797       41.7350578       304.264069       726.179688       561.477966       930.111206       721.512878       695.506653       909.951538       797.973450       677.537781       371.739929       464.091064       772.874329       476.299957       294.070557       119.695831       103.945694       558.007263       302.884186       612.783569       372.734497       825.534973       594.581848       27.0560169       175.866043       831.111511       136.392258       800.167175       589.014404       656.908386       528.024109       511.476593       872.341919       694.264038       226.441040       301.503815       467.195435       844.820129       698.066284       486.548950       575.871704       697.455078       955.536926       4.90639305       3.23192668       845.326965       144.112457       624.716309       780.709473       182.123932       295.786957       155.872070       340.106140       804.881409       163.328354       407.683868    
   822.339478       703.715027       116.139923       868.782532       769.341675       660.988525       177.253204       809.078003       298.638397       132.819626       745.028809       282.949707       915.907898       871.434509       277.985138       614.847412       553.574646       815.167725       262.933441       340.328796       323.822479       620.351562       718.807007       486.549896       303.174927       763.528503       851.993103       677.397278       114.000114       357.113586       937.426270       639.194641       660.046448       407.483856       472.846405       249.523788       788.421265       650.487976       625.954773       593.840698       535.474915       708.871582       447.468536       515.431335       586.342346       375.917023       564.600525       595.360535       857.563232       769.598572       791.924438       445.956146       960.454163       40.0046806       903.330505       264.308533       306.531067       257.748871       797.159180       331.793060       868.955627       311.806885       647.976318       222.439606       665.041565       158.809418       599.211670       742.306885       104.621109    
   855.188904       306.266052       862.189941       410.069183       46.1291275       213.718933       638.268433       950.368408       830.959290       672.704102       928.313232       406.800446       672.954834       840.759766       324.740295       382.291962       133.309555       681.603821       807.007019       726.460388       366.044678       894.781616       303.402283       71.0980301       879.955444       865.665588       375.696747       926.385132       848.434082       27.9389496       152.149429       159.902847       643.165833       821.054443       136.161285       410.856140       135.753525       509.805389       107.980881       412.477966       986.389099       542.822266       508.137024       344.433105       164.522293       637.273132       46.7961502       110.172256       988.944397       113.485222       525.755005       668.890259       122.135925       600.107422       140.858017       675.219421       817.207031       104.580086       78.7767181       934.010315       816.348450       7.87774992       884.822449       532.593689       389.892395       122.541786       115.680237       489.547943       634.409851    
   594.508545       583.581421       395.072754       269.760956       990.493469       58.1562119       237.658432       766.889038       403.562744       395.682098       846.546814       558.528320       128.680817       57.6781235       85.3311996       627.161377       534.912231       915.113098       201.490829       972.514648       185.028473       978.821167       970.540039       127.628479       210.257462       154.597977       983.899841       367.607544       91.3653717       386.320251       998.213257       325.061005       859.925293       606.001892       213.315704       671.827515       15.0785913       525.777527       857.700256       104.514351       237.428879       886.309753       57.1355515       535.442627       681.859680       902.539551       518.283630       37.8967285       389.595520       294.418671       645.877014       180.959457       159.073318       156.122635       941.818909       35.6487236       320.432526       400.822266       68.9404755       264.755768       213.912109       226.965988       101.371025       919.145874       860.875916       693.882385       570.541504       328.939178       862.455017    
   126.440620       417.514862       823.003662       971.518860       757.858154       986.463501       978.651611       179.162628       359.321686       73.7133636       729.896790       227.700836       406.083313       416.250092       1.53173721       810.490784       647.716187       879.900391       157.240952       59.8467560       590.418457       657.354370       777.694946       896.661499       412.357086       741.356201       941.572266       681.552246       813.168579       982.841431       827.607849       825.965454       8.85345459       202.489929       877.024963       398.483093       469.455017       993.576965       625.330322       985.592651       240.626038       907.228271       486.969330       833.895752       245.733337       298.498932       948.944885       118.966705       35.1532478       399.791290       936.881226       289.506256       326.724518       420.791168       18.2131615       993.006714       241.922028       382.635773       78.6523895       860.309021       625.717224       442.421326       796.770569       360.572968       336.640381       912.130920       605.852295       257.241302       488.762787    
   733.750305       363.004608       56.7212944       309.409790       453.591248       804.338806       699.054321       118.727753       127.153549       622.573730       393.681030       680.996704       196.775879       552.836487       679.440857       499.691010       401.555664       974.758240       580.384827       386.080170       43.7953758       300.839478       467.403900       69.8834305       902.683044       829.122314       928.456726       372.210938       760.441345       144.733505       784.673462       911.616638       569.171448       809.244690       718.948242       24.7687721       191.848999       701.202332       151.107452       73.2538605       659.123413       848.664246       632.729797       505.532379       656.458374       400.025299       498.037109       524.769897       856.864136       422.872864       672.778870       125.714348       16.5093384       265.631683       685.298157       154.375168       327.099854       71.2059860       18.5636425       867.760559       525.073425       325.400116       892.403381       589.740234       578.525330       721.120422       104.070801       102.767830       185.944992    
   189.514832       948.286804       716.045349       725.071838       253.454361       826.324280       237.573990       818.790344       740.150269       98.1650620       195.952606       633.069458       95.8878174       846.912109       158.147995       843.516052       289.604218       825.138489       979.262939       273.521027       568.557129       523.490112       435.098175       208.420853       918.807312       788.969971       593.315186       148.118347       256.916656       796.053040       519.675781       822.863098       463.392487       233.592697       338.710663       638.889404       289.264801       142.753754       968.585815       402.564178       909.267273       483.275177       244.663788       486.662201       898.541748       196.365906       528.834167       714.491699       692.486267       84.1087952       832.894653       203.661484       426.347656       60.7293320       222.440857       130.674210       126.863625       324.657776       457.846802       387.761353       259.586243       411.651428       865.590149       403.448242       878.178772       522.279785       669.877502       883.892334       327.021606    
