   170.216827       606.117126       403.522491       912.296021       769.174622       725.032593       972.381287       833.579590       469.678955       607.429749    
   64.9617310       540.254822       30.7270279       949.113892       644.276184       986.429932       412.540955       425.434418       886.088257       565.410767    
   152.072617       578.895569       972.006042       490.127075       832.525391       195.428970       437.729584       918.622314       371.411957       925.571838    
   724.780396       960.894165       885.795166       330.968719       880.953918       63.1372757       371.149536       266.020508       900.510315       369.073730    
   790.323730       977.955383       684.556580       299.679993       531.269470       134.077454       135.069946       164.720398       397.936005       550.454224    
   706.251587       895.121216       618.971191       611.328491       735.560059       564.064270       472.252716       81.5097198       596.789612       984.886719    
   108.743355       264.584045       401.683105       335.892853       817.583191       338.687958       920.594788       490.893005       533.464478       874.932129    
   99.2553329       3.15005231       691.418213       276.588013       99.6265945       899.933716       70.7957764       842.828674       795.087036       667.322266    
   669.735718       224.771149       913.401794       951.126770       224.046310       37.1506882       479.029236       930.690979       697.728577       677.711548    
   126.924782       14.8219519       713.033691       970.665405       636.275391       732.716492       437.547363       476.733917       171.167404       621.387329    
