   119.861191       680.958069       780.168457       681.909485       29.8559437       377.604218       548.797546       474.720276       951.090881       623.905640       853.019287       691.322632       433.142059       678.222595       265.194489       410.989349       861.987366       247.342056       485.174469       825.928894       717.888733       625.760254       734.205200       461.461365       412.761169       751.181396       173.754578       820.669189       444.947693       285.863159       316.275574       803.016602       682.435242       152.826874       239.209396       749.217896       941.413330       697.685974       574.125854       341.263397       832.303467       547.237366       918.703796       247.763870       175.424637       810.639709       23.7971764       701.103271       249.808060       86.0635452       127.296104       770.966675       140.591919       551.931519       19.6369419       208.139206    
   179.033005       950.435364       546.248901       210.134216       356.639008       374.899933       802.533875       136.253220       663.889832       573.792480       820.389160       344.326385       587.225647       754.809265       71.5314560       459.246948       889.938599       682.295288       127.170280       697.299866       696.966370       93.4438553       153.340683       214.421326       716.372070       628.082642       720.210632       739.446472       423.604370       753.935303       561.538940       458.978638       145.110794       42.3470650       310.882080       266.187897       718.817871       462.165070       766.113770       990.937134       765.569702       366.552704       650.486816       445.667725       78.9561310       644.448547       794.173828       369.690735       851.737488       572.791504       875.294373       431.547607       658.087402       633.895447       328.077637       910.846619    
   120.373039       422.225830       846.655396       865.113831       986.686768       57.4091606       953.130432       978.348022       124.794380       725.086792       774.934814       919.816162       980.767212       320.686676       108.235023       342.490204       190.561935       795.548218       654.227112       905.422485       33.5130196       633.076233       899.616821       889.481079       462.236420       176.096710       295.938324       884.369690       182.461243       816.066223       374.573242       639.950317       22.8339748       593.258728       111.274376       949.389648       134.428589       694.277649       234.763168       742.914185       134.135391       649.184937       60.8148384       654.676392       535.620667       450.634613       346.216949       388.104156       836.425720       819.806396       551.103455       473.345673       273.265930       51.9939537       95.3373260       962.430420    
   110.062515       409.626709       957.393311       449.570221       384.034058       16.2372189       330.127655       952.729370       775.829529       459.922974       371.934113       122.369881       3.82338762       708.246521       623.833069       143.071609       820.332458       872.457825       248.053085       406.188690       897.629700       719.131653       503.972656       605.501770       628.000549       748.788147       184.967438       972.205078       40.9568062       8.26121998       684.412903       929.978210       593.676392       752.593811       163.271133       290.031433       473.988342       37.5107574       429.381897       947.675659       266.882050       752.580444       935.084595       159.926483       367.960541       586.672546       913.817383       497.821777       969.505859       660.719421       787.694702       596.444763       826.630066       863.558655       110.900848       147.463058    
   12.1348038       454.530029       741.435730       925.439453       630.376770       423.579773       418.517975       523.013550       701.853638       998.422791       447.733154       695.466675       80.4511261       365.220978       564.419006       822.014343       223.273483       584.512695       986.319275       643.375793       406.487061       937.970093       112.467896       673.867737       580.830322       168.568619       732.983704       972.969849       258.236542       331.688202       793.298889       931.008728       6.24180937       434.154266       870.384888       867.892700       332.746918       927.240906       454.571838       151.771500       543.367737       199.388290       939.962830       462.290588       368.192169       58.1480560       267.616547       589.435852       739.670105       489.106781       740.246765       572.733398       408.493256       607.713318       317.166779       532.764526    
   440.013977       487.852448       748.276978       212.899780       31.1245499       493.629211       30.5423794       392.439087       237.607330       306.578888       560.914551       601.715149       236.314194       56.4104691       902.730713       725.461792       18.4693832       695.586060       710.184631       3.42616272       27.7582302       567.621399       423.500092       982.417480       187.909088       152.638824       820.522339       727.154907       401.673859       238.863861       970.967407       655.517151       988.951843       186.352219       859.937622       812.204346       264.519012       283.033234       703.205139       807.505310       196.584793       163.878021       338.317291       224.876602       768.137024       623.776123       848.461670       572.794739       703.829529       854.521118       680.383240       719.763306       338.463013       624.382141       939.122498       258.897247    
   638.700256       848.753967       193.403122       893.299744       564.054321       995.851746       197.009583       192.095810       168.899094       855.510620       717.914429       103.863281       633.678711       983.275208       855.305786       459.728394       773.102783       630.828186       962.284668       464.505737       782.691223       477.551636       516.911987       990.715027       498.138092       563.507019       893.815613       160.878189       88.0735474       98.5420380       96.3498917       723.974365       614.151306       448.894287       190.677338       972.176025       424.700226       364.189484       322.834564       345.600891       202.324463       276.770294       581.215027       426.106140       692.240479       397.263000       875.924377       907.718079       823.400146       8.07186699       720.107300       48.4442978       710.021423       432.913391       41.3442078       499.668884    
   55.7328491       301.759247       706.697632       103.940155       431.970978       61.4899025       871.131470       720.218994       703.695801       513.317322       210.804749       852.406311       990.599609       480.331573       779.660156       453.418396       240.289368       608.621399       137.806458       916.991638       996.136536       45.7960320       128.920074       531.034058       144.652771       643.463257       212.412827       742.292053       985.264160       369.313538       920.396301       54.4632874       69.5736771       812.188843       191.273315       933.306702       154.687408       284.117188       584.654053       282.069550       45.7701874       581.538147       20.7419796       243.593933       167.426605       437.596436       279.261597       759.264221       412.875793       354.699493       123.696724       929.783264       359.092682       399.669525       597.999268       537.090698    
   65.8059616       392.402039       441.981323       705.678711       838.376892       611.856506       179.694016       84.6513748       613.796997       624.019897       20.8547573       980.135559       620.123352       474.473633       241.870102       541.833008       185.550568       777.118652       625.228271       191.693527       453.763214       510.079773       336.205719       776.542236       652.940613       705.943298       45.9089279       663.522644       850.248413       885.042236       473.917236       588.209534       988.904053       835.291077       956.746094       622.128174       955.942627       923.710999       65.9563141       39.5426102       85.4349823       64.6224518       845.004272       705.224365       171.001678       924.053589       939.654785       831.102783       136.859985       424.231018       414.360779       703.906982       826.540771       33.7391129       349.632751       494.239685    
   778.493835       381.188660       222.744003       894.057495       545.465637       989.484131       159.634003       920.514465       571.610046       79.3899155       703.900513       275.927246       947.075317       856.849609       288.022461       107.154037       154.584579       299.162842       822.643066       877.011841       878.574463       852.679321       129.357132       245.062561       356.198364       666.953491       869.325500       818.520203       716.373108       949.407837       535.401611       871.405090       110.228233       389.481659       436.682770       653.442566       702.609314       122.690231       726.828186       780.959229       570.791992       588.048523       213.616699       308.952240       298.455048       625.669006       718.081665       532.411316       508.034821       974.148071       165.994125       85.6155853       649.281555       946.748657       696.614868       509.131104    
   856.349121       165.534851       902.588257       156.931076       498.168762       473.997681       765.874695       41.8537331       98.5057755       899.508179       785.597290       626.410706       321.984222       826.159668       36.3826141       375.576721       978.688110       985.252441       914.417908       619.082092       437.318604       472.549255       494.758362       976.756653       67.6021957       501.505768       946.478943       766.295227       937.700134       643.632019       573.806824       222.852676       988.446594       207.762177       212.510590       49.4656715       425.043640       846.253662       45.9653778       416.815948       297.984863       578.726196       329.872131       386.010681       902.419678       323.135864       761.863403       480.037292       283.943085       823.117004       959.463013       416.239075       539.668518       600.502197       336.810211       114.007973    
   954.161072       978.784302       617.125427       4.87191629       418.185638       785.803467       454.907135       761.169861       331.421387       724.026733       336.107269       882.733337       422.085480       340.376953       244.288940       665.403442       449.558746       928.929260       195.031921       656.120850       298.725800       206.489700       48.6961708       170.300247       702.237854       904.032898       358.279236       401.731995       372.353241       701.678162       728.702637       524.980103       166.282562       117.668739       886.762817       366.783386       566.625122       579.523315       882.755371       772.411072       362.560211       514.939514       741.381165       514.413940       246.489197       788.813110       956.980835       128.355652       873.539490       617.464661       938.048340       212.050064       97.9467697       231.516052       480.845795       514.591492    
   725.122559       665.734497       168.665619       927.747437       807.384277       527.898560       175.246292       741.434143       438.561554       948.962585       988.520935       572.843750       814.266968       137.634430       944.323914       754.234924       437.871246       492.106781       984.278809       254.662292       696.802795       432.905121       312.491943       200.247238       700.403625       525.284546       923.215027       840.280334       761.421692       426.179626       741.646851       739.934509       367.881653       999.665100       209.339523       284.930939       202.322144       197.044479       155.601608       19.8293915       603.883057       997.867065       582.166748       108.665886       997.349243       59.8355598       488.867706       142.680939       941.048096       725.744995       754.203186       586.834045       326.675232       961.254028       755.026733       284.219849    
   34.3528442       618.672241       724.231750       520.894226       12.4083538       7.31338215       206.611160       817.397156       763.955933       721.449219       118.716492       487.040680       961.512146       31.4609203       163.424637       482.809113       958.782776       910.547058       416.590454       911.660522       151.232315       776.732361       51.8890381       893.341736       447.951324       135.472351       424.074829       366.594513       301.479706       915.853638       895.466858       107.684227       915.537170       341.709991       554.815613       227.481461       433.109955       80.2659378       907.155884       999.027466       869.675110       283.391815       467.200500       674.881592       908.385986       764.106812       427.738525       449.601868       806.662354       334.830048       932.974487       186.919388       72.9134979       679.165344       607.892456       556.703308    
