   534.680847       626.631287       724.328674       421.546326       834.777954       493.469513       31.7697811       213.361313       162.733856       177.138458       387.544952       579.622559       883.407959       184.198471       19.1629047       352.998535       975.729065       975.898132       130.159271       760.395386       256.818848       551.919495       67.1751404       250.529205       486.664764       745.317078       756.323120       584.949036       413.130402       624.215454       184.017273       928.961609       89.3894882       719.514832       103.352859       506.738342       381.922241       992.906006       752.050659       842.754028       64.7431488       35.1482468       52.4225616       911.289673       242.267578       614.489258       314.625397       126.851837       247.808777       753.775757       501.509583       491.504059       121.410194       187.957428       903.749023       239.396317       793.051208       868.704956       246.055115       528.772949       106.219894       312.449310       917.870178       743.737122       546.569763       229.849991       394.640533       64.7625580       333.670105       676.666931       392.695801       599.871155       32.2054138       749.258545       781.249634       128.448364       716.459229       529.323242       919.238281       783.139099       547.453369       857.800293       855.277283       665.951782       992.446960       117.730667       709.999634    
   242.047913       46.8981514       54.2906685       414.170959       276.978821       413.872559       421.689697       491.804047       992.345947       631.118469       804.643616       648.991821       972.506470       710.714783       816.150330       350.858002       606.907532       185.354004       853.146179       337.811218       145.885818       820.253479       832.264526       75.7387314       350.583618       620.648193       513.890015       132.052612       199.589920       691.663208       26.3804779       75.6173172       463.200287       31.4426994       331.736023       261.899139       60.9678688       639.306946       212.492310       574.455322       162.697296       817.000244       103.422707       692.016418       174.102615       92.2957077       399.692047       999.110229       228.400192       354.256256       274.029846       837.884583       651.402588       506.941589       145.069641       952.295105       19.4512215       191.472382       875.424133       542.910095       785.608826       19.0822811       879.939331       769.789368       413.653748       423.223389       348.114899       721.266724       356.980957       704.598328       691.976929       302.651184       706.523682       478.181396       1.31987596       241.460678       965.995422       999.015015       349.366760       793.949158       516.149231       68.7262878       361.667633       711.155640       779.274109       530.355530       445.014801    
   442.467773       312.566162       54.0602264       367.656860       671.440979       927.095764       382.000854       234.913757       836.628967       825.312134       536.516785       947.489563       555.556580       845.152649       966.534241       743.491760       272.828339       617.936707       942.773376       743.655823       440.480682       265.673889       452.496826       902.663940       971.430237       211.309982       150.539383       610.935913       57.7777443       433.538330       711.155518       1.37037015       662.260864       787.412048       232.117218       9.45497894       630.015503       196.406158       902.599182       801.326721       725.252441       831.215759       963.885193       631.432678       865.849365       913.816162       557.368896       383.883606       813.380493       750.514587       999.579346       39.4640732       75.6676941       284.241516       900.675659       317.950500       885.245361       639.598083       832.151306       136.893158       207.994278       367.615295       735.862244       121.126045       292.711090       36.0076599       114.056442       431.344696       857.743530       39.4562721       199.502029       228.415787       908.910339       133.492783       931.180542       222.921448       981.482788       986.504028       146.920959       813.223816       548.473511       439.881348       687.131104       822.315674       899.196106       143.614899       527.134399    
   813.252930       188.846085       978.787354       675.243896       794.627075       573.239014       412.868469       230.390900       312.701019       258.162872       314.270203       946.976562       618.121460       842.602966       296.561798       172.239563       843.020020       453.834961       380.754761       958.515747       304.836426       685.154724       957.395325       828.335449       866.632629       251.914886       405.972015       493.629028       395.526672       881.206848       611.824219       843.949158       735.686401       800.570374       761.607422       126.999565       380.011200       206.798325       589.917786       266.174957       149.494553       848.350891       135.932343       232.100143       635.648743       997.887207       714.447266       185.648514       832.160461       471.028839       251.813354       571.778870       215.599197       179.842697       630.396729       967.709900       894.326660       960.946472       540.766113       704.502380       882.256226       289.636536       479.827271       960.898376       506.696136       777.829773       987.970581       731.664856       438.723328       21.9560432       570.304626       774.509033       587.425659       450.459229       374.633453       763.632751       923.271362       732.264832       144.782043       468.245392       74.8218536       283.958374       185.506500       156.149368       89.5875397       432.339508       908.662415    
   52.6458549       919.947083       141.777695       908.108215       158.002579       986.407532       937.038086       959.811951       742.466064       829.101318       911.578979       548.565430       57.2650032       377.134338       111.102890       497.158691       352.530640       728.149170       75.6173782       155.050995       462.864319       966.483643       42.8477173       687.210083       147.223923       429.685333       401.039429       902.463501       989.097717       53.6441879       859.934631       672.938660       780.410583       51.7782249       504.675842       771.694275       400.156006       299.392944       352.563141       622.496338       440.886078       65.4608383       433.118225       593.384644       515.217346       165.092072       800.584351       480.001373       856.517822       424.266205       503.667145       208.782120       606.966736       728.570251       880.561157       463.483887       448.396362       277.437073       514.741150       666.500305       908.598877       49.9735336       23.0661411       314.958374       792.000061       984.477600       150.766144       339.266510       995.483398       250.442337       170.166092       312.236023       160.279114       399.937897       146.417679       669.553955       847.791809       307.270813       415.020782       972.052246       330.491241       411.663696       848.942505       307.354523       133.718933       557.776794       720.237976    
   427.657196       800.101196       810.708252       200.337921       264.463867       533.453064       281.435455       835.367310       448.648895       811.515320       139.300385       608.672546       370.005798       282.389496       831.545288       928.495361       971.533508       905.816345       892.506653       61.8347244       47.9462013       904.479004       331.773773       770.525879       946.392090       497.722412       853.167114       314.128540       230.306396       686.114807       266.587860       975.075928       964.714050       825.791870       600.528748       814.846436       810.818176       675.442871       160.050461       324.344391       870.386353       254.439651       436.194458       103.760803       987.444031       96.0818787       643.652893       648.289124       448.430664       963.382568       92.6813202       110.950211       991.033936       325.252991       340.188904       190.834229       86.0129929       146.284485       604.351501       477.550812       554.000549       498.075195       252.977646       487.935760       535.289001       243.260193       263.141571       543.511047       922.483337       756.933777       233.089294       46.5171814       90.5676498       595.686523       860.055969       602.628723       922.059021       921.304199       320.730255       531.503723       710.905029       240.909821       58.7060509       196.334412       381.833771       529.560913       194.107483    
   455.202606       189.856735       937.729736       507.599304       495.723602       514.093323       136.664566       879.318542       838.008423       766.016235       22.4771214       77.2118149       759.179993       589.671631       401.624878       883.033081       120.567749       759.111938       289.232483       67.2216492       800.876160       68.4942398       451.563629       17.9622383       168.409927       198.209366       597.326050       978.882690       386.220612       963.529968       976.538513       707.377075       592.832092       673.120850       594.629761       224.466171       291.804871       55.5585594       772.996216       680.054077       451.542847       472.341339       172.809769       894.026794       541.878845       249.495209       38.6312141       431.210480       560.325317       114.731804       977.970154       319.706421       969.495300       89.4124146       414.373688       850.411682       169.798340       728.462585       342.172760       557.516235       532.695740       625.636719       436.985809       224.320694       213.244598       889.128845       535.949951       525.758789       260.531403       738.299866       867.916016       705.182556       978.140564       562.518555       928.768372       58.0267601       147.081665       964.749268       284.626953       845.607300       484.388367       158.078201       57.5723152       157.274353       745.339539       145.677246       65.1307220    
   938.365845       711.428528       76.1637650       751.193909       177.088440       679.472656       70.6710281       437.635376       82.5485382       625.664307       847.038086       678.523315       835.057800       712.870728       6.86375713       461.210999       243.869446       386.875671       841.622253       199.558121       158.969360       671.367859       773.612732       524.426575       693.809082       300.690857       226.903336       399.207947       311.076630       848.860352       535.062561       860.713257       327.374634       39.6160316       735.007080       995.140930       268.615662       823.781799       875.636719       469.713135       51.8297882       491.259430       466.061646       919.876465       888.001526       493.666321       675.757141       795.126526       284.723969       131.122467       164.774994       520.488037       880.165100       312.006897       90.8670425       268.383118       71.2948837       183.833755       781.767517       647.446655       817.610779       877.866943       25.5266018       233.049225       856.034668       125.669930       238.229523       656.148193       172.317093       131.704102       259.911957       124.246857       880.682495       838.782410       952.452820       892.683411       398.846375       897.126343       793.749939       906.663940       398.377228       178.757660       78.3751450       690.113037       894.744751       842.074768       293.453369    
   608.312622       642.049438       503.278778       632.390686       824.968079       466.373840       387.642487       327.855103       424.270630       552.849792       135.689926       691.003906       348.683899       279.085388       218.337311       726.784607       398.242889       557.532471       535.756714       715.412781       171.519958       994.078186       959.436768       430.153778       614.301453       163.732132       277.163879       777.830017       953.781921       714.164795       680.927246       43.4085732       565.683716       357.704315       481.694000       223.720901       727.906799       215.413773       50.9426270       696.857605       138.248642       423.272827       789.659119       969.475281       881.761658       890.754761       672.052490       646.358826       446.516174       268.583679       695.088684       557.653809       255.261139       362.448883       907.826233       797.984314       303.472382       413.154205       443.370575       849.783569       612.864990       166.447922       28.3416538       386.082306       75.9881058       241.577438       973.766418       247.422684       491.040314       175.380753       315.068573       63.2279625       790.559814       370.009735       411.651428       853.037109       198.313858       165.661865       631.533630       402.995239       328.109833       6.53411579       444.048492       401.768860       496.386078       230.232864       98.5974197    
   764.107666       823.425659       973.726257       760.994812       615.519165       32.4815826       885.974182       606.438965       131.717316       562.410583       965.588745       721.460815       652.909485       347.272522       840.731628       887.486633       845.702515       788.731201       355.335510       91.5431747       658.182190       560.224365       472.228729       507.374481       433.723022       79.9532700       618.039001       470.119415       994.991760       97.3198776       77.1224976       478.987854       657.012573       487.735077       822.403625       699.873230       124.716194       156.774109       234.118652       451.494324       572.208679       464.294464       166.404633       539.686340       347.819733       723.088440       708.659790       121.993797       208.851959       149.098465       127.050720       49.1655655       479.835724       367.861877       977.713562       19.8517818       78.3157806       979.043213       725.411011       79.8924713       180.001434       793.038818       13.1680889       185.797562       171.904083       349.083099       484.582703       487.083008       441.550873       742.026978       549.314209       414.460632       238.793182       824.777161       180.096054       85.3217316       190.695908       957.316833       256.244202       359.845337       436.856537       113.875427       8.64278412       551.985474       505.596710       555.440430       109.631706    
