   221.481415       838.055908       429.166107       491.314178       801.152527       936.230774       708.052551       590.562439       303.954987       514.775024       53.6408539       933.880798       559.587524       853.050842       532.933838       879.914368       835.354797       597.881653    
   815.929504       35.8189011       859.835083       359.019867       40.5794678       695.964111       980.986694       989.834595       944.080444       497.895691       244.446091       318.740265       832.673706       541.878784       953.509460       119.573174       514.548706       372.901703    
   507.098022       612.258179       655.389282       351.796082       920.256409       837.447144       948.967224       79.3968811       455.895111       234.002899       805.497375       49.8697472       624.428528       943.016541       421.223755       967.181335       304.289856       727.066650    
   222.098648       932.270691       819.744690       448.208191       995.945190       545.831055       810.405151       390.932312       220.457718       88.0568695       843.063721       278.359833       754.547180       979.809143       367.557953       661.910767       841.482666       89.5023880    
   330.442108       123.212738       213.942535       393.554321       171.439163       716.880005       860.657593       952.135620       642.502869       432.189758       828.726501       658.394592       189.294571       210.977188       525.812805       552.953613       901.049377       261.283630    
   458.461334       228.660034       567.554565       990.361328       286.182922       184.300003       456.110016       53.0652313       663.120789       396.075928       653.491150       947.311584       275.336853       456.655090       215.666718       353.795654       137.355698       542.631470    
   726.234802       263.323486       11.1510000       671.580994       416.726440       819.012451       832.171143       776.768250       142.176056       336.553741       68.0558167       185.400681       933.512207       514.020569       41.1982613       178.299530       259.274872       417.598785    
   560.539612       15.3513069       872.928162       642.448608       552.145874       361.131378       744.571777       570.528625       685.215881       229.092987       59.3788490       844.713562       125.579300       157.425171       749.993408       379.871216       508.906555       34.7780571    
   170.157928       401.537170       501.656769       804.908508       144.565659       860.400513       889.524841       295.799103       704.386047       773.249268       691.650879       731.244690       322.816833       718.850525       752.302185       868.303650       89.7384872       460.135742    
   437.552246       789.769592       185.939865       658.166382       520.343994       560.145569       915.509399       694.309082       304.518219       501.739258       628.076294       469.210449       726.965881       399.492737       860.142578       45.3429527       42.9902687       217.556015    
   69.1366730       476.674194       423.276703       301.180847       996.623291       282.985901       117.488853       321.856354       486.282562       281.344788       598.729370       59.0023460       263.857544       87.2317581       482.697052       636.076233       815.738708       467.665985    
   733.409058       811.952698       982.143127       41.7920456       666.889832       412.218628       745.464478       854.579895       912.893921       779.248230       876.420410       997.473206       331.526062       722.901978       625.783142       63.6906242       850.259399       634.773376    
   933.160583       268.629120       202.605042       817.816528       487.410980       536.536926       139.776688       416.426514       563.362427       544.968140       608.593384       157.809723       657.878418       419.356964       617.249756       770.577332       540.979675       971.217163    
   179.809708       509.227509       34.4673500       809.861511       377.711029       88.4467163       812.277344       735.306641       614.022583       437.143005       615.651062       328.781281       193.495117       471.358124       768.765930       485.540497       860.082642       82.2158051    
   637.626099       15.0120201       591.029968       101.360901       62.8442535       147.421906       815.939575       725.168335       868.054932       764.024963       97.3253555       406.151123       406.355896       958.818909       249.966858       50.8731384       272.397247       942.211975    
   632.216064       927.881653       407.942413       956.284790       996.501282       114.924309       681.834045       854.845337       161.595718       652.262756       254.578445       125.247810       69.1432266       424.961334       45.7519073       698.532898       914.006165       793.313110    
   719.914978       917.568420       730.544434       267.896942       635.830322       888.151733       973.789673       36.9147110       231.397690       318.202637       456.457397       554.075195       797.950989       870.995667       844.220032       916.185242       37.9744911       141.762863    
   938.041565       377.395874       389.403595       786.295959       916.043396       513.607727       225.885010       877.227966       523.584534       23.3970337       129.736908       718.233154       986.466187       959.504089       151.296387       851.927185       697.272095       6.64963341    
