   740.546753       736.884338       874.605774       292.398529       123.596748       537.543701       210.345230       313.486176       396.031036       468.807281       159.757553       222.671356       536.904602       539.558960       755.973022       308.112488       72.0256195       371.045044       662.173096       782.127258       73.8370438       975.387146       667.179199       987.241760       874.110474       267.703125       52.5735664       565.735229       573.114807       537.425598       882.124390       215.649338       78.2810669       5.12903166       34.5463638       230.415375       213.740799       795.180237       399.027985       430.074829       741.069702       431.582794       47.9347687       877.902893       423.082397       304.212341       793.163879       495.621704       848.435303       305.640472       262.155426       168.685745       568.055725       44.9022598       536.996338       818.878662       246.939301       577.840637       127.693741       17.9072189       407.036377       395.496857       790.744934       207.150818       152.704208       197.418777       905.458252       544.292725       173.241592       17.2576427       629.111084       863.084961       656.909363       267.763397       865.033569       996.936890       217.458786       892.665894       700.925781       204.265213       634.902832       755.969116       631.617615       965.317749       826.308411       253.616440       368.471985       617.826416       477.765808       279.733307       697.776428       441.882141       334.780975    
   347.022949       276.073181       552.754639       991.164124       764.048889       103.877815       686.702087       51.6125679       422.594604       905.849670       766.598206       850.158447       824.669678       916.977173       914.087585       19.4174595       705.576416       531.941895       348.324615       677.180420       243.912857       537.729187       431.274200       371.375031       962.949280       9.93878269       478.624298       313.728638       379.255951       472.114044       105.410088       750.507080       566.260742       446.240723       236.516357       765.183228       89.7218704       529.462891       408.145050       502.930817       150.625427       669.731812       243.941925       506.704773       250.165680       535.132385       508.407043       972.034485       643.689453       158.124359       244.020752       953.652954       813.259277       470.084747       123.103416       292.489838       860.065186       347.062256       25.9622345       53.7722092       471.852997       782.698547       108.379356       410.735687       18.0188656       89.9396286       142.490753       750.767883       330.805573       677.054688       77.5188904       244.409698       525.656982       180.619278       717.305603       216.564651       420.399780       194.095932       979.118774       703.080505       677.996155       593.945557       857.721130       744.748901       928.701843       914.956299       903.002014       394.640656       787.638062       169.934998       549.671631       611.187134       862.750305    
   996.242554       683.668152       934.784302       507.973206       957.456055       543.238342       984.497681       775.518311       71.9312439       422.747589       479.618317       322.070374       99.4268799       792.981995       209.029831       105.394958       156.285782       241.612869       56.7102203       521.520081       708.836609       340.508789       820.919006       733.270935       792.335083       257.086853       502.891022       569.341858       687.067078       568.187378       139.800385       124.713036       282.490082       888.008606       769.455627       410.685669       145.725113       722.645203       814.041077       530.112732       133.878860       52.9087448       930.325439       156.581482       452.723450       538.425964       930.356201       204.613190       951.652832       398.424561       351.312653       447.652222       912.326355       218.633255       533.605591       389.531433       281.040924       531.144348       228.252396       934.196350       667.922974       561.218994       193.960938       4.72853184       848.685730       112.975876       443.636566       537.479614       21.2706795       545.223694       635.947021       472.439331       971.407715       898.594421       293.025482       153.180923       903.151123       122.417519       863.253540       361.941437       395.010590       940.322144       488.605469       602.360535       345.260773       756.906067       211.920380       49.0006256       22.0467892       140.501282       536.539795       452.284058       655.291077    
   245.323425       372.353760       747.395203       794.587830       153.018967       386.645294       323.698914       684.464905       88.0231705       265.221954       988.859192       342.454773       891.626770       521.104553       117.781342       620.107361       33.6456261       533.316284       614.086975       241.813843       799.609070       429.290863       280.147614       421.022034       718.507812       646.430542       301.654999       271.734314       931.324341       595.328735       818.538635       144.823608       339.420197       463.331818       819.868591       552.053467       573.747192       626.764282       39.1889725       878.175171       528.679626       563.782898       193.384964       40.7647743       490.466187       725.771179       393.379059       428.126587       962.493347       71.8137589       64.1981277       934.341614       273.906830       46.9238739       16.9935608       203.288376       885.060974       908.625061       722.633240       867.148499       464.219269       236.968002       795.054138       160.397186       966.330261       950.889343       982.649902       950.068237       678.125122       415.281464       319.414185       496.396088       269.437958       499.082336       486.911896       170.793106       120.938004       899.738525       928.157227       604.943604       84.1832886       518.233215       891.315247       219.371429       868.970642       554.278015       406.360962       918.326660       523.083435       334.919128       727.386902       158.636566       749.169556    
   177.490311       625.956909       598.077576       560.661865       962.754395       296.330841       474.390686       522.599915       534.736084       699.407043       227.334503       773.188354       95.4764862       594.587769       846.541321       425.834320       79.2167587       530.663147       293.751892       805.923157       661.780457       88.8826447       738.843445       8.47212791       942.230530       181.793747       410.095978       876.708618       886.500793       172.338058       698.637512       49.6965904       176.471436       844.024963       749.846619       162.380630       484.910583       533.712402       821.517090       991.544678       296.950592       701.532593       983.939087       492.714844       727.079041       924.639343       54.0395660       485.117249       943.249512       592.987122       30.9327564       333.945312       764.115417       104.890732       806.562012       343.903564       208.379410       411.687012       922.517273       428.749908       772.429810       330.594910       205.309448       367.894928       986.472168       248.922684       477.435760       762.363525       914.229309       470.818817       869.512939       744.549683       136.803543       403.445404       902.000610       620.999817       545.940857       174.481491       137.950256       819.291016       454.665863       785.288879       573.202820       161.599167       827.903442       487.287964       832.025513       298.501312       815.701538       562.109680       898.136108       731.632690       473.724854    
   872.472839       363.274750       127.649857       156.462753       939.018005       835.533447       681.002014       67.3565140       669.323914       873.668640       730.772156       441.117523       199.217514       233.130386       461.216064       729.575134       366.511200       781.187622       542.473083       702.906250       531.444824       477.117310       54.6778297       168.311859       455.383667       353.204315       69.5731964       713.518005       703.624084       991.751160       513.903687       874.091187       973.909912       685.682861       170.469345       876.699585       340.199158       55.1301346       761.717834       757.451538       365.689209       575.072388       93.4238434       468.344116       777.751526       564.168213       862.664734       923.076721       19.1576653       659.174683       927.330933       798.318054       683.412842       167.481323       12.4474745       626.106995       814.947510       880.321655       5.29933071       907.681946       807.303650       702.468323       961.240295       601.709595       245.248032       693.765625       90.2527771       196.120941       776.209290       951.201721       642.814026       764.948914       356.569946       482.221588       865.664062       741.450134       190.401047       49.6903954       95.7827835       567.192566       423.477478       841.103760       53.4822845       818.509949       849.883179       514.124451       816.628357       378.764801       541.029236       737.007751       853.263855       34.8219414       39.7756691    
   724.937134       180.665909       468.513000       751.237793       505.538330       406.118622       741.455078       906.156433       599.057068       609.072510       805.426331       555.316284       149.724335       364.396820       559.959778       459.970123       271.892822       554.080078       528.255493       866.317871       591.501953       875.392639       873.828430       243.384338       845.806763       197.889008       569.336365       858.567993       869.018372       739.894104       165.231110       687.353210       288.018646       85.1465530       203.518341       595.680542       737.926392       170.415817       670.686096       509.953064       58.9407196       35.7242279       731.781250       605.669250       604.823792       328.616272       412.091858       856.256409       470.337921       376.281891       151.630905       611.227783       647.181519       643.703674       895.737915       411.593719       698.214966       860.829163       133.099960       591.821716       424.546967       437.369232       138.261566       62.4596519       391.008636       841.139282       551.373169       244.090607       967.447449       477.406281       715.558777       488.899078       839.388855       305.048889       806.475525       236.830399       263.533417       80.5980835       682.624878       975.121765       228.612289       204.233292       797.561279       507.558655       658.132751       758.502686       100.711685       32.1603355       58.4997864       781.710754       735.374695       226.400604       952.717285    
   618.779358       52.5220604       244.324432       102.520538       512.256104       807.286804       65.2072983       618.223450       436.061310       240.341354       674.091736       709.764465       328.384644       755.816650       133.674332       25.3898277       297.108734       396.197937       70.7114639       18.1662388       626.578552       553.081848       966.569824       479.971619       45.7535744       520.441223       626.882568       473.491669       762.693237       812.880371       916.154297       530.669312       364.603943       509.765930       745.861938       725.801086       971.175598       720.150024       542.336487       315.042877       524.999084       804.834778       419.419250       914.420044       665.681824       768.361450       601.884949       600.459778       339.401733       278.456604       783.159363       489.420380       110.245323       743.881714       784.969055       3.07675242       920.617371       650.906433       974.742065       819.093445       138.270081       496.621063       47.1394882       94.4522476       972.094849       646.313965       782.486206       417.615570       193.958984       784.755676       395.284912       84.2849960       827.234680       509.200653       692.312866       17.3313580       395.525909       539.369019       55.0359344       427.138489       210.187149       947.596558       218.189758       953.868530       447.239990       940.407654       343.172729       164.196701       972.007629       969.831970       697.446533       929.287354       531.077087    
   442.655212       649.022705       951.735168       177.224503       918.778198       954.650024       536.538147       410.958557       863.737305       924.646790       106.298256       485.685608       648.799316       857.498535       192.863052       452.476379       936.479492       975.888000       684.777405       186.065872       231.305679       221.435913       461.642700       594.077576       892.292236       539.832520       579.557495       666.097839       554.240662       613.315552       449.008911       986.767517       4.33231926       871.307861       126.762100       736.104370       934.875366       418.229462       688.348450       711.179688       602.532471       696.818848       634.890808       921.940857       287.988983       966.916199       642.541931       275.859253       169.041519       898.956360       431.760254       470.785767       287.801544       253.006699       456.506989       546.982422       344.807159       172.180496       344.065826       462.406708       682.798401       972.049011       788.310608       565.432129       111.320465       264.488281       458.227600       187.642319       577.036377       374.493347       510.390625       691.635437       928.956970       463.641754       439.079956       952.594910       279.469299       278.715149       509.919373       390.929138       641.809692       419.499023       9.26270771       649.826843       121.767464       329.893158       35.8442688       548.367310       252.951981       596.802063       410.714905       107.488441       753.136597    
   457.734985       546.242615       71.3172150       732.185425       742.761658       744.910095       87.2671280       58.3334198       792.139404       462.076294       840.845215       722.041138       96.7973709       30.9112606       257.946014       800.476440       928.127258       486.875610       984.632568       20.4249611       968.209045       822.587097       278.833282       180.755875       886.152832       123.697380       53.5972672       420.225311       597.075073       864.133057       691.165283       416.409424       662.591675       783.793518       537.463745       805.182251       858.444641       129.512909       644.263367       27.4923630       890.933960       220.362198       484.771942       222.146469       23.6802292       715.142578       82.9760742       541.064819       53.4509048       775.208008       510.543640       790.238770       293.666656       196.370789       630.182800       401.151001       914.306152       820.554321       592.633301       754.857178       186.477554       179.929031       279.942078       64.4279175       92.0241241       177.406998       855.302307       420.608765       145.591675       341.566895       352.379913       32.3980408       614.175415       32.8900604       725.115906       233.884171       678.587402       377.680206       790.317688       7.06740141       422.627228       834.922424       622.568420       855.394714       3.39906979       90.9041367       818.817261       356.173492       927.126953       347.640320       894.878479       234.154678       30.6528339    
