   433.111145       255.603699       233.707428       19.0450649       595.863403       397.346497       745.071289       411.084320       932.745239       17.3290367       593.215393       215.413406       908.857971       642.440857       643.783081       558.302063       524.967712       965.531616       9.98183346       398.812073       243.119186       499.237701       342.161285       401.172272       636.667603       893.319641       893.728821       838.619446       910.792847       711.253418       253.645325       309.596863       969.781860       105.897583       163.957031       29.7531090       838.232727       30.3384972       753.900024       105.685600       670.898071       522.385010       537.959045       706.896851       713.617493       108.573654       673.230225       228.453598       50.2920380       577.978088       347.427856       116.219894       723.005493       871.838257       985.820862       328.528870       948.699768       480.947144       33.5485115       736.904968       285.042236       210.138382       907.755005       244.626984       566.042114       239.304672       793.875793       595.664368       450.713806       619.896423       399.748474       617.266724       53.6240005       878.761475       547.315430       159.576187       238.610016       475.897644       510.687439       528.095093       763.411987       102.883942       388.090210       670.813293       752.709778       168.234451       870.668823       255.626083       624.442017    
   429.246155       510.463837       822.820679       569.262695       986.343018       883.378235       828.365906       220.857849       19.7355499       530.429993       287.948151       182.263077       750.665161       993.789490       965.307739       328.653503       966.815063       929.214905       475.493408       644.148376       651.048218       66.3148956       694.131409       78.1977005       910.476196       479.113373       805.572388       828.367737       970.002686       220.620514       206.235733       902.459900       748.851624       534.734009       336.047272       50.4235725       349.115417       631.150330       723.516479       715.733582       606.478821       236.505035       978.897339       430.797180       665.147583       591.027100       520.962708       921.766846       715.187866       338.098297       236.650864       93.5265045       981.551208       468.210449       802.628845       991.914490       693.235474       397.445770       102.356552       336.840942       907.903442       688.476318       817.395020       864.346191       331.466278       725.175049       753.992554       655.689636       38.1140671       792.319153       125.639557       952.122864       305.027374       423.087219       337.400116       307.927826       218.593658       890.460266       343.884399       716.937927       11.9098425       542.023682       725.470337       545.983582       194.543289       506.675842       307.472656       472.704803       413.418304    
   5.33892822       27.0319004       365.769043       745.650635       45.5837517       967.572449       230.093353       345.410187       56.7763138       930.457703       202.900085       956.531738       864.459656       525.778748       554.485657       399.788269       957.124573       901.105347       168.036407       44.9675217       219.658676       308.588226       807.832275       189.816727       688.300171       230.062210       976.990112       491.745026       415.961761       416.076202       417.868103       849.159302       296.452362       254.457520       550.768677       629.273682       733.086182       156.182953       828.686951       915.310181       30.7129154       104.234962       675.748352       744.169861       236.933228       81.0639648       308.224670       954.627075       620.672241       719.003723       234.160812       11.8771524       198.858170       951.291992       544.054688       992.611084       141.209396       577.255371       456.242188       826.230713       31.7210732       527.503967       419.648865       300.649384       250.340149       253.024506       766.004822       914.742004       548.277527       683.590210       173.111954       732.101624       41.7165413       276.687531       573.844788       532.764709       527.847290       483.517029       505.884949       184.399323       484.109467       623.122742       756.121216       70.5951691       907.624084       587.173035       4.55501747       764.288147       475.912659    
   968.397766       323.084656       524.733215       515.501404       759.005981       151.820923       194.375732       263.843719       724.996155       272.771240       428.165802       306.008270       926.322876       702.575134       358.268707       235.384460       661.729248       901.155640       623.716553       985.245239       813.370422       850.865173       564.292969       865.263672       194.789337       727.155701       778.184937       216.522263       165.034973       471.788086       997.923279       357.519440       175.381165       529.222351       175.021683       243.117401       962.229675       262.396484       609.923523       178.516510       873.483032       125.626457       475.449707       504.331970       520.171082       20.7313213       35.3392067       304.505890       355.853119       304.264679       756.961121       831.950562       639.234009       997.218872       369.693359       714.160278       363.382782       463.829651       308.696198       663.091858       968.697632       990.259460       513.768372       75.7757111       330.708679       572.452820       465.056305       794.165344       763.918091       670.357361       274.246704       532.441589       521.519958       369.482025       676.195129       471.959656       594.223816       618.929504       665.100586       784.562073       790.933228       782.093384       16.3514252       457.684601       58.2978706       287.028412       825.273499       130.917389       847.545410    
   440.136230       80.2733841       782.880432       949.384888       2.58229041       497.055511       699.851929       425.589417       428.941925       769.750977       183.983215       426.189392       680.088806       347.545166       363.866821       283.308441       694.911072       91.3640060       537.156433       929.747070       511.756805       513.438293       279.905762       198.481186       246.615372       348.044342       691.738098       275.617065       630.354126       281.246399       833.346863       887.333496       328.926453       429.399994       216.395020       690.619873       210.653732       982.791321       219.244843       775.100403       220.001953       701.591187       363.578217       948.077087       167.506210       344.416016       301.468384       245.518433       649.650085       922.170166       461.552887       972.038879       359.947083       332.388580       951.584656       252.783340       840.315125       191.272964       642.008850       182.391693       905.614441       280.656616       46.3500977       144.726181       976.022278       951.739136       605.000061       593.694763       10.5014830       580.686401       769.619934       125.650101       202.006073       761.236328       625.866394       163.487640       377.631256       964.385010       202.771637       779.437195       117.030838       473.469238       710.026917       862.747437       53.4779968       818.886536       251.324493       67.7269440       223.035599    
   905.657227       500.205078       840.203003       956.794250       499.188110       236.783768       923.797913       630.132996       269.010010       114.741325       238.196060       193.358521       245.197845       23.3598766       379.300476       743.037170       24.5612583       292.963745       902.873962       899.914551       737.276428       278.378174       717.156128       507.922394       216.662964       389.958160       680.681152       140.542496       236.387375       964.161865       268.236603       930.394958       667.609619       51.1125107       388.515961       495.405396       577.103760       868.619202       396.019043       237.889099       505.146240       182.220093       386.827759       909.159607       191.350845       993.527527       646.414001       854.247192       552.685547       482.514069       706.889099       460.356171       561.625671       436.520172       354.190857       785.953125       324.973145       546.490479       790.927124       954.599915       96.0768738       824.321106       233.964844       462.464844       731.746460       58.1392403       113.736687       330.233643       799.696838       119.156769       149.584351       335.077454       580.830811       688.674683       365.345154       563.553467       81.5261536       821.357178       237.364212       161.748688       308.801117       824.753235       791.359070       37.8448029       701.425415       784.473328       409.395142       848.106812       595.602539    
   80.2849960       479.888428       80.5254974       91.6742935       862.376953       162.816559       92.7129974       999.197693       734.332336       674.097900       73.1647797       508.277466       501.626953       632.733582       339.048279       68.1022568       736.312439       598.226440       760.966125       778.890381       152.419998       660.664673       147.299896       856.711304       978.977539       450.495514       606.954346       83.0849228       141.697662       971.111694       217.210190       130.080078       82.9601746       300.848999       791.154785       245.615128       313.205139       101.972549       648.272339       101.256935       235.137344       235.176117       531.015930       373.697754       515.518799       706.542236       77.0231781       471.179962       214.563705       599.379272       149.690628       811.736877       861.473450       437.287628       137.845520       521.998657       28.6005554       179.662689       932.245972       946.256104       705.036865       795.994568       657.015747       840.114075       415.455750       626.187561       819.143005       2.11384964       531.410645       891.867920       21.6521263       943.117981       772.247681       447.549744       516.464111       529.428711       745.544250       834.719910       475.421997       112.740196       466.521332       610.381470       459.632568       859.884277       194.304810       353.376648       157.109344       230.250671       419.880890    
   122.791939       993.231995       983.617859       154.786255       511.486053       649.513489       917.574524       146.094711       165.431656       494.431000       153.870224       374.640076       821.762329       67.5919571       47.0835724       31.2205963       133.131638       534.296204       80.7730865       18.8993587       667.420593       939.613037       391.558472       453.029083       466.141571       39.3533783       482.746002       125.634377       287.615875       55.2575607       153.891541       700.524536       502.974518       907.918884       310.297729       206.982605       874.220459       868.558472       261.217072       572.873840       279.853546       341.446381       532.337708       628.680237       389.323273       314.515900       718.409546       558.769958       619.154541       231.256500       739.861633       284.224548       846.762390       90.3023758       904.599854       775.633606       829.568420       901.126831       257.911957       577.638306       149.140793       289.063782       782.813049       122.790863       614.033447       70.4916229       925.140625       529.474670       57.7604752       394.465118       926.318787       953.487976       398.469940       817.163574       955.012756       951.560608       828.355835       238.999924       89.3537674       257.817169       734.079102       363.844299       479.801300       60.4052277       24.9291267       283.809296       10.7659225       829.885742       387.988342    
   191.335251       779.024048       681.518494       377.482574       925.778564       587.316589       862.528870       12.3144512       765.905518       654.413330       494.230042       400.482330       564.169678       579.088074       66.7677383       770.703918       355.676941       215.654984       276.287628       553.349182       72.3056641       144.858261       433.031891       33.2622185       417.525360       923.441895       935.051453       26.8374271       22.8036079       362.882355       349.010620       210.667252       364.397369       816.705688       134.297592       327.738220       32.9590149       737.227722       287.719543       154.030457       865.358887       286.947083       678.033813       293.944092       396.895813       650.863770       620.089722       622.752380       591.623962       386.040680       16.8519020       985.271606       175.675552       972.118591       432.008911       671.408875       854.705505       135.946030       719.658630       169.510681       514.210632       518.711975       229.790329       719.321838       28.4580631       636.198242       123.346420       809.950928       413.200958       772.555176       690.363525       160.620834       472.150482       677.913391       687.929443       57.7511292       614.004333       392.293793       151.320328       938.205139       160.145844       950.260681       41.8894005       783.752258       316.475342       775.981628       579.273682       771.855530       207.415085    
   868.059509       644.644958       828.004883       537.799316       103.874474       14.0776987       264.467743       490.027466       616.905457       760.414124       904.602051       229.121216       988.604126       439.621155       625.033752       704.811646       828.784973       969.499207       649.026489       139.855286       94.4594574       855.854126       38.7374420       413.234009       93.8836517       808.395325       386.064270       765.924255       34.0619659       554.802002       214.807785       946.347229       241.053329       361.230164       420.577515       840.352844       700.049744       856.727356       662.018433       643.646790       675.456909       813.314270       643.556152       285.118561       672.872681       117.396202       891.474304       997.280762       642.025818       363.619537       594.174194       816.015503       950.190247       45.0832176       23.8935795       660.390747       297.184357       462.209442       888.648315       309.888519       724.179504       968.658752       806.158386       663.831299       715.889282       472.401581       947.760803       695.550171       762.921875       10.5253010       577.441711       438.567749       101.727402       148.201233       979.839050       292.324036       265.213379       109.635818       555.834717       758.857300       67.2301025       729.989624       269.393494       567.477417       231.205948       124.120621       257.716125       297.412476       379.515961    
