   750.442261       210.478378       215.699890       477.934448       385.285065       368.527466       977.524231       331.023926       471.424347       496.863037       312.805878       813.896912       160.644058       169.634048       731.046204       279.730621       653.792664       718.379822       106.463081       882.117249       615.335510       967.588623       270.162048       289.012634       774.964539       838.166382       399.452972       120.518509       895.485168       590.994446       833.722717       307.027496       201.060791       464.096832       334.272095       839.057495       111.021851       395.387451       565.821167       911.837524       524.283875       956.638672       993.444641       511.399658       819.137756       884.269165       100.062759       854.870605       640.461853       631.882385       592.840210    
   73.6990738       951.054016       361.108521       939.468872       247.309311       732.416565       851.423584       600.837097       788.061951       70.3945618       459.056763       422.028870       597.722351       136.059814       790.006165       677.554199       89.5452576       207.366013       297.003815       909.679382       21.7585316       43.6961174       63.5798111       881.319519       659.570740       745.809875       984.184692       522.596863       150.173309       501.467133       248.801453       259.973572       169.646851       779.429749       506.689636       735.033813       547.952332       470.361816       100.464989       884.347900       833.999390       120.201790       836.975159       32.9916458       62.4229126       811.727966       441.653595       889.581970       866.960938       469.467438       331.793732    
   782.145630       437.916016       981.124512       31.1940994       470.271606       360.408875       805.067444       983.128662       793.204346       339.083527       309.529663       855.807312       975.979614       870.084900       150.448044       824.984375       302.165649       425.852661       860.634705       6.57990599       758.406555       300.472382       981.840332       505.872559       2.04799271       317.683380       732.926575       724.255981       148.052841       318.181000       586.922546       406.597046       411.532074       528.343140       408.591766       328.472717       43.5745850       485.146973       440.984741       802.167847       876.750793       170.507584       328.560791       828.131531       781.699829       397.825409       696.448059       610.372437       205.198944       796.347595       168.826691    
   15.8623829       576.693054       520.421814       884.858826       300.714294       760.707397       799.825806       582.489258       510.158020       126.156883       403.028809       648.590698       324.037689       23.7678795       913.175598       280.481842       738.106262       614.679138       715.426636       844.701843       635.731384       34.0165939       793.196472       609.066956       101.359947       169.758087       111.925323       205.238708       512.006775       263.853119       856.698608       837.042786       512.037842       288.686157       855.460510       590.468201       138.767807       781.767517       12.2011366       662.570557       402.147308       18.9875450       98.2278824       893.657715       610.977112       780.402588       675.098877       951.345642       936.885559       39.8021088       612.074097    
   269.338654       522.472229       199.191849       725.197083       517.748474       44.5925674       152.989014       242.199509       331.732574       280.041809       816.275391       563.858398       802.395325       777.921509       23.3839931       454.740540       144.255249       779.508728       386.706635       831.896362       529.148315       66.9710846       585.732239       620.219727       169.567429       450.625793       906.857178       489.365723       891.153503       350.696594       314.754913       239.653839       950.129639       46.6078072       591.618103       831.200439       178.928375       716.638489       143.001343       612.059753       154.252380       438.752136       117.244064       800.651489       391.679352       884.895996       894.766052       564.812317       712.520508       793.770325       588.016724    
   454.976440       781.530945       400.066345       915.392883       70.6632309       74.1584625       68.6573410       290.519958       594.420715       755.335144       851.002930       53.2906685       803.767456       991.460693       266.992340       791.463745       23.5077267       667.366821       169.259689       319.907501       402.686188       248.159790       890.655396       483.471252       171.765945       815.763123       484.710510       987.078064       765.584106       78.2616577       37.6528893       788.357544       282.927124       891.306946       13.5697794       842.145203       858.316162       581.760376       258.778870       115.341362       616.739929       193.811844       843.169006       118.881790       799.597595       638.564758       857.921753       303.635101       329.929169       875.602966       575.926880    
   346.461151       537.720215       42.1920662       921.285950       150.131927       15.4676580       518.245361       765.887146       458.901550       242.902084       472.627563       357.893921       896.548462       801.174011       161.639359       233.034760       174.001266       676.852356       649.912781       912.828430       182.181854       152.184677       901.894348       512.864868       369.460846       485.614288       414.246216       729.910278       483.367340       154.720520       308.243530       534.415100       277.836212       992.554688       480.089386       644.717957       687.460510       394.613617       217.158615       818.085938       950.937134       719.743408       101.252533       63.5264015       878.038086       920.230103       596.422058       283.403473       412.982605       910.931580       268.203552    
   861.841431       40.3109207       79.0381851       149.894043       37.5765533       835.041748       936.995483       725.879089       452.496979       519.537048       640.071411       457.979767       14.6264057       112.811768       630.348450       189.093903       582.583435       40.6098366       450.819855       961.439453       954.777710       180.491852       590.267578       942.620789       588.994873       271.556458       534.748657       907.193604       791.034485       298.651672       139.177597       101.732880       755.469788       878.552856       93.1345749       125.796875       990.177246       935.716431       868.538208       581.864258       247.597153       884.906250       751.668396       681.330750       271.728546       683.063293       753.365173       308.130920       292.077881       231.910965       841.053101    
   655.340515       872.428223       154.748215       895.787292       544.916016       597.234924       232.747147       611.161194       132.349335       487.760651       936.696594       253.682587       52.7872162       316.060791       581.741943       319.841888       147.965622       180.121719       15.3614893       191.991913       48.7392235       103.576691       195.753067       520.650146       936.604492       410.382202       91.5550232       716.636169       644.137207       893.885742       106.446167       143.521347       785.744385       653.464661       213.659866       990.882812       602.464600       143.637878       546.641479       997.885010       792.884644       334.815460       953.658936       921.239075       291.864716       8.70357990       534.341919       234.704163       168.918091       321.017487       414.589478    
   853.908508       404.130951       989.658386       831.277832       561.959778       497.136108       133.704285       386.027039       104.275635       217.241928       772.379517       460.592865       597.636353       905.949219       527.384277       539.884216       638.915161       559.491333       467.534546       967.702881       943.915100       968.050659       990.077271       808.490051       84.0764694       705.417603       794.897217       142.024445       250.822342       254.052719       779.076050       565.911072       647.653748       745.109436       150.035461       861.887024       255.907135       886.839600       560.379272       281.288269       47.4745483       834.360352       165.325912       589.515869       297.610748       457.942078       721.430908       194.269867       245.316635       962.955566       557.699280    
