   134.794724       81.9742279       351.278290       590.135681       96.3975220       112.359169       786.442505       933.095154       750.835815       919.175232       640.999146       320.540314       615.439148       653.739319       65.4698944       991.917908       607.895020       261.973358       426.120209       289.306305       117.578651       130.325989       489.110229       936.846191       369.556122       472.306244       837.249329       396.590515       519.099182       264.028961       129.982529       881.778320       940.946167       656.326843       25.5996037       503.178680       211.164398       432.502136       711.029480       383.529175       691.160950       555.683472       605.838867       59.4388733       187.784988       508.013336       438.346039       905.135559       162.049210       477.883789       514.996155       24.3913155       167.302032       934.285034       732.247375       816.145874       91.6137390       811.282654       810.078918       582.325378       160.384689       346.080170       33.7966347       452.176636       617.899536       927.411621       53.2685165       17.7930107       504.919922       910.742737       334.382843       594.427734       188.160904       647.703918    
   362.396240       420.279480       679.162720       827.430603       817.305420       263.963989       833.886047       736.232544       695.901184       956.886230       594.557983       315.376312       850.495667       471.552948       707.065674       422.109009       551.654236       430.645081       208.289978       667.832336       738.462524       902.882996       652.501160       685.332886       939.362732       924.236145       684.954468       978.579590       435.864868       228.001953       324.636108       28.8928032       564.547485       927.864563       42.7623901       910.563477       960.213928       292.546448       577.656677       443.059326       518.704590       254.887482       228.989151       39.4638939       459.360626       407.600220       234.193436       983.110962       711.833069       439.801514       129.555771       301.581329       695.638306       177.548477       744.819946       391.901154       866.445740       971.509338       532.762817       875.361267       502.850433       438.210358       929.269104       126.842667       532.825073       113.937889       169.551529       781.617859       27.8517761       530.693115       905.608459       631.288513       133.037079       374.704010    
   730.139648       719.758545       242.739944       819.155518       461.296082       351.355499       117.757820       577.985107       642.437866       339.707550       478.347748       732.061035       17.6400394       165.755417       526.722778       424.635986       393.429016       918.506226       298.329346       454.136749       281.562408       104.741516       458.242798       785.727661       721.709351       146.268097       436.087921       999.205383       756.606873       531.926697       33.7173195       331.364288       867.595886       54.8670044       584.083374       146.246246       329.261932       540.783142       709.949951       535.051147       806.985840       832.475220       684.916260       821.297974       448.250824       751.566895       840.264038       841.598938       736.897034       169.924103       829.282227       222.195892       692.583496       725.040466       650.670898       132.401733       425.742401       950.050720       697.575623       381.462860       375.822510       437.238281       991.605347       166.998947       746.409790       385.232361       747.490479       265.926300       845.975769       61.6383476       969.591675       960.542114       788.394165       581.942261    
   850.365601       901.367859       32.6152000       117.524643       163.115067       484.205017       633.900024       829.491394       334.295319       654.204468       516.475830       406.362457       210.994095       444.964966       351.293274       380.496979       39.0680389       335.625336       771.581299       711.158447       236.300797       624.485962       557.855896       440.349792       391.095642       204.898407       986.023193       648.528625       559.030579       361.775299       131.357788       335.660706       477.729553       75.1478653       691.944946       654.720703       198.560196       681.430725       870.267517       509.575989       348.694611       181.027588       650.786255       418.369049       547.618408       664.430481       959.305237       780.401123       657.287598       724.524963       821.535156       76.3214951       530.581177       893.448486       449.216888       512.744873       680.726746       627.006897       299.983917       442.264771       448.828674       911.097229       185.897705       157.171875       690.539001       716.948181       706.609619       406.752411       306.396271       415.772003       393.968689       838.695923       51.3496780       733.049622    
   756.361023       354.073700       442.664215       214.081146       684.441956       413.747162       141.888443       874.146851       73.7897644       158.363068       576.218872       184.158279       309.673279       218.364944       784.627747       84.6457138       572.384644       18.6917839       714.260132       423.238831       223.511902       974.886963       310.355408       663.997253       581.742798       716.220093       948.045898       555.090210       171.398071       265.011322       795.219177       471.438934       874.344238       13.5430431       218.278366       747.487122       184.545624       736.692261       875.438416       646.301636       524.488647       151.947754       981.184631       921.566406       530.656982       820.828613       338.666351       280.221161       745.480286       299.400085       59.7334404       391.459106       228.388870       610.424011       614.499146       920.071289       860.383789       94.6438675       660.973328       940.710022       786.970947       882.587158       805.949097       265.171692       752.738037       43.7219582       75.1097565       963.206360       50.2731628       592.725525       441.030273       43.2265434       481.490112       650.839233    
   273.438141       869.386719       458.200348       267.369629       226.875778       631.683777       439.111206       583.660095       188.706207       275.422913       666.901367       321.699219       430.882965       599.115601       744.323059       947.345093       562.317139       882.589172       520.935120       103.385551       805.619690       129.628952       888.330750       141.774246       721.786499       407.659576       966.175049       542.826172       186.924805       853.164124       259.117340       47.9890175       830.223572       231.182129       488.280334       757.422363       54.0093155       153.322998       779.196838       859.524414       605.995422       644.778137       811.335388       730.665039       438.663483       226.414841       811.298035       336.445129       713.108459       542.919678       475.813812       279.169312       62.1526985       771.329102       314.803741       762.226318       689.579468       112.191429       624.044373       184.466904       218.765976       999.886597       688.436035       262.281494       174.737427       552.308044       868.726685       958.778931       855.917419       338.927521       267.251190       863.367554       623.623291       685.471069    
   992.771973       326.065247       579.116699       353.990784       814.208740       922.848694       466.388367       738.900635       946.156738       731.407776       246.783768       114.319389       738.403687       83.6864471       619.272644       863.958374       234.384766       10.4346142       572.766602       381.203949       951.791138       579.166565       8.67321205       885.554810       921.601196       269.759766       68.1551361       289.998932       391.873291       392.240936       966.008240       804.616821       962.081055       339.105011       126.205475       496.682739       313.948669       773.210999       449.468933       162.673538       898.253235       940.745667       967.984131       873.098816       17.8042049       801.605591       414.911621       733.621216       854.479919       622.494080       992.210815       957.638672       359.251129       535.050110       128.825684       412.133362       55.4628105       490.932648       313.564240       797.184875       831.264099       945.241638       38.4312630       509.722992       611.243774       146.780670       160.388382       318.738403       478.259338       657.224609       90.6466675       392.320892       831.429932       628.815552    
   174.371048       376.055450       377.756012       722.297241       622.537292       295.317444       617.837463       855.484314       110.799385       757.306702       520.453247       448.096863       752.052185       9.39859009       944.332581       693.479980       165.991562       560.613159       547.841858       532.688232       775.040344       851.287231       776.131042       814.456909       716.233093       922.369324       104.697388       571.959778       768.943604       353.928162       483.773682       671.316467       299.887756       604.873596       552.669067       40.3399200       804.446533       366.039978       576.756287       170.729797       78.6766205       924.532288       17.6122913       161.793884       95.0705032       505.376495       845.729919       845.652649       622.534241       804.341675       937.817383       44.5733948       844.026917       26.8680325       184.166321       782.906921       829.150635       178.309357       497.851746       530.970154       429.022308       849.340332       279.265228       963.546753       609.170288       855.199341       16.3757801       261.333282       693.820068       302.430511       953.059998       858.220581       541.241638       929.083435    
   949.285767       145.999084       366.682404       380.467194       148.922623       115.038818       874.567993       537.598694       972.312744       430.129913       504.719055       386.974762       216.583237       45.4781189       388.465485       4.55722046       355.207428       156.341629       65.4031448       129.661407       699.254456       521.266113       186.753082       29.4965286       517.008545       866.671570       455.842285       798.893982       671.242798       562.350769       300.904907       501.570190       48.3572426       898.993652       775.749023       624.752258       192.524353       883.616150       532.457703       689.125671       732.420166       787.041992       585.921387       14.9999323       265.416595       262.578430       6.69006443       169.567657       637.284729       858.473816       554.357666       890.073486       907.894714       881.244446       476.080627       823.003296       653.531677       614.023193       451.687225       319.231018       164.234100       603.147034       521.492126       377.849060       961.770325       255.342346       871.129822       824.954163       65.0243759       123.123123       170.547897       123.651527       904.192932       925.483154    
   467.108856       111.544830       528.077087       941.276794       584.922058       39.8223534       476.337585       147.480621       527.951599       103.902641       606.299683       328.481293       255.974365       923.298340       659.236877       954.058655       481.010895       37.2305374       881.229736       304.111053       821.357056       807.169373       242.684921       949.811768       533.559875       280.688934       449.186005       391.328033       285.296783       620.994141       134.297699       998.667542       429.179443       666.068726       387.318024       578.903748       920.627258       398.715729       999.657715       101.777542       869.799988       303.537201       878.924500       421.450104       299.390320       963.263245       213.901031       379.392181       153.585709       680.728027       731.514709       125.844452       250.673004       798.657349       196.799103       325.284424       720.137024       477.268738       588.243164       152.359085       341.884399       182.327271       342.049225       479.712158       740.503784       237.947998       183.790955       844.708252       506.440857       462.369904       131.488907       17.2378731       701.797058       106.413300    
