   305.435394       632.647766       492.709137       897.922974       710.032104       674.492554       754.885925       785.509033       253.261902       382.765472       503.011780       469.201691       810.203430       444.117920       246.759949       65.4924622       109.336426       753.234070       760.196899       319.249054       278.369965       584.650635       4.46718884       838.049194       258.223572       795.809631       558.106628       4.26675987       925.162537       936.302429       514.741699       991.577332       759.615723       986.928772       753.397644       417.536621       44.7618523       60.4149361       340.627594       675.098816       859.552490       328.700714       793.633728       316.399414       535.704590       33.0348129       251.434113       887.943054       755.402527       537.628235       955.274231       997.674377       269.321442       842.973572       611.158936       577.689819       582.791809       896.116333       357.234467       485.968872       975.480896       463.085815       946.400940       972.981140       813.961365       618.610352       493.521545       595.242432       454.617798       276.554260       822.119324       818.651733       941.175720       581.754822       286.381866       102.295998       935.296692       159.604645       967.400146    
   866.672974       700.557251       740.455750       441.102814       722.937012       161.533310       71.8821793       58.7835197       86.1554794       321.572083       555.922668       233.077988       654.078796       154.645142       150.986572       815.422424       254.355331       199.369293       187.191330       484.638214       822.933289       4.91776562       911.046692       621.662292       772.046997       874.683594       196.356918       376.661316       560.558044       898.595459       885.796448       594.775330       791.068115       354.267853       911.201233       473.582306       588.917542       224.754059       745.833679       907.377930       989.876221       719.716370       919.869019       562.692383       708.975525       822.230835       108.032745       6.97266531       875.273438       659.362183       370.786133       195.472916       208.202988       33.8449249       298.388885       753.891296       887.340881       766.718628       535.550171       177.606781       351.329437       21.3157558       763.377075       25.1239586       896.163452       60.8157310       374.940765       693.235718       977.406494       940.680725       894.239136       561.251648       588.952576       28.1968403       106.617661       886.165771       256.126160       388.133575       250.057190    
   510.402863       917.053162       754.833679       669.595032       432.196899       918.178894       157.751663       144.652176       33.5187950       898.987488       338.618591       116.793907       367.368774       842.288269       861.880371       494.529541       714.977173       44.2450027       886.301086       992.664368       110.593719       599.244629       558.607300       981.681274       534.508179       59.2713127       597.816895       932.313049       580.217773       594.645874       94.6970367       907.152527       747.450317       102.361855       13.5617409       36.2416725       191.009354       310.651367       893.812012       234.103058       743.308533       703.338623       280.652985       485.513458       149.630142       202.520126       17.8173656       531.952820       693.916504       3.41300321       430.778534       255.701233       546.225159       163.104584       428.865112       569.836487       651.691101       654.927917       513.286377       228.220001       427.526184       788.185181       365.920105       856.057617       655.360474       862.341187       383.170654       693.900146       755.790894       27.4063797       792.744202       813.421387       227.387207       877.907288       311.419495       105.941345       52.5355186       548.087402       204.635284    
   739.202759       629.262268       991.135315       407.245514       176.801315       631.105957       24.6645088       57.1172104       677.097717       841.016724       956.064209       633.622681       122.844696       450.122101       43.1710472       644.594360       503.318207       528.638733       908.627014       603.808472       678.551208       215.811417       161.793823       812.510864       291.932892       97.0773544       237.264542       152.928513       374.356689       706.212036       490.550842       369.559021       956.783813       419.134613       954.231140       604.740051       490.608856       441.261383       531.817932       438.294189       776.878479       348.366241       151.052780       666.143616       851.336548       690.412476       423.349335       965.315613       983.800110       644.220886       757.661804       800.973145       777.152649       518.952454       253.338425       239.163910       761.625549       688.173462       163.036530       408.458374       528.783813       856.583252       72.4682236       362.302582       309.404236       58.5449219       872.001587       618.278442       378.122070       90.1226730       291.913116       263.854065       236.890182       618.131714       839.947937       428.496765       84.8266144       654.800903       176.000549    
   362.194153       444.836884       770.625793       534.908264       605.338623       942.082397       848.555786       164.460846       418.746277       679.512207       481.053314       11.9228830       10.6330175       170.460007       926.540588       75.8574066       910.754822       176.919571       128.431335       24.1633778       384.509827       913.175476       336.900055       810.521484       935.961304       12.9152012       529.615540       361.253754       433.437683       887.793884       796.880493       848.614807       517.343018       591.098816       66.5480728       520.290405       469.417023       524.608582       458.793060       223.442520       169.576004       287.044434       539.783752       745.649414       953.305176       922.555908       201.101578       433.584534       455.898132       850.065674       541.012756       896.434265       920.047363       917.842163       259.771027       922.635498       367.904144       549.327637       930.478760       103.786827       917.825256       457.025635       772.304260       984.567505       511.809204       924.892273       514.340210       367.134583       281.677094       461.172333       786.801636       248.338547       367.113861       892.901550       209.145828       850.707581       993.843262       759.004517       142.257568    
   537.115601       539.450806       679.031067       371.516144       480.751892       78.9710159       551.648193       580.677979       67.8038177       475.630524       338.123230       58.6343002       366.380859       16.0972290       253.926666       258.297577       822.529968       341.781982       121.822067       973.315918       632.959412       279.687531       241.522537       447.466614       727.219727       669.071472       720.979553       326.615753       805.590698       110.845413       610.051575       998.413452       830.441162       949.317444       305.241974       818.481873       155.682114       612.089172       398.495667       308.326172       750.614319       837.511475       3.93735695       538.837402       206.657486       116.983017       353.775848       834.210022       734.097412       173.161865       299.015594       964.467957       604.715637       582.261414       883.620239       307.348450       987.333252       507.760162       480.689117       388.186279       656.387207       189.641663       294.625946       235.211243       855.930725       440.348083       956.084900       830.953369       329.109131       795.335449       516.338928       1.90222645       559.724976       312.336914       550.060364       282.779633       263.096619       760.366211       183.232178    
   527.943909       602.817932       359.883667       968.224426       413.628906       93.1250458       444.687592       377.516083       441.938171       974.068909       637.875732       225.476822       290.912415       154.561722       104.168213       762.253052       506.076935       202.947418       576.625854       364.270050       508.486481       873.128357       268.330627       226.534882       267.586792       634.258118       310.154510       138.222443       989.262451       777.259399       790.362427       416.566254       506.210297       919.938110       270.596527       441.177246       394.016846       6.52387428       868.118774       519.952087       386.387695       190.605515       728.106506       677.013306       29.8178940       6.57121277       450.008057       138.206177       129.714172       994.116150       941.731445       547.167053       401.794861       893.317017       580.444092       85.9396286       21.7432880       548.380005       844.175171       901.414185       16.9179974       270.287201       974.874939       629.028687       622.180359       42.9384651       457.087036       955.769409       857.354065       5.87608385       578.538635       337.958466       523.041870       501.875000       58.7761345       52.6215019       298.343353       824.059692       470.525208    
   298.316010       115.640579       858.103088       925.300781       660.076843       815.722595       324.136810       968.854492       384.146912       469.865875       345.332520       428.690063       158.333359       478.137787       527.838318       914.666077       205.366852       754.050537       593.785767       458.246002       384.923126       228.121628       236.244476       935.207581       308.170410       18.0765057       700.506775       592.638794       125.872200       170.354080       295.672729       237.734711       149.953171       740.192017       429.433533       928.678345       544.658997       328.485291       763.115234       574.048096       290.671143       392.276886       793.207275       491.419617       257.670135       278.173645       288.620117       656.748230       2.38215947       240.191116       137.564346       641.232300       614.687866       500.213165       993.693359       742.603088       203.336548       377.479340       392.093201       488.980530       183.183289       183.495850       690.189575       66.5066299       463.292633       624.489380       990.077087       854.246704       293.778748       267.939636       763.537048       607.236450       448.634735       591.111389       532.506287       374.646484       387.263184       822.806580       524.296692    
   632.625732       401.044373       771.606201       204.283783       640.954285       732.509521       66.2619629       95.9361115       997.286072       605.884399       935.591431       4.67529869       527.855103       678.641174       207.908295       616.058594       550.115906       365.750397       611.677795       786.713684       666.427429       243.070480       493.328766       838.815125       346.679688       895.793335       566.294861       246.320679       694.382080       517.544678       117.134087       136.243698       313.799500       282.544006       334.807007       68.3879547       11.0494757       516.601868       983.383545       919.304688       214.884888       843.937927       940.774170       269.515869       574.738403       718.218323       320.843506       28.5544682       555.444763       433.681122       883.437866       400.815002       159.136032       217.360718       38.6299057       265.420227       618.869019       932.930481       80.2279510       72.6556702       764.266785       299.261536       930.445618       247.860641       887.946228       547.339905       50.2828102       449.541229       414.228394       440.842590       769.305786       871.991577       288.765106       797.052185       825.549133       915.571411       229.048630       450.076843       147.279419    
   641.296204       346.372772       888.835266       30.2437000       562.025635       763.320923       402.988800       564.495972       301.343231       271.583191       370.663818       844.796265       625.883118       927.690857       910.686218       644.514526       748.549133       393.047455       49.7810822       999.333984       669.121094       925.753662       444.652588       920.712830       712.943420       74.7319412       124.350586       114.191551       815.020325       687.432190       301.124451       962.948853       442.572632       211.217743       179.005432       290.651123       983.995239       886.170654       823.083069       26.6846333       858.339478       666.275574       428.043152       781.103577       798.465759       264.242950       829.177246       108.187088       653.030151       944.228210       191.837738       154.087387       583.277466       746.264709       597.319214       741.907471       46.6045341       219.193390       952.714905       536.502563       874.742188       604.719788       807.493713       110.125992       975.249451       774.230957       844.403381       166.799240       699.448486       133.632584       588.690063       880.927551       203.918365       5.72984123       656.144104       625.350281       147.880646       790.584229       918.063660    
