   241.731018       874.545898       238.886963       311.517090       22.0689411       670.135498       977.731445       650.733093       686.748413       12.6691608       671.895203       730.920471       576.266968       801.273010       982.547913       91.0535965       600.856445       219.713455       164.669189       451.077271       555.410645       895.642456       489.676727       158.984192       257.132751    
   200.463089       405.235260       754.384460       578.202759       407.507965       867.589478       767.278748       924.988098       392.894196       39.1261520       856.530396       272.028534       973.326050       273.869781       427.562103       17.9845085       224.409531       675.224854       154.632996       153.750946       997.364380       709.666565       885.002075       99.6108170       697.238586    
   772.924561       258.200165       789.932190       398.139099       599.740295       108.312546       33.7129135       24.9484196       921.170654       312.527252       545.738342       516.107300       43.7204094       601.014954       620.255310       275.595703       927.843384       722.333862       698.522461       35.3143196       492.466766       378.375092       129.812469       607.831177       139.231491    
   500.282196       146.294662       575.732727       775.459290       562.759338       16.6364670       41.2534599       92.9519501       577.057007       127.370239       758.653992       260.702728       607.645874       544.056152       639.749451       743.466858       624.071167       734.211304       388.087494       466.270172       879.616882       423.949005       468.840668       307.829712       691.408142    
   389.970184       598.913574       52.0364723       808.696411       473.167267       370.968170       771.281860       908.602844       166.953400       606.621582       498.912781       69.6032104       367.619476       782.715820       197.976486       560.473022       945.892212       433.939667       880.714722       416.731079       435.133240       506.124146       27.4364491       812.099487       811.111572    
   169.679123       434.142700       911.013367       878.670532       919.466980       279.125763       418.241211       693.548645       247.893265       16.6485558       16.1778526       461.286377       762.641113       287.515503       477.205750       802.361023       905.600464       62.6581154       963.238831       506.409180       803.978577       827.181274       217.743347       346.154327       167.112732    
   253.721771       683.477356       229.682251       963.924255       561.655518       334.645081       311.427277       438.520691       470.904327       115.583946       315.045837       31.2328625       16.3255844       27.5123100       353.035156       856.849487       623.678528       184.543961       979.857483       959.741211       356.243744       905.040588       323.016052       733.711365       291.525299    
   382.826904       215.978195       834.344055       582.474915       421.881836       992.770752       704.580811       855.534729       172.915161       143.959488       380.177826       284.484833       253.445786       421.845184       601.078979       533.512512       78.8327484       133.105316       684.499451       388.937073       611.404480       322.999268       955.669373       704.917358       630.342712    
   393.204254       49.3393173       327.210724       481.239624       269.529022       898.837891       14.2090549       150.019150       421.198639       953.249512       179.916534       884.392151       987.267517       437.771271       577.857727       626.572876       234.121445       735.631714       114.617416       163.733673       150.040878       67.8878937       251.498367       819.538635       740.922302    
   504.601593       309.847015       986.877808       337.440674       403.267609       128.973541       655.908203       212.615631       767.266907       270.830139       478.928436       289.235504       93.5936661       359.360931       703.984070       718.645630       974.223511       342.443634       399.608429       679.990295       673.638977       684.836182       640.569214       550.735229       502.059357    
   857.369202       989.963196       762.433044       645.343628       219.467422       487.941162       590.577087       430.852478       427.491302       110.272591       997.061707       361.518127       859.550964       498.069305       325.313965       861.634705       667.096130       265.229279       549.950256       414.547455       31.1184177       292.184967       310.855591       988.804871       423.454437    
   34.6989784       45.2778091       123.349335       850.114380       52.0777359       920.530762       320.856415       241.965622       165.177399       287.569733       313.811249       984.187744       22.5152302       132.678024       252.309189       318.964783       246.290970       515.568115       382.618500       182.351089       582.046326       827.359375       96.4602890       920.699036       842.658691    
   751.470642       670.347656       570.071350       831.067566       110.730850       576.105774       567.804810       127.023743       763.943970       785.266724       404.158142       409.298553       210.685715       154.906067       175.636261       191.144455       14.0117817       282.939026       503.386383       38.1512833       120.172195       295.627777       704.212158       333.477997       162.831512    
