   741.848633       340.323120       396.667084       678.001282       5.40633297       87.6998444       263.831512       654.281799       31.3530254       535.246643       260.337952       908.970154       888.110291       881.053589       350.359802       463.325256       817.704956       976.525696       40.2673950       893.088806       267.123444       750.385498    
   435.288177       987.419250       62.3075142       171.556519       289.264740       478.636719       182.444748       520.594482       937.038269       246.988480       780.859009       961.715942       464.544373       795.964050       56.7299881       341.662903       32.0715561       500.068420       379.317627       257.090668       141.237854       714.443726    
   812.813354       287.331665       323.889221       390.073608       963.268738       213.523392       306.489868       355.691589       115.102585       526.704285       491.152435       128.321716       227.043091       926.048218       954.828125       525.718506       590.638733       702.554688       600.285034       928.756836       118.507370       692.886597    
   164.888077       375.610535       474.603668       627.785889       302.330475       408.165070       479.354889       630.237366       86.3877640       287.794342       417.924591       609.785400       343.244812       63.1372757       602.118530       253.715942       735.267883       659.996338       975.049011       141.013016       819.031921       987.629700    
   670.469543       106.793312       309.641052       79.2542114       543.639648       851.801697       900.772583       231.438705       454.750641       76.5299683       945.554138       414.718994       986.407410       19.5050507       302.596222       580.222412       330.616272       91.8254776       32.9421005       296.329224       38.4901543       477.434631    
   980.810730       888.417908       522.760254       749.949402       198.574310       972.562256       542.982727       31.8792839       921.612488       14.3374939       590.041077       317.142609       878.269409       642.065491       48.3209801       914.698853       975.574768       336.544830       43.7723351       491.830109       792.707642       531.418457    
   876.789795       574.128052       110.840591       338.059937       773.183228       536.546021       394.591278       116.632240       165.737961       526.657959       811.181396       805.492126       567.022217       375.484589       707.751465       165.528961       215.514282       369.603912       281.876923       887.022827       895.789673       399.342255    
   769.629028       259.216705       208.099319       972.466309       939.570862       319.348633       601.867432       871.268311       890.021362       319.596283       998.232849       371.238495       385.978088       151.362122       781.603516       628.573303       149.469482       578.718201       246.256668       114.316895       273.005249       702.437927    
   78.9493408       117.574478       440.578278       405.700073       271.231293       146.571426       915.666138       233.257278       574.210022       608.805298       253.687424       369.943695       814.413574       758.337646       787.371094       2.44337177       79.9798279       445.269043       275.453644       306.358521       750.507996       920.518616    
   50.7121887       588.289368       329.715057       697.823547       229.899536       974.386597       807.735718       538.720642       487.808319       862.633545       885.059631       853.986633       434.462463       580.597839       773.253479       108.975227       18.4094810       753.241516       322.668488       46.3375359       971.425415       708.551514    
   770.269409       311.105316       145.788116       684.512451       519.836548       57.6018486       472.490967       890.464478       689.601501       481.309174       712.591003       977.318054       256.053802       866.742432       757.720276       943.014954       406.643494       43.5202789       940.519531       801.662415       480.492737       926.327698    
   953.855286       225.371613       614.118408       675.340088       8.00618839       466.266968       777.458252       177.066528       741.353516       626.690979       41.6988564       381.428864       856.202026       195.891510       349.945190       97.8464355       341.893677       633.504578       965.408447       367.811493       877.330566       1.12468731    
   866.405212       591.720215       596.020874       780.023071       591.787781       13.7759247       1.27515769       91.9991150       688.106140       788.498169       507.528229       655.285583       900.379822       203.323990       59.7885208       7.28015566       97.7611084       159.727783       678.337219       659.463745       992.685730       769.557495    
   108.073235       949.580750       863.361877       313.835052       908.187622       864.948914       758.522644       490.098022       428.748993       910.115112       424.054535       909.384399       860.797913       78.1472092       488.869354       322.947235       112.088539       884.345520       125.481468       863.254089       463.100403       778.587585    
   41.0329628       451.593567       114.832489       756.703247       991.261292       472.914276       375.136597       538.921814       700.977661       53.9759712       311.188171       2.08360052       537.507141       605.202698       176.511093       356.654663       863.659729       347.023315       152.383148       372.605042       587.538452       772.337402    
   178.934280       80.4139099       281.228607       207.747406       955.138977       510.609009       729.914368       586.556641       250.432205       955.908081       520.659668       450.175507       288.626312       548.686279       987.896301       202.806900       838.684998       906.387146       284.834045       610.311279       25.2793713       390.165375    
   308.946167       166.190979       244.746140       985.454773       279.037933       843.572754       652.913086       700.469360       331.748810       606.921814       460.027008       937.367981       502.921326       836.382935       547.961975       414.244232       348.246613       798.551331       102.234489       657.731628       827.084656       103.994164    
   819.546631       230.757568       227.973312       400.690796       978.832825       467.552124       411.245270       254.463104       858.557678       298.234314       550.671082       562.673645       286.212036       408.514404       291.412598       387.256714       100.088127       466.751892       150.364502       7.60437870       744.455261       773.142273    
   90.8896103       45.1933746       576.825500       67.3534775       182.684006       347.410950       226.534760       196.145172       228.056854       804.472534       389.980133       868.028687       692.811157       363.246613       74.9208221       854.386230       347.533264       523.441711       868.885010       350.427551       105.312012       685.884033    
   725.018311       966.660706       636.082581       590.494629       599.223145       937.917480       545.833130       526.654358       156.915298       253.666046       472.689178       980.185730       320.365662       912.257507       237.088104       659.679626       743.910522       28.7981853       818.264099       244.247330       476.492035       131.841293    
   957.810120       967.975708       488.709839       63.3908768       343.468536       570.007751       724.658630       46.8047256       400.147125       613.227722       994.299805       644.330322       975.207336       528.138916       769.176514       412.307434       302.743011       366.900513       363.695801       164.494431       426.827545       783.331238    
   523.593506       536.239319       664.564697       554.297302       251.643295       847.695312       75.3671112       443.939240       540.160278       768.752563       253.889160       12.8435678       413.059967       172.137680       250.577026       943.535156       194.165710       571.618774       684.690674       21.5809097       527.651672       102.000656    
