   612.881775       760.566956       246.540878       231.277695       813.006531       194.301422       221.811523       587.040039       590.360901       890.382385       484.021149       595.152832       508.016022       6.94551277       301.201447       592.286377       454.172424       83.2879105       613.123352       913.640747       671.531372       367.829834       796.889832       311.694244       326.348511       264.040863       912.282532       221.961990       117.176598       64.2371292       334.909760       627.093811       213.686905       383.298676       192.540909       96.1655960       970.723450       218.239594       547.608398       395.210968       920.055664       887.727966       983.071167       628.208496       410.680359       948.557739       781.322205       565.114624       985.449036       125.104607       377.916656       24.7757988       347.911621       580.629517       33.0301094       973.850342       865.289856       297.567230       222.191483       594.926514       401.092651       676.095764       722.488159       802.534546       723.065430       135.648422       858.669922       421.613434       206.634872       831.248901       621.971985       963.903748       578.724670       476.873413       14.2328730       433.003479    
   771.430603       559.318848       194.440933       328.582092       684.053101       184.540085       972.991150       858.496826       271.959351       658.497742       85.0439529       916.634705       313.487244       778.677185       352.910065       949.612061       972.964172       111.978676       410.906464       472.310181       157.235519       227.722565       985.030884       557.019470       350.145020       514.432617       432.262939       686.277161       649.612671       169.357712       541.042786       637.680908       618.955017       317.696716       929.858765       395.475769       479.160492       391.324158       568.894043       995.035034       318.698212       142.369690       930.291931       233.805328       920.722961       565.238953       754.363403       902.520813       300.810364       15.5776377       902.801270       540.519714       192.069794       230.860107       279.668121       744.875549       597.237915       544.018677       550.790161       428.203796       887.874329       800.080444       502.544830       922.161072       483.007812       991.318970       576.309814       896.028870       941.046631       246.892731       592.605225       421.899170       267.777863       469.643463       20.5631065       304.368042    
   64.3064423       133.655685       366.025085       806.315613       936.591980       107.019821       231.809738       571.071594       767.308838       536.089844       606.315552       527.982727       472.943634       318.786591       174.380219       125.190590       937.619568       50.8157959       738.179260       190.918076       827.530273       777.251648       165.537354       870.867920       621.301025       103.157852       555.053528       271.188049       909.443604       478.430420       1.54739761       948.759033       748.782959       272.173584       104.305107       534.358215       436.005219       482.699738       845.395264       416.354584       49.7211227       818.058960       47.0716629       745.166199       891.901489       961.512512       55.2638130       981.210876       128.064529       786.244019       735.815002       51.6534767       4.76818848       620.709290       744.093628       531.771729       784.954163       512.566162       255.686157       803.053284       609.629089       250.551773       886.670105       150.870041       411.105499       647.377319       334.893463       840.964722       692.524109       680.785583       795.965515       436.414246       386.411774       943.713623       779.959534       921.793518    
   456.726074       326.496948       74.3757477       992.491394       108.024055       273.677704       911.912354       223.437469       263.575226       29.1439037       989.129028       409.590912       293.999695       613.082581       167.534378       271.457397       705.713257       692.795532       843.029419       828.220337       235.942993       368.843414       207.904190       544.737244       409.951477       108.672318       510.417938       696.623962       842.812439       951.362122       950.430603       481.051575       127.337006       264.679901       656.992004       770.002136       990.615173       294.734009       60.1111946       215.093414       946.829102       689.045166       117.957710       805.634338       333.372925       719.883545       38.4958076       311.487183       684.627930       149.166580       463.235229       433.339569       946.888733       964.612854       526.971313       640.921143       568.202820       283.702759       453.283813       712.764465       77.9876251       627.253723       293.209595       34.0064125       232.732498       919.915283       228.231796       955.542542       469.313354       615.112366       446.589355       151.465317       265.130554       607.555115       786.893188       176.736465    
   919.510681       559.662292       869.658203       851.630066       188.109146       25.5642948       381.241180       924.362793       717.039246       426.968842       316.058167       498.025909       465.640656       466.579926       792.608643       666.154175       942.243896       947.179871       384.826080       774.150513       47.9083328       357.865204       417.371674       479.101349       441.655212       62.4483986       309.289215       875.415100       974.152222       500.998108       811.099121       849.386902       777.960083       515.153687       947.321899       667.236511       853.994873       919.317749       220.554352       968.135498       591.916382       51.0705299       823.088562       244.677597       489.802856       991.534546       722.066345       118.976288       99.1173019       151.716949       842.012695       659.580627       519.259888       60.7872696       197.258667       87.9479065       678.830383       710.272156       519.140381       205.938965       187.037643       307.488556       768.460999       547.249023       276.654175       356.851166       557.479736       435.044281       636.075745       943.684265       681.635681       761.794922       88.9180756       728.314941       555.859192       810.313110    
   601.745850       761.155945       312.243896       646.657104       311.241028       532.103699       994.305725       954.750732       762.269409       918.223694       153.737976       838.888367       599.671936       170.848358       673.047363       691.707397       35.0286217       661.130981       909.661072       377.005615       998.135803       618.850342       610.469727       755.168701       905.566162       387.882050       856.970093       878.419006       515.203369       573.843018       646.766602       65.7691650       568.898804       42.1896858       499.751831       406.312622       373.417084       427.661530       327.985626       530.609985       707.418457       941.275696       896.413574       393.680359       554.971619       188.098907       429.950256       816.594299       23.4232330       569.924561       451.268829       818.667847       248.534805       793.349487       50.9373283       360.378906       262.798889       699.512512       792.541260       23.5651894       263.502045       378.135071       783.978577       726.395508       732.456299       198.025421       647.116150       501.112732       959.953430       932.932434       571.098877       140.979904       398.678040       965.811401       827.846252       624.895630    
   427.120636       783.362305       897.533875       844.356995       925.713440       184.246948       548.741150       415.501953       524.897278       222.014938       561.855347       669.928955       252.747620       508.275146       505.915558       710.972107       132.246552       893.343079       263.425293       383.501251       880.907654       786.218323       153.739334       959.416138       52.9331017       821.584351       182.692337       431.520599       367.961792       516.838196       909.959961       669.070557       829.986023       452.477814       175.739868       912.026123       614.491943       971.371216       180.424988       676.640747       771.868408       244.989319       386.746399       324.136871       413.054474       785.969849       879.241089       668.004333       883.183899       879.854004       423.704346       95.7285995       439.743286       153.742203       920.751404       605.530640       140.509323       478.894562       348.486328       415.510345       434.240021       424.260498       45.0993538       805.476440       575.273987       336.214569       596.973511       766.987488       72.6488190       279.920227       371.329529       281.224670       830.630798       819.293274       922.160156       198.167496    
   406.724854       171.441956       312.666840       709.175049       384.992615       692.555664       517.777527       369.015503       958.331238       636.613403       779.698914       148.843781       406.088135       561.768005       795.928467       818.978516       13.0068407       897.674622       305.677307       41.5130157       874.179749       14.6725531       208.486832       917.496277       794.762939       706.262451       166.086243       620.439880       776.235046       488.457977       452.791016       367.153412       704.337402       708.258057       745.132446       119.229538       733.635803       42.6735497       634.651672       656.652161       260.531219       282.422974       466.005859       928.487061       884.992859       310.264069       279.911407       401.294342       778.800598       231.898453       175.934937       758.182007       12.8520231       184.382050       131.670334       974.384949       693.014465       309.607819       186.678223       763.760437       676.194031       67.0393829       617.756531       268.017822       866.311584       237.158005       327.691254       788.150269       784.209717       13.8612518       990.985901       861.145325       554.484314       452.519989       86.6361313       786.543579    
   266.100006       258.216248       670.937012       472.843536       325.949066       973.351379       950.578064       140.714935       922.380615       672.379822       306.263306       499.618622       776.439331       584.176086       552.682068       880.006714       252.339432       647.980774       539.470154       814.400085       259.592804       60.3553886       833.619812       368.831635       937.664124       783.687012       978.574036       912.709351       952.893066       253.019913       750.247009       535.529358       897.325806       387.606964       524.887024       761.374084       795.085754       794.389587       649.407104       433.720184       683.390625       389.723175       516.995422       769.105225       642.204285       298.878876       528.187805       776.246948       615.838318       796.591064       753.745667       715.295227       920.508667       950.684998       38.4915810       16.8765526       711.140320       59.8254967       36.2336349       102.753128       368.411896       309.101044       565.778137       872.487000       232.269180       724.860718       542.423889       937.626831       593.981384       899.357971       458.426300       382.374969       473.012573       422.027130       390.468933       480.674011    
   584.284668       742.497742       900.317993       769.452698       621.529968       691.610107       326.828796       872.466370       540.628296       509.074371       462.429932       264.661743       240.385590       564.757935       618.945496       813.222290       612.468872       338.614899       587.876160       793.600037       87.0892105       749.896606       759.524841       267.890625       493.236115       107.706795       917.921997       492.637085       848.111633       448.323944       861.693665       17.5698357       257.254944       84.4469528       847.788940       496.575104       331.380768       68.0735550       90.0591965       677.534180       138.250900       703.930542       369.057892       723.471008       246.304306       243.448944       281.305664       139.893219       670.973511       578.251526       215.602646       430.601685       44.1245422       695.953125       67.1606750       870.051575       371.519897       506.523621       928.901917       209.637955       634.125549       227.246384       971.735718       796.134094       182.149536       247.107574       420.661957       152.357300       98.4832077       416.268311       514.576782       50.5362930       996.480835       672.683716       248.135086       966.375183    
