   170.240875       555.025085       493.376617       577.672791       768.191528       990.678467       417.006897       303.547455       66.0709991       760.258240       961.421753       923.619629       386.921356       540.710205       497.535675       909.704285       35.6749840       794.177124       31.1394958       951.702698    
   458.758942       739.324280       11.0566216       63.7560081       803.368408       553.511353       48.9598389       840.639893       949.397095       32.6053772       369.536163       216.717392       986.172852       117.255554       944.415833       193.975769       425.455750       792.492615       304.516327       843.675903    
   631.179321       595.087830       667.641357       216.867615       618.365967       635.905579       133.044037       332.183990       308.863037       737.430115       363.042175       428.692017       954.983521       160.810730       455.394165       371.649353       726.597351       337.264191       954.327087       665.149353    
   401.923004       747.989685       257.496643       346.997406       337.283844       496.214722       681.401062       774.302368       111.823563       720.846985       779.144348       720.309326       154.074280       86.1946640       704.046570       182.164825       367.847229       101.696320       35.8156891       292.181427    
   678.635376       799.738770       300.511902       399.449097       986.462708       240.505692       572.347351       336.485870       917.311279       702.759705       309.298737       469.615051       761.916382       402.215790       639.435059       722.703491       82.4292679       63.2338562       778.408936       391.859314    
   937.305481       807.797852       349.002228       501.875549       2.64034677       719.310730       532.234375       561.760742       684.914368       999.714722       651.482910       299.571747       143.615723       392.887390       80.6211243       705.611084       419.878998       358.082916       262.569092       693.016663    
   458.685852       77.0366364       781.548889       262.816925       180.188599       986.180359       756.719482       364.491150       948.241272       31.0107594       335.049042       916.513123       588.828003       556.072144       344.139801       641.977173       348.738983       874.184448       446.357056       981.361694    
   148.253220       517.289368       437.744354       3.62331629       78.6965714       644.855835       930.093018       853.658508       648.613770       444.054871       171.978409       914.376465       278.788269       153.196167       892.064331       577.885071       95.2879028       266.933685       188.071167       922.727478    
   828.432800       686.390259       338.988892       799.997375       790.877686       806.967896       401.352020       826.065613       449.231598       225.825104       255.863068       769.016724       27.0034981       726.176819       780.418701       967.450378       853.349304       726.450439       359.357880       353.971222    
   636.081848       875.883179       870.353455       621.776794       892.878418       988.295959       5.40407038       158.756668       70.3576431       499.838348       294.177979       309.495880       535.331909       187.416107       926.807922       731.867432       95.1688766       740.625183       414.365051       92.0163803    
   224.952942       204.860184       458.986023       251.096375       3.35327959       436.514862       888.026306       275.057587       973.674927       535.101013       471.252533       488.736633       59.9782295       768.432800       801.577637       927.731995       631.998291       613.980591       197.751755       932.817322    
   139.073807       694.752563       586.515381       93.5503769       873.184998       153.703903       137.272629       4.83386707       756.852722       39.2818031       653.273987       294.325287       436.748932       898.001648       640.170105       249.080719       211.820999       838.716797       194.511078       378.930054    
   12.5759726       967.658936       900.356323       144.587082       873.691833       721.806458       296.159515       402.392090       648.803162       978.404724       258.677460       707.086731       163.118759       881.992493       646.649536       197.673630       76.2714233       816.016785       175.162216       916.136719    
   305.338440       762.268250       190.014236       363.135620       914.525085       241.331406       60.5050850       865.365417       751.961121       800.690186       421.492493       214.285278       749.519897       733.777100       914.617798       406.838867       200.764740       546.220093       392.473694       775.289001    
   45.1012001       76.4748840       43.4844933       113.417168       897.917297       843.360168       621.144592       364.185669       591.828857       153.952148       221.970398       477.792267       852.206604       109.196732       26.8415947       570.801025       294.825470       614.138550       206.828201       401.828522    
   240.985153       883.350464       273.877045       933.052185       293.348297       165.933456       803.184082       128.555054       71.6537628       651.372742       312.356537       507.392334       585.336914       461.804352       237.644669       428.828674       273.761963       499.425629       951.410583       377.770416    
   887.103516       324.041595       866.913574       624.927185       765.022217       396.171600       454.116089       550.550232       112.479446       552.376831       195.545975       548.655396       38.9105988       37.6966553       196.757004       524.066956       806.185791       198.846619       938.570374       571.344055    
   808.296997       818.829712       279.000427       735.527588       253.512299       320.136230       414.879364       770.801819       352.368805       484.302917       68.7576675       348.970032       822.856323       706.933899       890.533813       181.356094       48.5541000       842.518921       550.982239       565.896545    
   977.002258       313.881378       941.172852       807.278198       393.590698       360.303772       550.500183       833.717407       504.281281       665.430481       460.155853       373.623627       339.084595       16.4222260       709.758240       351.155670       697.838318       179.261002       536.590759       239.615021    
   506.476227       672.849792       350.118896       706.087463       598.496155       195.077713       689.143799       91.1655426       768.911743       753.729004       437.541534       859.611145       888.677002       805.050781       183.201279       220.012619       971.307556       737.665894       974.983704       928.947205    
