   892.882874       415.927582       192.671967       703.297546       855.599915       986.279297       128.400726       440.017944       810.109009       117.004990       208.308853       276.027527       747.854736       662.136353       98.6722641       511.850311       767.127930       153.495865       640.591614       41.9203644       59.2916183       558.790100       560.009216       332.638611       106.501366       729.163940       246.630432       578.328918       68.9520264       673.051636       63.1850281       824.086853       940.124207       739.966614       38.1543198       120.834930       730.708313       56.4981194       847.700928       18.1643944       554.748657       774.374573       368.334412       299.399323       115.176247       632.668396       478.910400       729.216309       454.785004       978.555969       735.041870       325.309326       280.798096       756.997314       99.4117584       58.8302612       930.635132       335.608948       849.156921       467.330322       676.837891       33.0905495       288.293030       449.562744       139.738388       172.351151       1.37918282       847.636719       348.760590       61.4949036       692.007019       643.815735       207.943192       241.038208       59.8098984       610.652954       282.966309       139.598709       937.198486       997.930725       918.338867       942.823303       682.841797       15.2602034       936.678955       323.627411       205.296234       191.451950       906.924500       714.487671       895.015015       223.430618       16.4338951       619.287109       994.394043    
   181.805420       825.611328       135.282761       148.776321       524.264343       671.649414       626.596985       244.659378       647.911255       81.4576721       292.393005       892.254822       205.290222       46.5266495       648.417908       10.7391272       887.499756       864.722839       679.687073       70.1247025       604.024841       533.123962       623.519348       582.351074       222.293961       241.201294       884.200134       603.077637       12.7326355       60.5742188       328.873444       698.196594       707.113953       931.296570       889.524719       416.894531       466.858734       78.6601334       924.924805       970.841614       778.666077       483.556641       456.842529       342.551605       117.532143       860.122986       820.077576       14.6037197       531.465820       302.861725       580.054993       93.6788788       277.006317       440.727081       879.772095       133.254959       924.909912       239.624130       314.030121       883.546997       351.196289       681.955322       554.258850       479.524200       906.114441       551.375366       109.496841       18.6587963       481.811310       663.835571       240.553680       55.9255371       504.349701       771.200500       384.203003       157.153595       570.763184       152.433395       317.061737       88.1327896       588.865295       651.354614       335.388092       530.862610       696.594543       514.211426       222.817902       65.7814331       765.838928       51.6314468       260.524689       475.715851       866.006470       299.014282       697.986633    
   791.728271       409.031128       373.421173       727.793518       50.4104729       202.891571       243.058151       978.886292       998.312683       757.369629       10.0110703       265.804169       691.193115       354.903748       691.991699       827.170105       37.9075050       581.166809       974.489136       102.634567       606.174072       65.8240662       172.535919       535.254456       739.002686       56.4483414       500.442230       478.277374       913.401001       630.306458       785.554565       203.971237       287.201691       343.666046       186.530014       59.0870781       257.205566       238.305923       233.940018       384.921814       953.534912       773.793213       850.295349       335.421509       371.270050       327.067627       366.507996       201.156845       936.559265       514.616638       573.235291       515.929199       311.335663       260.773804       607.859680       773.087036       977.007629       454.316498       212.515472       98.0962830       219.173203       24.1345577       323.555603       535.968323       293.551270       294.516846       618.207947       960.447754       245.344437       13.3139734       445.094818       772.057495       798.539001       425.398773       129.622345       307.369781       951.232788       880.091919       948.419434       175.235153       178.782852       81.1561356       308.532867       407.177490       794.010742       220.231323       576.271240       574.495361       850.268982       6.98951626       349.700989       510.047211       405.319092       203.304214       491.277557    
   223.594193       564.681030       505.623657       225.062393       91.5678864       198.269501       951.481689       456.559326       338.158661       476.604340       824.600769       815.035950       695.481201       305.247284       407.760101       564.693359       820.206360       47.9419174       112.101997       930.432251       941.687073       687.631592       273.176147       525.255859       424.775146       398.859833       336.137115       458.563385       39.7618561       855.525208       765.199585       722.564758       432.174377       967.766846       358.108032       283.852631       994.482666       807.550781       941.481873       606.482971       861.583618       807.825623       963.846741       657.918396       370.035461       373.576416       765.947571       103.374237       753.066589       798.342590       653.180359       334.724274       70.2831573       891.697144       364.439392       742.861572       916.893494       896.622192       110.259552       568.313660       614.450623       394.616608       330.507233       873.116028       762.284363       473.604919       168.900513       386.440277       299.224304       215.163269       764.661011       798.166565       529.086487       666.248108       170.531998       763.432373       212.599380       13.0956221       805.407288       198.952667       15.1991100       423.737213       337.553375       340.935120       418.020233       154.227432       559.105774       200.620285       638.771851       797.313477       359.905060       115.107651       860.904541       181.010910       987.141785    
   507.259491       73.2950058       866.085815       915.966492       184.801300       401.098602       463.953644       135.152649       686.338196       127.008736       584.773926       510.644989       915.280212       869.459656       986.322144       968.456116       500.802429       376.369446       713.895752       92.3947906       380.064209       423.311218       382.451721       136.948654       838.218140       863.916138       26.7189922       183.000610       117.438835       765.736206       362.952026       983.706543       578.550232       633.870728       670.209473       794.410767       620.351440       245.568802       960.524170       19.8917961       648.443848       782.434021       459.312286       623.563171       919.365540       325.423401       748.029663       182.203827       3.35185051       432.240845       14.8757210       500.834106       892.290405       59.3747406       851.015442       299.978271       485.901642       216.735260       497.847931       378.517151       196.477905       861.214844       448.812531       851.453186       996.980591       706.862976       415.455994       618.049500       252.244583       933.434631       714.846436       288.572937       983.519897       556.711487       858.695129       514.033386       820.181213       776.333008       133.411560       741.423828       677.817139       93.1550598       525.916504       10.3398781       476.805725       448.427612       385.506683       724.854065       988.290833       631.762695       782.265686       807.580200       225.808731       496.727234       237.196365    
   400.174591       115.180771       825.577698       234.293472       819.045532       990.651489       465.959351       673.876465       834.772156       117.205658       447.555939       209.968201       235.856888       187.389557       982.273621       337.149780       192.360260       619.735352       543.074280       420.574524       890.274170       954.569885       564.220215       754.581116       95.9502792       678.631897       925.664062       914.601685       235.713745       389.464050       662.192322       840.160583       238.956451       548.942749       109.037689       796.185730       124.419601       614.070679       488.048706       607.278137       179.163589       145.483536       762.565735       264.861816       179.764755       588.019958       607.619629       19.1074085       448.957886       852.046936       630.191833       140.586319       73.3427582       75.4711380       641.861633       267.576660       677.210693       799.658936       533.287659       204.454086       955.591797       322.768005       114.120865       32.3040161       996.125000       445.298950       544.949463       243.878082       693.809692       428.064117       194.690125       902.276672       88.7146683       340.075531       197.200424       22.4700356       522.066956       163.134537       779.799438       506.844116       406.435822       788.928284       765.821594       953.932068       666.587158       14.3517847       979.074829       732.598389       494.701019       35.9280472       255.221176       864.938538       865.522888       22.4153728       780.155212    
   232.053757       247.354675       882.566467       129.352188       910.406189       455.019562       836.135315       354.502045       878.586731       329.807190       334.604309       101.082886       543.910095       353.428223       734.567749       387.936127       657.351257       509.785583       803.798889       722.598816       626.949707       873.553772       922.446411       513.046875       764.961731       845.690491       534.591309       622.723816       838.529236       895.570312       827.624207       37.4591293       821.321289       50.8864174       399.742767       667.281311       565.938171       483.919861       236.849152       300.595642       565.291809       55.5994682       476.537537       767.126526       515.556152       552.660217       270.977692       860.816528       509.772339       480.820831       610.908325       965.124695       159.039383       68.4644089       102.293495       667.102539       742.513855       449.379761       269.397675       864.698975       714.670532       801.737976       343.014099       314.588715       781.249878       880.837952       839.827942       547.344055       939.650635       206.606277       188.383362       397.215149       493.224121       59.1131020       97.7416916       148.706589       232.176056       33.9590721       291.467865       963.505127       345.383514       562.102539       925.387512       196.788498       401.089081       4.42580509       140.210342       571.830139       622.177185       876.171021       449.162292       706.421631       399.450470       160.585297       779.373047    
   212.581146       323.370178       905.096741       689.317627       158.562195       784.503052       396.270111       892.466309       442.080658       590.726685       827.403931       462.353485       270.138641       342.576416       444.284790       43.2265434       323.898529       7.95366955       618.959412       872.964417       59.3003693       291.641663       634.764832       520.384338       25.0305920       187.163757       434.980988       287.061157       732.691345       581.778931       325.900421       25.7944355       906.295410       812.528198       843.776550       413.846558       318.379364       485.456238       355.068207       621.784973       396.372803       697.465454       717.817261       655.491821       527.260193       208.359283       578.225342       611.653259       451.869019       514.765442       422.410614       956.168152       668.695557       192.250336       279.929565       244.267395       56.0297394       912.700928       643.455017       288.322021       75.9906693       772.572510       811.178650       470.360931       983.281189       259.544556       669.780518       233.720947       386.738770       878.836975       47.5095596       317.731689       796.179565       654.631409       388.064667       436.677307       124.387741       912.679871       40.4145889       533.843689       263.190521       886.934204       547.038391       631.725830       331.374329       703.695435       779.225769       121.478073       850.516602       412.466125       229.709702       112.243889       342.694336       783.036377       104.615334    
   50.9160118       499.838928       841.487244       779.825134       120.962234       923.162720       320.467712       78.5962372       709.616638       596.199951       804.107910       777.035828       725.624878       311.185730       659.739197       83.4319534       143.256912       40.5170670       808.761597       294.993103       495.293732       408.335052       953.719604       812.571594       500.724548       977.825317       917.264465       828.394958       244.410355       626.405945       692.169128       72.1800842       738.841125       165.401825       93.2335434       247.087799       752.194397       466.493591       502.653198       102.851669       262.601074       310.569061       148.969666       839.663879       346.161804       766.268494       787.220520       193.980469       450.607513       349.146942       708.189453       97.8653717       991.935303       395.240265       721.396545       123.473015       735.377930       417.824738       406.892822       533.092041       425.086395       839.493286       321.527618       716.053345       515.668396       597.823608       852.193970       185.116364       635.012146       332.759308       644.487976       895.904907       199.576630       184.205795       138.805084       240.473480       556.936707       816.175781       196.720734       457.769043       990.438477       893.604919       682.291199       435.016296       39.8733826       396.189880       328.862671       380.378723       352.317108       806.612915       621.591187       760.941223       888.684204       886.313477       218.821655    
   560.360779       489.973816       553.190430       573.123352       658.439758       993.531921       299.575684       484.850494       879.946899       749.674133       200.367935       242.921082       694.253296       169.046341       73.1212540       573.098877       858.104919       511.499695       822.477783       718.704712       517.286621       947.340210       819.840393       427.670105       871.622070       745.858887       845.034912       111.421272       852.828918       232.711365       949.928772       120.773003       838.800171       790.508301       437.379089       888.951660       45.0384407       975.670410       409.685486       420.401550       833.244690       363.531036       661.612427       452.411438       349.558929       391.864838       454.055054       841.665405       465.244263       543.979004       597.312195       62.0759430       772.366455       164.225876       822.290527       96.4640961       699.884949       846.081116       632.866394       647.655579       863.097473       947.755249       726.342712       516.133423       164.371338       740.252991       917.737915       328.989685       376.043121       404.469269       900.134094       664.066467       484.862335       696.757385       891.283020       51.1221581       314.308319       470.179474       276.621552       953.095154       882.750122       721.779419       259.512482       384.759735       242.407745       81.6763840       430.236603       624.870117       889.084900       260.840149       664.499329       69.1922302       234.936920       948.137329       273.031799    
