   366.207550       295.631409       292.583496       40.5111694       867.385620       68.3905182       506.203766       208.158798       42.9288788       284.930389       931.757935       815.267151       699.039917       98.5992661       798.127258       397.652802       687.626831       737.024841       448.736908       35.1521759       685.285767       26.7794304       528.584167       961.171021       416.157379       161.959122       610.774536       893.194092       475.218536       730.659119       311.618256       426.516113       271.631317       677.430054       807.982300       333.564636       277.380981       767.733215       519.790710       625.906921       737.385376       878.916565       870.411255       728.071838       509.686798       911.745483       465.554199       613.039734       657.361877       535.560425       370.298584       270.851501       858.660828       722.524719       681.209106       113.301353       507.154144       336.129730       268.853607       221.636887       872.362732       407.034760       414.244904       252.162704       608.025085       694.115540       751.617676       991.288208       282.553711       706.235474       259.033966       949.584473       193.115585       345.834137       759.544067       160.098328       695.023438       51.7435684       801.186401       576.607727       358.414276       638.713440       353.005096       389.624329       886.273315       186.531982       757.010437       112.702682       521.472290       449.457397       338.765381       180.446655       711.351501       11.4967184       923.103394       228.490341       183.586472       885.263794    
   98.4595108       82.9034882       374.825195       676.282288       275.540497       486.223053       675.896484       479.565796       712.660889       920.193604       489.301849       244.276855       982.939880       629.992676       824.395569       179.322571       570.013855       2.61837459       503.186432       779.495728       177.708954       319.772949       341.627991       52.2036743       987.391602       340.317291       112.870003       233.602402       821.008667       941.093201       789.505798       865.015564       909.171082       128.097397       349.455444       273.588257       69.7931595       345.789368       995.809998       850.722107       475.173950       316.320221       836.841187       979.223999       714.006836       901.712952       200.347626       346.311707       57.1070900       773.253601       832.086121       297.439911       736.876465       4.37096405       663.835876       478.492981       547.805481       441.543854       93.7517014       926.730713       978.058105       994.919373       790.762451       538.300232       435.083160       373.642975       813.614258       267.288086       611.716675       25.3659496       610.935547       260.009674       224.192734       179.726639       659.100342       986.563416       331.828003       301.251099       792.087097       650.912964       354.917908       868.986694       329.811768       456.441132       246.965622       823.164001       541.129395       186.811615       112.130157       151.280182       145.108170       41.8278313       206.395493       437.783997       473.786957       443.254761       389.681976       256.801453    
   716.612244       219.847260       209.009827       138.403687       632.458801       527.531982       563.177490       540.439209       92.9814301       652.990173       943.548828       363.255707       314.043640       647.204285       672.271301       994.587585       626.726318       762.004639       329.992554       123.555122       659.289062       205.727341       100.836784       793.644226       967.170959       538.601746       431.108887       812.761475       564.641907       255.491745       998.195679       111.805161       198.532150       518.418640       222.754837       468.678223       390.029724       845.895691       138.662231       438.637573       501.648926       169.624237       275.797150       678.643127       558.621643       683.367554       63.3941498       316.810394       540.060791       682.147766       934.221313       808.412354       24.7497177       211.354584       981.795044       963.839661       361.491028       586.849487       494.333984       847.471558       613.721863       620.861023       1.24097872       357.149902       525.667969       475.001801       561.518494       407.191498       611.010864       733.545715       417.226074       863.194946       998.170288       209.793320       831.384460       720.188721       464.152985       184.027817       912.650757       346.056427       572.524780       681.653442       301.229797       57.9501266       377.979340       823.916565       316.933533       406.499878       841.452820       114.460335       500.547272       675.340576       710.752869       206.468491       99.2866516       377.679840       51.9162483       685.326477    
   613.605774       939.667053       942.916626       288.771423       776.943237       57.6139374       404.985992       136.031174       999.598877       283.451172       845.335083       826.211243       976.071289       930.760620       519.630371       627.795898       119.461227       589.235229       691.722412       552.562500       19.0419083       214.147659       552.787231       871.306152       804.459839       86.5251999       338.633942       744.096130       648.555969       81.5113220       606.054688       440.689972       635.636597       124.061081       410.785797       336.213745       496.225494       688.707764       503.781891       121.045120       743.307739       485.856079       557.824463       565.091675       944.542480       350.627930       258.271149       405.667786       941.156433       663.037598       792.268494       300.230377       800.400452       148.248810       548.011536       243.842300       350.810913       719.159180       852.087646       527.619080       441.843658       973.610657       426.921906       160.860443       336.637695       553.661987       296.763916       186.208893       503.101990       998.157043       497.498260       974.630127       539.003723       910.549683       934.837402       496.473389       269.958466       281.655609       589.251587       735.138855       72.9492264       925.952332       393.295715       443.514923       826.616211       447.769287       39.2111855       547.007141       546.110352       192.609924       279.038361       594.029602       724.327942       720.812073       881.561218       692.925293       193.308029       361.161743    
   97.6205826       162.721527       586.532898       332.012543       270.676697       567.068115       948.694458       674.866028       752.475403       825.226379       438.809479       161.631256       7.20358086       1.51732731       74.6500092       947.423035       62.7903061       347.980011       821.426636       954.543701       96.7346115       462.525970       159.258209       757.246216       428.298553       282.031097       390.094849       471.869598       960.309448       6.42133760       936.967041       376.754456       195.881744       235.597397       262.283173       446.134735       611.742188       309.143677       571.890076       854.556519       454.287048       117.445030       447.047241       220.167374       423.227631       763.628052       535.504578       857.119507       774.602661       513.310425       275.153687       201.454681       951.028137       995.761292       572.058044       663.277466       219.066086       839.902527       169.359192       835.067627       201.939316       387.444336       181.227600       735.353333       633.979065       237.426437       579.994385       699.562561       652.603882       44.0196228       127.366486       551.672485       393.376984       104.444977       743.116638       309.360352       507.731567       995.027588       698.831909       630.135132       80.5780182       798.169434       433.805511       538.079895       13.3140335       551.696411       331.265259       452.683319       236.774963       311.617889       361.221405       289.432251       294.304443       978.463013       889.509888       313.803253       935.065979       611.072632    
   660.392944       621.127991       714.688843       719.752930       955.073486       252.941437       68.4191589       631.266418       4.11497974       969.758362       278.054840       337.867798       718.401184       899.181335       765.393188       435.488251       952.334167       520.933960       261.361053       617.128235       452.042480       776.261169       889.695618       452.260834       195.146179       435.062744       849.211426       440.481812       101.366203       729.647278       386.217041       510.035614       763.311340       838.848511       944.569275       426.536438       128.726318       968.998047       352.908813       175.057480       127.150398       499.791779       353.074097       507.701141       503.763123       320.103729       384.869080       942.187988       224.267639       847.779297       968.361694       274.198425       363.786194       310.102600       457.507996       787.197388       570.906006       224.687851       883.676819       259.996155       226.489807       937.882385       275.104919       999.136475       733.617188       48.7229080       504.093842       494.003632       38.8265228       288.837616       997.090393       423.075439       142.895416       440.088654       12.9235964       382.569977       721.365417       381.748322       363.845917       752.229065       246.801865       67.2302780       748.746399       157.501816       377.936188       496.204834       387.241211       703.332825       800.755310       749.986816       362.914154       411.046265       936.314331       822.184326       161.056534       245.865463       807.028809       527.634949    
   225.011292       339.511414       944.956421       635.419250       597.075989       623.217712       433.115082       596.344299       722.840210       480.316559       950.871155       800.964233       599.185486       222.976761       10.5599566       568.479980       703.245483       325.009094       549.674744       731.519653       911.387695       161.211288       251.840393       210.803497       56.3204384       302.205719       415.591980       448.254456       859.108887       456.744507       552.327026       950.317505       11.8502970       257.607574       325.734070       288.785400       584.585632       843.610046       180.774811       926.748535       54.1990852       314.957489       996.764587       987.015625       595.221985       934.301025       320.464447       763.866516       731.775940       122.466881       475.865570       655.333557       786.764099       305.204071       925.013794       538.855774       469.749084       660.181641       128.491531       546.563904       581.583801       801.071106       533.026245       36.6117439       32.4048309       281.487915       930.291382       711.279724       223.511902       431.029999       86.0065002       972.340576       985.384155       43.8334846       37.4158401       687.603088       685.584534       524.121521       459.950409       948.025818       811.998047       51.7421379       169.446899       513.244080       104.880013       588.623657       567.524231       237.276810       442.659668       314.484039       570.672424       850.631958       959.976013       605.753296       485.470367       160.261307       746.428650       975.122070    
   972.919495       977.506592       43.7300568       221.282532       648.865784       759.273804       509.966400       810.468750       269.577240       740.457825       332.027069       36.8374786       718.907471       691.979492       668.181458       650.839905       875.715454       561.379272       905.982605       931.765198       105.697090       744.534851       812.465698       722.657288       920.504761       924.590515       492.526978       639.250793       169.871048       739.689148       122.718216       936.495789       471.242371       538.478882       415.218750       875.731140       531.151672       780.544006       946.980591       967.919922       755.739380       145.156693       249.454651       974.856628       418.331116       729.043457       556.345154       909.132141       101.196854       509.808319       139.532364       232.053207       373.467133       120.414001       468.079742       290.120239       335.299896       578.862183       536.824402       832.268066       32.6042442       898.717224       503.382385       28.2032108       178.804413       294.197388       312.016479       59.2217712       733.242249       62.5810623       896.826477       661.944946       403.992432       460.953827       18.1998234       520.733154       282.116791       662.344604       617.010925       47.0627937       563.253235       620.567932       211.566025       901.302734       867.188904       573.835632       106.318977       300.520477       945.177856       655.207581       496.621307       323.175812       558.448975       362.343536       135.265076       907.732849       167.195389       18.6173534    
   614.721130       540.522949       707.065857       624.572998       850.631714       808.698059       522.956787       350.281982       253.159317       629.710266       509.060547       380.001251       736.966003       73.7296829       261.506989       631.595398       743.839111       478.355988       865.397522       240.791275       995.216614       289.818451       977.517456       292.044556       84.0724792       4.58633804       282.647736       73.6957397       891.467346       82.9868546       278.223022       735.471985       539.617981       790.882935       567.196228       143.182297       351.412018       333.254547       765.116760       969.268921       841.951050       722.663086       652.454529       137.122467       449.241547       736.362366       70.6513824       604.076965       963.116394       680.494202       6.69024324       45.4219093       876.099609       509.432709       699.598511       250.926315       854.265320       554.764038       582.578979       397.989288       947.730408       623.923279       154.570053       751.414001       382.194000       451.195160       508.773193       818.418762       760.001038       176.355850       366.611664       339.453644       186.255341       335.229156       697.496033       525.166016       969.283142       406.635284       118.401741       36.8186646       514.364868       754.226746       849.943237       12.1558819       163.605774       260.738800       153.331879       619.527466       680.203125       600.651367       285.079865       878.710327       342.357666       432.249237       885.427856       942.320374       242.084656       206.772537    
   200.743713       500.361023       34.2173195       379.677277       862.554443       149.249405       407.472656       351.475739       274.574341       679.399902       993.773987       626.254395       739.547913       448.251373       802.507080       538.260437       718.358459       990.135742       469.297852       742.602905       377.785522       872.405762       845.651306       478.980133       970.594055       902.250671       817.181030       223.991348       831.785828       949.937805       122.265915       915.742493       219.493744       992.109131       53.7073059       837.559387       721.191711       514.460022       588.329468       205.618607       863.353333       815.488586       290.776428       58.3054924       987.500122       909.201477       363.799103       950.698059       228.066727       325.325043       280.057831       741.471252       592.744934       951.320129       602.894348       440.520630       126.087692       492.345001       381.930237       243.751129       151.857056       227.869812       206.255264       819.694641       185.520798       526.498352       833.158691       920.785889       76.9332657       559.150024       619.018799       220.436035       461.787079       987.358765       99.5083389       171.594284       811.936462       501.834930       510.778381       56.3512840       164.361526       74.8674698       25.2373924       648.210938       836.404968       88.1073074       494.174164       882.763123       910.951355       308.554077       855.921997       94.3949051       840.683960       503.588593       250.959122       444.865692       616.609070       324.810028    
