   362.192291       57.9611435       433.853394       915.893127       708.817932       7.01458502       740.919800       10.3313627       462.789703       667.670288       945.344482       528.864075       753.572083       909.749512       999.601868       856.029541       272.523529       645.527771       274.538544       189.516434       257.426666       712.225159       435.291687       465.139130       998.015747       884.619995       184.326675       292.905212       134.959839       220.018143       992.220398       979.298462       781.492554       595.887634       886.386841       443.551422       990.312927       255.426605       818.923767       951.049316       739.273438       146.856232       412.645935       265.469543       495.072174       984.110657       268.519836       963.895752       744.831848       198.732101       973.235229       880.255493       481.605774       985.327209       120.177849       102.712990       813.571045       401.586029       437.107880       736.013306       934.416077       423.465332       127.203392       788.086243       880.653320       129.441574       826.680786       121.003677       633.399353       229.372253       446.181580       548.967407       43.9462051       845.721436       28.1162758       673.015320       564.965820       743.190430       166.405701       156.795364       323.387970       556.289246       811.720276       200.730621       520.987915       201.277664       52.1640739       834.897888       573.686401       45.5202179       488.354126       963.886841       961.274963       439.017120       117.467896       257.616913       555.072449       129.274124       797.603149       78.1829987    
   196.871140       505.038116       447.791199       998.490601       497.296417       652.053589       886.167419       278.966980       79.3524628       263.395569       159.466385       749.240112       826.488403       631.049744       126.791222       643.031189       655.847229       25.6149082       516.210693       523.368286       410.313141       506.707092       801.382629       333.214233       880.791687       412.490997       630.283447       582.812195       245.740601       619.804810       575.495605       627.348999       943.217651       540.139160       835.344666       971.289734       189.262009       454.045227       443.312714       469.655029       366.417358       702.589966       179.477264       467.589172       228.734055       729.123291       505.138611       967.918457       456.518005       700.774292       950.783997       431.957825       73.8865814       19.0144596       102.346970       355.198853       164.137451       507.697266       757.134644       378.185425       907.978210       118.207977       801.235168       922.299988       44.6989136       969.256104       131.004868       882.346436       359.646790       614.903442       189.339111       713.824463       129.661652       645.297668       365.897614       49.3759995       470.970856       508.259247       819.644226       286.459747       942.477356       739.761475       447.751862       116.123192       707.901550       716.816895       981.903198       209.362442       528.161987       193.906525       454.006805       743.415955       145.488419       368.447906       780.923523       112.163383       64.2979889       218.664871       156.750656       627.722778    
   395.742004       370.251648       735.901550       732.391602       576.398865       206.741028       655.198730       302.959259       711.154968       778.178467       403.216339       937.491150       214.253113       204.055618       193.898712       452.768463       280.682220       475.093567       575.585754       674.705627       374.699921       213.706680       899.600708       993.130737       686.115112       903.814575       753.583557       54.0350990       703.992981       795.172485       815.888855       516.841553       189.506500       410.229004       35.5074806       557.008728       486.262604       168.834656       256.084167       714.207520       297.059021       687.183411       456.455902       544.756348       145.287872       634.571594       587.656311       232.918518       672.640869       156.203674       558.238647       101.864655       770.894104       794.441101       865.628540       466.611359       62.3105507       559.216858       782.313843       547.431641       40.7330360       391.220337       679.556091       248.178375       560.613647       79.2013321       476.889008       367.828949       996.840149       919.593994       282.048004       692.984863       130.461990       792.246948       167.515259       800.327332       410.403595       117.222870       814.661438       829.280579       223.983200       992.346558       26.9330559       197.719421       926.575867       546.830566       361.048065       78.1971054       459.998352       506.477356       960.017639       724.093811       503.869781       895.549255       457.945587       645.787903       292.113129       742.448242       726.640137       520.706604    
   419.953308       284.089569       962.570068       647.750610       789.563232       296.002991       606.303040       713.838440       819.929810       663.373352       532.090698       68.7295074       261.623352       56.2614288       902.047546       518.570007       807.180664       61.4824562       412.168152       693.347351       205.711746       614.187744       349.767151       715.070007       916.119873       751.546387       535.561951       186.552475       673.122131       884.210022       750.157593       314.576447       238.372849       443.092041       830.677856       605.459656       384.904663       714.999207       772.693665       511.223938       769.400146       413.620087       861.861938       517.447144       158.207962       324.525818       557.143860       927.828308       288.658508       846.907227       31.7865715       324.264252       89.7292557       930.866028       865.544006       744.698547       353.647034       428.638611       128.773056       128.288834       748.730042       118.667015       471.296265       425.176788       594.988586       262.989014       735.925354       915.644104       338.408691       320.377747       140.606567       548.931213       143.652405       9.67011547       235.084595       455.439484       412.061432       794.157776       641.629517       675.569824       128.350586       769.110657       418.053589       807.787170       4.76812935       643.993408       954.353516       202.170242       118.519165       153.508484       83.8030319       164.311081       152.707840       601.251526       882.509277       989.010376       154.529266       46.2768593       792.955505       291.744781    
   653.388611       839.225830       944.911926       889.308105       505.283203       265.647797       911.638672       870.404724       95.1618500       50.5816078       324.268707       548.224487       240.316574       829.411438       250.078873       83.6548843       570.270447       534.808044       801.043091       753.069214       840.844482       55.2586327       530.710999       379.540192       98.6211166       382.095093       781.292419       431.977539       871.131287       166.292023       745.525024       449.907806       563.953308       628.301575       246.812592       719.848511       596.060059       496.147552       573.738281       816.475464       260.483643       473.764404       759.461548       116.275269       391.397888       149.947388       941.080872       347.313416       961.834106       524.691650       891.551697       805.269897       466.876953       299.151947       212.236801       970.968323       596.124268       690.129761       586.314392       263.880524       571.251099       509.638855       891.426575       553.162598       262.045288       151.748093       735.278442       476.190857       839.740051       500.700714       720.612427       75.4891205       626.179016       45.6647339       161.197357       668.460815       853.847839       679.860779       685.025330       987.398499       86.2599258       828.332092       869.445801       44.0791092       971.614075       942.120789       452.005920       878.955688       881.950073       780.065430       133.722504       806.325500       298.774872       911.907471       454.257263       457.346985       624.209473       46.3047829       797.993530       833.496155    
   601.237366       261.641968       390.395935       922.878235       600.507996       842.775635       615.532349       168.000320       639.331787       187.854782       505.903534       559.257507       322.495392       745.722107       33.6704597       921.802307       335.090118       956.703491       998.615784       309.235962       151.160629       861.140686       274.646027       275.009186       479.467987       938.232483       458.755890       937.082458       149.365814       898.735657       908.146851       243.945374       746.004639       35.5014076       410.387085       365.900177       782.629578       614.990662       609.632507       737.119995       783.639709       31.1804028       764.625244       113.462059       270.566650       1.76771426       466.445312       815.482727       570.331665       848.043152       740.086914       15.4937983       567.388916       695.954773       866.776794       831.073120       761.200378       425.642761       917.544373       356.013428       621.542175       28.4415112       313.794434       171.852936       392.729065       570.511108       516.477173       994.095703       85.2504578       634.373657       955.593079       938.329163       18.1715393       209.944855       654.345459       943.931274       178.116898       989.948059       101.413544       862.489868       746.674072       276.880096       781.933472       327.799866       65.5277100       597.961853       594.703796       383.854950       421.923248       550.929626       837.220703       822.076904       657.326233       910.556335       409.256226       283.757416       355.963409       473.799103       987.652527       124.405067    
   621.651855       738.849121       43.9369164       345.122467       645.244446       974.174438       843.854187       870.301086       600.612061       652.729797       454.696777       872.616516       602.596069       762.351318       907.425232       981.884399       633.673706       535.653564       976.943848       368.255768       911.371033       969.682251       369.247253       795.883118       518.824036       732.902954       259.863434       979.230591       765.836182       387.774567       243.066483       59.8297272       129.812714       402.693390       216.079666       964.718201       816.777100       365.834198       115.963135       13.7949791       818.657959       878.731323       350.634491       905.652527       158.075287       194.080872       613.028687       261.584930       448.541779       692.865845       230.828369       717.342957       559.655151       130.203094       666.961121       594.746826       976.129639       848.953674       875.870728       369.777557       673.600708       851.433777       187.831085       509.416687       902.599731       116.537148       585.602722       20.2653217       155.874329       23.1711197       602.504761       712.067200       460.203430       765.780090       49.6702118       653.735291       97.2739716       990.831970       694.213501       133.586624       25.2724037       218.338684       742.057495       94.7771835       440.679626       182.937424       781.036255       684.184937       361.147400       195.122131       621.673523       791.323608       27.7319717       353.914642       426.161224       927.395081       12.7498446       701.309570       690.405212       813.431458    
   287.993591       605.308228       171.795181       185.572113       96.8594742       443.110901       720.031738       357.838135       926.783386       294.607849       392.272247       788.994019       669.563416       808.258240       945.282593       63.4935303       145.295380       56.0944633       671.823425       323.913696       89.7454529       203.126297       266.581848       362.341095       996.499084       156.197601       696.472473       489.589508       16.4049568       929.908020       113.467834       953.654724       253.794769       126.859398       402.674225       869.338318       542.039612       624.931091       664.963562       428.008392       563.840210       509.107880       437.019867       884.435730       279.679016       794.013123       192.169357       339.328491       276.511017       185.615234       316.123962       570.149536       103.505714       689.184204       145.983353       486.259674       216.127060       937.575928       56.7177811       152.891296       127.618896       67.7658310       853.577881       670.675598       716.054810       186.798447       615.332581       41.6293068       923.163086       866.860718       575.053833       362.592316       605.116821       276.906830       327.348572       838.181091       496.223541       203.288559       201.932770       867.785828       960.513611       665.918457       657.051453       743.193420       870.477539       983.180542       519.104797       387.834656       806.596130       471.345367       774.310303       166.682877       303.635986       700.169495       502.108429       34.8307533       475.058380       298.533417       784.244690       637.168152    
   77.8192978       75.1024323       363.704865       692.281433       585.679749       654.579895       438.298065       175.540024       589.480225       730.920044       930.484009       122.287827       347.114349       241.204453       98.7940979       567.569275       669.057373       657.557800       284.898010       753.618469       128.581909       618.088257       531.734741       777.855103       720.451538       115.701012       938.025757       770.494141       349.336395       932.744202       834.035583       153.686279       710.864746       985.649475       766.638550       674.026062       975.202026       602.069580       217.265259       212.166901       849.784973       665.454590       458.892303       454.248932       762.203125       73.8731232       347.760712       807.663330       207.672379       906.957153       991.227966       565.110657       100.198700       979.758484       28.6747475       651.458435       535.024109       27.4387131       364.853241       102.308975       394.613129       936.677063       564.153992       435.983673       99.6720886       329.618286       43.6218643       422.553711       592.338623       20.9536629       340.986572       932.309814       632.570618       894.697998       74.5322876       178.656616       627.904663       983.106018       842.453674       848.645996       560.972900       236.772629       98.2609253       277.897308       827.898132       258.569214       468.130829       62.3995094       142.434540       813.265198       926.912781       603.069092       192.723480       727.622009       874.515015       546.903442       497.912598       560.599487       541.366089       166.026871    
   506.590912       649.791260       831.190979       59.5659409       818.172607       11.4287777       863.311157       273.490906       214.080978       912.194031       77.2855911       119.283066       484.230103       487.601593       492.208282       700.936768       823.084351       689.764893       547.817261       779.078491       228.867859       243.971985       809.720398       543.536499       826.977295       925.557495       438.180695       86.9264679       534.058960       731.448608       655.709961       774.627197       120.465157       921.095337       700.825623       330.732574       720.547241       874.752991       537.918213       786.685913       151.669678       783.254395       498.475647       402.525421       284.353760       82.9828033       200.681610       63.7598763       915.692017       824.367493       649.276062       729.887085       931.300232       110.338928       80.8972931       885.776306       203.892395       59.3487816       666.605530       160.747787       742.625183       543.967041       621.007935       255.268814       719.699402       669.778076       69.6978302       621.316406       308.734833       75.8770523       104.415863       406.026245       758.577393       200.225861       847.757812       230.115677       759.112610       331.675812       962.572571       137.945618       998.792603       444.485260       268.060516       801.219299       184.831680       351.504974       765.695740       415.046600       670.227295       484.732239       258.036652       914.120789       398.702942       475.899261       974.172791       533.612793       51.8097839       209.552216       713.100525       63.6599617    
