   722.881104       617.803040       302.470642       468.582916       854.071228       588.013000       884.335022       147.626144       650.562500       495.098663       561.685730       136.136810       587.603516       782.770630       275.026825       728.008667       234.833908       544.205261       157.299835       752.660828       886.499817       270.406067       672.724304       866.486633    
   835.734253       276.250031       983.744263       979.403503       717.443298       504.385895       703.723328       114.204292       170.110062       418.574432       529.604797       138.030350       852.496338       984.487793       597.830444       859.082397       787.380188       388.378906       755.324463       103.921638       649.911072       559.700012       713.745056       684.322571    
   499.113861       843.976501       955.163757       781.842285       320.306061       657.041321       259.210144       827.490784       214.208694       490.455658       82.9171219       509.658875       2.73139119       826.124817       385.798340       413.850891       177.434036       255.538254       970.118774       979.214111       705.945618       487.311371       26.8189087       511.353699    
   224.498505       669.297852       748.177490       684.511292       980.091064       827.425659       144.144730       327.490387       202.815292       988.377258       98.2531891       111.653801       975.816833       579.660706       324.075562       167.290421       390.553711       222.967422       513.436340       578.378906       249.746307       336.587158       121.194344       201.409973    
   784.576172       543.275513       230.487534       431.032837       543.515320       758.755371       644.419128       717.653564       565.350403       385.895569       280.497101       181.438324       58.3770638       476.900391       200.579071       160.855392       158.506042       440.406738       857.221313       500.888763       123.375000       850.313354       998.906372       848.014771    
   654.410767       114.160225       545.965271       770.546082       463.993042       808.635986       573.473755       449.714203       219.147369       695.757996       431.026703       687.610779       105.411812       862.954651       702.938660       406.309875       411.123535       121.987366       302.030426       746.021790       839.152161       791.687500       751.992432       22.6647491    
   883.843140       501.889252       840.175720       218.469559       121.223106       59.0308113       240.207962       624.677673       80.8961639       997.202454       906.459045       854.078369       698.870667       762.018738       514.589172       352.234650       472.761169       398.702820       201.140228       69.3118591       931.861755       308.735687       852.590027       350.608582    
   42.5873260       967.272766       747.765930       714.759705       216.065308       750.972168       254.498840       694.033691       44.9629974       343.918152       900.499084       561.682739       697.603699       873.341309       752.464661       977.911011       277.101776       913.164673       176.725281       230.565369       837.351929       221.564240       321.324158       810.950256    
   899.172546       490.988159       128.683502       905.539124       837.165405       165.700089       488.038666       249.208969       871.672546       86.4524307       816.907776       318.764069       87.1790619       756.759521       608.810791       219.642593       922.138855       526.325623       155.509735       91.2162170       771.648743       510.786041       28.8906593       431.626984    
   71.6621017       528.163879       47.9487038       439.887848       315.267059       301.896759       534.528320       513.992004       668.394287       554.155090       413.755310       113.677559       148.050827       775.966675       804.200867       492.325470       708.968689       598.832520       806.058472       293.161072       267.101257       388.862885       707.929260       43.8951149    
   836.433533       459.351349       780.918518       137.388870       524.396545       371.282806       842.706543       958.399170       846.284546       653.913391       479.613922       939.853149       647.126587       782.329895       838.496094       848.670959       461.022308       457.784821       554.870544       528.283691       589.972900       35.4069099       981.555420       168.950058    
   243.452637       807.532166       994.139221       841.846863       514.571838       126.536011       350.267914       764.814575       737.378296       889.458008       114.066917       331.046844       710.430298       336.438354       882.026062       877.363037       695.027100       250.093155       822.898071       595.031555       378.448914       689.352966       578.112976       631.677307    
   451.957092       987.532227       999.684143       168.284760       152.196594       106.090805       500.930267       43.2835274       596.477417       384.689789       115.116402       121.216431       426.698151       500.293610       203.519943       998.671509       731.905212       9.81224918       97.8932343       824.844666       233.267044       86.7805252       40.5835762       474.013367    
   754.795593       135.897614       803.580322       479.797485       555.119080       208.829346       856.818420       907.391968       469.345306       267.155792       522.604675       693.467407       234.533630       985.733398       849.433533       108.434021       386.810669       714.389832       803.821289       649.268250       184.878891       89.6254654       982.889038       339.132538    
   802.995239       536.974976       959.656006       193.117783       903.506775       464.736481       859.393311       398.029358       330.835236       442.625153       827.787842       905.271912       396.154999       921.303833       690.444641       632.305359       591.790527       991.054993       493.164124       613.671326       867.417175       274.953278       132.216553       509.306305    
   601.328979       22.7024403       51.6350784       955.629028       495.189240       678.732666       695.541992       840.512085       34.4674072       288.319275       8.16410255       615.692566       505.710419       388.844421       735.555176       635.171021       356.036224       373.194305       660.877014       581.400208       412.888062       123.556259       319.399780       493.326843    
