   574.568542       521.205811       926.984436       836.483826       189.416702       952.012695       503.821899       73.7248611       68.6280975       230.836060       277.914917       954.523743       734.430664       293.442963       612.090393       18.4702168       3.24520540       878.543701       652.029297       263.693542       211.468201       187.309769       514.072510       516.750122       994.219238       479.286194       626.611145       744.612610       826.618530       127.629852       164.715454       205.120392       448.396301       207.541794       505.187134       321.470764       730.968811       779.952698       427.180634       353.325806       460.533264       354.212372       146.469193       757.053894       812.029724       19.4483643       946.455994       800.710754       274.348816       172.384445       13.8123064       56.5930367       158.435715       221.138733       459.378204       481.801971       215.813431       228.314148       704.111267       39.9368591       215.366791       85.2719498       73.7731476       780.869568       463.956604    
   979.179016       780.472473       128.920731       79.8881302       636.741699       262.196167       941.742188       419.354401       192.993759       258.880981       183.546097       767.089294       747.320862       579.157227       323.234070       203.901505       503.029602       399.088837       599.690979       840.522217       365.924286       748.583435       833.891724       612.418579       474.617737       443.595886       139.013260       132.238525       132.367554       515.625183       105.768250       844.061829       19.8444576       52.0028267       240.642944       856.884277       298.935577       132.602936       678.825745       650.690491       819.985962       663.867249       442.195465       339.238525       435.706909       664.553711       475.547577       628.674194       968.349915       555.708069       677.378235       820.371887       976.975708       701.290894       951.257141       740.920959       419.460876       765.332581       254.177292       36.1469345       297.659058       350.589111       894.674561       71.4049225       645.630371    
   712.537170       641.498352       963.514038       628.015808       241.437210       931.865173       304.306305       737.349915       375.818695       768.476990       127.078644       846.054321       670.621216       769.569946       288.616821       835.464111       371.714783       778.031433       944.878540       729.835693       912.773682       280.412415       427.320099       560.270386       916.076050       767.333252       447.035095       706.274170       119.070251       438.868439       659.628235       899.780090       382.581635       391.250977       485.959991       289.079865       929.765198       44.7389297       545.952759       231.746140       429.282837       770.172668       430.876190       557.936218       672.617004       560.338806       680.992249       832.927612       829.324097       263.090179       832.157776       631.084778       535.070740       644.290039       718.987427       959.638123       102.439621       981.711365       424.966156       88.9676132       525.860107       273.979401       107.121468       13.7304916       283.526581    
   288.397705       681.721863       18.3300476       916.289062       794.558044       753.082947       264.630890       187.415222       941.227417       335.014923       48.0891113       823.214661       935.234192       93.4103928       552.936707       190.401642       444.801758       312.466064       777.102783       535.820984       170.216888       985.049133       884.886475       545.823059       995.028320       790.761230       779.515076       146.415054       301.633789       694.885071       505.675293       418.167206       915.019653       581.968811       448.563324       685.191895       857.588318       97.3798370       694.518860       282.317566       958.566895       859.452026       907.673828       617.199585       549.512695       147.060654       260.817413       673.109802       610.449951       695.505737       641.873901       718.239380       661.736023       840.158081       984.601685       87.0339508       802.037537       808.225098       729.697632       971.369324       623.726624       277.433075       417.001129       976.027405       357.900177    
   166.912186       789.359131       157.350571       992.031006       429.212311       586.103699       654.715759       391.548187       309.039001       715.555115       404.687134       15.2520456       19.8128986       483.297028       216.285568       633.715576       744.130798       528.612427       326.671173       739.752075       811.267578       160.992706       448.835571       834.811157       142.334564       217.656479       389.952240       292.673645       31.9138794       402.217682       34.3656464       997.634583       899.872742       938.690613       247.683548       638.224182       174.526276       310.786224       598.647827       5.59294701       227.756500       578.013672       918.433594       67.5085907       716.756775       167.892303       193.510605       969.750244       408.691437       61.2501144       122.977661       906.601440       188.637558       244.783295       491.750153       793.911682       497.253967       738.608398       646.378357       266.760834       245.934540       874.100708       975.764648       980.574524       559.059937    
   3.66380692       288.922882       788.352295       431.876434       580.681091       564.625122       742.805054       590.565857       824.151855       258.736908       864.276123       755.845703       666.762146       679.075256       356.096619       824.111938       33.1989822       981.055786       288.052063       97.2886734       955.414368       785.345276       306.903412       739.715393       922.215759       964.852356       638.947327       986.077393       223.024582       275.013519       978.572327       787.947083       436.882507       205.979630       398.496063       562.632507       993.069580       361.108521       239.884216       832.456909       332.759308       458.240173       144.843735       203.447067       481.552765       628.864746       462.611908       214.345001       187.325897       873.620605       350.933411       486.812500       603.155823       212.539474       346.206055       504.896210       161.401718       60.0222931       85.3189926       348.978058       751.095276       786.446838       43.0001526       597.038940       836.936340    
   187.973099       772.409363       590.699036       251.770416       638.912842       257.755646       746.606384       190.963562       516.382751       441.566071       379.497406       460.152710       332.365601       733.362732       546.897583       406.020416       753.701294       509.103668       838.713257       738.549988       630.593323       914.372375       688.646484       910.858215       278.275879       228.017487       898.346313       300.101349       797.302185       623.707397       206.876083       666.616211       493.450806       38.5195694       57.2859001       376.880402       648.844849       438.485809       932.539673       221.305695       790.084412       290.162262       76.7555847       504.386078       456.612396       79.0317535       509.803986       415.935669       696.372559       171.541870       315.407532       115.276932       48.6978989       298.502991       807.640015       911.952515       946.701477       589.555298       938.200745       359.706757       926.042358       709.697510       603.773804       235.815384       576.598328    
   822.890137       201.641602       898.741455       812.517029       791.370056       929.920654       142.300201       503.165771       189.184769       61.4242210       983.510681       593.193054       706.972229       41.3726692       788.891296       156.561951       115.005829       326.046783       840.938843       91.9422455       658.471008       131.666946       199.161316       677.643250       280.542297       202.379242       10.7721748       160.318359       505.680969       233.234589       369.349670       730.378479       208.692505       951.335510       519.976807       677.806335       477.886353       554.060059       597.176147       600.466858       581.095703       800.385010       324.920898       939.799500       714.868652       238.174210       976.303955       709.557617       908.071533       191.149887       57.3212700       197.362274       877.743896       93.9624939       505.965759       780.342834       670.575562       430.968597       547.788086       266.458466       534.222839       715.006165       187.436707       241.758942       460.843170    
   311.212036       208.900314       730.975098       134.721664       771.993164       298.409546       914.722900       347.421967       973.431152       321.238403       586.140137       80.2861862       491.044617       231.472473       584.337402       395.212158       866.785095       393.584686       155.098984       353.244995       208.518509       794.497620       944.094299       496.656250       204.162430       939.985352       285.668091       267.467560       833.488098       944.024048       231.439896       901.049438       970.951782       37.4644890       549.158325       969.722900       219.138550       619.842773       790.786072       693.123413       180.970947       987.377197       332.771271       347.667725       23.7376308       942.158325       846.465515       544.962769       516.977783       3.73299837       887.781616       260.045471       319.581329       635.169495       522.374084       936.116028       90.0653305       245.799423       678.079895       926.862915       78.6148758       976.890137       600.212769       769.788330       218.959732    
   515.221741       90.7555771       252.574402       144.139252       100.786118       653.559204       99.8391724       480.955292       937.649963       451.410126       774.132263       2.40847826       277.695129       141.561249       534.541016       300.203094       594.542175       774.010132       633.234436       42.4669266       33.2852631       199.327499       581.283813       991.656799       743.874695       549.051086       85.9111099       806.401550       242.332184       475.538116       334.354675       52.7304077       204.376495       29.1605759       463.185394       398.081207       402.586578       514.302551       55.3366356       12.7328739       989.820007       341.619476       298.613800       655.952454       735.131470       686.251282       532.963379       901.684021       759.023621       330.368439       803.390869       801.898987       542.194153       231.522491       431.986450       342.806274       310.686798       875.732971       95.6475525       81.9995346       863.527588       858.194946       3.19989157       783.995911       616.685669    
