   587.691956       713.552307       749.381226       1.42783117       404.684052       206.194473       503.615326       772.636597       61.1404305       342.592682       928.106262       86.1724548       775.807495       149.652115       131.865768       832.754822       980.658875       659.134460       69.1787720       884.511902       208.148804       679.877258       114.043221       256.494965       449.255432       968.117065       493.043365       446.358673       103.831367       289.801666       144.600372       367.387665       156.879745       507.939209       690.058167       450.834503       575.905090       780.433044       643.978699       55.4328003       29.3570747       682.680176       968.164368       658.655579       28.4285297       14.0226192       233.758102       578.862732       410.055481       400.184540       168.910706       643.614014       908.937439       372.121063       649.940796    
   603.176575       870.972534       811.783325       56.9117203       127.655876       429.750977       159.639481       776.199219       298.611115       754.436829       908.672119       67.4113541       693.226807       322.389221       13.1358147       644.729980       657.195801       29.9789047       223.630630       506.292358       887.047180       693.470093       72.8824158       61.1424561       553.870667       411.651367       49.7829895       827.915710       484.245331       644.086182       923.221313       335.770142       520.381470       476.916168       324.203979       4.77670383       831.423401       344.215454       758.890686       49.8643875       201.473618       792.742615       568.799011       221.894409       231.995041       170.098984       239.374985       836.844849       376.529907       506.495575       375.493164       36.2886543       122.124374       603.444214       25.5592327    
   31.2447720       730.339905       782.179199       919.556824       178.561279       64.7379608       505.506714       960.262512       259.788574       146.167526       598.625488       433.089661       189.351028       252.472397       668.295288       734.761230       791.097412       821.217590       65.9111786       242.194626       118.455811       685.162231       940.691101       755.975464       85.6383896       356.120911       911.593384       186.385147       407.486481       257.279358       313.662842       995.212524       961.673706       43.0464783       517.731445       230.463364       841.850891       401.178680       925.661377       95.8059464       368.954285       258.089447       812.877808       669.443359       281.514069       547.285889       371.792206       364.055267       20.3498154       424.534637       547.601257       605.700928       304.319031       189.756760       978.154297    
   217.172195       616.589355       926.103027       873.081421       319.453186       71.5485458       747.572571       226.573822       601.858459       748.265137       317.128418       147.674973       187.418320       22.0446472       166.474350       171.344955       879.036743       916.478821       65.7121201       887.042297       307.531555       845.853577       691.477783       597.178650       949.057190       724.557678       719.391724       443.817108       467.300781       292.167328       223.425262       545.778564       195.212280       868.618286       811.472229       383.965607       404.533295       448.954651       617.360413       295.283081       906.661987       173.572723       190.150833       187.508102       16.6652279       197.881927       661.746643       39.2364883       805.617859       303.361969       684.786743       381.501038       763.846130       719.878845       961.753052    
   351.609131       663.431396       481.733246       302.403473       96.0875931       291.120361       944.294556       129.331345       885.218628       91.2461624       753.538452       590.173523       495.682098       268.951843       709.056335       974.182312       909.801025       702.004028       516.743225       596.290283       547.869934       313.409790       928.606140       331.502655       388.770569       705.574219       582.007202       423.067200       552.776794       592.038574       556.292664       981.689026       396.572174       190.230499       998.442871       246.478424       557.255920       167.613159       724.487122       413.603546       852.230347       734.012756       757.527649       30.5467854       376.785126       307.041687       763.028809       29.6799278       836.111328       937.907349       99.6140289       988.419983       144.910599       10.7087593       884.453491    
   462.329956       864.872253       923.403992       767.451111       94.1201096       347.000397       683.365601       167.523071       286.178467       834.924988       944.831787       333.974792       464.270355       296.649414       755.440979       592.048218       32.6746292       147.772690       122.527138       965.510864       377.338043       99.6450500       9.84785748       747.153931       495.637970       532.507690       437.171478       994.298035       677.469299       263.995972       903.482361       688.330627       347.479431       950.772705       301.608246       369.254089       533.720398       604.639404       210.316055       974.612488       524.950928       717.373169       820.626465       156.645905       4.46302032       536.913269       458.072906       180.808868       444.064117       89.6253510       549.628967       843.577087       791.428711       55.4428635       141.298004    
   47.1684837       635.218079       816.018372       963.824036       100.598663       212.596161       329.812408       271.454895       549.604675       675.186707       830.289185       33.0003967       370.078369       944.935669       351.820038       736.401367       530.630249       105.469391       378.679138       533.451111       331.471924       670.732971       217.967651       24.7340584       561.291870       538.813049       339.999908       955.532104       689.144592       644.752808       212.457901       4.14582396       972.370422       572.628540       911.947754       848.779602       822.520935       308.684540       738.971436       674.434875       501.856018       337.854462       627.793335       361.380646       802.776123       903.623718       766.374451       577.482239       357.683899       400.173035       620.911377       883.751526       206.172562       600.772766       206.134872    
   516.521423       721.566406       115.282593       927.672241       149.407791       699.812439       776.001526       675.999390       883.967590       68.0737381       737.035156       611.085266       303.898895       238.506760       826.281311       485.901581       3.43676162       626.153809       641.311340       189.360962       788.005859       898.670288       489.443604       824.654358       166.146439       630.327332       631.455750       810.946472       146.964417       807.896606       845.999023       26.8953037       22.9732513       521.942078       826.068359       318.088776       769.849060       220.774796       64.2686920       875.716736       115.645699       413.843689       135.500519       394.973969       151.384567       253.219757       727.836548       706.065918       470.899689       992.253235       545.725159       608.673401       410.845886       481.029663       59.9621544    
   656.142883       181.262726       427.968079       934.916565       792.700562       19.6694546       653.538696       198.496613       466.268555       553.656616       221.129974       456.075470       783.136719       718.009583       778.992188       686.095093       685.398926       444.411743       41.9979515       944.872803       830.873108       284.781769       956.812012       315.783081       582.485840       827.925842       8.51238060       777.398865       52.2761383       752.854187       847.116516       464.179382       651.507751       148.902191       768.422729       702.320374       128.202911       46.9542999       892.772156       345.143372       64.0216370       254.379272       241.936920       906.742798       958.164246       695.176331       679.768616       424.904602       998.404968       240.174026       292.068237       528.846680       300.764313       2.99076939       451.455078    
   737.998474       100.880020       501.054779       19.7510910       199.558777       344.088348       570.923340       656.591187       116.731918       496.099609       244.282516       161.917084       569.992371       390.703766       629.447144       374.413025       238.104843       200.656189       40.8748703       227.004028       541.022339       748.383911       249.175980       247.420425       192.700439       296.697510       649.603027       194.053482       497.218170       180.150192       585.639343       487.295715       749.368896       697.162720       926.176086       274.649109       81.3159561       513.235046       309.888458       692.276306       358.149292       640.650269       892.317871       483.940277       543.416016       461.525818       712.842651       258.291016       699.274475       437.294189       206.642197       981.405396       629.379639       91.7031708       858.469055    
