   239.741974       580.966980       160.864792       962.469727       995.961060       888.872864       294.955750       227.482712       7.81546593       413.961761       462.044617       109.129089       925.157227       646.383911       107.014999    
   32.2107697       355.312408       127.018501       543.165344       499.660583       961.167297       955.739502       276.247955       600.980347       208.904480       394.657684       60.1522827       601.276428       332.061249       556.736206    
   661.851379       861.966125       459.089935       783.727478       308.994751       177.272308       715.786438       303.018982       42.6716423       47.1741409       787.928284       659.364441       294.957550       445.589935       702.057312    
   569.893738       563.933716       351.679504       860.380554       782.255920       307.476410       848.450623       899.087708       755.090576       627.118652       758.243530       792.935547       331.806763       724.806702       656.080200    
   853.094360       786.123352       875.879028       709.967957       154.260422       453.655670       809.213562       963.304626       419.619446       334.806030       374.049377       490.542633       442.350220       240.096024       409.561615    
   453.654083       848.300537       121.801941       712.406250       629.743774       785.375061       844.888062       611.757080       781.538940       560.171997       739.322754       375.699554       195.743484       968.470093       478.466003    
   765.103394       195.098495       264.876892       229.160339       77.8926544       863.726501       153.194855       910.702393       42.0916748       720.024719       348.686340       581.052185       1.20388222       144.831757       77.9542236    
   726.490845       465.628326       564.583740       692.721741       12.9210358       312.641815       199.866028       967.431580       288.493225       372.314240       846.802979       206.499817       778.206482       832.782837       38.4309654    
   259.254333       920.096802       493.846680       118.120689       553.892578       477.901947       208.727936       227.283661       380.608276       617.591919       7.54727507       394.684662       492.163696       34.0959663       234.878860    
   953.868347       190.053650       752.715576       846.136414       608.890076       174.745758       24.0504799       912.785339       503.835602       293.882751       950.835938       143.583572       979.144958       553.894104       183.869370    
   445.071442       205.678452       997.177124       350.690155       267.397614       790.348511       742.926331       264.901947       128.701416       50.8964806       720.004150       170.923386       977.914185       740.201599       464.416473    
   311.015289       858.090515       587.337402       588.608521       890.865234       257.990631       931.482910       77.8799744       51.4582291       260.569977       781.541321       209.719482       291.908295       736.238159       146.298233    
   987.154724       984.599731       794.582581       854.502563       109.329041       844.158264       394.577484       847.481750       730.594299       117.873039       680.800110       635.447021       66.1903305       978.700378       454.886230    
   836.696594       801.136658       302.143219       178.003830       845.734314       769.248291       144.116806       91.9643402       962.208679       53.9184494       524.361877       66.1130371       24.6689148       166.246063       296.371490    
   506.389648       755.745544       374.583618       290.910980       368.547119       320.722687       807.006348       669.654602       394.972778       22.0503616       751.442139       47.5342712       927.064514       205.869766       901.832458    
