   181.006805       775.887939       224.020355       394.209473       279.449707       950.164978       226.057144       229.601028       922.548340       997.304321       2.43551183       759.455872       953.106934       558.999268       236.852600       18.6377773       972.807983       261.598328       500.415100       383.724731       951.106140       485.114349       667.116882       776.880676       72.5490189       828.392761       724.219116       372.763672       275.991028       203.397217       368.073212       255.183365       456.326324       985.110229       317.519470       622.207214       815.813416       316.136871       694.977905       954.097107       268.354248       376.378540       206.795883       830.103943       558.753784       305.573486       244.909698       257.201172       901.085449       81.5284729       982.727417       448.563324       241.452881       349.764099       984.086975       766.012451       326.716309       368.430756       461.465485    
   929.847900       449.139557       968.441772       377.088989       995.708313       215.383469       191.829590       631.498596       998.025085       621.118774       528.874451       403.986481       682.053955       219.183624       464.226105       7.99707794       772.447510       251.604294       45.4617462       480.706390       206.514221       546.856384       765.874817       374.911530       569.112183       592.724243       816.467468       284.730682       355.508850       847.366577       43.6122780       478.069458       807.908020       690.770935       837.792664       829.071655       919.605042       884.114685       367.777496       626.586670       657.479004       154.804962       316.694763       322.754425       824.393982       980.687073       309.583191       661.040771       64.5843353       371.519623       249.913574       868.629761       222.082993       356.603333       955.868652       420.374695       478.879028       100.271523       707.532776    
   721.713013       571.997131       347.510498       433.773590       441.004395       622.124329       28.3852997       137.445908       286.587311       925.853210       545.972961       319.833435       549.668335       350.593445       889.391724       889.708984       344.399811       579.514038       508.897278       800.136536       342.833832       268.895874       698.648987       414.733765       589.961243       150.236603       825.020508       333.351715       587.026489       647.760071       936.590820       342.996765       947.429138       270.794586       684.133423       639.959961       182.273499       259.309662       285.430450       6.50601101       101.723053       910.479370       289.578552       866.694275       12.4696846       588.259277       78.5865326       805.501831       65.1725235       531.739258       863.399536       870.444397       50.3562279       543.562439       49.4152374       542.796387       623.546814       896.711365       794.157715    
   474.213531       709.202087       551.989990       34.9750290       623.794617       917.843994       540.324768       245.763870       738.212769       252.325974       434.562073       360.738556       744.998291       876.031677       92.3575134       837.679077       191.106537       291.353577       298.076630       568.851379       621.596130       48.3127632       185.934265       227.163315       468.623352       327.860535       663.839478       156.018600       972.641541       649.753967       19.7615700       604.898926       139.429886       755.445374       154.140732       335.128845       341.691589       374.147461       154.521286       811.048706       804.083191       187.979462       851.682861       413.161835       740.239502       553.024170       95.7756958       707.222534       936.814636       426.876190       247.216843       189.978271       742.211670       472.918030       650.126831       676.358826       207.545609       120.845825       34.7492371    
   543.463928       60.9074898       560.574951       686.144409       141.753937       274.024536       722.484375       168.280472       207.251221       547.659729       533.401489       17.2276306       203.638077       926.549377       716.631104       893.055908       324.483490       847.940979       205.567398       83.4567795       862.623230       162.069214       337.527069       602.996521       526.770813       370.706879       368.604340       337.674103       736.578369       828.611389       380.327759       817.758789       262.210266       705.373718       116.651649       658.975220       200.481064       57.2697639       488.550018       506.527985       935.206116       210.267944       509.138733       227.492310       874.995789       803.936218       152.838486       822.963379       362.957275       816.588684       649.812073       188.307968       532.552185       939.464844       713.957764       857.980103       681.823364       492.118439       26.4284706    
   143.470016       264.758514       392.162567       891.462646       928.261597       534.959351       433.291504       659.465027       288.326141       505.362396       271.843842       563.175415       416.468597       414.671783       893.211914       692.218140       455.120422       38.7575111       949.855042       722.842163       72.4877472       497.134521       733.860474       447.380890       579.791382       994.061340       940.639160       317.071808       560.324951       309.786163       211.293610       731.866333       152.601257       676.497131       819.734863       618.812805       808.940491       168.195572       99.8518524       405.681183       946.859375       550.502441       49.8090706       849.646606       428.733765       509.329285       136.247086       141.132874       311.612549       461.409088       294.960815       701.823120       798.032654       490.048370       228.662125       237.179749       985.980957       559.873230       298.032623    
   900.002869       490.774384       766.617188       776.734314       193.612015       990.156372       131.634735       84.2918396       244.161453       156.109055       793.770325       569.299866       686.933716       453.894623       841.964172       732.696899       766.636780       982.671204       480.111176       96.5058365       224.853088       111.858101       585.930603       794.275879       808.834473       486.644867       892.972839       435.818542       615.113098       255.933105       948.531738       527.823425       96.3231506       38.5665474       640.106689       36.5471992       240.220535       601.078552       59.2171860       635.394470       465.964172       828.051270       705.269470       636.755676       995.318481       954.614502       517.451355       332.367676       922.782349       988.716919       246.032898       579.528198       593.564209       220.339462       463.698975       731.518494       699.211426       496.778259       239.384277    
   517.093811       42.6068001       397.982147       347.474792       851.284180       224.768707       915.641418       596.956299       371.152527       702.021606       633.030273       706.386108       825.565002       827.461914       539.021301       228.485580       388.752777       722.291016       358.445068       623.476135       549.270203       424.674805       708.038086       830.119934       976.806152       588.031067       391.455048       5.67696524       436.045898       297.099854       439.104309       735.706970       999.340454       550.159058       251.616257       457.809296       364.386047       649.084351       286.491852       456.597260       700.110718       689.031982       444.507782       343.780243       552.395020       79.4833984       228.166000       744.361023       418.980286       193.749680       324.006073       288.121826       280.031342       847.091614       604.133057       391.602966       417.174744       595.827698       522.869873    
   922.391785       147.922745       967.392517       345.512115       467.465546       765.219604       243.754471       683.714294       245.385773       843.202820       383.678589       614.607422       784.264282       201.532867       166.423920       899.664673       468.202423       13.1822004       690.773682       575.086609       287.100159       978.239685       55.1609192       439.941986       28.2743683       821.475098       622.600586       64.6666870       193.060150       69.4243393       504.066559       989.291687       434.863251       502.430756       842.703918       303.100983       109.925209       722.531982       174.650909       857.238708       188.784866       621.604309       806.949463       68.3552628       694.132690       813.225220       38.1371117       750.682617       240.706955       516.390564       128.920898       531.251892       936.350098       833.333801       654.859314       940.366821       218.952835       100.982315       5.95003891    
   130.726974       787.356262       505.683411       231.703445       411.637726       793.605347       501.081085       462.547241       987.868774       40.1775398       457.723389       228.247696       473.143097       935.086670       895.454529       869.226074       117.721321       744.450989       471.594391       630.667358       569.644592       820.099792       805.284912       85.3205414       8.19506550       322.214813       169.622925       428.482117       795.062500       819.561890       733.856628       434.326630       59.2174225       709.554077       185.371506       253.659607       461.127625       185.996796       393.576447       497.463013       992.724060       293.629700       294.966003       357.691711       276.864502       545.223694       968.795105       681.321960       656.473206       296.706909       373.135193       235.926025       163.480133       892.000793       543.122681       856.453125       534.908203       970.359375       443.684448    
