   733.862183       306.360535       555.547058       643.697205       837.374695       998.290710       87.0876007       228.361069       596.723450       476.421234       573.002930       688.493408       297.591705       586.639465       394.634827       819.187561    
   78.1760254       159.706467       130.086197       109.568352       43.0911980       76.0405045       620.761108       282.297913       244.137939       22.7740726       992.122192       346.381653       782.020569       438.009399       948.377747       327.034149    
   683.491455       741.932007       256.767273       793.758118       173.337036       815.969116       687.792236       703.770264       176.433746       128.371780       34.5716133       374.309540       876.609863       972.245972       897.296265       659.867676    
   653.542053       198.474106       56.3194847       637.481445       901.792053       430.237396       571.322998       761.457581       846.871338       120.320404       467.927673       90.7658768       665.164246       489.391266       163.309128       550.862671    
   36.4883690       961.139160       620.753113       258.763702       58.4963913       227.079178       738.591736       694.355469       186.508347       361.959900       137.402618       655.674744       808.532166       628.945679       712.023865       140.258514    
   395.689178       492.090332       958.453979       258.396301       31.7603130       530.579895       738.759766       716.344299       856.955017       64.2184296       51.5122375       638.163879       191.781113       269.706818       476.532104       113.751389    
   173.528000       891.761841       562.091309       265.811035       502.111755       395.834930       16.1901188       247.533142       427.047394       46.5177765       447.562378       755.872559       851.648193       953.910461       106.440216       310.974518    
   228.719223       504.235626       939.187866       731.217224       333.588654       19.0582848       689.438416       556.643005       406.922760       881.756531       992.060791       78.0487823       909.163208       195.234848       136.039093       886.109741    
   580.497742       804.833923       504.797058       478.350372       345.409393       589.173096       551.878723       150.653900       82.9965591       128.105072       295.839935       473.338898       893.241028       154.547897       432.899780       981.607910    
   871.226257       286.549622       700.406006       640.450989       631.252502       158.470551       443.821289       386.796906       245.662231       957.337708       244.460083       607.355286       833.946106       290.250031       835.108582       417.887146    
   759.551514       945.778076       169.972153       407.050476       397.574066       197.637436       108.665825       910.965820       311.818665       508.188385       485.619110       190.698532       650.262634       308.822083       852.524353       280.713837    
   973.533203       202.864716       7.28545523       143.209274       447.303894       636.447754       393.607056       308.575134       324.601257       742.919312       314.565491       545.798096       527.689392       121.464798       664.300842       957.204346    
   219.452179       840.422913       756.453064       423.106873       955.013062       106.052574       687.443604       25.8283768       300.397217       714.749207       490.017700       316.929962       931.192078       208.654510       754.782471       836.980286    
   104.227699       29.1394978       395.005066       560.201111       779.254333       329.168915       493.262665       700.017578       613.926819       350.907501       517.476379       845.314758       150.634964       942.714783       27.4524670       6.29790068    
   700.811035       966.912231       553.623108       822.457825       89.4211655       194.174057       334.391083       924.290039       323.359161       281.264221       834.851318       712.831726       19.4341927       533.669189       378.454987       8.52393246    
   946.949829       854.853821       638.657227       511.037994       827.885925       500.306549       334.226135       588.020874       341.732513       929.040039       987.063721       294.836304       717.481262       404.484741       591.196594       860.439880    
