   511.928467       936.144775       887.276367       814.630798       882.635559       722.469482       459.154236       114.491180       378.919739       604.680603       462.609528       354.012756       834.920288       882.116333       496.715790       632.887939       718.867004       594.056885       892.436584       673.624268       476.062592       66.7007446       423.206543       499.721680       812.693115       193.223114       676.827881       178.440643       969.376465       351.632385       346.016235       688.996216       247.204926       328.776978       515.268433       25.0566139       383.212097       805.580811       644.882385       589.197144       966.705200       876.653748       220.334335       723.478455       501.072540       845.195557       40.8566513       923.812744       650.903259       805.634155       161.338470       349.571472    
   790.647034       651.526245       11.3227873       903.162659       470.159790       450.982635       637.896851       864.532715       519.076599       654.607483       156.842056       162.535339       215.962540       4.98261070       158.827103       83.8477554       763.750793       794.558289       438.263275       303.637177       863.352417       902.696167       19.6174126       698.983826       495.467804       654.994812       8.10312843       910.393921       171.243851       213.309982       295.745087       107.207390       429.380371       697.201111       735.741211       988.569702       442.029877       999.961304       713.431458       847.364441       893.572815       294.141724       370.396240       805.509583       795.983643       316.609497       707.954834       462.056366       18.8167095       823.507568       72.6396484       178.679428    
   844.356201       38.6859970       26.2990208       991.960266       563.626831       339.163544       364.329895       896.416016       951.824341       496.436462       742.375793       380.086365       297.422485       151.970856       446.087219       978.830688       314.407623       504.622589       518.651550       663.720947       541.458557       905.188110       270.286713       990.665588       815.855896       37.9905090       588.344971       373.837830       647.243408       838.550842       632.867920       318.099243       467.847290       500.251404       240.771744       393.751831       592.143127       548.384338       730.368164       599.065491       680.798828       106.067459       729.027344       908.463196       979.663269       587.964539       372.488403       173.471497       577.275330       408.126404       760.591003       392.025909    
   518.283752       33.8763046       711.359375       331.777924       467.977509       960.779053       683.013977       62.3339500       220.044891       229.036133       323.436279       791.748596       235.108353       514.418640       529.737061       250.447159       606.291504       706.396545       581.171082       824.247864       188.455948       875.823059       16.4890938       381.318756       253.501221       327.094910       407.848450       216.783661       278.642578       835.888367       123.226616       760.356567       656.321533       885.643250       916.412720       756.088318       636.563110       588.612427       833.702637       741.951416       472.390320       400.348450       866.934692       539.433716       660.070496       309.922058       977.322510       240.449600       633.358704       509.759857       912.477417       21.3427887    
   302.833496       249.926376       342.366699       911.036072       32.3068771       486.595032       710.664246       789.718933       177.602310       118.039886       841.541260       36.9246559       276.035034       3.23418951       837.540710       419.724487       558.127380       276.129639       800.924133       645.985474       622.983521       272.263794       674.638916       57.3753967       853.394592       745.713013       956.548828       300.808319       924.298157       135.107819       217.293243       578.838745       587.872620       851.642273       417.468201       439.359100       328.895477       156.686874       681.081482       793.156128       345.699036       847.585693       128.366241       128.696899       516.305542       926.625732       596.883545       491.096283       468.751770       648.810974       894.786011       43.3287811    
   209.143143       869.833679       533.322327       723.365479       934.980835       648.024719       558.330933       642.163635       502.476471       918.496033       286.126007       475.420746       813.777893       877.377502       479.344116       522.321655       279.403595       534.676819       527.438293       266.346527       461.133270       985.377380       689.225464       205.576279       850.342407       829.522095       683.386658       57.7270699       363.310608       856.176880       624.792725       566.734314       150.640381       127.725716       262.087494       635.019714       752.187256       711.860718       225.112411       443.314789       56.2954292       800.045654       664.077637       972.500549       989.938538       433.970856       90.4434357       361.890869       984.726990       821.977478       42.0812531       427.497894    
   302.166656       510.168396       34.1985626       144.938278       162.947327       939.853699       129.007904       790.916565       522.455017       694.446350       255.272324       461.054749       48.7918625       999.512695       915.812927       88.2608185       458.992462       433.836304       454.595245       554.962830       912.825623       29.6000195       805.087463       297.111938       299.716675       761.740417       439.589844       475.495239       972.633972       783.186340       729.073730       73.0509262       666.941528       138.166946       371.078247       95.1421967       535.782898       374.744812       343.250732       890.365723       71.0417023       947.038086       485.442139       5.65106297       627.025085       773.326294       326.578278       4.55454111       777.290344       857.427734       975.968262       406.905609    
   478.011261       363.047668       941.981934       424.721680       795.104370       759.013000       583.618652       62.6131592       319.252747       650.723572       988.903259       488.062836       428.613251       996.109131       947.328613       5.68845749       408.436707       866.416687       512.064331       161.650909       49.1315651       321.089355       592.300476       342.947327       810.443115       41.0544586       784.531921       350.448181       467.128052       366.088562       261.835144       112.283310       343.672729       137.682007       714.586121       970.649414       411.607697       849.205261       408.627136       506.758850       406.784607       630.691772       992.910828       39.7383957       872.744263       597.644104       652.765381       816.847961       765.112793       421.989563       557.843872       491.449615    
   353.602814       639.831055       326.223572       28.2609692       797.213562       102.625160       563.675781       483.688049       73.4413071       163.764938       977.608154       197.923965       200.612595       789.565186       136.766922       459.626434       544.401001       740.535461       27.5686989       513.492065       911.215881       298.983673       665.242188       994.678711       984.925659       867.642151       314.144440       999.862549       717.003235       16.1944046       930.481323       256.253571       619.529236       782.729980       98.6879272       838.234009       26.8579693       427.082275       913.667297       42.3379517       491.619324       969.508606       295.399780       833.064392       929.283691       955.400635       664.766602       879.025208       986.681213       1.39174676       742.153198       445.769043    
   712.418701       728.778809       762.205872       351.185638       152.865341       91.2080536       654.008057       104.573235       84.2673111       583.391907       659.568054       740.817261       713.887878       955.119690       848.300049       441.665344       341.689148       323.853394       629.315247       321.269714       590.417725       65.6603165       144.596619       660.529785       334.015350       141.820038       484.377411       142.877914       697.073547       194.846375       742.476685       892.977539       102.521080       889.061279       856.435181       190.668335       443.762695       576.376282       248.333725       900.888916       577.188293       713.814453       344.592987       883.622192       814.757385       306.289398       558.770447       632.325195       750.775513       450.164490       142.715652       650.917908    
