   221.409775       307.418610       41.6881371       93.6472626       676.116455       459.754639       898.477234       566.086731       982.315369       373.697632       564.123840       187.776291       99.8308945       28.2297688       300.539612       783.641479       383.240082    
   366.633636       522.511292       122.461105       626.694397       640.308777       501.271454       482.996246       477.422424       50.7388039       403.579254       139.546188       495.128143       696.222778       672.018738       671.780029       568.223083       531.722778    
   828.218628       3.26009154       105.956947       343.852539       204.665176       440.037323       968.019531       317.737762       260.881775       302.611877       558.104187       382.260986       709.819946       802.593933       904.617615       665.244080       894.992615    
   938.854431       120.336243       981.092651       139.922623       890.983093       356.696350       26.3466568       470.818512       355.615082       291.553131       592.686707       821.392090       340.070312       491.289856       849.122437       639.008240       566.074646    
   949.770508       294.320465       214.127472       895.126465       775.235229       368.986786       355.412689       939.870667       641.927002       282.026581       922.243164       246.341873       16.0985374       816.396240       40.2489357       208.790878       901.209412    
   780.379517       657.421448       977.476929       876.690063       744.326233       255.670914       992.049683       291.836548       29.0461311       486.969818       845.443542       812.748047       339.561371       78.8856277       499.277130       441.053986       253.551773    
   471.125305       546.993835       404.528687       219.977722       90.6959076       887.535645       59.4205322       312.305389       738.102600       997.426697       41.0194473       77.4956665       41.1641426       541.092651       565.981079       78.6303558       400.500488    
   826.402588       973.317749       470.972931       904.608521       473.491394       392.618195       331.354523       709.166626       810.653015       549.947327       328.340332       769.052063       190.778259       391.373474       485.078613       618.545837       28.1418800    
   57.8848648       677.094360       323.186707       848.582764       740.169006       126.870834       318.505768       164.325073       528.498779       309.503448       117.171837       839.756287       371.711823       375.814758       359.211121       990.351624       765.143799    
   616.225342       152.814850       574.196777       122.422462       344.012604       930.584229       826.389465       37.7207108       602.797424       267.757538       76.0039444       523.011292       274.322449       759.825317       866.118286       489.640045       391.760284    
   987.962830       839.849426       854.958801       441.883759       586.912048       457.029846       861.216980       355.146698       496.435211       678.341492       913.294922       31.6709957       183.029907       442.756073       298.165344       19.7757416       161.675262    
   42.1774788       725.553589       394.343994       214.747284       524.158203       47.9457855       894.688843       773.425964       953.324524       516.310669       309.250854       808.553833       95.8490601       781.535828       144.135376       971.108032       190.253494    
   137.805740       414.839752       866.658142       23.4191246       2.33071256       454.955078       751.498779       775.724243       607.417480       59.1588898       354.133362       749.235901       352.839905       977.931030       86.8448944       616.692322       30.6925507    
   303.168457       60.3521729       847.599487       647.225891       918.992676       382.360199       120.786041       235.084122       781.323242       465.365204       433.820679       194.626007       63.9606628       831.346497       806.111023       436.144867       165.252548    
   99.3192215       537.889893       320.894409       226.041672       517.714844       698.847351       576.305847       285.727814       521.348206       223.003860       803.964050       233.170227       975.223145       23.0691776       100.704659       33.7301826       314.439484    
   91.7862396       739.977661       556.841797       100.939262       545.575562       928.017639       102.800941       456.481018       83.4311142       38.2800789       157.129715       752.243713       160.544678       202.630997       691.809143       178.742416       535.501526    
   801.528198       956.869690       309.003021       265.658936       185.210800       124.812477       377.213257       366.931244       724.747742       975.096436       425.473297       710.854980       75.8397827       867.918274       197.268250       620.251648       750.652466    
