   900.917053       732.837708       856.561279       687.515076       395.172516       629.021912       685.404053       532.559082       580.718262       309.500183       697.630432       869.563904       163.110245       196.612961       279.198883       932.939392       248.314545       368.615723       203.783676       580.309387       215.150345       69.6083298       143.313187       25.8717251       827.379517       41.2748375       221.093414       879.105713       921.730713       562.812683       258.434937       241.171997       614.919983       605.510559       85.2442627       625.776428       495.334473       398.059845       77.1135101       413.702911       296.501495       823.461182       469.830902       372.418365       950.514465       226.157959       183.324478       287.015564       105.923721       844.937927       93.0200119       185.473160       841.873230       680.695862       708.915222       329.660400       112.803200    
   819.617981       829.254333       473.473816       34.4228706       704.388367       429.750732       775.141235       271.412781       181.684784       778.838135       435.500977       287.353943       705.427673       550.297119       593.743286       815.628723       125.461220       554.171997       819.783264       115.222153       998.093872       19.8033714       115.011902       33.0229645       657.198914       940.600891       12.3374949       429.082855       984.461243       576.877869       260.705231       840.898438       50.6818810       828.926514       141.382141       434.406250       852.592041       659.373291       351.979309       885.257996       445.916199       366.191864       139.658844       826.175293       592.976990       974.189270       882.014893       866.612183       189.522400       614.777588       350.265198       862.734924       495.252411       145.344208       892.494629       696.877380       617.217041    
   294.468994       153.048141       939.170410       705.799744       476.721527       861.230286       484.262726       716.625427       964.154663       957.734314       517.208557       496.321899       293.620697       66.9372025       344.890839       314.071075       82.1419678       54.2886429       304.392395       471.691284       802.431763       131.890411       387.599335       198.583130       52.4566803       819.220276       850.046997       299.397827       772.135864       740.952271       901.054932       152.138702       157.208496       609.812012       667.118896       832.411621       399.235870       883.832397       897.747314       664.575439       103.402527       401.123077       593.208374       160.382187       908.319397       461.555054       817.088501       377.858521       231.809799       381.575226       743.751709       547.144409       505.980652       885.087036       106.961647       526.902405       391.342621    
   168.644119       498.161499       702.984985       389.154816       779.802063       254.875336       33.5741158       14.1228933       35.2754936       816.667908       928.666321       857.972229       220.662781       860.981079       818.125916       88.4845886       405.449158       769.863953       484.433807       918.628357       841.393066       245.863022       166.212296       715.339478       168.231583       150.404282       567.552673       454.853119       796.227539       2.10980034       451.192017       243.740829       296.448303       895.893372       345.325989       878.202881       118.831001       431.415375       786.320435       756.635376       633.737366       702.755371       7.99499416       754.528259       359.830811       901.935791       42.0722046       300.384247       57.5140800       720.952393       371.144531       375.292267       837.804688       102.987495       868.387329       757.920532       114.884117    
   212.004227       71.1154175       699.401672       420.711029       762.091125       959.278992       250.575119       775.363586       187.715256       344.482880       267.756256       188.152145       298.515839       360.813416       809.717468       226.603775       754.263184       266.530579       469.538300       434.769958       551.399170       790.701050       506.653748       833.888550       810.165894       199.751755       310.656067       954.848022       715.324158       780.581543       629.106934       981.208252       49.8139534       972.434509       788.995728       384.268127       675.128357       583.327515       596.118408       462.510254       40.8096123       155.260483       279.188904       368.979584       238.572388       86.4062881       713.172974       923.093506       561.665283       401.510529       629.220459       616.486267       451.183075       705.060730       692.125793       763.270569       995.265015    
   517.957764       619.162781       935.340637       629.242981       619.707581       3.64564562       600.570007       933.050659       960.601318       968.748596       985.553711       727.101807       485.032745       502.783081       136.459305       325.498016       287.721527       764.293945       856.531128       592.497864       211.175110       868.606812       190.380386       90.9921494       227.199097       200.883347       898.151001       385.023407       703.192017       367.773163       307.523590       623.077454       524.394592       597.050476       842.209045       163.589523       879.938477       675.933533       118.786880       907.107361       402.720184       152.887253       181.842102       484.559082       197.387695       472.406708       82.1490555       712.277100       339.552734       188.919327       384.908142       797.052551       509.705292       708.089844       258.799835       381.114349       778.408447    
   860.396118       695.580627       997.020569       595.697754       127.212440       854.077820       82.9669647       142.810379       144.500153       677.034546       709.757202       33.2770424       25.8337345       544.572815       863.480774       851.500244       560.419128       218.846008       901.194702       459.537903       103.485291       53.2115326       475.973206       780.330811       384.900879       344.658112       687.479919       323.152954       637.648621       711.958191       506.281891       789.115723       952.757446       688.792603       411.441925       168.513412       241.531830       701.609741       976.855469       650.301697       486.080811       209.069839       194.494354       939.692566       345.542419       357.261078       545.596924       4.24681234       723.629456       525.601990       763.131226       70.8691940       536.423828       340.591034       243.040817       109.298317       632.403198    
   218.854340       307.168030       186.588486       342.525269       588.392517       75.5993347       633.715515       330.417938       328.453949       265.933044       38.2316666       572.105774       796.372192       1.76229560       377.963867       270.400513       735.517151       217.363327       438.120148       736.116516       714.807983       678.207520       434.882263       985.721558       408.047974       235.451447       896.240662       969.023926       601.651367       134.615616       446.805908       457.731415       560.302124       956.327576       385.594086       194.945038       932.328796       543.321106       556.318298       765.229065       616.860046       141.994263       896.873596       601.629822       95.3562012       308.884369       267.984528       215.653259       780.275391       299.689545       997.589355       286.743652       196.976547       567.835144       778.647034       527.184204       884.895020    
   691.523926       565.430298       968.744385       225.521179       617.358521       822.672852       16.4131737       213.566086       539.572205       998.929443       660.786377       782.275269       758.293579       675.401428       357.938690       193.682159       846.047546       861.559753       627.928467       773.915344       885.186890       669.880371       828.156616       262.991852       406.361542       614.998718       695.278625       828.273926       101.787956       714.396606       470.155914       820.881226       455.554108       545.610413       471.325317       970.490967       129.447647       882.152527       830.907776       686.942261       377.993652       305.980286       132.623184       815.057373       971.107910       330.914764       753.676819       782.636475       323.662231       399.846008       71.8364487       755.956909       913.083862       718.231079       925.603455       172.485489       359.468353    
   790.355774       737.564148       117.636169       312.917053       848.193237       805.203857       855.219788       681.727783       566.040527       647.547852       46.0669022       765.713135       512.806580       687.024353       56.9769821       917.111755       114.994453       784.903748       257.640778       953.381592       17.9206161       380.848480       270.823242       777.323730       860.341553       14.4731970       22.0837078       930.062134       835.849976       761.969360       479.308746       795.121643       179.498398       446.346344       523.058411       738.243591       637.517395       971.079712       305.564667       621.274536       255.638107       567.860046       361.767609       695.151062       3.49213862       208.629990       106.428070       345.815979       986.411438       803.152161       597.814575       394.172028       207.017441       869.203735       21.4019165       707.349548       906.838989    
