   967.222839       91.5378189       203.481781       190.051331       299.395142       137.607880       179.196747       381.254150       398.080139       412.320038       268.289948       812.612732       496.250031       597.926819       570.407166       851.611816       613.644043       733.126892       836.199036       501.166138       462.568726       617.873413       666.407532       491.667206       464.926361       965.114929       252.477997       53.6752090       480.336670       128.682785       217.380905       15.7210817       675.721008       192.025009       965.743469       187.883713       107.345833       522.749512       270.616608       788.635498       379.737762       618.196533       205.286057       759.211853       472.309601       434.113647       18.8247490       836.168091    
   378.461609       106.218170       302.684235       951.653870       353.275787       403.359070       935.552368       696.428284       334.499969       623.117859       154.274826       79.1994858       861.203369       442.818909       429.329865       754.875977       126.375237       970.364441       829.138855       65.2394485       248.989670       69.7814865       150.290253       300.692383       106.105331       781.036316       406.364349       930.164978       403.668762       134.477417       922.898560       542.010193       409.972198       350.073853       456.891785       309.456940       895.236694       118.060669       259.103394       168.312805       22.6231270       379.311493       81.7414703       214.302658       464.815796       230.476761       415.766388       3.29367495    
   185.426529       147.550766       85.1815033       839.766113       498.060150       310.422455       397.046448       256.459290       200.404495       227.311768       850.114990       89.3604965       909.515564       91.8219070       954.471924       624.880249       398.334229       347.001648       438.370300       7.45712376       315.291595       85.5421066       43.3718338       492.779816       613.352234       596.109070       642.853455       612.076172       953.560181       301.866272       869.337463       366.118042       791.056702       696.311768       971.501526       90.7075806       74.6238708       469.227295       610.154602       581.892212       946.234558       250.736725       466.415344       857.361023       754.958740       472.648163       434.355927       601.124084    
   797.783386       547.979553       226.639557       206.054367       900.239746       494.174042       664.066345       926.237366       402.501953       740.463074       904.151978       878.585449       763.749939       597.542480       832.153015       936.578369       364.362366       477.522400       344.502045       646.869995       386.162018       36.1440773       259.231415       737.456604       506.696686       428.347961       617.510681       524.528870       853.041748       963.677917       772.482239       928.900635       640.834595       592.273621       760.485779       825.346436       508.563293       942.757324       149.385056       836.198547       783.839417       459.685394       139.256378       213.732452       116.943245       162.647690       153.601257       299.590698    
   498.514771       720.174988       379.485474       444.846222       291.488342       53.2867393       858.085083       913.578247       318.476898       827.754089       595.877747       644.636963       991.561035       950.802979       10.9253244       190.578903       849.656799       424.865936       348.424286       457.556580       517.886292       598.164429       73.8262024       66.9856720       599.784790       599.484985       617.743408       480.316254       906.710327       909.026672       20.4251404       297.768799       568.594849       632.318970       940.496216       654.345764       675.296814       659.961121       537.471375       287.187164       351.602020       296.059296       771.456787       378.335907       920.005127       315.927216       657.403015       448.141205    
   452.415955       766.669250       863.131775       241.096741       784.662354       267.554626       642.007324       283.183289       503.538940       826.978088       287.158936       537.741577       210.597595       891.677795       254.519974       296.636108       468.910095       644.453186       314.512787       67.6570435       806.790588       433.201965       324.974274       974.291443       598.287659       652.764038       875.420044       420.728577       373.444641       963.153320       164.037231       169.038544       633.014709       806.649048       124.459618       364.770355       141.927094       138.854446       209.688400       812.800232       352.180817       480.999237       803.536621       6.69720984       983.435059       817.243774       296.744202       205.785751    
   403.312622       566.844055       666.084900       665.065308       8.19405365       556.306030       198.951233       972.626404       183.474472       413.077118       467.498047       380.011688       500.543457       621.701904       51.1073914       611.477600       278.332275       916.916931       739.505249       694.120239       298.515594       329.833008       20.6208057       955.057556       140.658127       573.916138       998.396179       206.855957       638.478333       913.433167       809.786987       101.935989       986.120667       736.338928       142.102509       219.552094       233.535110       127.693626       639.086426       608.263794       594.670044       450.191162       224.435623       124.563934       976.854187       94.8529282       308.092163       329.511780    
   955.502747       355.484772       388.118744       671.231506       633.108765       875.188232       486.808807       554.349182       127.803665       592.494568       959.928406       74.8997421       151.799774       266.057648       547.705200       609.739990       677.957947       399.211914       837.832092       152.420776       604.230469       417.759064       823.934998       441.920258       612.755127       320.773254       857.750671       952.804382       361.161041       522.545410       366.093567       322.467163       583.091736       950.888672       564.770752       117.440269       697.966248       46.5022354       232.932281       524.196533       594.313538       549.219360       434.709625       48.0941124       527.430969       548.725769       937.192505       42.8792763    
   428.623352       182.744858       267.542114       519.567261       645.794006       234.768768       268.279236       173.059082       498.206390       539.300232       299.490540       6.42889977       782.448975       975.997070       556.542603       238.446564       744.409180       364.891602       621.270691       970.391968       389.596344       367.358826       937.434509       720.482971       632.984802       129.431564       617.525330       817.995300       163.987930       391.263123       659.843506       41.0046196       669.096863       213.782120       943.830139       12.1074724       85.9621964       424.286621       66.6796646       454.765137       502.959137       205.939911       643.891052       677.490356       42.9628792       493.628143       267.364502       442.767212    
   854.377991       152.655914       294.880249       679.108765       541.698059       123.435318       718.604187       961.533997       894.796448       202.992325       791.026733       774.094116       968.276855       576.807861       849.133484       916.564880       850.197937       664.833008       167.825012       877.225525       955.122986       182.495956       268.686401       503.231628       3.48999500       372.151306       921.949646       633.161865       537.493896       162.135727       99.3594131       850.231262       400.446472       252.551773       975.537781       599.570312       374.881989       312.203094       462.760529       347.839966       12.8919783       68.0941620       686.972229       55.4270248       935.791870       636.759094       257.881592       390.769562    
