   265.240936       254.586792       924.918030       417.641418       888.559265       142.471451       643.490173       378.157745       140.488129       65.2810135       915.119629       683.094360       531.939392       631.979553       39.7873993       670.576477       336.567627       829.017761       752.190796       389.488861       227.016357       698.008850       714.719238       8.14469051       478.880615       289.660614       310.003021       547.245239       373.140259       294.892700       83.8813400       733.974792       333.484924       537.862732       224.732803       953.503235       90.9693375       855.582886       429.420197       864.218384       203.631943       287.598907       382.754791       917.468262       245.288406       568.638550       119.073471       537.532043       571.436218       320.355286    
   658.519592       618.944092       149.787521       508.653198       444.060760       884.889404       284.776001       789.895508       598.553223       986.670898       647.979309       194.375610       414.557587       360.399445       576.818848       991.253967       620.012878       699.911682       908.703735       170.955414       260.932678       221.709641       943.636963       939.597595       917.156433       266.163696       462.614410       816.891113       523.722595       764.996338       338.192261       945.073242       234.444962       688.631592       41.0422516       692.602722       287.880676       832.659119       586.643921       859.549988       560.755737       428.132660       960.674927       768.040039       941.981079       818.877441       398.083710       721.277954       416.673401       456.100006    
   59.2757187       85.0341873       480.650909       690.994385       467.550690       381.606781       962.405762       417.159271       103.346489       613.242249       127.643425       340.726593       176.993698       675.792786       162.002579       380.745697       581.346375       877.735718       512.179443       665.327759       55.4588814       503.645233       899.415588       154.243271       285.316742       273.150726       14.8499975       35.5513687       600.461975       849.276428       585.910278       376.606171       615.810303       331.780792       32.5436859       56.2692299       124.021843       1.33017731       321.864929       375.476837       637.348145       382.213196       865.252991       35.3216438       213.371918       153.305130       572.473938       451.466858       424.858337       742.857056    
   357.312469       493.249451       952.765381       164.737305       232.206482       397.325287       930.493774       744.186279       56.8858185       811.040405       358.234985       370.976746       496.630890       289.025726       141.174088       432.207367       848.750854       178.374908       823.557861       252.444229       682.591431       681.059631       32.9108429       518.600281       938.714172       940.102661       877.517151       332.713928       961.993713       542.747620       402.132904       618.259155       388.877167       529.268066       86.4701767       148.642944       77.7582626       377.035919       812.357910       750.780396       260.384674       382.663177       648.524841       858.545776       791.756958       197.474167       833.440125       286.753540       647.661682       878.584290    
   752.724854       784.911316       395.506744       910.191040       878.147705       529.442749       78.0065002       949.406677       2.47409701       915.723083       234.371841       454.355286       977.145142       437.814087       408.047394       373.753510       422.425446       230.713928       679.617920       545.872803       784.766113       861.155701       846.859253       89.6768570       736.205017       97.0076828       268.699371       847.364746       214.240555       729.450012       137.791458       753.359192       145.727859       886.714539       374.592712       234.032730       98.5616302       140.391724       87.2746887       577.611450       874.641418       690.223938       432.687439       257.630005       405.555481       679.150024       298.577698       309.768494       720.296326       821.320618    
   460.522705       951.212708       176.854126       471.816864       929.140564       975.545593       167.068848       324.917084       749.982300       825.968689       640.568420       258.279694       347.265137       853.290527       783.741882       591.242126       536.735840       946.304565       982.562805       179.040268       870.187744       213.136597       848.784119       881.698181       466.316742       159.064041       205.819870       334.281921       907.034424       741.956299       627.715637       739.545410       359.535583       190.924210       618.352966       550.905518       266.620789       882.506897       771.077332       35.3936310       707.093628       528.734680       981.664612       712.004517       380.187042       21.7136345       429.220764       344.502716       460.424103       300.718781    
   823.410400       146.037964       615.107727       260.536285       7.58258533       233.738342       845.106079       408.988098       887.947021       552.207275       988.590881       944.173523       534.308655       737.802002       279.001801       689.078125       414.221313       674.328308       201.151840       425.247925       669.172424       974.369507       638.195923       997.311829       133.605194       647.658447       762.959717       787.389465       863.882019       811.840820       259.442993       931.575195       781.801270       328.287048       603.630493       827.632812       712.066406       342.339386       113.207329       636.767639       660.277771       889.931885       348.733917       728.229675       631.374268       128.406189       59.9853745       406.221100       718.234497       106.412048    
   752.182861       215.091217       108.710785       769.050537       313.209229       796.283691       22.9502659       139.171936       703.440125       2.38567257       321.764191       869.415466       659.039001       612.915466       366.240173       979.809021       206.271408       704.267273       608.900513       243.380768       536.639221       340.843964       110.216621       229.852783       158.611679       189.661667       307.650818       82.0941544       177.079330       224.674042       123.139977       162.845749       732.926208       724.128052       985.488831       539.836304       483.483887       657.303955       564.684814       246.743332       804.575989       804.856995       355.361633       294.208344       841.370605       914.866455       736.326294       737.474426       486.152863       704.691711    
   606.059265       989.472046       576.035645       640.873535       108.947060       449.303711       177.647446       252.705643       361.355255       573.138794       85.1855545       241.249649       693.763611       665.948303       771.125977       684.584167       906.302856       988.400085       272.250763       103.585625       201.268494       695.754944       873.340881       618.145630       464.578796       882.025574       742.390320       96.2240677       299.179413       89.0791397       699.777344       976.277771       72.2954788       354.507599       771.470947       649.194031       422.826904       535.898438       68.2928619       528.434143       801.986023       263.290436       351.247742       44.8146706       630.610291       605.340393       715.319458       733.883606       601.615784       177.445587    
   329.045837       612.098450       552.250366       486.741943       672.901550       548.586670       26.3977451       615.167236       819.059692       108.308556       746.415710       725.561890       940.276001       773.524353       69.8435364       29.1468220       317.843262       623.411011       472.341156       10.7855721       342.745361       531.255127       317.584320       747.597290       398.651123       605.394592       79.5026321       744.825928       421.375122       791.059326       103.336426       975.749878       808.291199       551.672363       456.546997       924.006897       766.706848       357.786926       61.9639397       500.765808       741.628723       174.994293       540.762939       641.434753       19.6944027       693.739441       823.206360       195.955643       135.354034       942.152344    
   46.0426064       758.645630       595.557678       653.843323       464.374268       284.537933       783.371216       678.027222       494.332672       854.205750       811.781494       738.240723       59.4451256       285.248962       1.41097987       495.071106       4.38781500       571.665100       120.747162       345.385712       343.460144       713.349426       369.176514       227.590607       199.231216       75.5046616       957.833130       980.159424       825.120056       1.20179820       425.655518       236.278702       772.932556       530.069946       224.733932       540.980042       674.371765       172.751358       507.121582       749.002197       59.3830185       587.440002       936.028015       219.195541       839.929810       321.437531       977.545410       883.622192       793.880249       263.842773    
   302.287781       564.080444       120.950806       402.655579       27.3076534       801.897705       709.345825       628.404602       537.948181       721.745239       96.2505112       895.468567       290.185364       6.68530083       12.2693157       495.076813       362.472992       720.013855       702.561829       695.326416       229.354568       173.293213       945.585938       123.339333       488.855072       466.561005       504.962555       743.380981       90.1669693       256.934570       157.739395       560.079956       186.792252       129.526428       940.671631       887.705627       110.987549       588.781067       173.934692       900.271729       912.962830       709.460938       20.3405857       825.286499       147.692368       607.015503       888.332275       821.796814       452.004425       282.233795    
   241.845032       896.574463       538.061401       791.635559       456.142273       688.421265       167.160141       194.284622       97.2522964       613.293945       12.2796173       367.538727       143.291504       303.124939       250.758865       427.678864       252.317520       2.78879261       241.440430       669.081177       987.012573       458.497467       32.9320984       786.418823       403.304108       809.794922       892.579468       741.723816       746.135132       422.632416       87.7164536       78.6606674       687.499023       964.246399       298.461060       859.526245       41.0817299       420.415192       15.9007292       994.287903       362.083313       889.448181       796.498901       963.387268       494.171021       265.287750       606.038757       230.628891       415.351715       753.161682    
   276.519958       693.204773       901.978577       508.315155       273.192749       340.177765       889.086243       543.872803       902.059204       124.830101       856.623901       28.1798096       193.793503       595.113281       144.054153       905.626770       254.284836       923.034119       935.568726       311.276703       788.921631       541.444763       951.118652       557.350037       579.203003       509.436890       339.980103       181.757431       400.129913       923.418579       971.922302       686.783020       957.958679       301.167084       873.585632       39.0398712       381.100464       857.985718       409.509094       400.262115       19.3360023       183.045746       902.398132       615.557129       44.8767166       532.711487       579.364685       782.296387       965.783386       734.610168    
   482.102844       256.976807       185.052109       404.806366       266.948700       857.300720       69.4131393       350.435120       274.686340       375.572540       28.7969952       744.786743       337.046661       514.043579       850.208191       656.392700       413.224365       475.791260       131.463898       258.104889       622.847900       305.397705       772.483215       986.056335       385.838226       292.560913       72.5715866       715.737854       682.463806       126.433533       604.342224       711.934143       601.850098       144.351593       249.996689       742.275208       474.884430       698.276489       906.585449       1.86876214       679.895142       58.3024559       64.0676041       110.036255       761.056335       109.637901       160.286667       350.514252       416.450562       407.580078    
   584.269104       479.352875       125.361900       878.105347       41.5867920       103.443672       605.314819       12.0598955       820.506897       614.699036       555.151428       811.246826       665.968079       653.184875       373.534088       861.311890       121.279434       216.333801       805.766296       110.969505       268.652985       994.022888       655.024597       914.415894       625.598083       693.525208       940.406067       974.475342       514.103882       991.072144       971.527588       665.601868       841.754639       621.029114       604.333740       577.223877       483.724487       79.6637039       923.960571       140.820740       186.347809       375.029083       703.109131       347.029327       937.845947       713.265686       232.249420       348.332947       437.194397       595.136169    
   472.810059       245.667358       168.091843       717.305481       305.630646       767.107849       607.668152       435.321716       657.311584       683.412781       316.547699       993.609436       556.668884       725.804932       300.471893       288.738678       802.811279       634.665466       758.324646       981.313843       443.444611       48.8350906       327.957947       296.958984       218.466461       150.058746       583.036621       63.2838135       770.518250       835.181458       18.6854725       142.996338       672.707153       712.668213       451.686768       863.009583       281.380676       556.060242       747.816223       575.006531       598.516724       341.422577       523.309753       963.141235       342.479431       347.853485       443.334961       20.1323566       452.289001       602.331360    
   464.781555       226.281342       113.445747       274.865631       175.860382       204.591995       76.6046982       837.339233       651.137512       812.023621       854.637268       815.719727       97.1747665       535.893188       427.395416       83.7779083       514.825623       501.549133       251.277145       157.392303       39.9625244       420.312347       178.317627       161.727005       294.274506       533.978882       360.203064       322.901093       546.890442       934.044617       38.6673584       276.814941       31.5706615       819.031250       247.197357       198.083069       768.037476       771.833984       971.341309       759.614258       135.528503       739.049683       547.569031       399.641907       254.737671       203.651596       355.721222       767.576355       730.228394       875.917236    
   71.0948105       505.411407       426.746796       45.3679619       302.747833       66.6990814       147.545822       92.6292191       203.577759       156.039444       813.599548       139.623474       355.122742       201.785873       869.894897       472.199432       906.960999       457.029907       908.232666       144.400177       944.762512       220.415909       663.408203       693.297607       612.038940       832.820007       904.880981       22.8525543       419.770203       464.298584       55.3975487       350.195801       736.436951       604.862427       531.410767       463.268524       776.612427       162.287689       28.4468098       944.126404       338.100433       386.941467       892.758057       84.0832520       409.897522       561.968323       236.733627       1.54805255       366.646973       395.431519    
