   898.648804       20.0223770       846.556213       765.276367       219.370056       330.036713       515.329407       445.975800       971.679871       387.309235       274.944214       359.153351       265.599091       232.806641       171.656387       183.668945       491.773682       554.019958       249.774002       946.229370       820.277954       412.637360       490.892059       329.472961       354.925293       892.591736       729.565308       66.9444656       93.5078049       281.697113       503.476776       179.988342       955.473450       475.223358       668.426453       518.828613       961.545837       510.903717       945.350403       990.879333       843.629761       383.173584       175.360687       560.456055       623.115723       250.653778       365.672333       598.473083       851.425232    
   600.596741       335.717255       669.394348       756.803894       329.023254       162.392548       817.067444       303.687622       347.840454       929.391235       895.176086       280.401398       509.804932       706.260681       912.533447       697.048950       549.738708       291.450775       977.796265       782.091370       767.981018       135.177490       896.984192       180.956787       800.387512       325.287933       841.716370       924.208557       24.1262817       877.176025       115.957001       951.491760       647.278870       845.499817       954.961304       250.967880       871.969116       580.416565       37.8864250       526.123474       162.114059       159.518066       44.5524330       499.321777       464.369202       446.346527       652.489197       646.344910       455.862671    
   141.455978       186.341553       907.933167       901.623962       400.343445       480.043671       460.669067       557.041565       221.410248       550.037048       100.111168       740.978821       739.653625       93.8005905       426.709595       549.767090       933.988708       570.696838       87.2992249       465.385101       662.075623       667.285156       410.600372       346.434418       640.019165       74.3480530       210.946350       714.345093       291.028839       232.098297       386.395874       48.9308395       346.161346       872.411743       131.288422       497.038818       192.172989       173.975479       507.179932       317.680695       262.561951       237.808060       263.710449       565.464722       406.599365       605.639343       314.410309       419.120575       267.466370    
   569.758484       289.579987       937.046082       160.450363       517.627014       638.167969       670.803589       393.084076       136.636520       277.484894       835.108093       273.885864       908.248901       319.324982       38.8345032       752.127808       349.624908       996.792786       878.434937       634.779114       989.799500       525.249939       510.383301       588.561218       249.157104       978.622437       709.485718       59.2381439       275.083435       825.612549       359.768524       174.800949       546.549744       234.313431       820.382690       484.844116       68.4898987       549.687561       247.219757       522.294067       115.687263       442.060364       420.334045       657.014648       334.689880       620.621765       907.006958       225.063644       338.965515    
   467.595001       121.316887       426.561981       714.528015       916.094543       542.721497       996.113708       553.310181       945.115112       573.650635       487.226471       407.081207       641.295532       51.7750092       445.362793       72.4797134       507.535187       882.786987       982.928833       99.2645569       606.965515       153.963638       252.926849       382.682587       338.689636       745.148987       788.339233       41.8726082       799.519287       695.202271       351.641754       457.037048       721.263794       370.164246       273.758575       298.388306       438.026825       154.080719       672.043213       531.169861       858.688232       440.539825       693.377686       755.430481       708.114075       585.375183       817.767639       338.098694       732.323608    
   515.275818       17.2636566       80.0152588       892.710449       39.9744911       621.171875       737.994751       108.348755       721.959900       823.633728       808.888794       347.893982       957.615723       424.930206       485.096161       675.371704       437.465332       174.297974       275.044861       779.734741       885.609619       751.728882       936.437195       615.437012       492.582367       692.555725       267.705872       762.122803       29.2687092       985.071777       516.326355       685.294556       577.832092       748.288147       750.260925       833.416321       856.152405       764.580322       399.172028       751.016479       814.010925       914.444763       571.324585       843.423340       116.869705       435.148651       566.116089       197.054062       649.733459    
   286.221222       442.610199       269.621063       901.416748       784.812744       559.280273       376.458160       761.537598       832.451721       860.335999       404.911560       119.529762       27.0145721       145.437683       277.798645       656.692078       985.973877       939.380188       441.237152       240.929947       103.193398       773.065369       932.669006       606.532349       645.753662       699.678345       519.136658       927.870789       963.460999       393.176392       893.449097       711.718872       223.291107       67.5372925       119.749603       60.7452316       383.380280       147.839264       100.130997       275.884796       485.182220       553.413330       621.429993       670.740845       655.467712       882.829651       128.821823       931.215210       781.130615    
   66.2691650       440.231354       955.296143       723.488831       783.230408       433.418579       305.265442       918.438049       443.045837       906.094482       684.980957       597.307007       637.115967       109.374893       997.868774       838.806763       264.633575       520.270264       744.272339       108.208107       875.756470       660.671753       995.769348       208.727463       193.308273       930.263428       920.866150       138.874878       864.523987       252.920654       625.884338       189.546448       604.623413       305.982788       910.496521       308.030060       306.239960       272.058197       721.814148       438.111206       786.919922       392.581177       252.803238       510.875671       34.4385300       768.618469       385.292969       362.180267       224.544998    
   515.590881       618.029541       5.37840652       838.727966       962.587341       117.620628       752.159180       977.917297       741.576111       711.053528       521.138000       851.776184       398.217407       702.317017       186.460953       152.922684       409.718353       709.021606       949.529175       553.924316       621.752136       26.8930416       176.951065       768.010864       534.291626       663.706177       462.155090       932.002808       7.53209114       419.973145       228.501175       245.011047       217.254364       847.733276       338.698029       308.638489       547.835083       771.572632       203.606232       321.444183       341.743683       14.7723513       490.527985       451.632751       95.5456772       789.316772       742.998535       246.176285       888.028015    
   104.506668       703.250427       996.828430       502.220795       512.795410       365.125366       934.678711       148.528671       747.394470       810.359009       308.083344       799.594421       145.070648       380.149048       798.285400       356.650848       372.663177       622.777649       364.592560       833.068848       898.117554       450.649536       475.692657       212.738708       641.996155       537.195862       20.1328926       225.638489       336.630615       846.084534       522.806213       659.000977       112.660706       236.713333       807.273499       612.640320       955.061462       596.795532       993.916016       558.444885       111.893112       453.954956       635.236938       205.402222       616.281189       18.8358231       83.3338776       146.515686       183.558655    
