   454.811615       968.092224       831.883118       91.7760544       31.7247639       739.704651       988.813477       692.793640       788.112305       981.536865       301.664520       262.236237       395.312256       448.130615       92.0785446       364.891357       113.655998       768.871704       987.503113       378.139526       583.296570       2.02346015       109.635582       405.453613       875.488892       455.130737       391.556152       320.672607       652.000244       204.250443       235.440796       416.455933       527.433960       216.639679       263.451660       931.753113       590.233093       28.5237427       908.828308       497.541382       375.382172       215.728943       825.448242       101.965942       743.005737       958.743042       454.505981       754.574463       499.129028       396.466125       802.977539       524.678894       955.621399    
   824.099548       167.283447       760.155823       209.488983       980.149475       480.705200       837.249573       808.241211       889.613159       186.892410       513.535400       291.649048       702.084045       689.114380       931.847168       760.794739       649.028870       384.490112       479.132751       337.560242       504.067535       301.186859       738.703186       767.175537       259.807281       478.881165       443.226654       199.332260       239.176117       684.320862       373.822266       943.789856       69.0052567       102.903175       704.536011       432.416443       485.398834       650.421936       779.606140       539.952148       240.165985       882.839661       729.980469       51.2609558       612.772034       317.140808       373.939636       89.1788177       410.086395       466.286743       90.2867126       834.862061       679.522461    
   170.309357       647.014099       97.3759689       179.398544       512.703979       108.065735       321.157318       904.608093       609.979919       713.367310       184.406769       690.456055       32.5365410       402.696899       259.325562       950.986633       498.438324       640.487366       560.416626       66.3769989       745.254517       215.067520       908.504272       709.603088       733.725281       561.802551       222.356430       427.063812       866.819214       825.432251       139.371658       792.363403       323.469849       627.017822       185.657089       907.680542       433.266876       365.664368       147.070236       425.752045       589.981079       624.219849       945.945618       58.3323479       369.059906       748.515503       58.1276321       769.851868       461.284760       269.137268       1.67541933       324.687958       334.884888    
   911.286133       209.704117       919.317932       159.656204       146.997406       521.431580       930.723206       301.596283       70.6439362       624.730103       282.537048       554.211365       437.023315       411.115387       93.4159241       692.224609       162.256073       724.675476       970.840027       154.728210       970.408997       256.455444       755.054626       4.46081734       23.2517433       294.955353       817.836548       542.460571       647.761169       631.659729       967.496948       814.909180       991.666199       202.811951       183.594803       136.373688       208.070206       96.4286118       534.977478       858.615662       161.590591       459.392670       513.584839       834.837830       815.905945       957.744141       696.603760       406.051270       258.436859       76.7919006       94.5178680       834.867249       63.8112030    
   863.572021       204.626053       266.118347       407.445740       254.643524       366.268463       911.377136       260.808899       645.833679       228.905426       511.675659       165.700455       247.004669       51.6454964       583.855591       677.109436       610.294800       298.822601       117.491890       301.429016       604.198547       986.215820       952.393066       292.054962       172.758743       377.923309       86.3248291       591.206299       997.041931       48.0264702       710.867493       829.558533       937.131287       28.8380795       264.614990       388.946899       436.750305       126.128723       841.639343       172.362106       425.975220       88.4091415       851.331116       980.342346       111.450157       995.315979       804.442261       988.103210       648.016113       147.608170       93.8600769       82.1977005       756.093872    
   375.225281       678.460571       806.827576       984.744690       591.131592       540.576904       635.221863       902.086914       969.356812       370.013824       916.378967       913.626526       294.532410       605.944092       729.859131       832.925476       723.312805       509.635803       473.539185       260.678253       451.898621       159.262375       503.731934       394.689789       461.125977       963.846436       656.540100       683.439331       402.628845       651.862122       908.229248       950.495422       444.768402       902.707520       839.019836       267.549927       178.458511       158.434525       846.689636       61.0639763       450.149841       145.487045       963.915955       162.590652       974.707275       812.440796       800.385193       183.303696       81.1335144       926.709534       984.633850       569.231262       409.404297    
   301.125031       769.029297       768.842896       536.647766       861.422852       231.764130       448.540894       449.744476       359.703369       462.366760       479.997162       305.248047       171.127090       858.588562       412.771515       805.107910       460.522644       185.179352       743.995544       355.071533       832.149231       964.613586       760.293701       211.639450       891.172607       438.548920       854.776611       991.419434       59.0742188       662.166870       521.436707       278.861633       861.225891       371.200562       358.163879       441.376648       712.059631       218.012436       519.032837       960.364563       705.460693       964.776245       555.626221       88.6297531       587.731262       141.622513       739.189331       391.658508       616.702515       252.905594       415.418060       12.8007555       807.598145    
   585.522644       886.018372       374.698822       870.742371       857.873779       133.861069       943.326721       649.936829       743.231018       416.865906       873.684570       108.181847       698.893616       902.017822       751.848755       500.792358       992.441833       78.8379288       680.676758       367.298981       928.180908       889.403076       129.063934       31.2005291       259.086609       561.645874       720.895081       15.0329800       994.453735       711.107544       348.010498       457.526459       875.774597       929.092407       558.563599       196.145828       847.294861       827.219421       773.626282       903.928284       713.944214       224.039398       950.299500       761.719849       953.436768       788.897034       369.198120       262.855988       469.810242       927.254517       511.726990       440.851898       402.507874    
   75.3599091       648.741638       523.062073       806.185730       276.624115       912.883301       332.830933       818.949829       285.411041       972.269470       898.219727       189.236633       693.250061       290.007324       228.879944       738.384888       206.582230       76.9953079       718.795898       704.318176       550.452576       17.2479954       933.277893       502.321198       481.932892       5.94039249       647.895203       504.142731       375.741638       583.305603       778.355469       459.936371       331.438873       1.46135497       673.238464       54.1936684       385.707520       747.418457       865.885376       870.600891       570.619019       320.106445       560.222534       199.247406       420.768646       506.938354       61.9407158       480.913727       87.6764374       615.325562       705.226196       260.226837       110.659874    
   101.037155       540.853882       628.285156       415.374481       504.435333       477.681091       98.4976196       368.065399       290.662933       468.913391       698.883728       426.834137       445.142212       393.711639       888.318115       701.629089       701.199524       364.118622       366.616180       478.597198       86.7542038       186.393250       488.245392       922.083191       178.153229       502.674530       357.814667       731.410461       714.838501       868.673889       256.337463       691.725220       907.328308       874.622253       424.225616       730.638062       56.3174019       294.042511       997.345520       173.692413       124.973961       111.080498       270.046173       733.343872       758.365662       432.509338       796.427795       455.337097       543.962463       535.961060       157.719681       320.225250       664.511841    
