   498.099213       82.6465530       341.042023       118.564598       95.7169876       865.994751       528.119141       901.524170       884.406799       586.403931       38.3941078       166.262726       177.773209       332.382263       878.408813       89.8500748       14.8747683       459.887909       288.460052       647.090210       108.890373       571.435730       187.857697       977.196350       952.207581       60.9142799       390.819000       207.416153       557.357056       746.770813       9.06138611       857.573669       586.492554       114.340355       385.397247       892.932251       878.064270       215.446640       804.783264       183.594742       103.193047       942.474609       360.904327       417.479492       503.994690       655.866760       982.194336       900.504211       594.145264       403.890900       513.405090       735.685486       153.789780       798.983643       748.770325       962.243591       458.987030       459.366516       343.229889       818.697327       332.868866       817.283936       491.987427       382.126892       325.824554       946.174072       644.613464       781.990784       820.968750       697.408569    
   470.199799       996.703979       559.472412       138.439835       89.5075684       829.325378       693.760986       456.959473       161.721359       218.234650       148.033020       682.151367       367.962799       216.335175       391.476593       280.304535       264.137878       206.314865       634.795837       730.558777       730.852417       625.770447       139.519333       706.430603       575.746216       216.409607       395.726166       363.651611       317.992310       288.984711       77.1510239       550.850769       699.633911       169.404037       531.212769       139.550827       27.9816437       806.038635       396.594910       774.461792       297.245453       965.095886       849.581238       114.286461       749.034485       52.2989464       725.507263       56.0411720       126.098297       516.298950       734.152588       677.559143       65.6137543       170.241653       206.383591       321.353210       586.695129       536.606079       141.918335       680.338440       560.748535       208.983566       947.133545       718.280212       706.676025       893.480469       950.306946       318.420441       352.314606       10.6066399    
   319.915619       414.694000       16.8823299       93.7924881       706.239197       640.199585       803.341003       610.854309       669.845581       467.330505       354.000336       895.214355       952.506836       894.293213       618.701233       99.2652130       999.159851       524.742126       987.660706       989.719421       328.659332       955.432129       529.923096       367.053070       703.818115       681.869507       139.568329       259.976074       741.629517       920.531799       770.391357       950.695251       931.055176       670.621399       815.472229       317.991699       36.9088745       152.024857       760.810547       23.1119308       516.296936       655.362732       312.363647       686.201965       412.608490       735.333679       678.437805       264.954224       235.803116       308.075439       841.451904       763.797974       723.006653       767.959290       292.345306       327.998138       257.244293       74.3853912       214.842789       539.711853       22.6191959       147.217972       255.919098       842.231873       679.823669       317.966217       892.889832       604.119446       961.978699       183.139816    
   906.389038       187.718246       937.690247       337.220459       277.368134       641.331970       411.371552       614.711853       11.7489519       421.634857       853.343811       84.7698669       350.408264       374.757782       56.1824722       823.108521       91.5962296       522.690918       52.1297760       200.045258       499.222748       746.053833       777.553528       614.131592       862.824097       332.840149       207.862747       430.426086       307.552826       942.463440       58.6034546       713.759033       39.6672974       228.468842       745.492920       364.159546       46.8194923       93.6409454       96.3543549       901.053528       570.049805       717.551025       780.804688       739.050171       280.528534       344.167053       751.187073       506.389130       264.702881       24.5015335       530.818726       584.382080       223.346008       430.001892       680.909790       222.211792       81.9194489       346.149536       849.021545       680.630920       364.421539       136.590897       209.513092       834.265076       174.432434       604.772461       44.6437759       468.483948       445.123657       185.441711    
   637.325378       618.641479       506.397583       308.388641       839.147339       547.238770       93.9911880       924.418152       415.506256       926.437500       359.377533       513.302734       888.646362       460.969788       42.6062050       534.724792       652.372437       40.3604012       394.980835       633.582031       281.080994       318.343201       842.366333       146.411194       915.947754       20.3594017       903.256409       284.556152       310.417572       165.028061       521.843323       44.9225044       768.752075       252.242737       172.389206       521.577576       397.007202       704.434875       271.503479       948.178162       549.713318       34.2861557       20.0040379       978.493958       2.74401474       536.402283       735.219177       433.211304       969.369324       367.496613       840.363770       99.7967758       414.959076       947.645081       171.502762       375.170746       256.163361       165.471085       344.134430       271.515259       889.314270       849.962402       730.113892       291.791077       736.105591       238.684036       754.774597       253.446381       492.865204       367.142914    
   170.718903       109.102592       288.635712       18.9184723       283.627136       307.419250       772.399475       224.798782       716.612793       666.926147       396.264984       31.7772827       923.885742       41.6041794       745.672363       714.056885       731.767944       955.323669       310.187256       441.601318       190.393250       243.370819       418.456177       370.222351       500.731079       553.000671       481.286713       710.576904       3.52083921       761.081238       985.964417       442.942108       633.402771       53.6237640       665.418762       374.569214       608.116455       211.588120       179.590759       550.102844       225.729233       772.497192       489.486908       224.886017       840.599487       110.669106       300.479156       181.713593       847.711304       44.1332970       811.124817       195.966888       254.950790       14.9399700       20.5770988       391.643219       238.440735       606.448853       96.7790298       479.118103       394.161835       791.469849       332.103760       786.088867       13.6150932       153.063324       527.457703       110.431816       224.225540       947.290527    
   467.574982       472.286011       591.366394       174.375870       4.74079800       350.235352       272.408508       924.635559       650.126343       399.150940       784.482544       468.475739       984.928772       488.921112       473.651031       699.703247       106.718292       562.280518       224.724411       382.660797       869.906372       124.774010       256.721313       307.476105       580.398438       498.990295       478.168121       96.5446014       554.387573       769.014160       770.719116       171.050812       672.833374       324.249969       245.554214       493.593079       728.020081       310.822968       635.223755       491.816772       11.7898588       397.774384       998.888916       573.050293       413.683746       126.718399       803.938049       375.353760       319.830627       396.241699       769.361328       928.218994       192.144882       137.502304       891.052612       277.245636       828.960510       243.013306       9.46897221       915.022705       325.506958       744.500061       176.166321       221.223282       759.866638       573.469238       872.390503       499.946167       961.409241       231.801392    
   194.458328       264.475952       493.924316       700.503845       793.269653       488.509186       146.156525       759.680603       671.736450       628.633728       41.6069183       236.795151       239.117050       861.203735       624.037354       536.327087       153.123886       648.111816       586.138916       100.794273       935.802490       390.864838       204.499817       511.914673       737.038696       303.194763       122.983139       353.786865       493.880127       588.205688       194.259796       15.5749588       271.212524       237.498611       155.446548       793.543274       79.8921204       839.518433       498.852020       403.386078       646.743652       888.085571       984.228027       826.013062       465.620422       801.786804       167.099167       22.5242214       886.946838       943.830627       276.147156       206.340591       523.131531       383.171265       823.764709       297.819885       163.425766       633.227417       475.510071       959.886841       76.9843521       354.848907       858.270386       125.047981       664.502319       917.955444       388.364899       620.585510       824.271545       675.086548    
   955.565186       933.861023       546.876648       814.190430       222.284500       875.712280       468.359070       41.5813751       551.918335       609.823242       464.204010       565.862305       884.127747       645.840027       727.021912       664.617493       990.675049       197.708832       841.889771       154.831818       522.375305       533.972900       578.578186       920.001587       119.856544       847.995422       513.786621       334.940247       991.191711       323.115326       547.817627       940.561768       762.786438       269.019501       292.913177       186.882889       64.6072083       371.633270       643.612122       994.106384       290.597900       895.090515       571.446167       986.037354       571.866455       651.302307       691.578003       291.722046       970.394470       197.772659       784.791199       741.185303       169.073196       586.704102       444.109833       288.814117       313.073517       287.298859       378.735168       586.315552       749.575073       368.581604       333.712738       396.669098       498.331787       733.956604       856.981812       265.483826       835.738403       86.8290558    
   408.388123       206.050735       802.863159       320.240784       626.645691       561.144714       379.051880       825.748962       815.789124       779.453186       31.8802967       217.598602       33.7294083       188.486786       907.644104       314.602600       791.488892       735.719238       594.238281       572.575562       512.971313       293.303436       334.519501       111.119621       724.148560       534.605530       927.284363       167.134109       525.342896       871.210815       315.599304       987.224670       56.0290260       509.615387       249.354263       473.774994       477.354187       651.318298       965.128845       589.410339       387.353119       370.174896       439.277405       635.615540       216.898468       164.714447       461.725098       140.036240       984.140930       325.408051       282.577301       355.556183       334.139801       697.048096       798.552612       206.252472       747.549011       41.7154083       459.176025       475.028107       640.333496       363.427979       835.663818       573.007446       535.262939       880.165161       240.907867       430.071564       804.749329       647.912781    
