   55.2457695       980.574585       986.169250       158.006332       720.119629       933.164062       629.640381       405.836548       43.4560318       152.129593       949.594727       261.873901       681.396606       555.940063       441.671570       877.407349       204.434326       11.1652908       631.859436       895.414490       800.332764       795.408691       642.166382       609.743164       671.309753       501.316132       341.909393       729.234314       196.897522       345.781494       60.1911621       832.226318       732.754578       644.216858       162.565826       155.371948       785.158142       893.022034       308.864105       222.804504       100.095627       911.302429       889.390686       846.262512       230.774490       965.408997       657.826538    
   197.455170       8.79432678       32.1699219       784.516602       709.996277       879.487915       612.522461       871.140686       143.558929       365.873901       26.4226360       319.176605       747.859558       687.760559       40.9234009       711.601929       954.889099       981.827942       847.585205       677.205933       345.498962       689.105896       799.935547       570.490417       539.842346       933.106995       625.281860       810.047974       710.814331       70.0811768       753.399780       869.688660       254.134415       392.505249       162.532532       816.928345       507.251404       993.515991       888.410767       13.5550718       698.384277       195.477203       54.5203323       129.829147       279.941895       878.930054       159.527771    
   170.946838       670.956604       597.361938       237.761261       897.503296       878.094482       811.400940       922.513000       899.157532       939.782043       894.265503       743.233521       353.288391       841.945984       799.440369       564.157837       190.297791       317.352844       181.135895       274.032043       311.582214       354.495453       200.624146       449.320099       569.157349       933.975464       886.086487       788.194458       277.645294       639.760132       368.416351       969.967834       854.993347       853.854492       91.5169144       500.495056       844.054260       256.089539       387.566589       460.293518       637.820496       279.596252       952.109802       926.495178       135.269836       810.602905       406.673401    
   771.773682       839.245422       362.486633       316.622589       48.1327591       952.831421       315.050354       63.5969620       505.832855       861.870972       425.766632       190.434204       846.223938       939.881042       993.551270       916.907349       101.952187       149.207779       163.589462       529.735474       77.5385971       858.351196       618.831421       205.983978       657.184326       437.418091       680.500610       254.070831       214.755386       281.026917       874.484863       870.732971       793.545288       555.443298       944.889893       879.841309       224.060364       626.362488       615.835693       44.2935905       430.105927       554.174561       795.513794       207.824997       324.914703       380.953674       831.371094    
   803.664917       482.254517       654.392273       619.392273       405.976715       768.624084       762.920959       115.988800       831.884766       788.491760       802.786072       145.371292       529.905762       671.691833       294.952850       392.101715       858.815125       424.058746       396.724243       99.2895660       547.291138       854.986694       110.992134       723.163574       407.021484       301.153687       759.204041       876.182190       171.796310       632.222107       946.933533       272.945953       826.644226       552.108215       914.202393       435.975616       423.409882       60.2925682       382.965240       12.3231440       358.143707       860.238525       696.854248       938.745422       226.206604       24.8516598       253.975204    
   673.852417       588.112122       559.227661       489.712524       721.061584       28.8688660       784.248718       142.901077       655.264282       75.7864304       902.678345       15.2651453       244.448227       275.720093       656.677734       946.912659       707.826050       138.783890       822.517761       352.156464       472.666565       691.442810       796.088562       650.525024       935.986633       521.208069       899.920959       892.427979       167.350082       938.346680       988.671082       81.7045517       853.442810       235.587387       870.267334       357.601379       712.340332       386.312805       536.633789       617.469910       626.660583       803.209534       73.7890472       27.3826218       497.892212       340.775787       39.3322983    
   580.506958       830.482544       809.220764       802.153625       89.0980759       118.981590       470.718323       214.328445       401.531494       595.888245       694.580017       311.119751       422.930206       399.815125       254.989136       447.425415       26.9399624       830.547241       975.194946       186.734024       842.748169       350.622223       400.891449       252.451736       756.929932       676.430542       779.284668       153.365875       804.319336       138.157593       906.387085       813.846985       914.427124       579.345947       110.392815       662.077209       649.749756       493.605591       330.760803       633.973328       23.7712746       798.151184       94.2345505       811.315735       812.559814       976.488342       476.482147    
   415.566498       253.883621       905.563904       994.061951       684.341248       336.062073       778.628479       736.692383       395.429871       607.970276       987.391357       613.735596       862.162231       119.667725       260.259094       702.202209       939.139465       147.561188       508.186066       693.759033       773.333374       473.918671       344.515747       420.774780       939.750488       553.053650       985.956055       106.560730       562.414978       27.6167526       489.323456       66.1910400       440.904999       254.641922       569.592896       621.455322       976.056885       325.104004       32.2918701       694.429321       535.119141       344.279541       740.236328       186.436890       4.41848087       612.960815       331.087280    
   147.414948       414.075867       995.996826       406.414246       817.332947       286.831390       822.348083       571.888428       220.892929       597.562195       437.204681       516.329529       97.5964050       986.668091       907.652588       818.075562       859.582642       565.913452       165.570221       451.497528       527.748352       928.327209       437.928101       826.780579       239.870346       932.893127       793.095337       205.594315       34.5298119       333.299744       886.680298       171.485077       301.759033       536.178406       407.557159       881.144653       494.673218       324.275787       787.831787       750.773621       870.704834       340.430298       970.131348       746.137878       477.133820       160.299835       437.601685    
   272.683594       825.769104       778.182739       510.243164       422.307068       89.5998611       703.357422       732.884521       45.5631523       571.445984       992.943359       828.458374       435.271515       783.417419       16.7313824       433.733643       269.404144       38.4935455       874.748047       293.832489       3.79778337       480.747772       634.458801       868.636353       305.145416       62.0459938       388.933838       112.678093       142.495331       52.0324211       441.746552       740.476135       32.4866409       443.294678       159.204147       624.073364       930.894836       669.649292       765.205566       296.253540       274.245453       167.280243       714.003601       534.683960       412.923706       879.473511       597.126770    
   760.223450       82.5487213       983.443604       711.878296       699.560303       394.796112       804.825256       131.888153       306.118134       623.187439       824.614441       624.322815       907.963135       382.839722       962.184509       928.189758       163.460480       780.106812       926.547668       353.897797       264.795654       107.369179       765.326721       647.749084       462.223206       187.457672       509.735199       55.5852356       910.747681       703.866150       725.143860       816.752075       569.569153       515.713257       944.515869       976.295471       827.326111       207.500473       915.229492       160.672882       490.527161       525.507324       804.083801       207.432831       656.193542       807.591431       712.442200    
