   907.818237       342.252502       668.093018       955.205994       357.054108       207.443253       905.357178       733.038391       157.853836       18.2894974       458.077667       961.124084       775.743835       226.843140       999.440613       257.087250       61.9792404       765.906128       294.007812       237.701950       380.484283       207.078003       412.694183       581.250916       741.520996       576.503540       585.670410       261.300903       70.2846451       5.51107264       373.346344       90.4811325       369.651489       262.291443       416.623413    
   745.047607       579.708740       14.4733753       797.642944       993.988159       900.709961       836.087341       390.207703       75.8721695       151.214691       868.799683       768.356323       753.630737       235.160873       347.289185       54.7653618       885.927246       578.109375       184.973572       701.609924       901.020752       408.230194       25.4138832       440.611206       679.224365       746.162781       174.336380       359.256439       415.597046       154.262024       277.598022       93.5636597       949.933655       94.5310287       718.081238    
   981.561157       528.295532       114.996956       712.777588       638.773865       70.3965912       904.125183       43.8114548       742.947998       255.945663       774.760803       884.997437       780.431274       8.47337914       824.148926       928.945190       528.023193       176.169662       753.202942       734.152893       182.955643       901.161804       618.150757       512.079102       182.182343       693.182800       218.058823       215.848099       107.832611       791.177307       618.141602       61.2272491       2.49344921       117.129738       265.690338    
   899.870422       904.694275       493.887573       464.931976       114.199173       996.161499       501.149872       177.630661       190.603561       774.347656       264.731659       112.323860       54.8321686       777.306763       915.051697       675.048157       898.236389       421.235779       243.881714       545.024841       694.242065       607.293335       849.941162       667.452637       994.294739       779.058350       874.316223       506.696259       240.757507       481.483459       104.640045       354.045105       849.129211       246.752975       880.023315    
   399.505310       400.764740       88.0279312       621.975525       572.909912       663.263062       352.424957       322.686066       226.214767       965.129761       798.197083       743.768311       491.631592       687.208374       178.780411       737.391846       268.121002       414.966003       716.265564       930.522339       619.485352       480.437897       413.059784       781.509888       267.185730       701.148621       662.479858       233.800507       696.973022       218.838501       409.350708       87.2293777       907.716370       88.3577576       484.366516    
   853.822632       578.176025       665.764404       344.371429       222.695053       64.3302002       569.193115       501.921173       690.142273       796.282471       930.243774       533.106934       374.807617       985.186340       358.908020       566.077026       974.202759       320.028168       783.497070       427.109436       586.466431       514.889099       532.917786       159.669601       418.127533       823.330566       521.498657       786.918335       151.287506       645.503296       562.890320       420.665955       157.680984       341.698090       834.939880    
   456.475677       38.4831848       819.196716       780.489868       923.161316       265.829651       624.512878       193.896164       248.619781       46.6316261       850.111328       513.027283       505.052887       171.511932       17.5202942       92.8487625       98.7072144       608.149170       129.584061       983.578064       841.017151       210.343506       996.243530       209.637421       342.989075       687.765503       879.422974       679.016113       243.312698       985.380981       417.631927       835.407593       346.474854       447.424896       374.958344    
   385.976257       317.431152       996.057922       748.792603       184.248016       950.433105       911.430298       395.740875       64.8119202       989.192688       821.504883       763.246948       812.330933       939.268311       746.871094       754.544373       250.605957       511.330353       970.785583       364.949829       682.432800       498.120331       736.550171       752.880493       567.924988       713.402039       126.481468       881.683167       817.901184       184.293869       826.811340       336.755798       322.482605       453.478577       406.589478    
   432.199158       112.533638       241.835571       439.812531       207.186249       131.152542       345.360352       136.571075       413.540771       782.950195       204.676132       222.184525       140.037842       108.374657       579.043030       705.010925       980.128723       531.084412       608.404724       727.313965       382.506683       357.255524       137.791092       426.203156       604.329407       321.207336       91.5469284       556.455139       390.933258       157.736832       249.106674       463.881592       427.244537       845.039429       755.047302    
   878.688843       134.581085       763.509521       637.617004       647.677734       79.9859619       633.463806       573.248596       134.633713       163.665741       191.534546       307.568542       471.717224       98.7571182       973.285950       173.444641       395.641724       547.911804       143.870407       373.205444       145.847778       779.842407       126.546730       370.161255       306.133484       364.344543       174.573135       401.260803       305.932587       566.803162       197.358231       641.355774       230.441513       575.611633       650.010803    
   400.371979       56.4773407       367.560394       698.053162       661.683899       176.601837       548.812622       215.912338       202.161484       107.680954       453.359497       95.8223801       630.999512       512.703735       391.942200       826.158264       263.360199       523.750183       409.893890       893.815308       731.631287       639.605408       829.208008       601.756592       414.795044       826.977417       898.224426       832.228516       409.012512       636.686035       808.387634       258.486145       598.799011       853.515381       474.883911    
   666.582886       982.608643       594.671753       70.0230637       101.161308       281.823029       661.441162       498.501251       57.0582619       738.473999       209.493683       305.339172       564.553711       87.6033173       752.411560       292.243713       852.325745       262.182526       720.718140       457.003418       412.563995       583.897583       148.357544       278.931000       625.122314       299.825897       77.4753647       597.106567       367.942505       638.146240       559.459839       601.688904       764.795959       302.761414       548.564453    
   419.332001       897.924377       899.214783       590.044128       986.670593       471.763336       220.937943       499.686005       371.507996       777.353333       279.151917       150.063034       78.4132538       118.521187       620.696838       611.276672       926.937134       785.113037       74.1860352       327.835938       477.058838       12.3396978       276.409637       87.9707718       78.6011200       577.042175       46.0047379       872.587341       504.095642       970.826965       666.278442       250.456985       796.905762       562.805542       497.803436    
   569.518250       399.827972       619.179504       240.789490       79.3353729       195.859543       673.694031       962.684021       672.081299       614.674988       692.541626       864.080139       155.066711       364.018555       329.887390       595.802673       29.2948494       58.9036217       999.505493       604.017212       260.472626       889.939575       948.123474       575.379395       368.092804       505.727386       650.156433       961.148499       80.6011200       816.785950       414.978149       484.563721       386.713776       664.423645       979.862793    
   988.464233       447.909180       713.507141       931.400635       494.961731       840.112915       12.6911926       831.519958       614.155151       184.961487       314.087402       541.588379       96.4158630       899.726807       926.181641       395.188751       515.740784       878.815430       780.095276       765.190369       279.350189       886.038086       144.497177       408.387634       38.6125755       802.765930       323.731567       768.154297       807.375732       8.23775864       330.413452       325.903168       765.562927       289.725983       215.497375    
   682.336182       807.638733       162.607803       857.633179       222.046967       459.632385       300.789398       759.152710       999.446289       494.428070       182.158691       446.197357       426.185699       310.000000       914.241760       920.030090       272.069519       569.432739       692.681885       687.179443       677.294434       496.767059       865.321594       413.051025       303.620453       731.259094       444.698029       98.7627716       782.760132       622.745605       136.664078       919.413452       504.256165       280.734680       659.674011    
   872.010498       667.718323       410.756042       829.456604       995.415527       291.040619       392.203186       194.849594       110.622177       88.1127243       131.105621       108.896149       384.946777       142.840042       813.040039       742.685059       223.063522       424.891205       873.394531       593.442627       758.337524       858.952515       786.159485       788.807068       691.435181       402.517151       798.099121       501.983612       971.990540       64.6194077       186.006378       98.2026901       413.840485       733.222473       850.620911    
   725.436401       299.429016       73.7746353       148.487411       84.4199829       704.421936       70.7020569       372.736816       242.605423       500.495361       158.790787       621.204651       90.8122025       151.068680       100.928368       117.616760       165.094757       212.471832       304.418945       711.838806       190.542099       573.369385       50.6038780       260.877075       709.237366       199.097946       358.524811       28.0297565       503.224854       266.125732       520.860168       215.992249       633.958923       395.055786       274.796204    
   759.504028       501.820099       128.645691       711.725342       421.278839       859.289246       112.400375       578.622253       647.083862       659.352783       58.8709297       92.2991028       360.020691       928.892395       262.879913       613.083801       372.847626       578.117126       140.302353       594.621887       680.977417       496.540619       524.428101       164.476624       778.753235       638.159119       337.466400       492.818695       115.951996       582.896545       381.908722       384.283630       47.1168594       149.244232       747.950256    
   79.9680405       699.190796       308.531250       70.8116760       892.886047       786.713745       326.343018       539.243286       879.051453       518.378174       962.909485       950.823486       164.777145       567.209045       990.412537       93.2195435       772.978760       615.950012       74.1484604       84.3476944       698.711182       673.273499       537.238770       381.121246       724.971252       585.682739       242.637054       427.858337       58.3462219       569.739502       961.373657       682.041443       598.605713       463.619293       89.4814911    
