   186.791840       754.959290       889.687012       688.512817       202.898239       797.184021       483.874725       959.055908       798.778809       632.445557       747.601318       18.3388004       637.606445       425.351410       356.021942       837.235657       857.720825       552.139893       973.664734    
   469.470856       547.421936       447.722260       769.931030       679.820435       534.487732       985.638794       596.480286       763.382812       867.609070       720.615662       846.336304       277.924866       950.924744       24.5228519       579.831360       840.166321       353.237671       264.722778    
   630.118103       889.690430       853.418213       257.892120       739.208679       493.679596       544.258545       779.852234       637.965515       32.7226791       181.052414       177.281601       877.268494       921.389587       349.564758       498.627258       421.795227       630.682434       87.1633987    
   918.358765       262.014496       487.449524       984.420410       372.896240       100.182327       92.9069366       896.996033       15.0005875       807.565979       123.184692       485.029175       313.852203       684.424988       126.725243       964.701233       121.116875       911.762146       733.719238    
   235.724289       322.316589       976.101807       307.985779       230.677658       332.940674       211.168808       359.727844       990.250000       449.890045       587.899597       968.583374       419.952545       693.077820       592.364197       456.353302       140.381180       884.545715       455.131561    
   882.707825       962.028748       468.496979       435.664673       966.880737       716.284119       455.910828       505.097107       104.214241       123.985756       34.1893349       401.622772       206.160538       25.0203495       667.364502       971.842896       683.169312       12.7074480       209.151840    
   742.558655       920.346985       212.837616       691.752197       640.545166       415.540070       869.463745       938.057129       578.800171       370.013000       63.7198029       248.360046       216.305038       187.797073       606.385986       254.781860       577.608337       462.208893       599.460693    
   131.770615       748.239014       694.222107       486.886169       744.966736       350.568024       155.238739       265.921539       35.4020882       804.373169       406.179169       353.405182       186.540863       702.161072       45.6380005       531.056580       786.096252       190.158752       233.577209    
   489.205566       699.897278       857.457275       88.3110123       809.507935       528.799927       865.303040       494.773621       77.9012909       195.927353       868.220154       734.568970       972.676636       764.227539       423.593170       945.105530       418.383575       370.142395       125.159149    
   441.864166       239.998734       10.5746641       578.669312       254.077789       357.625244       291.242188       715.876404       393.588318       849.119751       220.101456       547.405090       433.448822       489.682526       974.896240       291.787598       190.388718       500.088715       891.937622    
   828.538635       692.250610       10.6031265       232.166290       675.471313       913.876953       630.582825       252.166046       744.019226       486.323273       855.580505       822.178650       115.772766       486.784271       525.289307       999.689941       63.1059532       64.3599701       891.510071    
   991.884338       904.470154       76.5784912       326.745483       70.9229660       62.2963791       93.7781982       992.734314       452.377716       353.013916       771.113037       64.9505386       780.596802       956.013306       660.411926       847.400635       128.470459       504.768250       148.932144    
   232.984909       188.475708       86.4121170       866.725647       125.218155       839.105225       388.202515       185.502686       721.824402       585.059021       713.847412       516.129089       795.713135       531.916199       310.835754       224.876068       822.920715       797.457642       941.254639    
   124.107109       51.0210495       572.365051       166.602966       865.669250       970.883118       731.811646       894.512878       974.085815       635.985596       528.512695       33.0863228       472.499054       579.275757       802.670471       189.458511       996.253174       996.058411       472.940460    
   247.136566       185.260696       455.646576       23.7519226       419.752289       228.101501       557.340759       627.995544       71.9046249       104.946404       721.607422       882.224182       730.362122       319.784149       734.989929       591.475525       314.049408       943.976990       587.966553    
   377.485840       815.231018       813.509705       856.241455       771.381287       266.296722       273.615784       616.401550       656.359680       306.415741       431.680450       19.8790531       592.285400       897.561890       308.915070       304.294617       237.468002       271.491455       507.100861    
   485.350922       553.978882       559.756226       330.889099       791.648499       308.796722       262.413269       670.880859       771.749329       451.924957       889.237000       79.8547821       180.841141       834.226013       270.920532       59.5043106       277.137634       331.930725       463.120117    
   285.075439       838.356384       735.545105       571.222229       950.942078       842.790161       875.604919       318.182007       774.710449       649.914368       944.340881       884.772034       816.596802       601.919922       121.694160       894.996948       976.637390       247.330383       552.031738    
   905.344849       902.693542       654.118042       942.145813       196.406342       966.712036       225.771271       257.109283       590.572815       857.232056       111.975761       483.943970       654.768188       420.349945       439.648529       142.401245       186.286301       115.815102       53.8939171    
