   994.657043       455.843781       46.9166679       698.128052       387.453552       947.169006       529.031006       608.857422       883.635620       57.1900940       90.2552795       746.952454       903.518250       954.053406       277.661499       12.6680889       281.757965       371.242950       825.003052       351.072968       797.164856       689.696838       739.325684       30.0873947       48.5733299       657.597290       961.052551       51.8757591       257.343292       555.343689       312.239960       636.019958       15.0319672       866.716064       694.648621       553.879272       68.7627335       269.652466       4.15433884       391.288269       462.240875       697.165588       321.073181       180.924805       665.338928       786.961853       871.357239       820.586304       778.424316       17.4614639       94.2882004       24.3676167       617.510559       496.597168       586.320862       435.242920       108.834045       441.018677       958.483704       452.095367       864.131348       750.760681       842.085571       250.916489       77.3980103       367.433441       150.097748       512.324402       577.834167       348.358429       792.325134       59.3949890       381.839294       201.552750       721.269958       795.791199       411.180359       117.193871       98.4818420       562.983398       860.214294       14.7587147       528.642395       768.684448       176.627914       369.687286       164.756836       527.496155       691.196533       614.017212       304.872284       37.9580002       374.070465       771.309753       777.085327       504.673340    
   23.1365242       715.057739       373.016327       796.957275       246.525040       83.1029053       735.515137       242.899765       392.163879       493.268921       92.7896881       795.264343       983.695312       851.974426       653.723816       416.428131       223.452057       463.451843       672.506653       580.306030       299.977844       941.769348       535.443848       125.371193       421.646881       211.331360       843.421204       816.783752       128.180817       802.941711       261.223511       283.523895       466.693481       674.434204       4.00196314       249.559464       305.419556       52.8976707       439.930145       356.722717       450.061127       742.092529       561.438660       579.624268       394.746399       487.658813       140.431442       131.970032       929.703064       59.9055862       660.815186       410.729187       955.881104       14.8250484       206.133560       433.310852       364.727356       128.502594       897.368042       778.877258       517.180908       572.188721       844.456299       299.924194       312.313568       562.831421       969.297180       351.871643       975.969666       607.068115       34.8500443       642.105652       833.612366       501.574860       869.119019       36.8564758       149.448822       796.478394       912.643677       853.807373       401.351837       89.5810471       754.096741       358.732025       89.2085342       724.049377       266.338013       971.386902       266.102448       55.7476158       330.838684       593.572815       981.251648       764.121277       92.8836517       56.7173653    
   187.831436       394.389954       520.438660       706.527832       441.628296       219.962830       620.821228       553.246094       725.516541       251.499252       289.449860       674.800171       751.183899       458.977051       932.309753       765.828003       766.326416       586.047241       794.642578       693.559753       672.529053       184.174713       421.138611       188.196213       432.741486       697.445557       749.758667       31.4318027       709.037231       161.476685       267.776794       316.309753       550.190857       106.952896       371.443085       940.306580       36.2357178       227.703323       830.566040       848.047363       328.437469       79.1415482       353.812408       681.491028       247.176163       54.9769249       97.8548279       57.3518181       47.6104279       81.7575455       384.569366       300.501068       203.685837       159.497879       231.750610       705.329468       288.244141       623.013428       142.169266       470.167206       649.039368       107.310226       83.5186462       400.889954       12.1229544       398.620636       446.768982       663.028748       68.6819305       466.231598       605.866699       598.585022       202.397827       936.213440       923.308167       661.626038       979.348938       916.176575       4.83654642       849.846558       637.070068       285.375336       32.9243584       765.013306       710.348755       497.701752       442.862183       394.031433       760.130310       597.575684       222.195953       381.551514       558.948425       535.420654       462.281067       581.649719    
   925.608459       598.285034       815.516907       970.530701       157.795258       26.2381649       740.328247       81.7217560       326.191071       56.2674446       950.495789       111.574722       715.749817       74.9906082       380.433319       967.318604       439.209442       676.092224       412.705231       850.510681       971.151611       156.366760       681.418396       692.945129       220.097580       176.537521       534.412292       514.756531       210.056793       89.2414627       308.353210       428.208221       680.384460       611.849609       414.660767       440.286865       84.4314728       244.328537       615.653137       972.137939       351.747131       727.984985       459.562500       174.847107       395.520844       298.333679       850.911621       450.196350       946.088623       893.287598       525.464905       307.906860       935.939575       524.693970       56.2359428       686.578369       19.3620224       479.383484       43.5978088       151.206360       134.777344       524.058960       477.740448       358.179565       983.859802       772.968323       409.184998       804.350891       783.182007       780.331116       506.617767       677.728455       973.707031       613.661621       662.249573       588.110291       708.792847       694.149109       312.271637       173.946777       74.1487579       741.512695       325.988129       392.738434       264.294708       492.631348       530.770447       905.328491       386.062286       180.971375       775.179565       134.671829       161.008774       588.288818       890.209900       213.316895    
   210.328568       325.719635       926.501099       792.999939       387.336731       393.103973       611.035095       966.697815       490.947296       456.963654       931.502869       498.774200       467.685028       256.444824       432.769135       269.464417       340.528198       757.754456       307.334290       499.845184       320.011078       80.2022247       24.4524097       254.671875       599.857300       494.372589       782.345215       723.468445       760.664246       965.099854       629.567444       400.056580       319.902283       859.624512       414.715607       610.002563       400.963989       237.930603       95.6776276       263.279297       839.488953       965.656372       244.909637       361.310425       25.9268036       428.533020       281.582306       36.6138306       900.789062       919.591797       977.559998       876.255859       548.574646       371.518463       20.0631065       274.835388       252.153534       160.393616       84.3595428       601.474365       249.578156       706.128418       88.6196365       809.990967       859.973999       331.208801       801.411987       565.560974       774.342285       925.307129       864.217712       959.691406       46.5665436       931.472290       55.7661324       920.317993       376.435516       820.152710       114.335175       85.7109756       648.040344       438.938599       265.799835       483.026031       514.805359       97.1847687       234.348206       278.636902       103.667023       493.735626       800.572998       974.261719       416.525879       92.8687668       303.191315       516.396851    
   633.997192       873.951416       371.267181       959.629211       209.344406       956.904846       335.225250       537.194885       699.215210       718.459595       52.9912148       227.892090       704.939270       254.605301       636.090149       47.6055450       273.573364       607.397827       899.552429       612.868591       367.999908       343.661407       870.309021       499.202698       453.283813       986.004700       340.349915       890.530334       652.150818       84.2454529       197.117966       326.644867       235.908875       969.278015       512.350708       956.804810       538.071045       696.668091       709.297852       686.530823       928.146667       656.394592       983.436890       513.695251       567.023438       139.127701       343.531189       497.422119       87.2570038       149.966858       226.703506       868.628235       955.478821       341.616455       363.687286       900.213745       86.9892883       396.368103       752.433105       321.866974       409.437714       470.308289       10.1979818       680.159790       657.747620       96.7004318       983.960876       387.894012       584.888611       590.290405       944.756470       519.155273       557.583740       240.950378       94.3031464       5.05656528       260.213745       806.379272       907.339233       603.112244       412.776031       801.382996       673.020447       136.257690       699.736389       241.822769       541.086060       337.707733       171.259094       509.653076       322.204102       442.201904       904.088562       870.157227       170.515686       523.866089    
   428.671112       407.341675       659.773743       572.700073       452.797638       222.650757       80.2972031       952.630066       13.3210001       855.252075       573.801941       31.8911324       175.972214       854.210022       520.300049       926.119385       614.353149       947.224915       801.301086       702.391907       258.757843       61.9246979       844.656677       768.856689       562.505249       861.213623       558.042297       178.113800       162.788879       406.532684       616.527771       246.165085       942.920837       526.216309       425.461700       763.887451       590.118530       737.126221       590.334778       23.9547329       209.832794       886.176514       501.893585       808.582886       136.742035       297.760498       885.601562       35.3322411       70.1896667       603.517639       235.549942       291.659698       864.599487       966.729797       207.324280       852.494812       235.430725       967.775024       112.299026       490.849426       934.971497       888.239563       798.211609       540.138367       52.3852272       149.003128       439.665344       52.1974220       989.864746       761.200012       104.512741       837.480896       749.820251       395.707764       331.698730       33.3373032       594.261047       362.283234       796.074219       53.7671471       446.027588       12.9052563       70.8676529       263.182343       190.890503       50.7645302       200.083298       494.054077       981.408997       401.496246       353.932434       635.098572       293.584503       493.107971       872.845764       856.660095    
   296.766296       31.4528217       279.522644       590.535156       259.623169       439.623230       699.345947       96.2940979       668.953979       980.653625       148.994858       809.688416       206.091095       169.485962       122.910553       998.405640       586.609314       778.632629       110.493858       421.054535       630.711853       787.314941       889.310059       895.137268       67.2130737       343.970428       822.264099       817.524414       413.295288       877.539124       857.184875       917.802673       70.2644577       69.6217270       997.045166       232.193619       677.582886       446.448395       91.0870590       320.361359       454.323120       793.904846       511.726624       745.136658       847.804565       312.576752       438.828003       296.946838       828.443909       736.675049       492.668579       544.204773       803.169739       179.467148       372.635773       469.585693       694.148438       608.166443       984.734314       402.186066       654.833008       936.599487       624.614197       710.776062       256.707886       407.055481       489.257050       742.402466       762.006836       15.8626804       792.580078       991.513855       147.218506       116.055367       160.636505       159.465317       977.908447       28.2732353       537.046875       546.330811       769.204346       676.950378       162.500198       112.791405       430.485046       732.851746       167.164841       911.075012       403.630890       196.430756       381.575867       435.743591       125.383934       336.889587       667.132996       101.224243    
   792.574890       861.595154       826.293884       855.128357       608.897278       788.949158       41.1282959       476.735229       379.217529       537.716003       256.310791       557.954956       910.585571       976.694885       46.2294006       655.640137       725.408691       645.289734       296.213165       556.747314       868.462097       788.227234       656.533691       587.597473       536.781006       293.504639       49.0560646       565.154724       686.945740       383.927246       28.5903130       686.328613       736.173279       813.333252       31.9553814       867.625610       888.667358       780.969849       447.118896       489.553955       801.694824       897.790833       330.045715       778.485291       295.598663       35.6048965       116.714706       824.036011       293.939331       895.327209       234.991638       314.961823       564.474487       791.620483       702.963196       799.065491       741.725159       665.320618       466.379913       219.173080       121.495224       285.278870       439.667297       84.3924103       507.284607       70.9817352       245.958298       693.471558       18.0691223       452.675323       182.151550       965.043030       403.604858       134.804611       760.407837       846.452026       81.4217682       382.786133       78.6254730       267.656219       399.673157       913.158020       915.137634       195.003403       631.699768       972.703674       888.487976       446.249115       564.319336       813.584656       126.310158       65.8830185       362.718018       975.741455       561.554138       709.213562    
   452.721771       987.088501       102.767952       969.892395       4.85661316       646.351746       535.739441       884.922485       326.036072       298.110504       939.417053       824.276184       486.677460       126.273895       433.707489       166.926010       765.770874       968.723511       505.408966       901.708557       688.693176       993.925842       927.654297       474.365265       173.273682       584.894287       825.497375       363.942078       741.377563       855.252258       780.841675       757.165527       678.770569       30.3590984       827.348694       247.819077       42.5211716       989.868958       422.288116       81.4027710       983.327087       152.479431       404.221619       285.055389       175.931839       751.580078       408.632019       866.394592       978.000366       810.405640       612.596802       720.230591       676.106689       926.578857       706.337158       149.029388       842.745789       405.011475       516.738342       44.2507172       827.484619       419.168854       972.492126       856.286926       464.325500       455.044037       742.379639       210.149750       908.722778       858.669067       682.077637       920.106628       219.319443       177.248016       690.153442       356.078278       930.263672       530.570740       909.619202       368.034973       134.267334       252.073990       500.420746       907.740784       15.7927742       257.313354       23.7897930       98.6527328       847.965088       105.192627       581.191650       948.985535       583.356140       799.844910       996.696655       670.332092    
