   123.002724       665.380127       199.308212       901.703796       310.853333       271.816132       888.369324       461.405121       467.843719       739.705872       881.016602       526.566528       942.429993       646.082153       957.867371       747.643799       66.6260147       803.841492       253.331284       351.574646       219.870834       445.288361       608.828430       734.626587       322.396393       84.6217804       229.082092       457.052002    
   803.288330       782.693604       951.650024       943.424622       422.828247       292.031433       293.538635       419.691315       159.141800       722.732727       436.724945       782.574585       671.722717       109.799568       736.980103       956.412292       362.794891       659.452881       550.283875       135.976517       376.778076       893.987732       670.504517       902.049194       875.436890       512.809509       388.564545       575.534973    
   333.100922       511.947784       22.1662369       134.778168       97.2122803       635.889282       667.330322       252.842896       258.122986       740.245728       839.263245       983.747498       836.738098       981.876160       35.5831032       885.959045       561.253418       626.284058       472.599762       124.436394       515.473877       92.6111145       760.027710       532.513611       515.578064       964.153931       614.649719       35.3052063    
   542.195618       684.077576       851.697205       26.1973763       335.865173       522.361145       816.339966       807.444031       881.761353       517.380920       394.427002       464.291077       25.7084522       415.748169       621.421631       480.277863       207.138504       975.197632       82.9198608       194.992386       237.662476       106.541557       17.3001575       183.869904       726.462463       66.1781769       891.829895       152.875336    
   264.223206       196.529297       629.325684       974.349487       179.322449       88.7542038       704.587646       413.020782       158.529739       427.908569       818.161865       878.250000       142.914948       95.9997025       521.834412       23.1690941       639.908752       841.899109       433.768066       370.874969       848.280151       853.327820       862.613281       145.908981       924.829773       625.636475       105.691193       502.916870    
   173.812988       805.971497       37.1844482       951.700500       606.614868       208.433014       183.705795       172.576233       714.334351       757.262207       59.6571045       350.084167       460.412598       328.728943       298.081329       864.643250       1.76152158       428.359467       146.371124       155.208847       773.604492       164.277618       991.212708       609.062927       649.333740       776.701599       420.553589       387.810608    
   407.003204       359.570282       858.131531       622.828003       751.062256       681.103943       790.826294       851.179932       859.493530       11.4505711       214.060257       991.035706       396.529236       523.599854       544.407837       278.872284       882.163574       818.332031       247.429169       422.252533       759.430054       1.54882669       732.672485       377.779053       354.575531       105.364708       958.680298       602.144409    
   734.918823       225.763107       31.3018150       663.424438       290.587006       968.619934       535.920776       847.186279       511.597931       392.311676       421.398651       981.479309       385.849304       528.890808       896.684143       215.432526       391.075745       406.126404       242.299896       2.63701224       107.205605       675.480469       323.207031       195.251282       877.369629       564.244629       482.515381       503.706085    
   479.735565       89.1921616       981.351135       781.106140       681.382935       719.154907       758.197144       543.838928       239.753403       536.194763       49.6242409       254.217484       745.494690       2.90270233       837.379456       155.530746       943.707336       842.500732       621.395142       160.845261       968.709290       472.281830       400.909607       991.335999       490.978912       58.5439682       387.588196       599.696716    
   285.299774       852.576111       441.387268       698.353455       832.283325       772.804443       28.2766895       665.252747       323.690063       140.892853       715.632812       661.979370       103.463554       825.957520       645.180603       567.329102       236.117111       917.354309       760.292236       121.797653       432.052277       776.282959       623.180908       218.865112       554.581970       996.428589       643.168457       473.112549    
   850.914124       690.750000       911.932129       266.927032       42.8902321       651.201355       317.731018       478.004303       698.296570       665.265808       90.4923248       813.603943       798.620667       555.044983       619.140259       810.819031       511.815826       416.872375       656.637756       970.132507       934.417786       313.070862       305.533295       850.765076       212.486603       220.593231       638.018921       188.099869    
   582.733948       73.8865204       100.845718       743.412354       256.779053       626.956055       350.610779       162.665207       141.595779       352.189789       571.599792       264.244507       806.647095       123.436211       550.724304       947.699707       358.647034       274.188293       984.991516       219.945679       929.200195       520.275574       949.218506       792.418213       948.019470       628.714539       522.469299       89.8753204    
   661.189453       795.904602       811.158264       535.236328       349.267853       948.990295       190.663284       97.4367065       183.046875       790.498474       774.249878       719.530945       82.8365631       771.813171       394.981079       345.476929       432.998718       143.200760       298.207825       611.899597       469.842468       870.747192       275.673157       382.025848       222.214111       688.095703       681.982056       83.0293655    
   420.893585       871.189575       897.671631       903.245178       702.692078       980.591675       105.125694       670.958557       84.9772644       658.816650       823.438110       300.716278       301.148315       630.150818       229.017960       844.870361       704.305847       929.627441       505.323212       940.034607       242.451859       175.805893       466.877045       85.8172684       726.587280       44.4974136       685.418396       695.764099    
   286.266602       682.880859       40.4123268       66.9277954       935.295349       410.267120       743.319092       518.874390       14.2052441       186.642502       798.557678       297.099152       185.599747       275.454346       47.0561829       869.670349       421.615143       402.310638       865.773804       210.733414       459.372009       373.387604       170.579330       323.416321       952.275574       932.309509       808.303223       949.316772    
   831.017517       824.390503       725.292236       121.745911       674.535461       413.185608       459.790619       433.115784       980.997925       177.774750       9.42913628       658.034424       126.237335       899.489624       407.809753       604.131592       953.796692       347.762451       322.973724       732.417603       539.774353       443.650024       650.427734       506.974030       991.389282       361.939697       362.655914       633.311401    
   233.564346       731.845093       447.880463       622.496460       649.081604       638.161926       84.3183975       587.664124       932.667480       729.786438       879.078979       784.743408       508.512451       254.816452       602.430054       662.195129       587.257263       471.631744       260.531219       394.206635       422.681183       324.528320       727.880371       205.746628       7.76640081       807.390381       163.414871       216.034225    
   672.551392       426.709747       612.743408       142.450500       118.931274       6.29748392       507.107300       118.717445       812.412415       639.295166       599.560242       158.710037       541.898010       243.489731       251.449005       680.001831       913.912231       94.2889786       300.762939       153.254761       361.399567       336.871063       364.085052       469.531860       72.8147125       321.731079       393.034424       244.215286    
   629.993835       831.127075       647.163757       576.097717       1.75294709       969.637207       998.822266       838.306763       518.317200       203.091995       443.612213       178.238068       776.404724       432.216248       102.112900       570.414124       774.726624       586.928101       257.571594       547.034912       126.807831       911.022217       185.784760       47.0751190       799.816895       335.655914       155.670319       858.400391    
