   873.047607       93.3061829       630.721375       985.337708       90.2343140       530.321960       811.504272       835.150146       823.357483       979.368591       474.322998       870.722046       281.738495       826.382385       80.9520187       931.064209       951.451172       73.9371948       752.685669       277.978027       856.907593       925.184753       315.681366       658.969910       783.171509       11.7546682       585.734314       757.103577       266.737305       117.428062       353.631989       237.482651       34.6826057       914.388184       818.114868       313.610260       657.791138       274.237305       640.235046       202.403839       573.811462       777.894592       47.5691032       627.479736       512.065857       373.860382       162.134888       505.793732       299.494171       907.025574       309.328400       736.162842       789.390320       739.493286       342.019867       264.408508       970.223389       218.518097       820.728088       892.356506       544.265991       598.635437       146.852844       180.339600       311.996490       394.455597       18.9249039       651.994446       456.932983       484.262115       666.439026       942.207520       554.511719       357.340088       327.077332       339.770386       187.330429       954.027893       650.562927       949.700562       104.930267       399.826965       907.591064       791.478455       277.669128       758.917786       453.727325       809.231812       522.616577       508.926025       692.579773    
   231.891251       867.472595       934.506165       407.252899       21.2432289       682.583435       351.148346       441.424103       281.519196       177.096237       255.458527       18.4306202       296.633667       87.6964493       845.309448       910.037231       245.550415       973.090088       571.553162       589.458069       45.5484428       178.757065       623.067444       80.8269119       577.339783       130.414413       654.429016       958.279053       399.749847       423.594849       408.945038       276.637695       988.462158       955.088196       472.585236       925.883728       509.676178       819.029297       968.456421       713.817627       236.006592       530.279053       226.348022       882.747925       560.834839       161.520859       493.218292       32.9416885       968.080750       397.374115       578.434692       695.676819       276.358521       954.102722       115.607170       13.0862141       40.9356079       474.159790       698.080322       656.997437       919.781128       59.7356453       35.9597282       673.629028       691.147461       456.538910       565.789673       197.603134       111.506599       553.104309       415.226074       574.519531       252.706589       182.635834       651.193420       202.262833       755.189697       995.019348       320.050171       586.679626       158.244690       914.763916       803.640198       92.9411774       362.684723       81.2094345       323.029449       229.719589       21.4656906       462.195221       686.144836    
   167.416306       824.688049       496.614502       531.368286       872.954346       617.000549       873.322876       718.623962       780.761169       96.2248459       376.746887       851.755859       823.602600       388.904022       240.207260       526.121704       871.496948       517.631653       984.466431       891.600464       367.995209       729.620850       443.821625       116.461288       307.335999       438.691589       78.5082932       550.583069       93.1385040       213.561203       958.015381       366.973450       83.4869080       186.103134       177.246948       929.577942       590.355652       938.475464       3.85244560       963.858032       603.040649       606.556824       219.768723       425.850525       65.0761185       272.803802       441.543793       225.990814       780.401917       881.565186       564.822876       261.418579       672.706177       486.245941       999.221924       488.194672       841.645386       154.404510       231.920013       253.470261       660.354736       167.191391       274.691986       907.908691       542.865906       40.6019783       959.889099       80.5812302       643.342529       263.718140       773.981262       368.119690       546.111633       982.608948       124.389885       312.585205       739.984070       873.581299       523.478821       407.647247       539.728394       139.919296       219.333801       320.086639       681.612366       482.902527       568.548401       461.932617       121.934128       878.288391       850.446045    
   801.441589       674.732849       974.606812       916.864990       721.532593       745.199768       493.746033       140.433823       49.3735580       402.365967       337.521484       59.6116714       700.544739       930.343201       966.278870       11.8069487       748.040405       969.122070       114.519943       49.4421539       347.449005       961.050781       734.786316       622.955444       816.182739       978.802063       125.535713       143.996277       124.006294       428.497009       97.1383820       782.469116       13.5395308       563.468811       765.221985       581.704773       664.626160       84.4726181       747.516418       789.936829       546.402710       646.945251       852.091309       590.024841       693.511719       82.5325241       11.3063536       684.104675       593.049500       512.082092       108.110039       397.899719       554.138672       361.404449       988.819397       708.886902       262.141327       886.079163       952.056946       278.267487       468.515442       947.496399       291.237701       764.973511       750.855957       34.2476273       881.578613       487.770355       189.626785       444.344971       283.252075       446.113281       981.786194       909.793335       83.1915054       444.792206       637.737244       411.834473       480.124329       390.656494       755.779480       192.094208       42.8670120       790.774231       212.829391       257.468353       669.720398       892.202209       553.639282       621.664062       86.9368286    
   343.413391       609.924622       586.853699       177.334244       558.043274       131.333679       846.430969       192.650833       387.083252       486.161560       767.876587       140.861832       331.601074       895.919128       675.442322       858.510132       913.766785       987.623901       491.087708       465.687042       536.805725       75.4385071       942.998230       373.087555       629.486023       13.6649323       889.969360       949.134521       74.5889740       286.903595       257.928101       973.644165       984.450195       636.195251       148.123581       383.718658       811.164490       485.689178       245.850571       634.120850       989.233215       667.131470       28.3323650       67.2722626       700.698120       288.494415       60.8021545       372.841736       34.3646355       157.990494       440.449432       602.355408       991.224365       167.847763       262.786133       303.058350       947.353760       257.237183       343.930664       154.555588       752.962891       107.622185       706.949463       805.131348       50.8037109       543.777405       637.558289       781.173279       464.975952       865.294617       605.205872       308.765137       284.446960       864.838318       2.12623501       279.661072       625.239868       235.792709       40.3470650       22.7010708       498.926117       401.558777       251.267441       758.102234       18.2694912       96.0434113       939.424500       676.248230       202.596939       214.145813       964.637451    
   214.115036       16.5158310       361.801453       822.059204       764.654419       147.595718       847.773926       813.967957       324.391327       71.5973129       481.248840       46.0986977       322.183197       740.135315       923.863464       391.523346       445.319977       128.132721       426.256378       122.878456       796.963562       3.08782768       735.395508       662.455750       723.521912       813.780212       148.384506       581.952332       407.821594       521.222534       620.297791       38.5173035       536.222961       15.8400536       190.588074       977.094482       501.539185       412.484680       427.842560       384.329468       480.104462       525.744507       593.268860       422.221436       515.123962       103.457962       200.373520       263.639252       888.229187       379.734863       835.281189       686.903992       45.8061523       833.552734       20.5826378       718.656189       513.532654       873.698181       129.046600       762.480957       235.045471       242.585007       829.582214       280.924500       904.801636       875.727966       958.686462       908.413818       159.761490       580.920288       982.261902       68.4897156       388.266602       693.083008       569.748718       446.431091       567.315186       918.154846       563.708740       554.031189       771.396912       91.7412796       357.316925       190.552048       840.772522       90.0747375       341.415649       203.746277       143.955139       397.772888       691.559265    
   424.599670       246.564102       953.344482       613.856812       939.051758       107.580917       857.180969       340.322418       89.9834518       558.312866       74.6724014       248.444778       968.277588       961.637207       540.544922       178.125656       676.422485       992.815735       702.956909       901.904114       194.473083       565.099670       109.039291       130.798126       309.619507       876.565063       562.164734       845.325195       602.288940       428.710999       606.423279       799.251038       661.121216       380.869324       494.852325       25.2952690       726.573486       72.0121078       300.214355       410.975983       651.952759       210.413528       555.717712       896.187561       556.777649       990.967285       409.500580       150.064163       277.267120       373.904907       179.004715       639.524963       646.872498       480.925049       649.153320       160.115662       169.135239       998.682922       325.668732       712.307190       551.524353       343.732910       451.536102       621.750122       346.072968       176.884491       121.931870       741.955322       415.441864       241.452881       135.700882       467.941254       351.329742       503.844635       697.702576       82.9328461       849.161316       198.209839       66.9197540       698.872742       150.801331       925.387390       483.044678       167.580826       217.383453       246.308945       219.238998       793.953735       267.529480       964.907288       935.542236    
   96.1360626       104.616409       825.253174       963.741699       115.664635       881.106873       905.677673       254.234222       63.6106567       175.375565       626.746094       10.4784393       40.0766716       929.851746       980.431274       439.653656       474.410034       319.029114       396.998230       303.757538       363.351746       583.718567       16.5802574       286.645477       895.977600       257.531219       419.240479       617.578247       672.593872       99.9855347       12.6306944       349.861542       264.656097       529.059265       868.940125       614.886230       474.025848       36.9009552       11.4970760       802.747009       400.309509       741.844971       774.089844       774.147827       255.332581       354.804138       966.745239       831.646240       84.0884323       61.5312233       636.015686       653.414795       985.499329       748.024475       610.596436       668.707520       145.161514       601.596741       118.269371       93.5975418       46.4026756       670.104065       73.1173172       488.274261       631.818787       726.712219       341.517242       428.208557       673.523987       500.608673       158.712250       462.105591       483.102783       551.966980       827.224731       118.927109       461.538605       436.077911       472.171021       334.121338       784.065918       666.793457       698.112793       3.71251488       158.127213       608.037964       481.309540       518.824219       395.592285       734.841797       427.942047    
   115.838387       125.460510       526.077576       614.440918       582.471497       442.412750       331.582092       887.858154       430.794800       366.859863       730.560303       704.128357       783.494629       501.356201       956.149902       619.381958       397.640717       71.4086761       770.601624       293.924744       561.975342       363.438141       247.058975       984.977295       965.615234       613.413696       849.048523       339.338440       994.242798       174.558548       755.221375       902.728638       265.430756       408.230316       56.0821381       686.194946       819.901550       816.278931       752.735901       354.556702       996.755432       913.965027       607.992737       746.507446       709.876465       98.0466843       74.8370438       903.506897       632.164429       799.093323       368.779633       742.234436       140.038498       689.627441       574.005920       842.332031       308.277191       795.997803       476.253571       610.599548       322.626282       433.046783       755.077637       807.037354       540.445862       630.143799       26.3819656       301.474091       73.2748184       120.989510       745.713074       813.231812       853.230713       487.973267       477.454865       277.609802       256.460541       420.904999       338.381256       351.019379       814.708984       178.033722       362.844666       2.66106844       222.355118       425.924011       699.961121       523.347046       71.1889572       808.918457       335.497589    
   253.452515       353.508972       446.215881       826.218445       729.461182       402.460175       264.781128       851.917053       103.427948       741.367249       335.246857       847.574707       460.259766       577.251221       4.40883446       828.447815       226.209457       397.809814       144.878204       887.146118       186.495544       342.950012       77.7898178       779.396790       64.2538605       15.8113527       605.659668       219.206009       622.281494       814.986389       498.993988       303.735870       449.860107       552.301819       582.978333       966.346375       814.136047       362.304352       341.248688       246.493958       835.734497       387.394562       481.322327       460.745758       841.402039       333.100922       543.208252       609.559204       198.638565       629.472412       870.750000       401.625702       125.125153       814.784973       399.358154       66.2273636       188.496674       494.314178       821.483398       959.090271       781.011841       105.105568       131.667419       786.654663       359.669006       489.693634       55.1228104       248.151581       771.739929       805.074951       280.089508       965.995422       427.067505       32.5853691       366.471436       670.528381       2.16982174       826.874084       947.638733       343.311096       278.887878       209.838028       308.823212       678.631104       312.772583       199.329819       925.447205       898.490601       374.554321       36.4169731       275.797791    
