   494.954681       359.180511       222.582870       751.535645       498.416809       759.692749       669.037476       490.419434       848.222961       834.348389       154.676697       570.205139       817.531250       656.559814       726.522461       392.999695       764.112366       919.023193       636.773560       438.441498       154.442871       450.745544       145.689209       12.1548109       524.947327       900.618713       554.933472       661.521667       800.285034       70.6147003       524.255859       141.355042       616.830688       956.320679       686.610840       873.683044       354.356689       781.984497       188.036926       239.605911       909.606812       977.549683       600.083923       536.568176       602.903687       458.888031       1.10223889       378.623260       30.0504761       185.963333       822.755249       730.828918       321.636108       763.363647       675.584534       873.758606       138.074951       94.3650742       416.333801       53.4987183       252.240051       924.813965       234.269547       808.495728       669.816711       170.701996       753.598328       295.674286       442.165436       640.233948       38.8974419       537.877686       433.534515       543.309326       731.775269       520.845215       458.323303       409.156372       981.657776       970.293213       743.040466       116.172913       686.262878       164.616318       781.852417       250.652817       321.412933       246.507599       362.622437       137.648300       197.709900       31.3356380    
   242.778580       525.260437       685.098145       318.121094       937.325500       662.437622       719.384033       641.955872       275.678894       50.5089607       75.7439117       642.830994       943.324280       398.545837       405.807831       814.563232       597.277649       991.319031       50.7363052       37.5280838       696.582886       268.147156       987.059509       703.008606       72.3238831       488.671021       646.822021       396.326843       255.888199       554.133545       118.677788       689.959473       220.028625       586.986267       420.338806       348.156158       300.740631       477.000122       661.684998       209.776337       846.059326       225.356186       432.067871       701.949829       942.148315       689.199890       246.352127       876.148071       846.509460       169.772552       847.987976       328.805695       724.950745       688.250122       520.235901       809.322449       198.798615       684.446838       283.733490       195.354065       410.489380       650.596619       130.660217       153.020691       439.300903       289.833527       777.448120       574.552246       29.2657928       988.252136       411.888947       893.584351       238.252396       605.745239       845.609802       277.888916       879.764709       690.557495       911.408813       179.564682       300.362518       890.361511       158.057434       589.633301       624.582092       428.520813       517.506714       36.0009308       403.823029       733.291199       234.904236       107.384239    
   852.972107       839.333618       756.498718       44.9294128       764.055786       678.208923       529.877197       776.425354       979.867554       413.619629       153.044571       350.224152       988.568359       395.925049       847.535583       63.2857208       742.083679       201.579666       713.146057       624.927429       114.395966       832.654114       608.916199       570.065735       519.936646       567.868591       51.6335907       335.874756       535.605957       479.645599       247.369980       178.220383       999.786804       856.544983       560.627502       8.40371132       131.197250       607.962036       347.220062       782.301819       3.84911108       290.212646       544.993225       413.939209       456.722961       882.757507       198.774384       170.722961       58.4054680       568.933350       801.901245       752.182495       669.892883       698.603699       181.395279       698.153809       991.672974       432.454956       156.220047       736.100464       746.087891       434.728394       522.919312       198.884964       260.896118       900.882019       331.922333       959.398926       132.169388       955.753235       408.584839       873.786560       200.086227       83.6516113       874.875122       735.811157       339.623169       3.03876257       20.1627846       345.743927       953.270935       246.679794       107.852089       726.258972       185.975479       29.8326015       313.039307       185.733063       606.056580       61.7638092       14.8619661       803.440796    
   694.804016       21.1300354       734.378357       192.910919       867.954224       443.645630       266.237244       805.251160       965.318359       492.041382       762.124878       986.523743       109.961174       300.447784       823.254761       98.9708252       832.814026       588.061279       437.899109       699.582825       819.760254       381.442719       635.932434       800.373596       147.615433       719.506165       799.509766       320.461456       43.4734764       921.727966       260.417725       220.819565       286.225555       256.458099       409.965149       823.061646       420.931030       138.727554       151.700333       481.400940       963.637634       431.977997       945.588867       749.093811       857.685486       280.241302       854.847534       534.539795       63.2566605       103.270157       710.047729       722.325623       386.967255       897.915649       405.827271       527.261292       463.899689       973.807739       48.2121887       233.485092       832.736084       443.034973       679.297546       84.2162781       521.255493       46.9401894       584.603149       238.555771       345.842529       360.364685       886.248047       378.159180       821.130188       883.856140       84.4436798       520.841370       646.700073       822.072266       854.594177       588.533020       886.663696       192.706802       136.976227       698.501404       153.485855       974.205872       676.789856       468.014679       616.755371       542.243408       372.758514       298.315643    
   331.858795       177.454407       949.533081       783.098633       767.223999       189.891632       337.380188       313.487488       408.672791       300.127533       798.558716       69.7715454       197.783142       362.391785       999.407776       96.3014221       854.773438       929.470947       659.140015       306.153381       405.124969       233.683136       451.237976       998.898010       331.532898       163.264938       158.561172       170.576538       704.594910       65.5955887       865.525757       577.197632       344.344452       36.0794716       706.668823       990.670288       485.441010       302.046204       783.397400       795.440247       136.460266       724.434631       887.661804       563.955811       68.0362854       17.3810196       97.8474503       658.412354       314.276764       695.579773       856.682007       417.063812       924.681519       927.757996       549.430725       422.164154       123.495880       407.694122       646.211548       240.919647       117.330765       173.997696       921.755920       92.0682449       924.928711       677.645203       630.850098       926.182129       389.478027       564.900940       776.812012       452.623596       8.39656639       227.400543       964.095886       878.225098       184.423553       471.515015       870.207275       383.407593       42.0371323       469.868591       394.553650       584.214722       63.8765259       143.958649       530.615112       725.937683       783.993469       569.675293       706.076599       227.957703    
   464.559082       784.551086       20.4549122       562.605835       337.259430       146.562073       7.62218237       247.612457       492.675964       150.727432       149.634003       716.073608       723.612793       701.147522       495.527740       34.2132721       766.056824       760.255127       657.111023       545.306519       834.083862       576.903931       943.041565       514.215515       689.879517       556.040100       886.492554       631.821411       19.7834835       545.870178       215.904663       218.360779       730.541016       632.655396       987.165710       225.471100       919.488647       50.1039352       331.522430       320.234344       298.793793       758.151489       254.063034       985.376282       133.612579       649.358582       542.342224       308.388123       337.307037       71.9022446       410.425018       503.999878       49.5361748       542.634705       918.387695       884.983765       566.518555       178.631546       521.997253       511.007263       552.550903       806.749756       917.250854       990.058411       787.042603       418.209656       865.988831       494.522583       788.793579       64.4973450       742.814331       273.745758       518.514099       981.352539       504.417480       883.714294       984.469360       351.272552       765.638306       1.48898387       317.010040       914.473083       474.402649       781.830688       886.753052       917.094849       648.944275       606.777039       501.187866       377.773315       615.273926       105.958794    
   446.636505       88.9562378       840.231140       781.250183       126.881668       733.596741       377.254578       450.245941       373.768219       819.798462       770.405884       326.870422       883.863098       661.056458       550.833130       253.192001       418.919189       656.328003       701.369629       675.667664       210.635757       636.828064       157.345810       898.072205       798.953064       466.555573       611.328674       173.406296       218.140701       751.884216       495.791656       480.895386       721.311340       354.095825       842.665283       163.063675       802.213928       199.272842       783.186279       486.218475       837.832642       458.775848       70.2570114       602.852661       418.830048       669.694336       671.842224       778.289368       804.342224       454.331940       713.197815       504.211090       14.8541660       866.813538       817.570984       178.547180       564.758423       28.2021980       74.9352875       257.711243       856.348328       844.397095       14.0014811       81.5419922       920.780273       115.139687       841.868469       67.1468582       553.815247       439.295685       973.711792       144.349564       578.300964       481.916412       430.757202       383.479523       100.692390       837.452209       342.299957       667.006165       146.280487       94.9125290       216.150528       637.981201       419.403595       744.354797       86.2449799       286.800049       561.666809       380.384430       658.291077       569.353149    
   416.317261       234.495636       200.020126       989.880371       10.8398771       603.687256       51.0810699       372.007446       810.134338       173.512344       520.807983       867.218201       273.880157       79.9694672       194.593246       541.375854       790.918518       833.812134       257.377533       326.488800       942.611694       852.007263       152.278229       713.670349       298.998108       112.237938       156.936966       996.015625       872.254883       183.994415       87.0572281       547.140625       64.3465118       667.481201       460.462158       919.703003       416.556427       640.997803       37.9664536       129.692734       795.628784       47.4790115       63.8823013       721.896729       328.503845       125.730606       283.327972       614.805176       276.875031       450.705627       331.502289       540.067261       423.813782       754.556396       852.025696       334.967712       909.250549       10.9520006       230.152542       625.760925       658.977478       955.380371       928.345642       176.525314       785.705383       462.834900       309.168976       620.976196       416.600494       753.153870       813.877930       27.4138222       75.6951447       843.641174       74.9680405       903.899658       455.183960       838.432617       521.961060       696.732483       435.080139       316.496002       102.754852       303.239899       691.469604       68.6656113       48.5913734       567.520203       561.547729       498.604492       277.177399       43.8293762    
   495.690918       568.146057       986.762329       583.109985       412.572937       537.046509       430.464325       501.345490       842.037964       643.339111       580.172424       846.232544       801.809875       792.190308       198.616226       613.377930       412.181183       185.563599       445.841278       136.473068       65.9797134       40.3851738       538.353394       436.722260       253.827759       372.231812       942.367432       166.271957       695.744507       87.7028198       263.143402       450.716003       706.290955       585.605530       440.654144       492.633453       658.946228       725.993713       669.380737       683.470398       265.036041       531.887207       794.251587       850.161926       911.370972       454.261963       230.403107       766.484436       342.392029       84.7182999       714.123474       632.434753       22.2223282       7.91448927       209.255615       675.688354       437.937103       646.598572       931.331421       532.755310       75.7353363       294.865143       840.756348       197.128326       518.400879       95.5526428       409.051147       513.677063       988.267761       880.186707       349.914093       268.030273       504.384705       326.863495       178.812332       915.131104       422.637665       95.7510452       139.806458       408.277405       708.280518       273.384491       73.4696503       617.572388       120.984444       926.095398       440.195343       669.025146       374.540283       649.343933       375.917114       919.677490    
   271.719788       837.980652       92.2324066       495.094513       810.455566       869.796814       117.354759       238.986572       235.348846       983.855347       582.268066       143.509735       431.896179       959.135315       942.072815       107.213226       82.8039322       439.293945       37.9688950       471.455109       570.961609       287.127075       986.532532       755.211121       153.028732       509.916565       313.240021       75.7291412       307.791901       413.008209       921.691528       956.994934       478.192871       881.569153       64.8801575       191.390747       314.248474       433.360107       819.531860       888.167114       781.131714       617.761108       59.1894379       974.046387       385.746063       920.688782       56.6758614       147.267456       133.671417       235.668015       992.697388       316.565796       59.1664543       711.572815       630.772522       928.698120       946.400024       956.194763       98.2421112       883.719299       237.714584       901.404846       503.582581       589.225403       991.251831       218.174637       595.683716       530.159119       972.939270       222.830704       318.072571       189.117722       335.332764       43.5627937       77.9198074       102.428482       195.869308       244.665741       781.888977       511.681793       742.614807       518.308716       735.333496       645.510132       587.548950       70.7417679       764.870056       689.797546       450.794067       365.438080       740.296631       408.542633    
