   781.974976       10.3681021       833.176025       284.982788       804.301514       772.045776       594.922974       255.554398       795.052063       96.7696228       447.474182       678.212280       427.669098       732.711731       303.258423       546.193848       726.942200       337.146881       364.376648       900.334290       13.6463547       408.387024       528.094116       966.998901       93.3743057       714.077271       481.758545       647.063660       642.704773       826.428284       581.930420       4.47743034       310.997498       321.243347       496.498108       923.401672       235.851120       199.316238       411.761383       42.7068939       889.642883       172.215576       888.769104       529.970581       783.516052       648.174438       740.603210       976.369446       603.999878       67.0366974       326.552155       804.678528       812.989502       910.591797       162.407013       570.748535       228.150635       129.329269       475.198669       143.360870       640.204712       428.944122       261.841705    
   841.034363       156.296555       127.306999       869.744934       815.213745       484.668213       841.050598       798.980774       321.209412       579.491821       197.229782       665.514954       619.447388       716.825195       778.240845       751.148315       233.309082       109.521606       510.237213       423.824432       149.801392       384.607086       44.7132034       758.996033       416.986603       325.377747       882.581360       658.106384       624.873840       422.442932       790.161987       73.1667404       845.038452       653.190430       1.23806107       346.167358       312.815521       782.046265       436.880463       906.348511       606.379883       235.867371       825.099121       590.695374       892.621094       626.678345       826.433350       898.682678       283.513885       393.914551       857.814941       545.610168       681.015076       634.664551       188.146317       744.990356       847.601624       929.418518       606.422424       903.727417       77.9525528       997.291382       227.952759    
   975.023499       853.779114       211.660172       135.312408       864.537415       717.334412       372.482819       771.943054       345.829803       201.220490       20.6412888       1.31719637       420.423004       715.842957       711.013000       386.615997       828.192627       992.566833       546.669128       535.746033       238.320740       318.878815       488.106537       673.335999       559.222168       21.8346901       703.919983       825.382507       172.837753       473.147614       726.227722       31.1350307       992.321350       928.024719       395.626068       111.104317       188.197998       929.172913       813.497681       870.241028       900.279907       614.591125       39.1290703       818.703247       181.482620       779.337341       640.662415       964.421387       603.356384       443.266571       137.064102       500.371552       852.308716       586.290466       43.1623535       506.481171       83.6753082       96.9476013       351.333588       324.107178       123.400841       571.894775       270.228668    
   211.264252       325.627289       713.464233       268.118683       934.841187       98.6053925       110.958015       311.727875       757.711182       115.526131       869.038757       698.697021       167.978043       421.623962       262.096771       812.866272       83.9688644       752.690247       448.394623       912.048035       673.270935       146.917084       45.7724533       799.127197       128.957886       820.469666       592.508545       619.448364       304.337677       585.176025       115.267647       128.540649       462.458649       514.190613       290.223846       527.421509       346.942169       123.711731       807.897461       20.6526623       123.965149       423.208527       397.890686       342.394470       707.571411       135.548157       891.733337       134.906372       860.890259       737.132874       545.985901       123.799797       398.170349       995.730652       503.834930       858.394592       48.4331627       834.916931       26.0505390       39.1333580       369.174500       255.493835       760.212219    
   949.363098       186.124695       954.996033       982.163025       820.050598       856.319946       339.904114       780.343689       411.159943       728.494019       128.710480       241.880463       856.918030       82.7697525       541.702454       800.892700       614.009155       562.691406       755.317505       279.161621       262.993347       982.919861       137.510162       473.793396       432.064758       872.372803       602.972290       216.299377       802.034363       741.901978       620.624939       767.891907       804.975037       984.860352       911.180054       133.846771       338.261566       818.521851       956.303650       493.706909       914.277771       90.2011490       181.155304       576.974854       516.828308       307.037140       691.176392       870.727966       584.031921       752.620667       279.541992       818.144409       842.672729       802.723999       881.372803       972.272766       51.4096413       18.9948082       381.932373       674.378784       976.015991       697.106445       950.785828    
   64.2004547       532.121155       147.093994       56.1734810       790.057983       12.3208818       213.574249       324.212494       634.867004       977.200134       173.121368       921.946411       491.878418       169.349854       700.941467       196.813385       587.395386       308.245850       160.933334       613.582764       223.371490       751.078552       337.661224       260.711060       8.67029381       811.122131       363.807220       296.928955       251.235413       901.639954       800.780701       33.2984200       886.211975       705.194336       789.056641       492.333038       759.826538       607.442993       361.983398       51.0613594       969.373779       382.753204       687.251770       297.226624       744.890198       374.750275       434.794556       638.950073       839.008057       225.089722       353.057617       398.910858       723.610413       271.047760       312.048035       158.636200       565.772217       538.405579       896.302551       580.589417       56.4143410       543.230835       534.350159    
   41.9752045       892.698914       99.1418991       685.331726       379.027649       684.302673       948.171753       801.508789       796.700134       860.204468       880.624146       943.604980       128.429413       808.099243       759.708313       299.914032       314.245605       742.526184       394.519287       987.467407       92.7084732       123.402336       173.440109       592.550537       543.912354       720.442261       788.397766       330.256256       99.5282822       170.094757       884.319580       386.886383       138.914703       193.186493       140.163376       475.235992       650.702515       880.409485       922.057251       207.415390       827.572754       983.907837       172.354492       56.0602264       585.114746       968.795166       820.542297       845.099792       121.400963       831.540039       453.426483       636.220276       325.895966       409.057281       96.8090439       630.446167       902.745483       125.903641       71.6773453       328.149872       883.063477       918.939331       935.191528    
   499.546631       236.086075       51.5598717       74.8242416       896.377441       181.951599       689.053040       273.908508       825.073181       760.093811       155.094528       332.469727       870.721313       131.586914       737.827332       144.666992       14.5458412       534.701965       296.916992       979.990723       972.508850       633.651245       217.061981       458.581848       449.456726       752.697815       207.370132       957.109863       391.213226       346.948181       794.402466       794.939575       150.006882       329.994873       16.1670742       409.375610       739.965088       602.828918       58.1067886       375.061157       752.778015       278.044434       191.025970       181.345551       620.615112       926.866272       785.705444       790.989441       937.659119       563.884094       107.734543       584.088074       521.812439       687.873657       487.888947       994.381592       530.793213       803.030823       92.3544769       670.905518       222.659454       821.015686       160.708374    
   567.485107       263.093506       234.275848       342.388092       325.556366       585.344238       970.248840       387.577240       149.728333       222.551010       271.799774       365.343719       649.949402       902.847778       619.248352       710.422974       180.274689       525.026428       880.400269       625.599060       793.594055       619.175964       363.076721       269.449341       120.432823       328.376007       393.980469       716.886169       202.433014       976.685730       602.119690       13.8520231       812.685242       603.947327       980.239136       793.713318       275.128326       77.7429581       826.507568       303.553650       846.527588       329.137665       807.420532       406.045197       453.351807       730.358643       863.667908       780.436646       467.302979       266.060089       207.746216       818.809998       884.908813       23.2015476       111.761513       124.446335       124.142059       727.176208       361.663116       645.816895       362.047119       992.073120       848.563293    
   108.664162       435.452454       647.463745       418.778900       874.607300       403.807373       488.272247       593.636475       622.046082       151.377609       622.663574       848.848694       260.047546       838.988037       454.293274       940.652954       102.050491       718.076965       852.815491       60.5342636       16.8795891       970.869019       661.039001       386.935883       814.337463       511.396698       634.167603       458.513885       831.853271       547.914551       877.607788       84.7718887       309.797913       605.523071       369.107910       113.792892       19.3128395       423.206146       960.549500       268.434753       459.594391       17.1130066       600.654480       399.865845       309.435913       69.6017838       240.526352       172.784103       732.667175       810.283875       727.663879       499.608185       443.930542       150.396957       613.414856       49.9266129       289.292267       6.65785074       93.8134460       367.978516       330.886475       754.426636       165.190979    
