   28.4271011       122.690887       903.288330       210.739426       613.364075       115.117119       336.937622       361.406189       333.928406       135.671402       755.732666       416.157593       435.656830       90.6159439       265.504730       994.228638       564.446960       639.712524       703.728333       948.055481       238.365234       257.233215       877.191101       585.200012       589.759644       78.3905106       227.619431       736.494141       873.005493       572.816528       175.029068       38.7008820       455.729645       402.251099       158.337997       284.688293       38.3434944       938.250671       763.740784       230.141815       581.294617       827.576294       389.484283       841.100403       282.313446       653.832825       510.196625       720.829102       17.8323116       862.753113       815.436523       494.303558       459.146027       964.261108       961.121399       770.756165       892.527832       316.841125       524.982910       319.303558       148.421494       756.174500       697.238770       392.974091       186.446777       705.711670       971.376221       457.698547       930.425110       533.748901       434.209930       411.373047       612.821411       210.384125       754.662109    
   913.717224       416.902740       704.411011       685.124756       596.052063       149.656158       411.261292       256.388428       325.770721       712.372375       234.233932       852.534668       500.407776       512.325562       158.342712       311.662323       971.255859       333.154266       951.296509       49.9927673       992.730591       586.872009       160.302277       564.791138       460.641510       677.579651       258.169373       71.1085663       406.240723       196.889969       172.293213       250.412018       830.275085       381.573608       415.997620       46.2873955       401.540314       937.177734       240.912384       678.184387       506.002136       466.018768       861.123108       614.399353       290.945404       932.686096       522.350891       316.448181       818.695618       232.190826       94.6192703       829.245056       992.699585       699.097717       980.588562       62.0379524       773.197876       904.730957       139.236847       533.307739       489.989777       468.678650       356.572083       656.011536       986.096741       799.905945       200.640228       903.529907       857.574036       37.6539040       867.693787       40.3329544       245.256439       730.839966       450.559326    
   918.331970       946.078369       196.333878       945.711914       434.072968       473.402954       966.276794       831.651672       26.9893265       232.749359       564.942627       754.452332       4.66803408       824.165955       638.594421       63.2028923       843.822083       892.480774       265.824310       880.477295       135.265915       470.425232       723.763489       554.791504       933.501892       647.539978       594.174194       747.158203       710.093689       153.336639       423.324921       701.301514       498.104279       322.162964       145.241257       987.147522       326.985870       706.189941       886.071350       256.815247       50.5495110       370.577240       510.746033       806.528320       889.164185       644.687256       654.121948       356.747559       793.995178       123.550362       736.671631       410.970764       408.466003       552.150085       324.753601       934.443542       115.883163       359.840790       122.992783       937.513123       521.786865       882.044556       949.252319       85.3500137       483.773010       93.6542892       739.288940       250.132523       697.318787       202.020248       82.4828644       358.889679       938.061584       35.9374580       636.855408    
   966.494019       729.247620       131.882141       67.4664383       703.028992       350.826691       516.501038       560.231934       758.287354       5.58907652       858.548462       539.844360       204.630463       560.744629       738.668518       936.446411       84.9823227       760.017761       271.534851       702.925049       105.251457       242.880829       388.688599       430.467468       807.955688       248.496277       89.8822250       949.518494       626.035400       965.444031       765.029419       275.719025       467.594635       849.174255       424.588654       104.318863       107.549118       58.5849380       973.857056       693.869446       407.401398       491.236115       168.950424       647.160034       92.7873077       660.633484       156.873138       580.550781       555.339478       241.382797       672.270996       205.590149       50.3013268       738.911011       754.390625       127.444313       361.575958       189.869308       126.808784       836.114807       572.142700       336.885101       618.901672       341.792572       812.232483       965.386902       922.189636       648.754333       775.736450       702.888916       729.620117       397.820129       175.565521       719.645813       873.366211    
   203.882401       715.870789       751.703369       228.342789       300.939911       478.826843       849.666321       477.625885       659.893005       186.189484       688.730286       736.827148       143.379456       909.032349       81.2112808       872.266541       91.0294800       822.399231       543.055969       164.266068       782.580261       729.431946       733.757629       680.484314       842.312195       688.154541       567.510681       678.650818       561.324097       510.359894       105.868401       665.564819       945.325500       168.518234       219.671661       161.842880       783.789001       33.0445786       556.006348       676.146301       570.256836       653.305603       844.443970       443.556854       815.891724       345.859375       934.847900       449.137268       595.692383       188.906998       401.484924       131.129379       127.017548       380.798462       274.564728       623.775208       373.837341       981.983032       572.562927       632.333679       994.010132       973.946594       570.777161       889.345886       511.603363       735.393005       770.283081       388.601776       267.145477       116.000168       316.873871       367.866577       175.550446       728.543213       21.2672272    
   219.335587       603.804810       81.4901886       279.610779       624.776978       834.019897       762.526001       279.694855       915.426392       152.986099       59.4186859       331.585907       140.999802       463.392120       164.022232       758.840210       980.949829       469.941437       644.532227       785.254028       500.468811       767.619507       205.493210       752.374512       539.931274       855.551392       473.387787       166.926773       884.578003       11.4513454       455.925293       37.8688011       677.866882       788.988159       271.356995       604.991516       515.057129       646.585571       508.693878       255.475555       768.247253       991.739990       532.340576       457.342773       58.8548546       389.388611       569.314087       381.618500       513.947693       663.956543       163.066467       458.586975       898.607971       201.757950       743.005188       550.801453       288.311554       109.933723       486.702576       483.077881       422.821411       317.530365       631.173523       771.456726       863.756653       985.073303       774.725403       578.565186       578.866577       608.083130       641.976379       34.3391495       251.183075       457.035980       950.304443    
   251.809372       160.766129       662.906738       463.889160       815.294067       600.559937       333.793121       25.0905533       793.019592       679.109558       786.540100       386.589142       811.769836       297.923431       8.21888351       43.3274117       869.319458       796.192383       338.976044       246.912506       526.264832       913.783813       322.584473       31.7812138       530.959900       571.787354       359.770966       407.062164       120.287773       265.239624       628.553894       738.429077       794.687256       275.868652       969.865479       170.916412       558.099609       64.0494461       918.231873       562.916382       444.843323       447.034454       282.809418       621.005615       650.521667       863.257019       149.994675       221.819443       703.894653       952.063660       782.305664       556.378784       632.123962       416.404236       901.471252       557.125916       510.419800       999.285156       277.889862       824.833618       397.569733       117.861725       881.451294       110.296707       423.738892       562.903870       21.3591042       864.101013       133.636276       8.86822224       595.748779       86.5971832       315.134033       381.764099       296.142792    
   79.2183685       413.365967       646.136108       314.019104       510.855530       303.010834       380.389984       443.227142       953.601135       983.620422       716.723083       766.489746       262.261292       638.499451       350.450256       609.558228       351.563263       280.209198       260.530579       622.379578       446.828003       35.7245827       318.908417       100.639633       182.973633       356.150269       142.687897       519.351440       305.594025       875.320618       311.425201       51.9817505       883.194885       406.055023       674.489929       74.1648941       415.378937       252.866287       348.223022       730.468323       589.325806       198.522278       162.677231       70.3688431       893.186401       714.846619       241.095306       563.781555       520.904114       443.042419       273.343658       675.416931       847.280762       45.0421333       478.526031       499.574127       257.315796       399.201691       736.423462       824.969177       305.088013       833.747620       902.993286       805.385132       999.941956       256.053253       882.641968       40.6087074       820.072449       216.780334       870.649780       946.988464       263.899994       188.165253       392.778687    
   375.154297       950.364075       554.138062       896.740601       368.357574       269.808472       987.126160       784.969666       99.7727737       50.8179398       782.729797       807.624573       650.386230       470.480133       951.109741       630.868591       764.795654       201.906509       161.511215       730.473694       991.356628       402.985596       70.9257050       559.906067       296.308441       502.004395       887.170105       748.353394       499.081116       866.407471       328.728210       347.494598       672.761780       352.452454       845.947693       543.735779       261.335785       156.648834       349.488464       894.416870       42.1493759       365.921478       171.478760       734.125244       824.619324       256.724091       829.264221       234.098648       326.994507       847.336304       888.797852       610.303406       169.621017       819.512207       128.136108       342.430084       161.809235       225.741562       568.143616       725.816711       342.847290       730.676147       695.853821       81.2231903       953.887695       429.821991       607.836426       126.248825       829.291138       260.038849       260.844025       727.806335       193.375015       208.728348       790.462463    
   781.388977       317.328735       21.2972374       105.909431       907.670105       887.091980       693.956848       118.301643       510.392639       395.108673       229.568222       562.195984       103.394608       220.963898       381.548553       793.219421       10.4877872       199.593246       454.528961       24.9564590       702.210754       732.530273       723.436523       187.288681       73.0805206       778.606689       21.6645107       312.586578       735.272644       805.870239       836.478088       19.7956905       160.312698       454.473236       473.350800       253.178848       974.886475       147.336578       157.464294       907.163940       6.37268925       147.351532       572.824280       541.055237       766.886963       760.414795       829.348633       691.434631       954.570862       978.127136       489.763184       312.118896       46.3867760       720.286865       604.869446       995.675964       258.250061       351.611511       641.375427       421.515839       965.202820       963.580383       297.661194       211.307251       78.1865082       898.106812       686.221191       836.636475       844.953674       90.8612061       334.350891       974.688049       491.197449       840.674988       10.3107004    
