   221.276749       263.188019       595.537476       928.841003       952.732422       175.786545       831.768433       239.015045       480.225464       301.535126       964.581299       430.847473       219.474503       341.864990       426.092926       980.877075       918.623230       422.146576       876.499512       322.755432       834.967773       176.830017       684.762756       97.4898224       492.237396       313.668274       384.094086       776.695496       839.183960       991.019348       658.096619       398.388428       143.851166       386.654999       312.688263       969.524902       872.620300       639.816895       445.733673       781.796875       594.807007       245.577255       485.859497       493.789154       666.699585       170.600769       323.684570       890.928955       149.106857       576.779663       765.635376       75.5207367       301.931061       387.032288       748.886169       536.677979       485.932007       542.603516       109.774796       698.554504       582.594788       528.013367       796.442444       591.977783       259.893555       796.894592       924.754150       970.409302    
   470.427490       278.869659       66.9216614       673.636658       51.8929062       478.759979       828.396851       195.544601       11.7590151       99.8385162       706.644409       289.584259       814.456055       22.9115620       4.20173693       491.714203       584.498779       842.132385       77.7194977       420.520172       453.622864       443.499329       435.659546       641.816650       563.010620       209.012558       673.905884       555.205566       548.229736       840.731628       2.51244402       829.603455       445.527771       460.456024       815.497559       905.015198       70.5063858       981.996399       103.211029       369.413910       921.888489       174.022293       728.896667       808.319580       218.401855       947.446350       752.007202       991.572632       525.318481       954.077820       512.592102       289.584137       991.756775       205.430206       941.595703       205.523346       347.315735       671.013062       787.874695       553.769165       375.666504       338.514038       71.4055786       301.871857       299.921295       463.153473       106.581451       387.417999    
   974.927734       25.4020348       788.332886       734.271851       164.840256       578.318848       33.9906311       295.064606       878.389587       38.1832581       670.993347       442.021301       323.703979       244.417023       534.408203       856.066895       941.639221       340.295074       307.429901       730.068787       550.358032       807.210327       118.880005       857.057190       654.862488       835.789001       350.821228       727.177612       871.455566       189.162384       598.019836       942.587524       285.252472       170.921890       84.3314972       185.049011       771.661133       676.357300       667.500061       901.462585       783.009277       275.500183       85.6206512       456.699249       30.9580021       740.765686       9.54620171       20.7841969       112.943901       494.862885       645.623596       350.403992       799.522888       440.984924       414.333801       602.917114       837.744324       23.0182667       320.036499       39.3896980       481.554962       32.0810242       373.173828       29.1980305       960.478699       628.274353       35.9892616       461.469543    
   71.3942642       438.632599       95.0035782       735.492310       33.1849861       797.032471       633.755737       725.127441       446.292328       876.319397       397.670959       520.117371       937.746277       558.214233       365.136383       243.554642       507.916992       127.137054       251.006226       480.093445       96.2301483       232.838547       709.047302       324.826477       965.579041       142.511765       522.961548       982.108459       610.248962       905.893372       826.878540       977.766479       229.593765       192.703949       947.044434       783.772217       296.349182       294.735199       233.692902       940.465088       578.739258       424.306152       2.01970887       368.628235       213.037094       839.760498       371.501282       11.9657555       39.1998711       272.548370       33.5320168       497.574982       314.082275       52.8266945       404.381805       477.331451       905.628052       394.632904       380.461243       565.458923       308.856506       995.928894       866.883850       271.936127       60.0737419       646.353516       975.621887       565.610474    
   138.912628       752.081909       222.768768       448.959076       302.781158       797.720581       148.334549       159.970139       390.015961       639.420410       48.0097389       828.749939       53.9841309       153.928162       920.847168       887.013611       234.255188       312.411926       216.508682       580.398071       372.395569       504.968079       335.973541       237.013855       136.709167       445.934113       520.047974       777.368774       920.874573       521.479980       245.064407       199.583420       68.6053543       932.881165       541.937744       115.157784       679.276672       457.202118       470.240814       436.862854       432.201843       677.464722       404.172852       95.7343140       809.949646       264.439636       96.8481598       350.268890       468.641327       31.5653019       587.235168       474.264648       85.4423676       433.900726       770.629211       986.315674       875.190918       468.298096       60.7679749       277.296539       876.435730       227.557983       90.7864151       551.716858       831.561951       296.268738       565.311646       17.0511398    
   608.727600       682.415100       104.244431       713.263611       539.136353       877.470215       277.714325       491.716797       958.867126       812.623047       789.826599       82.8919983       803.523010       124.274071       52.4613228       977.405090       898.074829       384.874237       349.672180       40.2628098       956.291687       132.508560       915.436646       811.267334       820.234314       711.595093       175.503464       2.11414719       876.762390       556.311951       98.6551132       533.582458       19.5362511       592.327576       869.257568       425.689941       22.9375839       870.286804       328.098755       187.063004       355.561432       446.566498       259.861755       385.318756       710.198181       685.179626       835.016663       637.338074       229.638489       425.372925       40.8304520       209.677734       670.204529       676.129822       140.497360       375.601135       585.674072       480.377899       560.919373       151.237610       525.854736       416.810028       773.405518       862.554993       429.473663       797.803284       143.638947       335.745667    
   403.848999       259.742493       754.408630       581.861450       459.892731       61.8948059       947.081848       279.466248       714.335571       279.428619       564.687866       842.065552       328.084015       988.734009       443.347473       538.220886       705.989197       563.019531       904.405273       497.742004       570.401001       167.032654       538.172302       344.921143       353.051361       937.144775       914.602905       330.616882       360.202362       905.486328       20.6119919       922.006409       762.980591       730.639709       115.855057       331.056244       588.086182       159.513062       189.679352       95.0584183       176.070755       279.558899       659.143433       905.438293       138.048386       664.160583       193.738846       909.451904       911.432312       441.403168       100.371147       511.726440       488.261169       4.61974287       196.766464       913.330383       560.820801       74.2828522       6.29313707       566.343384       524.316162       438.933105       200.654694       603.605103       954.620972       475.245209       593.090210       725.879883    
   439.583344       272.401306       793.105103       54.6240005       385.307312       869.418274       237.000748       500.776337       189.434982       696.920410       539.195801       273.630646       710.160461       154.484131       834.628296       336.646393       750.951416       423.194641       178.648041       265.697479       537.241699       78.6513748       972.548401       202.119446       908.569885       908.860291       649.339050       564.548462       773.285095       259.290131       451.402313       209.385193       398.440521       679.547119       186.054611       162.299057       890.133301       177.680786       939.110291       542.583618       854.054565       753.630188       189.054016       678.737244       606.074951       738.112366       742.901794       234.803833       614.281677       430.683441       2.26021123       472.639008       543.402588       253.543442       999.924988       975.152710       379.609802       97.2423477       200.386383       935.489502       82.5801620       935.334351       273.821381       619.995178       850.299988       679.899658       655.094360       301.923676    
   290.327515       594.524414       335.691467       232.653366       662.563538       71.4709015       137.160156       715.291687       93.0847931       716.960205       227.236084       903.718811       537.182129       608.441223       651.268311       178.846863       562.312683       511.311340       986.818787       955.349915       947.451416       199.090393       159.570343       496.637787       878.985168       3.11289620       901.936340       656.734009       546.930725       829.994080       635.173584       551.571106       343.910248       469.498840       826.031677       95.9994049       959.116821       606.096985       809.581665       719.673584       645.230225       902.796204       845.417725       110.335236       955.264343       243.881180       703.911011       987.741882       944.793152       134.645630       629.091980       610.626526       346.456268       148.189148       245.597382       776.295166       606.534851       199.390976       325.540009       525.899536       324.315094       187.150833       651.524048       969.057739       821.839966       527.627258       973.951172       442.776337    
   996.748108       493.903198       777.923828       843.648132       617.206726       423.378876       663.928223       590.188660       227.835281       296.787964       8.89662552       917.992859       380.627930       22.0718575       678.210938       776.298157       15.5774593       592.517883       784.873352       921.026550       818.366638       541.218384       322.202728       278.871887       399.473969       360.612671       76.8794937       510.206604       588.481079       334.640076       252.366882       724.268372       55.1665764       754.153931       31.4871788       478.761414       776.139587       799.464478       478.560974       459.455902       229.848434       296.190857       414.500458       683.686096       918.879700       689.736145       398.255280       420.383087       602.583374       354.129242       340.204865       746.781616       104.076332       720.952637       526.166321       743.812805       808.274170       813.282593       876.450684       294.170349       645.472595       317.903107       224.233704       830.167847       458.489838       191.020370       308.854462       423.179047    
